Unnamed: 0,Unnamed: 1,2018년 5월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1071314,545241,526073,1055919,535421,520498,423019,15395,9820,5575
의창구,257731,131595,126136,253887,129252,124635,102107,3844,2343,1501
동읍            ,22379,11373,11006,22150,11240,10910,8843,229,133,96
북면            ,39419,20008,19411,39215,19901,19314,14405,204,107,97
대산면          ,7261,3798,3463,6878,3462,3416,3292,383,336,47
의창동          ,36030,18264,17766,35721,18124,17597,14875,309,140,169
팔룡동          ,37391,19473,17918,36233,18574,17659,13479,1158,899,259
명곡동          ,48799,24735,24064,48138,24429,23709,18748,661,306,355
봉림동          ,33941,17676,16265,33352,17403,15949,15451,589,273,316
용지동          ,32511,16268,16243,32200,16119,16081,13014,311,149,162
성산구,232112,119589,112523,228067,116641,111426,85033,4045,2948,1097
반송동          ,45198,22812,22386,44940,22700,22240,15497,258,112,146
중앙동          ,25325,13753,11572,24273,13122,11151,12731,1052,631,421
상남동          ,30225,15286,14939,30020,15190,14830,10428,205,96,109
사파동          ,50091,25108,24983,49808,24985,24823,18364,283,123,160
가음정동        ,44001,22440,21561,43565,22152,21413,15549,436,288,148
성주동          ,27309,14458,12851,26660,13876,12784,8905,649,582,67
웅남동          ,9963,5732,4231,8801,4616,4185,3559,1162,1116,46
마산합포구,184005,91921,92084,181864,90652,91212,78217,2141,1269,872
구산면          ,4893,2612,2281,4664,2399,2265,2318,229,213,16
진동면          ,13338,6813,6525,13140,6709,6431,5488,198,104,94
진북면          ,4326,2459,1867,3878,2065,1813,1822,448,394,54
진전면          ,4339,2178,2161,4244,2112,2132,2203,95,66,29
현동            ,13679,6862,6817,13574,6794,6780,5181,105,68,37
가포동          ,888,469,419,850,438,412,413,38,31,7
월영동          ,32282,16016,16266,31898,15847,16051,11940,384,169,215
문화동          ,12326,6104,6222,12209,6050,6159,5649,117,54,63
반월중앙동      ,16579,8111,8468,16498,8086,8412,6790,81,25,56
완월동          ,10426,5097,5329,10382,5085,5297,4214,44,12,32
자산동          ,12138,5948,6190,12105,5942,6163,5048,33,6,27
교방동          ,9192,4573,4619,9170,4568,4602,3652,22,5,17
노산동          ,6752,3344,3408,6717,3335,3382,3056,35,9,26
오동동          ,21162,10484,10678,21016,10431,10585,10263,146,53,93
합포동          ,7848,3997,3851,7809,3984,3825,3813,39,13,26
산호동          ,13837,6854,6983,13710,6807,6903,6367,127,47,80
마산회원구,202667,102340,100327,200493,101079,99414,81111,2174,1261,913
내서읍          ,70170,35346,34824,69749,35093,34656,24927,421,253,168
회원1동         ,11955,5968,5987,11889,5948,5941,5493,66,20,46
회원2동         ,8812,4440,4372,8782,4432,4350,3793,30,8,22
석전동          ,14894,7469,7425,14758,7419,7339,6558,136,50,86
회성동          ,7259,3730,3529,7210,3718,3492,3321,49,12,37
양덕1동         ,12462,6237,6225,12330,6161,6169,5521,132,76,56
양덕2동         ,34580,17369,17211,34396,17254,17142,12300,184,115,69
합성1동         ,7308,3734,3574,7249,3713,3536,3566,59,21,38
합성2동         ,9220,4577,4643,9049,4495,4554,4554,171,82,89
구암1동         ,10518,5288,5230,10436,5265,5171,4577,82,23,59
구암2동         ,10856,5447,5409,10695,5380,5315,4483,161,67,94
봉암동          ,4633,2735,1898,3950,2201,1749,2018,683,534,149
진해구,194799,99796,95003,191608,97797,93811,76551,3191,1999,1192
중앙동          ,8526,4401,4125,8501,4390,4111,3060,25,11,14
태평동          ,6464,3316,3148,6416,3285,3131,2767,48,31,17
충무동          ,4015,2020,1995,3992,2012,1980,1957,23,8,15
여좌동          ,10030,5000,5030,9943,4971,4972,4605,87,29,58
태백동          ,5926,2994,2932,5901,2989,2912,2863,25,5,20
경화동          ,11404,5777,5627,11346,5753,5593,4439,58,24,34
병암동          ,8149,4038,4111,8111,4026,4085,3384,38,12,26
석동            ,18286,9322,8964,18146,9242,8904,6553,140,80,60
이동            ,9741,5084,4657,9615,5031,4584,4654,126,53,73
자은동          ,20139,9992,10147,20051,9970,10081,7539,88,22,66
덕산동          ,11061,5434,5627,11007,5410,5597,4175,54,24,30
풍호동          ,26799,13445,13354,26724,13414,13310,8985,75,31,44
웅천동          ,7935,4167,3768,7604,3872,3732,3362,331,295,36
웅동1동         ,7675,4218,3457,6955,3542,3413,2666,720,676,44
웅동2동         ,38649,20588,18061,37296,19890,17406,15542,1353,698,655
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",,,,,,,,,,
