Unnamed: 0,Unnamed: 1,2025년 6월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
여좌동,7815,3865,3950,7706,3819,3887,4202,109,46,63,89,38,51,20,8,12
태백동,3412,1703,1709,3397,1699,1698,1851,15,4,11,8,2,6,7,2,5
경화동,10349,5216,5133,10258,5170,5088,4495,91,46,45,62,34,28,29,12,17
병암동,6828,3360,3468,6769,3319,3450,3332,59,41,18,48,36,12,11,5,6
석동,17088,8836,8252,16834,8688,8146,7327,254,148,106,198,124,74,56,24,32
이동,8362,4485,3877,8214,4402,3812,4846,148,83,65,103,59,44,45,24,21
자은동,20036,10024,10012,19896,9973,9923,8823,140,51,89,102,35,67,38,16,22
덕산동,9139,4485,4654,9091,4467,4624,4092,48,18,30,36,14,22,12,4,8
풍호동,24693,12289,12404,24581,12234,12347,9154,112,55,57,91,46,45,21,9,12
웅천동,14428,7487,6941,13858,6991,6867,5829,570,496,74,536,480,56,34,16,18
웅동1동,8318,4565,3753,7558,3876,3682,3564,760,689,71,737,670,67,23,19,4
웅동2동,46639,25797,20842,43146,23625,19521,20614,3493,2172,1321,2731,1755,976,762,417,345
,,,,,,,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행) ,,,,,,,,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,,,,,,,
