Unnamed: 0,Unnamed: 1,2018년 11월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1069650,544117,525533,1054154,534348,519806,425433,15496,9769,5727
의창구,256805,131020,125785,252986,128761,124225,102430,3819,2259,1560
동읍            ,21952,11175,10777,21733,11050,10683,8808,219,125,94
북면            ,40967,20746,20221,40748,20639,20109,14975,219,107,112
대산면          ,7292,3816,3476,6919,3491,3428,3336,373,325,48
의창동          ,35536,18012,17524,35253,17893,17360,14781,283,119,164
팔룡동          ,36870,19185,17685,35734,18302,17432,13427,1136,883,253
명곡동          ,47907,24296,23611,47248,24001,23247,18551,659,295,364
봉림동          ,33422,17332,16090,32813,17066,15747,15326,609,266,343
용지동          ,32859,16458,16401,32538,16319,16219,13226,321,139,182
성산구,231654,119331,112323,227591,116385,111206,85723,4063,2946,1117
반송동          ,44944,22710,22234,44665,22586,22079,15494,279,124,155
중앙동          ,25197,13683,11514,24169,13060,11109,12871,1028,623,405
상남동          ,30102,15225,14877,29907,15137,14770,10478,195,88,107
사파동          ,49510,24803,24707,49213,24669,24544,18354,297,134,163
가음정동        ,44095,22499,21596,43609,22175,21434,15678,486,324,162
성주동          ,28003,14784,13219,27371,14224,13147,9327,632,560,72
웅남동          ,9803,5627,4176,8657,4534,4123,3521,1146,1093,53
마산합포구,183058,91393,91665,180813,90071,90742,78240,2245,1322,923
구산면          ,4876,2625,2251,4619,2384,2235,2325,257,241,16
진동면          ,13275,6812,6463,13079,6706,6373,5489,196,106,90
진북면          ,4298,2436,1862,3843,2050,1793,1817,455,386,69
진전면          ,4291,2166,2125,4186,2093,2093,2205,105,73,32
현동            ,13828,6908,6920,13711,6834,6877,5224,117,74,43
가포동          ,754,394,360,722,367,355,357,32,27,5
월영동          ,32532,16140,16392,32086,15942,16144,12059,446,198,248
문화동          ,12311,6086,6225,12205,6033,6172,5676,106,53,53
반월중앙동      ,16373,7991,8382,16294,7967,8327,6738,79,24,55
완월동          ,10243,5002,5241,10203,4992,5211,4195,40,10,30
자산동          ,12045,5916,6129,12013,5910,6103,5051,32,6,26
교방동          ,9071,4487,4584,9051,4483,4568,3593,20,4,16
노산동          ,6604,3261,3343,6566,3253,3313,2999,38,8,30
오동동          ,21073,10456,10617,20924,10401,10523,10342,149,55,94
합포동          ,7680,3910,3770,7637,3896,3741,3769,43,14,29
산호동          ,13804,6803,7001,13674,6760,6914,6401,130,43,87
마산회원구,201842,101841,100001,199739,100623,99116,81313,2103,1218,885
내서읍          ,69607,35078,34529,69203,34836,34367,24957,404,242,162
회원1동         ,11752,5857,5895,11688,5838,5850,5441,64,19,45
회원2동         ,8509,4286,4223,8481,4278,4203,3679,28,8,20
석전동          ,14601,7280,7321,14468,7229,7239,6480,133,51,82
회성동          ,7141,3669,3472,7102,3662,3440,3294,39,7,32
양덕1동         ,12326,6169,6157,12208,6103,6105,5532,118,66,52
양덕2동         ,33895,16972,16923,33737,16872,16865,12034,158,100,58
합성1동         ,9706,4956,4750,9644,4932,4712,4434,62,24,38
합성2동         ,8856,4432,4424,8677,4346,4331,4424,179,86,93
구암1동         ,10239,5116,5123,10164,5093,5071,4523,75,23,52
구암2동         ,10628,5327,5301,10463,5258,5205,4496,165,69,96
봉암동          ,4582,2699,1883,3904,2176,1728,2019,678,523,155
진해구,196291,100532,95759,193025,98508,94517,77727,3266,2024,1242
중앙동          ,8453,4369,4084,8426,4358,4068,3083,27,11,16
태평동          ,6355,3257,3098,6310,3228,3082,2766,45,29,16
충무동          ,3951,1996,1955,3926,1989,1937,1932,25,7,18
여좌동          ,9779,4872,4907,9681,4837,4844,4555,98,35,63
태백동          ,5788,2920,2868,5763,2913,2850,2836,25,7,18
경화동          ,11362,5746,5616,11298,5722,5576,4445,64,24,40
병암동          ,8053,3984,4069,8012,3973,4039,3352,41,11,30
석동            ,18102,9212,8890,17952,9130,8822,6512,150,82,68
이동            ,9584,5014,4570,9464,4968,4496,4618,120,46,74
자은동          ,20305,10064,10241,20224,10047,10177,7745,81,17,64
덕산동          ,10870,5338,5532,10814,5311,5503,4141,56,27,29
풍호동          ,26774,13375,13399,26692,13335,13357,9005,82,40,42
웅천동          ,10477,5477,5000,10137,5174,4963,4272,340,303,37
웅동1동         ,7599,4200,3399,6857,3507,3350,2687,742,693,49
웅동2동         ,38839,20708,18131,37469,20016,17453,15778,1370,692,678
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",,,,,,,,,,
