Unnamed: 0,Unnamed: 1,2024년 7월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
진해구,195027,101038,93989,189441,97444,91997,85731,5586,3594,1992,4468,3003,1465,1118,591,527
충무동          ,15942,8228,7714,15676,8088,7588,7582,266,140,126,234,134,100,32,6,26
여좌동          ,7996,3967,4029,7887,3917,3970,4257,109,50,59,92,42,50,17,8,9
태백동          ,3540,1760,1780,3524,1756,1768,1892,16,4,12,11,3,8,5,1,4
경화동          ,10655,5380,5275,10568,5332,5236,4582,87,48,39,56,34,22,31,14,17
병암동          ,7014,3470,3544,6954,3430,3524,3371,60,40,20,46,32,14,14,8,6
석동            ,17377,8975,8402,17150,8850,8300,7377,227,125,102,169,99,70,58,26,32
이동            ,8478,4512,3966,8326,4427,3899,4851,152,85,67,102,59,43,50,26,24
자은동          ,20358,10147,10211,20220,10098,10122,8800,138,49,89,105,37,68,33,12,21
덕산동          ,9376,4622,4754,9330,4603,4727,4059,46,19,27,33,14,19,13,5,8
풍호동          ,24987,12446,12541,24872,12400,12472,9124,115,46,69,96,39,57,19,7,12
웅천동          ,14116,7281,6835,13624,6860,6764,5711,492,421,71,462,407,55,30,14,16
웅동1동         ,8444,4613,3831,7682,3927,3755,3569,762,686,76,732,663,69,30,23,7
웅동2동         ,46744,25637,21107,43628,23756,19872,20556,3116,1881,1235,2330,1440,890,786,441,345
,,,,,,,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,,,,,,,
