Unnamed: 0,Unnamed: 1,2021년 8월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1046949,531513,515436,1034150,523919,510231,449121,12799,7594,5205
의창구,221140,112764,108376,218422,111226,107196,95047,2718,1538,1180
동읍            ,19936,10170,9766,19774,10079,9695,9017,162,91,71
북면            ,43648,21991,21657,43445,21901,21544,16632,203,90,113
대산면          ,7444,3861,3583,7145,3618,3527,3666,299,243,56
의창동          ,50779,25661,25118,50547,25581,24966,21066,232,80,152
팔룡동          ,26604,13768,12836,25894,13231,12663,10882,710,537,173
명곡동          ,42106,21421,20685,41509,21135,20374,18066,597,286,311
봉림동          ,30623,15892,14731,30108,15681,14427,15718,515,211,304
성산구,256403,131269,125134,252996,129076,123920,104668,3407,2193,1214
반송동          ,41529,20936,20593,41320,20841,20479,15468,209,95,114
용지동          ,29888,14983,14905,29619,14867,14752,13275,269,116,153
중앙동          ,35662,19312,16350,34526,18617,15909,17750,1136,695,441
상남동          ,28013,14081,13932,27836,14009,13827,10675,177,72,105
사파동          ,45196,22439,22757,44949,22344,22605,18446,247,95,152
가음정동        ,40881,20757,20124,40592,20598,19994,15946,289,159,130
성주동          ,26728,14003,12725,26386,13735,12651,9674,342,268,74
웅남동          ,8506,4758,3748,7768,4065,3703,3434,738,693,45
마산합포구,182707,91054,91653,180795,89940,90855,83313,1912,1114,798
구산면          ,4398,2355,2043,4209,2177,2032,2320,189,178,11
진동면          ,12359,6349,6010,12174,6255,5919,5486,185,94,91
진북면          ,3729,2103,1626,3411,1825,1586,1751,318,278,40
진전면          ,3991,2008,1983,3900,1942,1958,2192,91,66,25
현동            ,14209,7057,7152,14111,6994,7117,5649,98,63,35
가포동          ,1047,564,483,1014,537,477,621,33,27,6
월영동          ,42374,21066,21308,42000,20891,21109,16598,374,175,199
문화동          ,11248,5554,5694,11078,5468,5610,5760,170,86,84
반월중앙동      ,14596,7067,7529,14535,7050,7485,6478,61,17,44
완월동          ,9053,4374,4679,9019,4367,4652,4023,34,7,27
자산동          ,10428,5117,5311,10395,5109,5286,4802,33,8,25
교방동          ,16111,7982,8129,16058,7971,8087,7232,53,11,42
오동동          ,19519,9649,9870,19408,9605,9803,10540,111,44,67
합포동          ,7250,3675,3575,7215,3664,3551,3742,35,11,24
산호동          ,12395,6134,6261,12268,6085,6183,6119,127,49,78
마산회원구,189742,95080,94662,187941,94123,93818,82307,1801,957,844
내서읍          ,64226,32307,31919,63781,32069,31712,25007,445,238,207
회원1동         ,10293,5088,5205,10246,5078,5168,5182,47,10,37
회원2동         ,10079,4954,5125,10044,4949,5095,4566,35,5,30
석전동          ,17076,8502,8574,16982,8470,8512,7913,94,32,62
회성동          ,6131,3102,3029,6100,3098,3002,3095,31,4,27
양덕1동         ,11137,5582,5555,11054,5549,5505,5421,83,33,50
양덕2동         ,31421,15521,15900,31312,15456,15856,11876,109,65,44
합성1동         ,9361,4752,4609,9308,4729,4579,4535,53,23,30
합성2동         ,7692,3834,3858,7499,3745,3754,4147,193,89,104
구암1동         ,8981,4475,4506,8908,4457,4451,4323,73,18,55
구암2동         ,9574,4766,4808,9432,4700,4732,4389,142,66,76
봉암동          ,3771,2197,1574,3275,1823,1452,1853,496,374,122
진해구,196957,101346,95611,193996,99554,94442,83786,2961,1792,1169
충무동          ,17059,8843,8216,16947,8776,8171,7719,112,67,45
여좌동          ,8563,4222,4341,8471,4183,4288,4319,92,39,53
태백동          ,4836,2442,2394,4818,2435,2383,2552,18,7,11
경화동          ,11190,5667,5523,11134,5639,5495,4597,56,28,28
병암동          ,7526,3701,3825,7489,3691,3798,3383,37,10,27
석동            ,17608,9025,8583,17501,8973,8528,7054,107,52,55
이동            ,8679,4596,4083,8599,4564,4035,4681,80,32,48
자은동          ,21437,10672,10765,21342,10650,10692,8828,95,22,73
덕산동          ,10182,5010,5172,10139,4997,5142,4177,43,13,30
풍호동          ,25895,12967,12928,25822,12936,12886,9152,73,31,42
웅천동          ,13199,6783,6416,12985,6607,6378,5403,214,176,38
웅동1동         ,6979,3816,3163,6386,3265,3121,2794,593,551,42
웅동2동         ,43804,23602,20202,42363,22838,19525,19127,1441,764,677
,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,
