Unnamed: 0,Unnamed: 1,2024년 5월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,"                    (단위 : 세대, 명)",
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외  국  인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1024671,520945,503726,1004102,508294,495808,458565,20569,12651,7918,17107,10825,6282,3462,1826,1636
의창구,215913,110048,105865,211759,107687,104072,97224,4154,2361,1793,3517,2040,1477,637,321,316
동읍            ,18862,9653,9209,18654,9539,9115,9089,208,114,94,191,103,88,17,11,6
북면            ,43397,21758,21639,43128,21637,21491,16838,269,121,148,234,107,127,35,14,21
대산면          ,7230,3826,3404,6726,3404,3322,3667,504,422,82,494,417,77,10,5,5
의창동          ,49352,24808,24544,49012,24666,24346,21301,340,142,198,265,109,156,75,33,42
팔룡동          ,26222,13534,12688,25343,12910,12433,11246,879,624,255,806,593,213,73,31,42
명곡동          ,40126,20308,19818,39090,19780,19310,18070,1036,528,508,777,390,387,259,138,121
봉림동          ,30724,16161,14563,29806,15751,14055,17013,918,410,508,750,321,429,168,89,79
성산구,248659,127607,121052,243496,124274,119222,106471,5163,3333,1830,4250,2839,1411,913,494,419
반송동          ,39836,20079,19757,39464,19882,19582,15593,372,197,175,240,125,115,132,72,60
용지동          ,27038,13615,13423,26626,13412,13214,12244,412,203,209,311,146,165,101,57,44
중앙동,36968,20308,16660,35045,19110,15935,19030,1923,1198,725,1521,971,550,402,227,175
상남동          ,26854,13366,13488,26586,13253,13333,10832,268,113,155,193,75,118,75,38,37
사파동          ,45514,22554,22960,45192,22425,22767,19825,322,129,193,262,104,158,60,25,35
가음정동        ,38245,19327,18918,37822,19082,18740,15624,423,245,178,354,212,142,69,33,36
성주동          ,26068,13681,12387,25539,13267,12272,9905,529,414,115,482,390,92,47,24,23
웅남동          ,8136,4677,3459,7222,3843,3379,3418,914,834,80,887,816,71,27,18,9
마산합포구,182041,90721,91320,179249,89029,90220,86410,2792,1692,1100,2486,1544,942,306,148,158
구산면          ,4152,2220,1932,3958,2043,1915,2306,194,177,17,190,176,14,4,1,3
진동면          ,11951,6166,5785,11676,5999,5677,5475,275,167,108,248,151,97,27,16,11
진북면          ,3618,2099,1519,3142,1666,1476,1826,476,433,43,463,424,39,13,9,4
진전면          ,3831,1954,1877,3672,1836,1836,2181,159,118,41,149,113,36,10,5,5
현동            ,13730,6811,6919,13618,6748,6870,5667,112,63,49,95,56,39,17,7,10
가포동          ,4259,2175,2084,4196,2128,2068,2269,63,47,16,57,45,12,6,2,4
월영동          ,41966,20809,21157,41347,20509,20838,17115,619,300,319,563,277,286,56,23,33
문화동          ,11122,5564,5558,10941,5481,5460,6129,181,83,98,152,68,84,29,15,14
반월중앙동      ,13427,6458,6969,13362,6442,6920,6263,65,16,49,46,8,38,19,8,11
완월동          ,8571,4136,4435,8523,4118,4405,4042,48,18,30,38,10,28,10,8,2
자산동          ,9249,4495,4754,9213,4484,4729,4447,36,11,25,28,7,21,8,4,4
교방동          ,19104,9439,9665,19030,9420,9610,8535,74,19,55,64,15,49,10,4,6
오동동,18542,9172,9370,18331,9067,9264,10442,211,105,106,161,81,80,50,24,26
합포동          ,6748,3386,3362,6672,3345,3327,3596,76,41,35,62,35,27,14,6,8
산호동          ,11771,5837,5934,11568,5743,5825,6117,203,94,109,170,78,92,33,16,17
마산회원구,182747,91390,91357,179795,89668,90127,82723,2952,1722,1230,2471,1460,1011,481,262,219
내서읍          ,60640,30422,30218,60049,30098,29951,25185,591,324,267,515,290,225,76,34,42
회원1동         ,9756,4744,5012,9683,4722,4961,5132,73,22,51,51,12,39,22,10,12
회원2동         ,9726,4772,4954,9673,4753,4920,4524,53,19,34,36,12,24,17,7,10
석전동          ,16236,8048,8188,16079,7973,8106,7782,157,75,82,109,44,65,48,31,17
회성동          ,5395,2716,2679,5341,2691,2650,2876,54,25,29,33,10,23,21,15,6
양덕1동         ,10658,5296,5362,10499,5232,5267,5469,159,64,95,128,50,78,31,14,17
양덕2동         ,32683,16123,16560,32477,16008,16469,12719,206,115,91,145,88,57,61,27,34
합성1동         ,8852,4453,4399,8769,4417,4352,4466,83,36,47,66,28,38,17,8,9
합성2동         ,7385,3677,3708,7045,3509,3536,4140,340,168,172,309,151,158,31,17,14
구암1동         ,8467,4219,4248,8359,4177,4182,4287,108,42,66,88,32,56,20,10,10
구암2동         ,9160,4606,4554,8907,4462,4445,4393,253,144,109,194,109,85,59,35,24
봉암동          ,3789,2314,1475,2914,1626,1288,1750,875,688,187,797,634,163,78,54,24
