Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2015년 10월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1087008,555049,531959,1070083,543639,526444,415111,16925,11410,5515
의창구,261688,134009,127679,257665,131470,126195,100756,4023,2539,1484
동읍            ,23373,11896,11477,23116,11739,11377,8765,257,157,100
북면            ,29060,14727,14333,28843,14608,14235,10677,217,119,98
대산면          ,7814,4085,3729,7422,3748,3674,3359,392,337,55
의창동          ,38476,19606,18870,38246,19515,18731,15254,230,91,139
팔룡동          ,40837,21410,19427,39380,20227,19153,14174,1457,1183,274
명곡동          ,53249,27003,26246,52618,26730,25888,19717,631,273,358
봉림동          ,37850,19625,18225,37296,19378,17918,16558,554,247,307
용지동          ,31029,15657,15372,30744,15525,15219,12252,285,132,153
성산구,240846,124394,116452,236261,120938,115323,84262,4585,3456,1129
반송동          ,48367,24427,23940,48104,24298,23806,16043,263,129,134
중앙동          ,25896,13821,12075,24873,13232,11641,11868,1023,589,434
상남동          ,32370,16397,15973,32184,16322,15862,10696,186,75,111
사파동          ,54585,27439,27146,54309,27321,26988,19232,276,118,158
가음정동        ,38845,19946,18899,38452,19686,18766,13293,393,260,133
성주동          ,29358,15583,13775,28584,14895,13689,9236,774,688,86
웅남동          ,11425,6781,4644,9755,5184,4571,3894,1670,1597,73
마산합포구,183541,91813,91728,181430,90484,90946,75373,2111,1329,782
구산면          ,5153,2716,2437,4928,2510,2418,2360,225,206,19
진동면          ,12946,6644,6302,12737,6516,6221,5070,209,128,81
진북면          ,4650,2650,2000,4116,2178,1938,1875,534,472,62
진전면          ,4524,2267,2257,4392,2167,2225,2196,132,100,32
현동            ,3974,2091,1883,3900,2027,1873,1529,74,64,10
가포동          ,1314,685,629,1260,645,615,582,54,40,14
월영동          ,31434,15642,15792,31184,15532,15652,11313,250,110,140
문화동          ,13249,6562,6687,13129,6523,6606,5746,120,39,81
반월동          ,9075,4436,4639,9028,4421,4607,3451,47,15,32
중앙동          ,8883,4306,4577,8852,4293,4559,3445,31,13,18
완월동          ,11403,5596,5807,11365,5584,5781,4434,38,12,26
자산동          ,13325,6538,6787,13293,6533,6760,5202,32,5,27
동서동          ,11701,5756,5945,11607,5715,5892,5023,94,41,53
성호동          ,4476,2211,2265,4453,2209,2244,2112,23,2,21
교방동          ,11245,5577,5668,11218,5572,5646,4387,27,5,22
노산동          ,7578,3773,3805,7537,3759,3778,3299,41,14,27
오동동          ,6658,3390,3268,6624,3379,3245,3349,34,11,23
합포동          ,7639,3860,3779,7602,3846,3756,3618,37,14,23
산호동          ,14314,7113,7201,14205,7075,7130,6382,109,38,71
마산회원구,213810,108447,105363,211309,106991,104318,83170,2501,1456,1045
내서읍          ,72788,36771,36017,72232,36437,35795,24673,556,334,222
회원1동         ,12361,6194,6167,12294,6182,6112,5457,67,12,55
회원2동         ,13694,6826,6868,13653,6817,6836,5839,41,9,32
석전1동         ,7778,3949,3829,7718,3932,3786,3324,60,17,43
석전2동         ,10032,5011,5021,9903,4958,4945,4292,129,53,76
회성동          ,7820,4026,3794,7772,4017,3755,3416,48,9,39
양덕1동         ,13346,6750,6596,13155,6623,6532,5670,191,127,64
양덕2동         ,29290,14844,14446,29026,14668,14358,10349,264,176,88
합성1동         ,8270,4292,3978,8179,4254,3925,3828,91,38,53
합성2동         ,10456,5256,5200,10301,5187,5114,4924,155,69,86
구암1동         ,11409,5765,5644,11320,5740,5580,4765,89,25,64
구암2동         ,11510,5797,5713,11359,5742,5617,4485,151,55,96
봉암동          ,5056,2966,2090,4397,2434,1963,2148,659,532,127
진해구,187123,96386,90737,183418,93756,89662,71550,3705,2630,1075
중앙동          ,9393,4877,4516,9366,4867,4499,3314,27,10,17
태평동          ,6841,3512,3329,6795,3485,3310,2840,46,27,19
충무동          ,4533,2280,2253,4496,2263,2233,2077,37,17,20
여좌동          ,11316,5621,5695,11231,5594,5637,4983,85,27,58
태백동          ,6661,3389,3272,6628,3380,3248,3070,33,9,24
경화동          ,10937,5552,5385,10891,5535,5356,4204,46,17,29
병암동          ,8808,4377,4431,8752,4357,4395,3473,56,20,36
석동            ,19634,10000,9634,19464,9917,9547,6813,170,83,87
이동            ,11146,5771,5375,11008,5714,5294,5006,138,57,81
자은동          ,15597,7865,7732,15520,7842,7678,5676,77,23,54
덕산동          ,12289,6061,6228,12238,6035,6203,4304,51,26,25
풍호동          ,19514,9750,9764,19403,9691,9712,6398,111,59,52
웅천동          ,5053,3030,2023,4222,2224,1998,2033,831,806,25
웅동1동         ,9393,5205,4188,8531,4382,4149,3186,862,823,39
웅동2동         ,36008,19096,16912,34873,18470,16403,14173,1135,626,509
