Unnamed: 0,Unnamed: 1,2021년 6월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1047375,531862,515513,1034527,524225,510302,447385,12848,7637,5211
의창구,263175,134069,129106,260018,132314,127704,112301,3157,1755,1402
동읍            ,19993,10188,9805,19831,10098,9733,8995,162,90,72
북면            ,43643,21990,21653,43427,21891,21536,16593,216,99,117
대산면          ,7431,3858,3573,7133,3617,3516,3657,298,241,57
의창동          ,50953,25753,25200,50728,25679,25049,21047,225,74,151
팔룡동          ,38226,19791,18435,37352,19151,18201,15070,874,640,234
명곡동          ,42248,21503,20745,41657,21224,20433,18037,591,279,312
봉림동          ,30682,15940,14742,30155,15721,14434,15660,527,219,308
용지동          ,29999,15046,14953,29735,14933,14802,13242,264,113,151
성산구,215178,110453,104725,212180,108457,103723,86714,2998,1996,1002
반송동          ,41616,20997,20619,41406,20902,20504,15419,210,95,115
중앙동          ,23924,13244,10680,22950,12643,10307,13294,974,601,373
상남동          ,28097,14130,13967,27912,14055,13857,10631,185,75,110
사파동          ,45314,22494,22820,45069,22400,22669,18405,245,94,151
가음정동        ,40966,20800,20166,40677,20641,20036,15903,289,159,130
성주동          ,26720,14008,12712,26370,13736,12634,9639,350,272,78
웅남동          ,8541,4780,3761,7796,4080,3716,3423,745,700,45
마산합포구,182328,90908,91420,180374,89785,90589,82904,1954,1123,831
구산면          ,4405,2358,2047,4222,2186,2036,2319,183,172,11
진동면          ,12367,6352,6015,12187,6262,5925,5481,180,90,90
진북면          ,3758,2118,1640,3441,1840,1601,1765,317,278,39
진전면          ,4029,2034,1995,3936,1965,1971,2205,93,69,24
현동            ,14200,7051,7149,14101,6990,7111,5629,99,61,38
가포동          ,990,530,460,960,506,454,593,30,24,6
월영동          ,41758,20769,20989,41360,20582,20778,16302,398,187,211
문화동          ,11302,5576,5726,11124,5488,5636,5756,178,88,90
반월중앙동      ,14682,7119,7563,14615,7100,7515,6480,67,19,48
완월동          ,9102,4412,4690,9067,4405,4662,4030,35,7,28
자산동          ,10580,5194,5386,10544,5187,5357,4849,36,7,29
교방동          ,16065,7953,8112,16011,7942,8069,7190,54,11,43
오동동          ,19521,9660,9861,19405,9615,9790,10531,116,45,71
합포동          ,7082,3597,3485,7045,3585,3460,3644,37,12,25
산호동          ,12487,6185,6302,12356,6132,6224,6130,131,53,78
마산회원구,190295,95414,94881,188525,94463,94062,82261,1770,951,819
내서읍          ,64359,32416,31943,63921,32179,31742,24938,438,237,201
회원1동         ,10335,5108,5227,10285,5097,5188,5178,50,11,39
회원2동         ,10101,4971,5130,10066,4966,5100,4570,35,5,30
석전동          ,17133,8530,8603,17040,8497,8543,7922,93,33,60
회성동          ,6156,3107,3049,6127,3104,3023,3095,29,3,26
양덕1동         ,11144,5595,5549,11066,5564,5502,5433,78,31,47
양덕2동         ,31525,15572,15953,31416,15508,15908,11870,109,64,45
합성1동         ,9419,4782,4637,9368,4760,4608,4537,51,22,29
합성2동         ,7746,3878,3868,7559,3790,3769,4168,187,88,99
구암1동         ,9003,4476,4527,8933,4460,4473,4318,70,16,54
구암2동         ,9616,4786,4830,9480,4718,4762,4383,136,68,68
봉암동          ,3758,2193,1565,3264,1820,1444,1849,494,373,121
진해구,196399,101018,95381,193430,99206,94224,83205,2969,1812,1157
충무동          ,17090,8863,8227,16978,8794,8184,7683,112,69,43
여좌동          ,8614,4253,4361,8521,4213,4308,4314,93,40,53
태백동          ,4934,2495,2439,4914,2488,2426,2593,20,7,13
경화동          ,11271,5706,5565,11219,5682,5537,4607,52,24,28
병암동          ,7516,3706,3810,7478,3695,3783,3367,38,11,27
석동            ,17544,8975,8569,17433,8921,8512,7012,111,54,57
이동            ,8679,4584,4095,8593,4549,4044,4660,86,35,51
자은동          ,21505,10715,10790,21409,10691,10718,8814,96,24,72
덕산동          ,10207,5007,5200,10167,4995,5172,4169,40,12,28
풍호동          ,25913,12952,12961,25837,12918,12919,9150,76,34,42
웅천동          ,13150,6768,6382,12932,6589,6343,5368,218,179,39
웅동1동         ,7036,3866,3170,6424,3295,3129,2797,612,571,41
웅동2동         ,42940,23128,19812,41525,22376,19149,18671,1415,752,663
