Unnamed: 0,Unnamed: 1,2020년 1월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1059670,538440,521230,1044579,529176,515403,432336,15091,9264,5827
의창구,263868,134458,129410,260206,132348,127858,107621,3662,2110,1552
동읍            ,20943,10643,10300,20742,10526,10216,8775,201,117,84
북면            ,42858,21654,21204,42588,21514,21074,15886,270,140,130
대산면          ,7755,4051,3704,7397,3750,3647,3678,358,301,57
의창동          ,46127,23307,22820,45885,23222,22663,18624,242,85,157
팔룡동          ,38192,19779,18413,37169,19008,18161,14459,1023,771,252
명곡동          ,44926,22838,22088,44281,22538,21743,18059,645,300,345
봉림동          ,31767,16500,15267,31151,16227,14924,15120,616,273,343
용지동          ,31300,15686,15614,30993,15563,15430,13020,307,123,184
성산구,223623,114902,108721,219933,112345,107588,85305,3690,2557,1133
반송동          ,43149,21829,21320,42895,21716,21179,15308,254,113,141
중앙동          ,24339,13307,11032,23283,12667,10616,12819,1056,640,416
상남동          ,29069,14623,14446,28852,14531,14321,10407,217,92,125
사파동          ,47438,23615,23823,47126,23483,23643,18209,312,132,180
가음정동        ,42687,21700,20987,42378,21531,20847,15612,309,169,140
성주동          ,27728,14583,13145,27188,14124,13064,9514,540,459,81
웅남동          ,9213,5245,3968,8211,4293,3918,3436,1002,952,50
마산합포구,179299,89406,89893,177026,88078,88948,78544,2273,1328,945
구산면          ,4687,2513,2174,4459,2299,2160,2325,228,214,14
진동면          ,12907,6623,6284,12708,6521,6187,5444,199,102,97
진북면          ,4112,2328,1784,3700,1964,1736,1790,412,364,48
진전면          ,4193,2118,2075,4078,2027,2051,2221,115,91,24
현동            ,14717,7345,7372,14597,7271,7326,5639,120,74,46
가포동          ,706,373,333,671,342,329,348,35,31,4
월영동          ,33007,16325,16682,32505,16104,16401,12521,502,221,281
문화동          ,11881,5870,6011,11749,5812,5937,5664,132,58,74
반월중앙동      ,15680,7656,8024,15604,7632,7972,6599,76,24,52
완월동          ,9701,4732,4969,9663,4724,4939,4088,38,8,30
자산동          ,11476,5637,5839,11427,5626,5801,4977,49,11,38
교방동          ,14936,7382,7554,14881,7370,7511,6461,55,12,43
오동동          ,20645,10220,10425,20502,10160,10342,10531,143,60,83
합포동          ,7271,3677,3594,7229,3664,3565,3626,42,13,29
산호동          ,13380,6607,6773,13253,6562,6691,6310,127,45,82
마산회원구,196033,98648,97385,193975,97511,96464,80918,2058,1137,921
내서읍          ,67420,33935,33485,66950,33677,33273,24814,470,258,212
회원1동         ,11238,5597,5641,11169,5576,5593,5316,69,21,48
회원2동         ,7834,3912,3922,7810,3906,3904,3502,24,6,18
석전동          ,15941,8011,7930,15822,7967,7855,7137,119,44,75
회성동          ,6705,3400,3305,6663,3391,3272,3184,42,9,33
양덕1동         ,11859,5978,5881,11756,5925,5831,5500,103,53,50
양덕2동         ,32762,16282,16480,32643,16212,16431,11841,119,70,49
합성1동         ,9808,4992,4816,9749,4971,4778,4546,59,21,38
합성2동         ,8389,4180,4209,8187,4097,4090,4316,202,83,119
구암1동         ,9699,4839,4860,9624,4820,4804,4412,75,19,56
구암2동         ,10172,5066,5106,10023,4992,5031,4434,149,74,75
봉암동          ,4206,2456,1750,3579,1977,1602,1916,627,479,148
진해구,196847,101026,95821,193439,98894,94545,79948,3408,2132,1276
충무동          ,18029,9313,8716,17912,9245,8667,7760,117,68,49
여좌동          ,9132,4528,4604,9025,4480,4545,4390,107,48,59
태백동          ,5355,2702,2653,5327,2691,2636,2715,28,11,17
경화동          ,11666,5871,5795,11598,5841,5757,4616,68,30,38
병암동          ,7784,3851,3933,7745,3841,3904,3339,39,10,29
석동            ,17673,9007,8666,17535,8935,8600,6741,138,72,66
이동            ,8815,4626,4189,8705,4579,4126,4447,110,47,63
자은동          ,21845,10890,10955,21743,10864,10879,8595,102,26,76
덕산동          ,10426,5118,5308,10387,5106,5281,4093,39,12,27
풍호동          ,26522,13225,13297,26447,13192,13255,9072,75,33,42
웅천동          ,12618,6525,6093,12330,6274,6056,5092,288,251,37
웅동1동         ,7350,4099,3251,6600,3396,3204,2706,750,703,47
웅동2동         ,39632,21271,18361,38085,20450,17635,16382,1547,821,726
"  * 마산합포구 교방동 : 교방동+노산동(2020.1.1.통합) 
  * 진해구 충무동 : 중앙동+태평동+충무동(2020.1.1.통합)",,,,,,,,,,
