Unnamed: 0,Unnamed: 1,2024년 10월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,"                    (단위 : 세대, 명)",
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외  국  인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1022490,519788,502702,1001245,506659,494586,459496,21245,13129,8116,17777,11301,6476,3468,1828,1640
의창구,213816,108928,104888,209609,106507,103102,96838,4207,2421,1786,3562,2090,1472,645,331,314
동읍            ,18585,9497,9088,18362,9372,8990,9006,223,125,98,206,114,92,17,11,6
북면            ,43262,21656,21606,42976,21523,21453,16863,286,133,153,245,115,130,41,18,23
대산면          ,7187,3796,3391,6698,3388,3310,3675,489,408,81,479,403,76,10,5,5
의창동          ,48965,24574,24391,48625,24434,24191,21201,340,140,200,268,107,161,72,33,39
팔룡동          ,25867,13347,12520,24988,12729,12259,11229,879,618,261,808,590,218,71,28,43
명곡동          ,39572,20015,19557,38519,19466,19053,17947,1053,549,504,791,402,389,262,147,115
봉림동          ,30378,16043,14335,29441,15595,13846,16917,937,448,489,765,359,406,172,89,83
성산구,250052,128251,121801,244800,124881,119919,107498,5252,3370,1882,4339,2879,1460,913,491,422
반송동          ,39339,19802,19537,38974,19612,19362,15512,365,190,175,241,125,116,124,65,59
용지동          ,26769,13467,13302,26330,13249,13081,12227,439,218,221,330,160,170,109,58,51
중앙동,39676,21590,18086,37714,20391,17323,20038,1962,1199,763,1562,974,588,400,225,175
상남동          ,26664,13258,13406,26409,13146,13263,10841,255,112,143,180,72,108,75,40,35
사파동          ,45038,22361,22677,44689,22217,22472,19734,349,144,205,289,119,170,60,25,35
가음정동        ,37968,19189,18779,37536,18935,18601,15595,432,254,178,367,222,145,65,32,33
성주동          ,26650,14024,12626,26087,13585,12502,10212,563,439,124,514,414,100,49,25,24
웅남동          ,7948,4560,3388,7061,3746,3315,3339,887,814,73,856,793,63,31,21,10
마산합포구,181556,90475,91081,178577,88632,89945,86477,2979,1843,1136,2673,1694,979,306,149,157
구산면          ,4130,2222,1908,3926,2034,1892,2295,204,188,16,200,187,13,4,1,3
진동면          ,11860,6086,5774,11574,5911,5663,5480,286,175,111,258,158,100,28,17,11
진북면          ,3583,2079,1504,3114,1657,1457,1814,469,422,47,456,413,43,13,9,4
진전면          ,3791,1940,1851,3632,1816,1816,2154,159,124,35,151,121,30,8,3,5
현동            ,13715,6813,6902,13609,6752,6857,5694,106,61,45,90,54,36,16,7,9
가포동          ,4949,2519,2430,4868,2459,2409,2536,81,60,21,71,57,14,10,3,7
월영동          ,41808,20701,21107,41048,20303,20745,17060,760,398,362,701,375,326,59,23,36
문화동          ,11017,5499,5518,10864,5429,5435,6116,153,70,83,121,51,70,32,19,13
반월중앙동      ,13303,6385,6918,13241,6370,6871,6206,62,15,47,46,9,37,16,6,10
완월동          ,8464,4096,4368,8412,4075,4337,4002,52,21,31,42,13,29,10,8,2
자산동          ,9073,4407,4666,9041,4399,4642,4401,32,8,24,23,5,18,9,3,6
교방동          ,19053,9422,9631,18977,9401,9576,8587,76,21,55,68,18,50,8,3,5
오동동,18432,9150,9282,18199,9022,9177,10429,233,128,105,188,104,84,45,24,21
합포동          ,6718,3359,3359,6631,3310,3321,3595,87,49,38,73,43,30,14,6,8
산호동          ,11660,5797,5863,11441,5694,5747,6108,219,103,116,185,86,99,34,17,17
마산회원구,182268,91111,91157,179161,89312,89849,82877,3107,1799,1308,2617,1530,1087,490,269,221
내서읍          ,60241,30235,30006,59597,29879,29718,25222,644,356,288,567,318,249,77,38,39
회원1동         ,9644,4703,4941,9577,4683,4894,5099,67,20,47,49,12,37,18,8,10
회원2동         ,9607,4705,4902,9556,4688,4868,4493,51,17,34,36,11,25,15,6,9
석전동          ,16058,7930,8128,15897,7858,8039,7731,161,72,89,112,42,70,49,30,19
회성동          ,5284,2666,2618,5226,2639,2587,2821,58,27,31,36,12,24,22,15,7
양덕1동         ,10541,5232,5309,10364,5161,5203,5436,177,71,106,144,55,89,33,16,17
양덕2동         ,32665,16077,16588,32437,15951,16486,12772,228,126,102,163,97,66,65,29,36
합성1동         ,8719,4408,4311,8635,4373,4262,4419,84,35,49,68,28,40,16,7,9
합성2동         ,8397,4193,4204,8023,4010,4013,4515,374,183,191,340,164,176,34,19,15
구암1동         ,8266,4103,4163,8164,4068,4096,4246,102,35,67,81,25,56,21,10,11
구암2동         ,9079,4561,4518,8820,4410,4410,4390,259,151,108,200,116,84,59,35,24
봉암동          ,3767,2298,1469,2865,1592,1273,1733,902,706,196,821,650,171,81,56,25
