Unnamed: 0,Unnamed: 1,2024년 10월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
진해구,194798,101023,93775,189098,97327,91771,85806,5700,3696,2004,4586,3108,1478,1114,588,526
충무동          ,15833,8189,7644,15553,8043,7510,7559,280,146,134,249,140,109,31,6,25
여좌동          ,7953,3943,4010,7847,3894,3953,4229,106,49,57,89,41,48,17,8,9
태백동          ,3510,1746,1764,3495,1743,1752,1887,15,3,12,9,2,7,6,1,5
경화동          ,10603,5354,5249,10515,5307,5208,4566,88,47,41,59,34,25,29,13,16
병암동          ,6991,3459,3532,6934,3421,3513,3363,57,38,19,47,33,14,10,5,5
석동            ,17363,8978,8385,17137,8851,8286,7359,226,127,99,168,101,67,58,26,32
이동            ,8416,4466,3950,8262,4379,3883,4831,154,87,67,106,62,44,48,25,23
자은동          ,20375,10150,10225,20228,10096,10132,8835,147,54,93,110,40,70,37,14,23
덕산동          ,9324,4602,4722,9276,4584,4692,4078,48,18,30,36,13,23,12,5,7
풍호동          ,24952,12417,12535,24844,12372,12472,9144,108,45,63,89,37,52,19,8,11
웅천동          ,14362,7415,6947,13838,6961,6877,5773,524,454,70,489,437,52,35,17,18
웅동1동         ,8424,4627,3797,7657,3931,3726,3572,767,696,71,739,675,64,28,21,7
웅동2동         ,46692,25677,21015,43512,23745,19767,20610,3180,1932,1248,2396,1493,903,784,439,345
,,,,,,,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,,,,,,,
