Unnamed: 0,Unnamed: 1,2018년 7월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1070691,544855,525836,1055382,535125,520257,423778,15309,9730,5579
의창구,257813,131655,126158,253990,129341,124649,102333,3823,2314,1509
동읍            ,22239,11310,10929,22019,11185,10834,8837,220,125,95
북면            ,40216,20403,19813,40003,20298,19705,14697,213,105,108
대산면          ,7223,3777,3446,6838,3439,3399,3276,385,338,47
의창동          ,35921,18212,17709,35630,18085,17545,14850,291,127,164
팔룡동          ,37235,19396,17839,36082,18495,17587,13467,1153,901,252
명곡동          ,48453,24574,23879,47789,24267,23522,18669,664,307,357
봉림동          ,33667,17533,16134,33095,17273,15822,15361,572,260,312
용지동          ,32859,16450,16409,32534,16299,16235,13176,325,151,174
성산구,231812,119432,112380,227817,116528,111289,85264,3995,2904,1091
반송동          ,45149,22790,22359,44884,22672,22212,15514,265,118,147
중앙동          ,25280,13760,11520,24225,13121,11104,12771,1055,639,416
상남동          ,30172,15239,14933,29970,15144,14826,10423,202,95,107
사파동          ,49811,24961,24850,49536,24838,24698,18348,275,123,152
가음정동        ,44046,22479,21567,43585,22172,21413,15609,461,307,154
성주동          ,27464,14527,12937,26863,13993,12870,9046,601,534,67
웅남동          ,9890,5676,4214,8754,4588,4166,3553,1136,1088,48
마산합포구,183759,91757,92002,181596,90475,91121,78222,2163,1282,881
구산면          ,4878,2607,2271,4638,2383,2255,2313,240,224,16
진동면          ,13324,6808,6516,13121,6699,6422,5485,203,109,94
진북면          ,4339,2462,1877,3873,2064,1809,1814,466,398,68
진전면          ,4319,2172,2147,4226,2108,2118,2207,93,64,29
현동            ,13757,6898,6859,13641,6823,6818,5203,116,75,41
가포동          ,865,454,411,830,426,404,407,35,28,7
월영동          ,32301,16031,16270,31936,15865,16071,11971,365,166,199
문화동          ,12364,6120,6244,12246,6066,6180,5685,118,54,64
반월중앙동      ,16542,8083,8459,16461,8059,8402,6771,81,24,57
완월동          ,10370,5060,5310,10327,5049,5278,4201,43,11,32
자산동          ,12083,5932,6151,12051,5927,6124,5046,32,5,27
교방동          ,9153,4540,4613,9133,4536,4597,3636,20,4,16
노산동          ,6708,3318,3390,6668,3308,3360,3028,40,10,30
오동동          ,21095,10450,10645,20947,10396,10551,10274,148,54,94
합포동          ,7802,3970,3832,7763,3957,3806,3798,39,13,26
산호동          ,13859,6852,7007,13735,6809,6926,6383,124,43,81
마산회원구,201846,101901,99945,199702,100654,99048,80942,2144,1247,897
내서읍          ,69986,35254,34732,69569,35003,34566,24937,417,251,166
회원1동         ,11884,5929,5955,11817,5907,5910,5462,67,22,45
회원2동         ,8696,4373,4323,8667,4364,4303,3745,29,9,20
석전동          ,14823,7414,7409,14688,7363,7325,6530,135,51,84
회성동          ,7220,3720,3500,7176,3711,3465,3316,44,9,35
양덕1동         ,12462,6229,6233,12338,6158,6180,5544,124,71,53
양덕2동         ,34375,17253,17122,34200,17142,17058,12212,175,111,64
합성1동         ,7316,3748,3568,7255,3726,3529,3572,61,22,39
합성2동         ,9140,4557,4583,8966,4472,4494,4515,174,85,89
구암1동         ,10441,5227,5214,10361,5204,5157,4556,80,23,57
구암2동         ,10851,5449,5402,10695,5386,5309,4515,156,63,93
봉암동          ,4652,2748,1904,3970,2218,1752,2038,682,530,152
진해구,195461,100110,95351,192277,98127,94150,77017,3184,1983,1201
중앙동          ,8449,4368,4081,8423,4357,4066,3046,26,11,15
태평동          ,6415,3294,3121,6367,3264,3103,2771,48,30,18
충무동          ,4008,2024,1984,3987,2019,1968,1947,21,5,16
여좌동          ,9934,4940,4994,9842,4908,4934,4582,92,32,60
태백동          ,5890,2979,2911,5866,2973,2893,2860,24,6,18
경화동          ,11301,5713,5588,11243,5690,5553,4409,58,23,35
병암동          ,8116,4017,4099,8079,4007,4072,3382,37,10,27
석동            ,18210,9276,8934,18063,9195,8868,6543,147,81,66
이동            ,9661,5048,4613,9539,5000,4539,4646,122,48,74
자은동          ,20208,10020,10188,20125,10000,10125,7616,83,20,63
덕산동          ,10983,5398,5585,10926,5372,5554,4155,57,26,31
풍호동          ,26810,13423,13387,26730,13388,13342,8993,80,35,45
웅천동          ,9168,4803,4365,8844,4518,4326,3798,324,285,39
웅동1동         ,7602,4191,3411,6870,3501,3369,2661,732,690,42
웅동2동         ,38706,20616,18090,37373,19935,17438,15608,1333,681,652
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",,,,,,,,,,
