Unnamed: 0,Unnamed: 1,2024년 12월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,,"(단위: 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외 국 인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1021398,519397,502001,999858,506050,493808,459474,21540,13347,8193,18121,11555,6566,3419,1792,1627
의창구,213963,109061,104902,209695,106604,103091,97065,4268,2457,1811,3633,2133,1500,635,324,311
동읍,18519,9469,9050,18279,9334,8945,9004,240,135,105,223,124,99,17,11,6
북면,43232,21651,21581,42941,21516,21425,16884,291,135,156,251,118,133,40,17,23
대산면,7174,3792,3382,6674,3382,3292,3671,500,410,90,490,405,85,10,5,5
의창동,48881,24557,24324,48537,24413,24124,21184,344,144,200,272,111,161,72,33,39
팔룡동,25785,13308,12477,24886,12677,12209,11212,899,631,268,830,606,224,69,25,44
명곡동,40166,20322,19844,39104,19765,19339,18239,1062,557,505,808,414,394,254,143,111
봉림동,30206,15962,14244,29274,15517,13757,16871,932,445,487,759,355,404,173,90,83
성산구,249817,128134,121683,244489,124687,119802,107403,5328,3447,1881,4426,2961,1465,902,486,416
반송동,39369,19802,19567,39004,19611,19393,15545,365,191,174,244,126,118,121,65,56
용지동,26606,13393,13213,26167,13175,12992,12167,439,218,221,328,160,168,111,58,53
중앙동,39776,21660,18116,37763,20406,17357,19993,2013,1254,759,1616,1029,587,397,225,172
상남동,26604,13221,13383,26359,13114,13245,10820,245,107,138,173,69,104,72,38,34
사파동,44908,22289,22619,44547,22139,22408,19723,361,150,211,303,126,177,58,24,34
가음정동,37938,19166,18772,37505,18912,18593,15595,433,254,179,368,221,147,65,33,32
성주동,26680,14053,12627,26113,13610,12503,10224,567,443,124,521,421,100,46,22,24
웅남동,7936,4550,3386,7031,3720,3311,3336,905,830,75,873,809,64,32,21,11
마산합포구,181188,90298,90890,178211,88459,89752,86429,2977,1839,1138,2665,1686,979,312,153,159
구산면,4122,2210,1912,3919,2022,1897,2299,203,188,15,199,187,12,4,1,3
진동면,11851,6083,5768,11551,5896,5655,5479,300,187,113,271,169,102,29,18,11
진북면,3578,2078,1500,3110,1660,1450,1819,468,418,50,458,411,47,10,7,3
진전면,3802,1944,1858,3630,1815,1815,2165,172,129,43,164,126,38,8,3,5
현동,13712,6804,6908,13605,6742,6863,5700,107,62,45,91,55,36,16,7,9
가포동,5060,2594,2466,4982,2539,2443,2603,78,55,23,67,52,15,11,3,8
월영동,41724,20661,21063,40977,20271,20706,17048,747,390,357,684,366,318,63,24,39
문화동,10917,5453,5464,10762,5382,5380,6055,155,71,84,122,52,70,33,19,14
반월중앙동,13306,6397,6909,13247,6381,6866,6225,59,16,43,41,9,32,18,7,11
완월동,8407,4065,4342,8354,4043,4311,3983,53,22,31,43,14,29,10,8,2
자산동,8979,4339,4640,8945,4331,4614,4358,34,8,26,25,5,20,9,3,6
교방동,19037,9409,9628,18963,9387,9576,8577,74,22,52,66,19,47,8,3,5
오동동,18426,9156,9270,18197,9034,9163,10448,229,122,107,184,96,88,45,26,19
합포동,6637,3338,3299,6555,3290,3265,3569,82,48,34,67,41,26,15,7,8
산호동,11630,5767,5863,11414,5666,5748,6101,216,101,115,183,84,99,33,17,16
마산회원구,181878,90943,90935,178724,89115,89609,82805,3154,1828,1326,2681,1571,1110,473,257,216
내서읍,60085,30150,29935,59388,29759,29629,25204,697,391,306,622,354,268,75,37,38
회원1동,9601,4697,4904,9536,4677,4859,5086,65,20,45,47,12,35,18,8,10
회원2동,9556,4685,4871,9505,4667,4838,4474,51,18,33,38,13,25,13,5,8
석전동,15980,7893,8087,15821,7820,8001,7710,159,73,86,113,46,67,46,27,19
회성동,5226,2645,2581,5168,2617,2551,2805,58,28,30,35,12,23,23,16,7
양덕1동,10465,5207,5258,10290,5138,5152,5403,175,69,106,144,55,89,31,14,17
양덕2동,32613,16069,16544,32384,15943,16441,12765,229,126,103,168,99,69,61,27,34
합성1동,8688,4388,4300,8605,4353,4252,4416,83,35,48,66,27,39,17,8,9
합성2동,8703,4336,4367,8336,4158,4178,4626,367,178,189,333,160,173,34,18,16
구암1동,8219,4084,4135,8116,4049,4067,4231,103,35,68,82,25,57,21,10,11
구암2동,8996,4509,4487,8735,4357,4378,4360,261,152,109,204,119,85,57,33,24
봉암동,3746,2280,1466,2840,1577,1263,1725,906,703,203,829,649,180,77,54,23
진해구,194552,100961,93591,188739,97185,91554,85772,5813,3776,2037,4716,3204,1512,1097,572,525
충무동,15778,8158,7620,15495,8010,7485,7550,283,148,135,253,142,111,30,6,24
