Unnamed: 0,Unnamed: 1,2024년 4월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,"                    (단위 : 세대, 명)",
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외  국  인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1025133,521124,504009,1004693,508579,496114,458161,20440,12545,7895,16983,10723,6260,3457,1822,1635
의창구,216234,110255,105979,212105,107913,104192,97214,4129,2342,1787,3485,2018,1467,644,324,320
동읍            ,18904,9690,9214,18692,9572,9120,9080,212,118,94,195,107,88,17,11,6
북면            ,43380,21764,21616,43109,21641,21468,16811,271,123,148,235,109,126,36,14,22
대산면          ,7233,3823,3410,6734,3407,3327,3668,499,416,83,488,411,77,11,5,6
의창동          ,49427,24854,24573,49090,24712,24378,21311,337,142,195,260,109,151,77,33,44
팔룡동          ,26288,13567,12721,25422,12945,12477,11246,866,622,244,792,590,202,74,32,42
명곡동          ,40225,20373,19852,39202,19859,19343,18108,1023,514,509,766,379,387,257,135,122
봉림동          ,30777,16184,14593,29856,15777,14079,16990,921,407,514,749,313,436,172,94,78
성산구,248535,127488,121047,243411,124185,119226,106228,5124,3303,1821,4223,2820,1403,901,483,418
반송동          ,39938,20125,19813,39568,19929,19639,15603,370,196,174,241,125,116,129,71,58
용지동          ,27083,13614,13469,26687,13431,13256,12239,396,183,213,298,130,168,98,53,45
중앙동,36397,19989,16408,34501,18812,15689,18776,1896,1177,719,1494,951,543,402,226,176
상남동          ,26925,13414,13511,26658,13301,13357,10824,267,113,154,193,76,117,74,37,37
사파동          ,45694,22644,23050,45371,22514,22857,19861,323,130,193,264,105,159,59,25,34
가음정동        ,38291,19345,18946,37868,19095,18773,15633,423,250,173,357,219,138,66,31,35
성주동          ,26032,13662,12370,25507,13253,12254,9868,525,409,116,476,385,91,49,24,25
웅남동          ,8175,4695,3480,7251,3850,3401,3424,924,845,79,900,829,71,24,16,8
마산합포구,182005,90687,91318,179218,88992,90226,86318,2787,1695,1092,2479,1547,932,308,148,160
구산면          ,4167,2230,1937,3969,2049,1920,2309,198,181,17,194,180,14,4,1,3
진동면          ,11961,6173,5788,11691,6009,5682,5470,270,164,106,243,148,95,27,16,11
진북면          ,3640,2111,1529,3155,1670,1485,1833,485,441,44,472,432,40,13,9,4
진전면          ,3832,1952,1880,3675,1835,1840,2177,157,117,40,147,112,35,10,5,5
현동            ,13738,6813,6925,13628,6751,6877,5667,110,62,48,93,55,38,17,7,10
가포동          ,3977,2023,1954,3916,1975,1941,2146,61,48,13,56,46,10,5,2,3
월영동          ,42005,20828,21177,41380,20526,20854,17094,625,302,323,567,278,289,58,24,34
문화동          ,11115,5559,5556,10938,5475,5463,6130,177,84,93,149,70,79,28,14,14
반월중앙동      ,13445,6468,6977,13378,6452,6926,6278,67,16,51,48,8,40,19,8,11
완월동          ,8593,4148,4445,8544,4129,4415,4047,49,19,30,40,11,29,9,8,1
자산동          ,9285,4505,4780,9249,4495,4754,4456,36,10,26,28,7,21,8,3,5
교방동          ,19108,9432,9676,19037,9414,9623,8532,71,18,53,61,14,47,10,4,6
오동동,18598,9209,9389,18390,9106,9284,10468,208,103,105,158,79,79,50,24,26
합포동          ,6755,3388,3367,6683,3351,3332,3595,72,37,35,58,31,27,14,6,8
산호동          ,11786,5848,5938,11585,5755,5830,6116,201,93,108,165,76,89,36,17,19
마산회원구,183027,91529,91498,180072,89809,90263,82751,2955,1720,1235,2474,1456,1018,481,264,217
내서읍          ,60805,30485,30320,60213,30171,30042,25188,592,314,278,516,280,236,76,34,42
회원1동         ,9783,4759,5024,9711,4738,4973,5139,72,21,51,51,11,40,21,10,11
회원2동         ,9729,4770,4959,9673,4750,4923,4522,56,20,36,38,12,26,18,8,10
석전동          ,16240,8057,8183,16087,7984,8103,7787,153,73,80,108,45,63,45,28,17
회성동          ,5411,2721,2690,5357,2696,2661,2881,54,25,29,33,10,23,21,15,6
양덕1동         ,10643,5296,5347,10493,5235,5258,5457,150,61,89,121,48,73,29,13,16
양덕2동         ,32636,16093,16543,32441,15985,16456,12715,195,108,87,134,81,53,61,27,34
합성1동         ,8877,4467,4410,8793,4431,4362,4472,84,36,48,67,28,39,17,8,9
합성2동         ,7415,3700,3715,7064,3521,3543,4147,351,179,172,319,161,158,32,18,14
구암1동         ,8498,4236,4262,8388,4194,4194,4286,110,42,68,90,32,58,20,10,10
구암2동         ,9171,4612,4559,8921,4471,4450,4395,250,141,109,191,106,85,59,35,24
봉암동          ,3819,2333,1486,2931,1633,1298,1762,888,700,188,806,642,164,82,58,24
