Unnamed: 0,Unnamed: 1,2024년 4월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
진해구,195332,101165,94167,189887,97680,92207,85650,5445,3485,1960,4322,2882,1440,1123,603,520
충무동          ,16056,8315,7741,15791,8172,7619,7578,265,143,122,234,137,97,31,6,25
여좌동          ,8071,3998,4073,7968,3954,4014,4266,103,44,59,85,36,49,18,8,10
태백동          ,3560,1771,1789,3543,1767,1776,1898,17,4,13,12,3,9,5,1,4
경화동          ,10676,5376,5300,10591,5334,5257,4568,85,42,43,52,29,23,33,13,20
병암동          ,7071,3490,3581,7005,3450,3555,3384,66,40,26,46,29,17,20,11,9
석동            ,17427,8984,8443,17212,8870,8342,7386,215,114,101,156,86,70,59,28,31
이동            ,8532,4544,3988,8381,4456,3925,4862,151,88,63,103,62,41,48,26,22
자은동          ,20514,10237,10277,20370,10187,10183,8811,144,50,94,109,38,71,35,12,23
덕산동          ,9484,4680,4804,9444,4664,4780,4079,40,16,24,29,12,17,11,4,7
풍호동          ,25104,12525,12579,24988,12472,12516,9158,116,53,63,98,46,52,18,7,11
웅천동          ,13788,7104,6684,13343,6726,6617,5575,445,378,67,416,364,52,29,14,15
웅동1동         ,8470,4619,3851,7689,3914,3775,3575,781,705,76,753,682,71,28,23,5
웅동2동         ,46579,25522,21057,43562,23714,19848,20510,3017,1808,1209,2229,1358,871,788,450,338
,,,,,,,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,,,,,,,
