Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2017년 4월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1075658,548151,527507,1059959,537955,522004,418214,15699,10196,5503
의창구,255398,130635,124763,251554,128235,123319,99964,3844,2400,1444
동읍            ,23148,11752,11396,22919,11621,11298,8917,229,131,98
북면            ,31086,15742,15344,30887,15632,15255,11273,199,110,89
대산면          ,7597,3968,3629,7223,3657,3566,3367,374,311,63
의창동          ,37694,19202,18492,37325,19004,18321,15187,369,198,171
팔룡동          ,39071,20434,18637,37822,19430,18392,13771,1249,1004,245
명곡동          ,51175,25899,25276,50602,25646,24956,19312,573,253,320
봉림동          ,36303,18866,17437,35731,18606,17125,16300,572,260,312
용지동          ,29324,14772,14552,29045,14639,14406,11837,279,133,146
성산구,233410,120326,113084,229256,117284,111972,83612,4154,3042,1112
반송동          ,47092,23782,23310,46812,23653,23159,15841,280,129,151
중앙동          ,25759,13859,11900,24734,13267,11467,12375,1025,592,433
상남동          ,31625,16041,15584,31310,15835,15475,10599,315,206,109
사파동          ,52795,26537,26258,52512,26416,26096,18985,283,121,162
가음정동        ,37284,19069,18215,36942,18851,18091,13023,342,218,124
성주동          ,28316,14937,13379,27699,14391,13308,9080,617,546,71
웅남동          ,10539,6101,4438,9247,4871,4376,3709,1292,1230,62
마산합포구,183803,91964,91839,181724,90721,91003,77075,2079,1243,836
구산면          ,4997,2667,2330,4767,2452,2315,2334,230,215,15
진동면          ,13450,6898,6552,13248,6785,6463,5428,202,113,89
진북면          ,4396,2489,1907,3945,2092,1853,1828,451,397,54
진전면          ,4438,2227,2211,4306,2136,2170,2204,132,91,41
현동            ,10809,5466,5343,10710,5399,5311,4192,99,67,32
가포동          ,1009,533,476,967,500,467,470,42,33,9
월영동          ,30618,15195,15423,30353,15086,15267,11249,265,109,156
문화동          ,12601,6257,6344,12454,6195,6259,5607,147,62,85
반월중앙동      ,17152,8397,8755,17075,8376,8699,6812,77,21,56
완월동          ,10832,5283,5549,10792,5271,5521,4315,40,12,28
자산동          ,12706,6236,6470,12673,6229,6444,5094,33,7,26
교방동          ,10003,4994,5009,9983,4990,4993,3920,20,4,16
노산동          ,7242,3608,3634,7203,3597,3606,3228,39,11,28
오동동          ,21834,10840,10994,21681,10795,10886,10306,153,45,108
합포동          ,8142,4143,3999,8106,4132,3974,3882,36,11,25
산호동          ,13574,6731,6843,13461,6686,6775,6206,113,45,68
마산회원구,211126,106706,104420,208805,105382,103423,83239,2321,1324,997
내서읍          ,71614,36073,35541,71147,35797,35350,24889,467,276,191
회원1동         ,12308,6153,6155,12245,6137,6108,5614,63,16,47
회원2동         ,11624,5842,5782,11584,5828,5756,5040,40,14,26
석전동          ,15473,7759,7714,15333,7714,7619,6636,140,45,95
회성동          ,7571,3898,3673,7519,3884,3635,3409,52,14,38
양덕1동         ,12760,6374,6386,12601,6276,6325,5540,159,98,61
양덕2동         ,35404,17790,17580,35172,17692,17480,12485,232,132,100
합성1동         ,7584,3998,3747,7513,3866,3647,3655,71,29,42
합성2동         ,10025,4927,4978,9834,4898,4936,4826,191,90,101
구암1동         ,10874,5569,5420,10798,5479,5319,4653,76,21,55
구암2동         ,11120,5551,5486,10961,5530,5431,4431,159,68,91
봉암동          ,4769,2349,1908,4098,2281,1817,2061,671,521,150
진해구,191921,98520,93401,188620,96333,92287,74324,3301,2187,1114
중앙동          ,8872,4589,4283,8841,4576,4265,3156,31,13,18
태평동          ,6665,3428,3237,6621,3399,3222,2809,44,29,15
충무동          ,4265,2134,2131,4232,2121,2111,2008,33,13,20
여좌동          ,10626,5273,5353,10549,5243,5306,4782,77,30,47
태백동          ,6252,3155,3097,6227,3148,3079,2952,25,7,18
경화동          ,11500,5826,5674,11448,5805,5643,4451,52,21,31
병암동          ,8501,4212,4289,8466,4202,4264,3473,35,10,25
석동            ,18846,9568,9278,18716,9504,9212,6725,130,64,66
이동            ,10566,5475,5091,10411,5402,5009,4863,155,73,82
자은동          ,17498,8799,8699,17410,8771,8639,6369,88,28,60
덕산동          ,11739,5787,5952,11694,5770,5924,4298,45,17,28
풍호동          ,27193,13653,13540,27112,13623,13489,9057,81,30,51
웅천동          ,4624,2624,2000,4143,2165,1978,2023,481,459,22
웅동1동         ,8081,4425,3656,7330,3713,3617,2740,751,712,39
웅동2동         ,36693,19572,17121,35420,18891,16529,14618,1273,681,592
"   * 마산합포구 오동동 : 오동동+성호동+동서동(통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(통합) 
   * 마산회원구 석전동 : 석전1동+석전2동(통합) ",,,,,,,,,,
