Unnamed: 0,Unnamed: 1,2025년 5월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
여좌동,7840,3881,3959,7730,3834,3896,4212,110,47,63,90,39,51,20,8,12
태백동,3428,1704,1724,3415,1701,1714,1855,13,3,10,8,2,6,5,1,4
경화동,10388,5236,5152,10296,5190,5106,4511,92,46,46,61,33,28,31,13,18
병암동,6838,3362,3476,6776,3318,3458,3328,62,44,18,51,39,12,11,5,6
석동,17126,8860,8266,16876,8714,8162,7351,250,146,104,196,123,73,54,23,31
이동,8371,4487,3884,8224,4406,3818,4846,147,81,66,103,58,45,44,23,21
자은동,20069,10047,10022,19927,9997,9930,8822,142,50,92,104,35,69,38,15,23
덕산동,9182,4508,4674,9134,4491,4643,4097,48,17,31,35,13,22,13,4,9
풍호동,24698,12296,12402,24586,12241,12345,9138,112,55,57,92,46,46,20,9,11
웅천동,14435,7495,6940,13864,6996,6868,5821,571,499,72,536,482,54,35,17,18
웅동1동,8337,4579,3758,7561,3873,3688,3565,776,706,70,752,687,65,24,19,5
웅동2동,46661,25795,20866,43206,23651,19555,20622,3455,2144,1311,2700,1729,971,755,415,340
,,,,,,,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행) ,,,,,,,,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,,,,,,,
