Unnamed: 0,Unnamed: 1,2024년 6월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,"                    (단위 : 세대, 명)",
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외  국  인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1024367,520789,503578,1003731,508088,495643,458944,20636,12701,7935,17186,10882,6304,3450,1819,1631
의창구,215201,109682,105519,211060,107324,103736,97090,4141,2358,1783,3512,2041,1471,629,317,312
동읍            ,18796,9615,9181,18585,9497,9088,9061,211,118,93,194,107,87,17,11,6
북면            ,43316,21712,21604,43049,21594,21455,16818,267,118,149,231,103,128,36,15,21
대산면          ,7223,3817,3406,6721,3401,3320,3659,502,416,86,491,411,80,11,5,6
의창동          ,49188,24725,24463,48841,24580,24261,21284,347,145,202,271,111,160,76,34,42
팔룡동          ,26133,13501,12632,25257,12878,12379,11256,876,623,253,805,595,210,71,28,43
명곡동          ,39949,20205,19744,38917,19675,19242,18023,1032,530,502,778,393,385,254,137,117
봉림동          ,30596,16107,14489,29690,15699,13991,16989,906,408,498,742,321,421,164,87,77
성산구,249616,128084,121532,244434,124744,119690,106978,5182,3340,1842,4261,2842,1419,921,498,423
반송동          ,39617,19967,19650,39244,19769,19475,15552,373,198,175,242,127,115,131,71,60
용지동          ,26947,13568,13379,26523,13358,13165,12224,424,210,214,320,152,168,104,58,46
중앙동,38447,21048,17399,36505,19842,16663,19586,1942,1206,736,1541,981,560,401,225,176
상남동          ,26769,13319,13450,26505,13208,13297,10827,264,111,153,188,71,117,76,40,36
사파동          ,45264,22428,22836,44941,22297,22644,19751,323,131,192,261,105,156,62,26,36
가음정동        ,38110,19254,18856,37682,19006,18676,15596,428,248,180,358,214,144,70,34,36
성주동          ,26386,13863,12523,25850,13443,12407,10050,536,420,116,486,394,92,50,26,24
웅남동          ,8076,4637,3439,7184,3821,3363,3392,892,816,76,865,798,67,27,18,9
마산합포구,181978,90694,91284,179162,88984,90178,86449,2816,1710,1106,2515,1564,951,301,146,155
구산면          ,4154,2219,1935,3957,2040,1917,2302,197,179,18,192,178,14,5,1,4
진동면          ,11924,6146,5778,11647,5979,5668,5483,277,167,110,248,149,99,29,18,11
진북면          ,3615,2099,1516,3136,1663,1473,1823,479,436,43,466,427,39,13,9,4
진전면          ,3828,1959,1869,3667,1837,1830,2176,161,122,39,151,117,34,10,5,5
현동            ,13713,6813,6900,13602,6749,6853,5666,111,64,47,94,57,37,17,7,10
가포동          ,4436,2264,2172,4371,2217,2154,2343,65,47,18,57,44,13,8,3,5
월영동          ,41901,20779,21122,41285,20481,20804,17108,616,298,318,561,275,286,55,23,32
문화동          ,11095,5538,5557,10915,5456,5459,6117,180,82,98,152,67,85,28,15,13
반월중앙동      ,13424,6447,6977,13361,6433,6928,6265,63,14,49,46,8,38,17,6,11
완월동          ,8553,4133,4420,8505,4115,4390,4036,48,18,30,38,10,28,10,8,2
자산동          ,9222,4484,4738,9189,4476,4713,4442,33,8,25,26,5,21,7,3,4
교방동          ,19098,9432,9666,19022,9413,9609,8547,76,19,57,67,16,51,9,3,6
오동동,18516,9153,9363,18299,9042,9257,10425,217,111,106,169,87,82,48,24,24
합포동          ,6760,3396,3364,6679,3350,3329,3602,81,46,35,69,41,28,12,5,7
산호동          ,11739,5832,5907,11527,5733,5794,6114,212,99,113,179,83,96,33,16,17
마산회원구,182397,91222,91175,179428,89486,89942,82680,2969,1736,1233,2492,1474,1018,477,262,215
내서읍          ,60522,30365,30157,59924,30032,29892,25181,598,333,265,524,299,225,74,34,40
회원1동         ,9739,4739,5000,9668,4718,4950,5131,71,21,50,50,12,38,21,9,12
회원2동         ,9694,4764,4930,9644,4746,4898,4522,50,18,32,34,11,23,16,7,9
석전동          ,16191,8019,8172,16032,7946,8086,7768,159,73,86,111,43,68,48,30,18
회성동          ,5356,2696,2660,5302,2670,2632,2869,54,26,28,33,11,22,21,15,6
양덕1동         ,10636,5281,5355,10475,5217,5258,5459,161,64,97,129,49,80,32,15,17
양덕2동         ,32684,16122,16562,32472,16004,16468,12740,212,118,94,149,90,59,63,28,35
합성1동         ,8838,4453,4385,8754,4417,4337,4468,84,36,48,67,28,39,17,8,9
합성2동         ,7369,3669,3700,7034,3507,3527,4131,335,162,173,304,145,159,31,17,14
구암1동         ,8433,4202,4231,8324,4160,4164,4273,109,42,67,89,32,57,20,10,10
구암2동         ,9145,4598,4547,8888,4450,4438,4388,257,148,109,199,113,86,58,35,23
봉암동          ,3790,2314,1476,2911,1619,1292,1750,879,695,184,803,641,162,76,54,22
