Unnamed: 0,Unnamed: 1,2019년 6월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1063600,540750,522850,1048279,531251,517028,428573,15321,9499,5822
의창구,257695,131507,126188,253943,129331,124612,104241,3752,2176,1576
동읍            ,21296,10864,10432,21076,10737,10339,8734,220,127,93
북면            ,42910,21702,21208,42657,21572,21085,15828,253,130,123
대산면          ,7829,4100,3729,7475,3798,3677,3683,354,302,52
의창동          ,35167,17832,17335,34908,17735,17173,14846,259,97,162
팔룡동          ,39399,20438,18961,38327,19623,18704,14572,1072,815,257
명곡동          ,46543,23605,22938,45878,23307,22571,18333,665,298,367
봉림동          ,32445,16841,15604,31836,16575,15261,15135,609,266,343
용지동          ,32106,16125,15981,31786,15984,15802,13110,320,141,179
성산구,228010,117221,110789,224107,114461,109646,85644,3903,2760,1143
반송동          ,43995,22206,21789,43729,22085,21644,15403,266,121,145
중앙동          ,24790,13496,11294,23732,12849,10883,12868,1058,647,411
상남동          ,29673,14973,14700,29451,14876,14575,10483,222,97,125
사파동          ,48514,24224,24290,48203,24091,24112,18260,311,133,178
가음정동        ,43467,22107,21360,43048,21848,21200,15654,419,259,160
성주동          ,28075,14807,13268,27491,14297,13194,9503,584,510,74
웅남동          ,9496,5408,4088,8453,4415,4038,3473,1043,993,50
마산합포구,182075,90840,91235,179821,89525,90296,78674,2254,1315,939
구산면          ,4747,2556,2191,4506,2330,2176,2330,241,226,15
진동면          ,13157,6775,6382,12946,6663,6283,5496,211,112,99
진북면          ,4163,2357,1806,3759,2000,1759,1796,404,357,47
진전면          ,4271,2173,2098,4149,2076,2073,2223,122,97,25
현동            ,14747,7375,7372,14633,7306,7327,5617,114,69,45
가포동          ,723,384,339,685,350,335,352,38,34,4
월영동          ,32929,16292,16637,32469,16097,16372,12361,460,195,265
문화동          ,12164,6004,6160,12047,5949,6098,5679,117,55,62
반월중앙동      ,16063,7820,8243,15984,7798,8186,6693,79,22,57
완월동          ,9982,4875,5107,9945,4868,5077,4158,37,7,30
자산동          ,11825,5807,6018,11788,5800,5988,5038,37,7,30
교방동          ,8859,4375,4484,8834,4369,4465,3557,25,6,19
노산동          ,6512,3217,3295,6475,3210,3265,2982,37,7,30
오동동          ,20813,10304,10509,20666,10248,10418,10317,147,56,91
합포동          ,7453,3787,3666,7404,3770,3634,3681,49,17,32
산호동          ,13667,6739,6928,13531,6691,6840,6394,136,48,88
마산회원구,198866,100164,98702,196759,98965,97794,81007,2107,1199,908
내서읍          ,68773,34646,34127,68317,34380,33937,24953,456,266,190
회원1동         ,11516,5735,5781,11452,5715,5737,5393,64,20,44
회원2동         ,8100,4072,4028,8078,4066,4012,3566,22,6,16
석전동          ,14306,7165,7141,14174,7113,7061,6425,132,52,80
회성동          ,6925,3541,3384,6882,3532,3350,3249,43,9,34
양덕1동         ,12157,6103,6054,12056,6049,6007,5555,101,54,47
양덕2동         ,33613,16752,16861,33475,16664,16811,11965,138,88,50
합성1동         ,9924,5055,4869,9863,5032,4831,4578,61,23,38
합성2동         ,8723,4345,4378,8516,4254,4262,4405,207,91,116
구암1동         ,10018,5012,5006,9941,4989,4952,4491,77,23,54
구암2동         ,10444,5202,5242,10294,5135,5159,4490,150,67,83
봉암동          ,4367,2536,1831,3711,2036,1675,1937,656,500,156
진해구,196954,101018,95936,193649,98969,94680,79007,3305,2049,1256
중앙동          ,8139,4250,3889,8116,4241,3875,3069,23,9,14
태평동          ,6267,3204,3063,6218,3169,3049,2784,49,35,14
충무동          ,3802,1916,1886,3780,1908,1872,1885,22,8,14
여좌동          ,9401,4667,4734,9299,4626,4673,4467,102,41,61
태백동          ,5563,2813,2750,5541,2806,2735,2761,22,7,15
경화동          ,11727,5942,5785,11658,5917,5741,4626,69,25,44
병암동          ,7931,3913,4018,7895,3903,3992,3366,36,10,26
석동            ,17833,9118,8715,17693,9042,8651,6622,140,76,64
이동            ,9112,4778,4334,8998,4731,4267,4489,114,47,67
자은동          ,21841,10848,10993,21738,10823,10915,8417,103,25,78
덕산동          ,10580,5204,5376,10544,5192,5352,4090,36,12,24
풍호동          ,26689,13335,13354,26602,13293,13309,9039,87,42,45
웅천동          ,11258,5830,5428,10956,5568,5388,4557,302,262,40
웅동1동         ,7538,4169,3369,6780,3462,3318,2713,758,707,51
웅동2동         ,39273,21031,18242,37831,20288,17543,16122,1442,743,699
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",,,,,,,,,,
