Unnamed: 0,Unnamed: 1,2025년 1월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
여좌동,7892,3917,3975,7790,3871,3919,4214,102,46,56,85,39,46,17,7,10
태백동,3469,1734,1735,3456,1732,1724,1868,13,2,11,8,2,6,5,0,5
경화동,10521,5314,5207,10433,5270,5163,4545,88,44,44,59,32,27,29,12,17
병암동,6904,3397,3507,6844,3359,3485,3337,60,38,22,49,32,17,11,6,5
석동,17308,8949,8359,17068,8814,8254,7347,240,135,105,184,110,74,56,25,31
이동,8377,4452,3925,8225,4369,3856,4848,152,83,69,107,61,46,45,22,23
자은동,20332,10142,10190,20185,10090,10095,8836,147,52,95,108,37,71,39,15,24
덕산동,9278,4574,4704,9230,4555,4675,4080,48,19,29,36,14,22,12,5,7
풍호동,24864,12389,12475,24762,12343,12419,9154,102,46,56,85,38,47,17,8,9
웅천동,14411,7439,6972,13884,6978,6906,5782,527,461,66,492,444,48,35,17,18
웅동1동,8422,4625,3797,7653,3922,3731,3565,769,703,66,740,680,60,29,23,6
웅동2동,46794,25763,21031,43509,23763,19746,20637,3285,2000,1285,2527,1582,945,758,418,340
,,,,,,,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행) ,,,,,,,,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,,,,,,,
