Unnamed: 0,Unnamed: 1,2025년 1월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,,"(단위: 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외 국 인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1021003,519225,501778,999399,505837,493562,459671,21604,13388,8216,18206,11616,6590,3398,1772,1626
의창구,214029,109092,104937,209732,106619,103113,97185,4297,2473,1824,3659,2149,1510,638,324,314
동읍,18487,9434,9053,18257,9306,8951,9002,230,128,102,213,117,96,17,11,6
북면,43371,21713,21658,43076,21578,21498,16970,295,135,160,254,118,136,41,17,24
대산면,7179,3806,3373,6668,3387,3281,3666,511,419,92,501,414,87,10,5,5
의창동,48855,24558,24297,48510,24414,24096,21215,345,144,201,273,110,163,72,34,38
팔룡동,25779,13308,12471,24872,12673,12199,11211,907,635,272,836,610,226,71,25,46
명곡동,40187,20335,19852,39120,19777,19343,18261,1067,558,509,814,415,399,253,143,110
봉림동,30171,15938,14233,29229,15484,13745,16860,942,454,488,768,365,403,174,89,85
성산구,249612,128093,121519,244262,124629,119633,107367,5350,3464,1886,4452,2984,1468,898,480,418
반송동,39382,19816,19566,39016,19626,19390,15551,366,190,176,247,127,120,119,63,56
용지동,26586,13391,13195,26146,13172,12974,12171,440,219,221,332,163,169,108,56,52
중앙동,39701,21611,18090,37698,20366,17332,19965,2003,1245,758,1606,1021,585,397,224,173
상남동,26574,13222,13352,26324,13111,13213,10827,250,111,139,176,73,103,74,38,36
사파동,44876,22292,22584,44514,22142,22372,19734,362,150,212,303,126,177,59,24,35
가음정동,37928,19166,18762,37497,18915,18582,15579,431,251,180,367,218,149,64,33,31
성주동,26619,14029,12590,26047,13581,12466,10200,572,448,124,526,426,100,46,22,24
웅남동,7946,4566,3380,7020,3716,3304,3340,926,850,76,895,830,65,31,20,11
마산합포구,181020,90147,90873,178071,88330,89741,86437,2949,1817,1132,2644,1670,974,305,147,158
구산면,4124,2215,1909,3921,2027,1894,2299,203,188,15,199,187,12,4,1,3
진동면,11825,6068,5757,11528,5882,5646,5490,297,186,111,269,169,100,28,17,11
진북면,3573,2077,1496,3109,1660,1449,1818,464,417,47,454,410,44,10,7,3
진전면,3790,1936,1854,3622,1811,1811,2162,168,125,43,160,122,38,8,3,5
현동,13684,6779,6905,13582,6721,6861,5700,102,58,44,87,51,36,15,7,8
가포동,5163,2637,2526,5095,2591,2504,2669,68,46,22,55,42,13,13,4,9
월영동,41683,20636,21047,40936,20244,20692,17033,747,392,355,685,369,316,62,23,39
문화동,10874,5428,5446,10726,5358,5368,6032,148,70,78,118,52,66,30,18,12
반월중앙동,13289,6382,6907,13228,6365,6863,6211,61,17,44,43,10,33,18,7,11
완월동,8399,4055,4344,8346,4033,4313,3985,53,22,31,43,14,29,10,8,2
자산동,8964,4331,4633,8930,4323,4607,4365,34,8,26,25,5,20,9,3,6
교방동,19014,9383,9631,18938,9361,9577,8564,76,22,54,68,19,49,8,3,5
오동동,18424,9155,9269,18198,9038,9160,10456,226,117,109,183,93,90,43,24,19
합포동,6635,3331,3304,6546,3282,3264,3568,89,49,40,74,43,31,15,6,9
산호동,11579,5734,5845,11366,5634,5732,6085,213,100,113,181,84,97,32,16,16
마산회원구,181992,91036,90956,178806,89184,89622,82915,3186,1852,1334,2712,1595,1117,474,257,217
내서읍,59927,30096,29831,59243,29716,29527,25166,684,380,304,611,344,267,73,36,37
회원1동,9557,4667,4890,9494,4648,4846,5080,63,19,44,45,11,34,18,8,10
회원2동,9563,4698,4865,9512,4681,4831,4478,51,17,34,38,12,26,13,5,8
석전동,15952,7887,8065,15792,7815,7977,7720,160,72,88,113,45,68,47,27,20
회성동,5203,2632,2571,5145,2604,2541,2799,58,28,30,35,12,23,23,16,7
양덕1동,10414,5183,5231,10237,5113,5124,5390,177,70,107,144,54,90,33,16,17
양덕2동,32974,16229,16745,32746,16104,16642,12911,228,125,103,167,99,68,61,26,35
합성1동,8665,4391,4274,8581,4355,4226,4417,84,36,48,68,28,40,16,8,8
합성2동,8812,4399,4413,8424,4203,4221,4658,388,196,192,354,178,176,34,18,16
구암1동,8170,4055,4115,8069,4020,4049,4216,101,35,66,80,25,55,21,10,11
구암2동,9002,4514,4488,8728,4350,4378,4356,274,164,110,217,131,86,57,33,24
봉암동,3753,2285,1468,2835,1575,1260,1724,918,710,208,840,656,184,78,54,24
진해구,194350,100857,93493,188528,97075,91453,85767,5822,3782,2040,4739,3218,1521,1083,564,519
충무동,15778,8162,7616,15489,8009,7480,7554,289,153,136,259,147,112,30,6,24
