Unnamed: 0,Unnamed: 1,2020년 4월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1056316,536720,519596,1041553,527820,513733,434929,14763,8900,5863
의창구,265846,135553,130293,262241,133498,128743,109335,3605,2055,1550
동읍            ,20674,10538,10136,20477,10424,10053,8823,197,114,83
북면            ,42877,21671,21206,42606,21538,21068,15978,271,133,138
대산면          ,7716,4047,3669,7372,3760,3612,3689,344,287,57
의창동          ,50678,25668,25010,50440,25587,24853,20334,238,81,157
팔룡동          ,37326,19367,17959,36323,18612,17711,14272,1003,755,248
명곡동          ,44149,22414,21735,43511,22123,21388,17995,638,291,347
봉림동          ,31471,16343,15128,30864,16072,14792,15228,607,271,336
용지동          ,30955,15505,15450,30648,15382,15266,13016,307,123,184
성산구,221585,113810,107775,217948,111389,106559,85496,3637,2421,1216
반송동          ,42839,21664,21175,42589,21552,21037,15340,250,112,138
중앙동          ,24212,13260,10952,23174,12643,10531,12913,1038,617,421
상남동          ,28973,14527,14446,28674,14439,14235,10456,299,88,211
사파동          ,46816,23305,23511,46518,23184,23334,18201,298,121,177
가음정동        ,42213,21448,20765,41907,21281,20626,15634,306,167,139
성주동          ,27456,14437,13019,26971,14031,12940,9524,485,406,79
웅남동          ,9076,5169,3907,8115,4259,3856,3428,961,910,51
마산합포구,177662,88574,89088,175504,87317,88187,78575,2158,1257,901
구산면          ,4611,2475,2136,4392,2269,2123,2300,219,206,13
진동면          ,12718,6513,6205,12530,6420,6110,5433,188,93,95
진북면          ,4061,2309,1752,3670,1958,1712,1791,391,351,40
진전면          ,4139,2089,2050,4028,2003,2025,2214,111,86,25
현동            ,14663,7313,7350,14546,7242,7304,5637,117,71,46
가포동          ,707,377,330,672,345,327,347,35,32,3
월영동          ,32992,16303,16689,32563,16114,16449,12667,429,189,240
문화동          ,11758,5823,5935,11618,5760,5858,5670,140,63,77
반월중앙동      ,15489,7550,7939,15415,7531,7884,6570,74,19,55
완월동          ,9646,4697,4949,9606,4688,4918,4087,40,9,31
자산동          ,11313,5561,5752,11265,5550,5715,4958,48,11,37
교방동          ,14751,7286,7465,14697,7274,7423,6453,54,12,42
오동동          ,20470,10121,10349,20327,10064,10263,10575,143,57,86
합포동          ,7165,3621,3544,7122,3609,3513,3601,43,12,31
산호동          ,13179,6536,6643,13053,6490,6563,6272,126,46,80
마산회원구,195101,98093,97008,193101,96996,96105,81229,2000,1097,903
내서읍          ,66644,33538,33106,66171,33275,32896,24771,473,263,210
회원1동         ,11092,5512,5580,11025,5492,5533,5275,67,20,47
회원2동         ,7707,3833,3874,7681,3828,3853,3468,26,5,21
석전동          ,17215,8651,8564,17102,8611,8491,7679,113,40,73
회성동          ,6603,3345,3258,6564,3336,3228,3163,39,9,30
양덕1동         ,11730,5896,5834,11627,5844,5783,5508,103,52,51
양덕2동         ,32502,16147,16355,32379,16073,16306,11866,123,74,49
합성1동         ,9720,4948,4772,9660,4926,4734,4543,60,22,38
합성2동         ,8229,4106,4123,8046,4030,4016,4258,183,76,107
구암1동         ,9497,4721,4776,9424,4704,4720,4375,73,17,56
구암2동         ,10065,5009,5056,9920,4939,4981,4422,145,70,75
봉암동          ,4097,2387,1710,3502,1938,1564,1901,595,449,146
진해구,196122,100690,95432,192759,98620,94139,80294,3363,2070,1293
충무동          ,17767,9184,8583,17656,9119,8537,7719,111,65,46
여좌동          ,9109,4518,4591,9009,4474,4535,4392,100,44,56
태백동          ,5291,2678,2613,5264,2667,2597,2700,27,11,16
경화동          ,11603,5857,5746,11538,5830,5708,4623,65,27,38
병암동          ,7730,3827,3903,7689,3816,3873,3352,41,11,30
석동            ,17606,8984,8622,17469,8914,8555,6786,137,70,67
이동            ,8694,4575,4119,8575,4525,4050,4432,119,50,69
자은동          ,21809,10844,10965,21703,10816,10887,8670,106,28,78
덕산동          ,10336,5077,5259,10294,5062,5232,4098,42,15,27
풍호동          ,26394,13164,13230,26322,13134,13188,9099,72,30,42
웅천동          ,12719,6574,6145,12434,6329,6105,5121,285,245,40
웅동1동         ,7306,4050,3256,6592,3380,3212,2743,714,670,44
웅동2동         ,39758,21358,18400,38214,20554,17660,16559,1544,804,740
"   * 마산합포구 교방동 : 교방동+노산동(2020.1.1.통합) 
   * 진해구 충무동 : 중앙동+태평동+충무동(2020.1.1.통합)",,,,,,,,,,
