Unnamed: 0,Unnamed: 1,2023년 10월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1026988,521567,505421,1010820,511494,499326,456774,16168,10073,6095
의창구,217364,110717,106647,213987,108798,105189,97096,3377,1919,1458
동읍            ,19128,9791,9337,18948,9695,9253,9097,180,96,84
북면            ,43458,21830,21628,43229,21724,21505,16730,229,106,123
대산면          ,7280,3820,3460,6828,3438,3390,3673,452,382,70
의창동          ,49798,25075,24723,49530,24968,24562,21315,268,107,161
팔룡동          ,26407,13573,12834,25615,12990,12625,11207,792,583,209
명곡동          ,40504,20538,19966,39764,20181,19583,18202,740,357,383
봉림동          ,30789,16090,14699,30073,15802,14271,16872,716,288,428
성산구,249634,127920,121714,245702,125287,120415,106275,3932,2633,1299
반송동          ,40125,20192,19933,39904,20081,19823,15634,221,111,110
용지동          ,27243,13702,13541,26956,13569,13387,12304,287,133,154
중앙동,35990,19679,16311,34660,18836,15824,18751,1330,843,487
상남동          ,27069,13549,13520,26881,13472,13409,10824,188,77,111
사파동          ,46136,22804,23332,45879,22702,23177,19834,257,102,155
가음정동        ,38755,19582,19173,38415,19374,19041,15638,340,208,132
성주동          ,26107,13704,12403,25641,13328,12313,9844,466,376,90
웅남동          ,8209,4708,3501,7366,3925,3441,3446,843,783,60
마산합포구,181489,90430,91059,179040,88943,90097,85292,2449,1487,962
구산면          ,4223,2259,1964,4018,2069,1949,2323,205,190,15
진동면          ,12024,6178,5846,11811,6059,5752,5499,213,119,94
진북면          ,3678,2121,1557,3222,1710,1512,1716,456,411,45
진전면          ,3828,1932,1896,3701,1839,1862,2180,127,93,34
현동            ,13836,6877,6959,13740,6815,6925,5659,96,62,34
가포동          ,2499,1289,1210,2453,1254,1199,1476,46,35,11
월영동          ,42407,21021,21386,41792,20722,21070,17118,615,299,316
문화동          ,11172,5573,5599,11030,5507,5523,6078,142,66,76
반월중앙동      ,13691,6612,7079,13636,6599,7037,6309,55,13,42
완월동          ,8741,4229,4512,8696,4216,4480,4079,45,13,32
자산동          ,9519,4642,4877,9490,4634,4856,4521,29,8,21
교방동          ,18309,9048,9261,18245,9033,9212,8155,64,15,49
오동동,18782,9306,9476,18642,9238,9404,10476,140,68,72
합포동          ,6910,3464,3446,6851,3435,3416,3628,59,29,30
산호동          ,11870,5879,5991,11713,5813,5900,6075,157,66,91
마산회원구,182828,91354,91474,180444,89956,90488,82379,2384,1398,986
내서읍          ,61691,30911,30780,61222,30662,30560,25284,469,249,220
회원1동         ,9832,4799,5033,9790,4790,5000,5172,42,9,33
회원2동         ,9778,4796,4982,9737,4786,4951,4533,41,10,31
석전동          ,16495,8187,8308,16392,8146,8246,7879,103,41,62
회성동          ,5548,2780,2768,5515,2771,2744,2955,33,9,24
양덕1동         ,10759,5342,5417,10628,5287,5341,5493,131,55,76
양덕2동         ,30597,15036,15561,30473,14963,15510,11859,124,73,51
합성1동         ,8962,4506,4456,8889,4477,4412,4473,73,29,44
합성2동         ,7557,3777,3780,7258,3626,3632,4194,299,151,148
구암1동         ,8611,4294,4317,8516,4264,4252,4327,95,30,65
구암2동         ,9230,4632,4598,9025,4513,4512,4427,205,119,86
봉암동          ,3768,2294,1474,2999,1671,1328,1783,769,623,146
진해구,195673,101146,94527,191647,98510,93137,85732,4026,2636,1390
충무동          ,16316,8450,7866,16089,8325,7764,7659,227,125,102
여좌동          ,8219,4066,4153,8128,4026,4102,4322,91,40,51
태백동          ,3610,1798,1812,3595,1795,1800,1907,15,3,12
경화동          ,10808,5444,5364,10755,5413,5342,4611,53,31,22
병암동          ,7192,3535,3657,7148,3509,3639,3392,44,26,18
석동            ,17456,9028,8428,17322,8960,8362,7376,134,68,66
이동            ,8513,4512,4001,8404,4452,3952,4833,109,60,49
자은동          ,20840,10383,10457,20731,10349,10382,8873,109,34,75
덕산동          ,9740,4822,4918,9707,4806,4901,4138,33,16,17
풍호동          ,25323,12663,12660,25226,12616,12610,9194,97,47,50
웅천동          ,13345,6854,6491,12968,6529,6439,5412,377,325,52
웅동1동         ,8616,4678,3938,7879,4002,3877,3606,737,676,61
웅동2동         ,45695,24913,20782,43695,23728,19967,20409,2000,1185,815
,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행),,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,
