Unnamed: 0,Unnamed: 1,2025년 2월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
여좌동,7874,3910,3964,7772,3865,3907,4217,102,45,57,84,38,46,18,7,11
태백동,3454,1724,1730,3440,1721,1719,1857,14,3,11,8,2,6,6,1,5
경화동,10482,5288,5194,10394,5244,5150,4541,88,44,44,59,32,27,29,12,17
병암동,6888,3392,3496,6829,3353,3476,3345,59,39,20,50,35,15,9,4,5
석동,17215,8888,8327,16971,8748,8223,7335,244,140,104,190,116,74,54,24,30
이동,8395,4481,3914,8242,4397,3845,4850,153,84,69,107,61,46,46,23,23
자은동,20222,10090,10132,20078,10040,10038,8822,144,50,94,106,36,70,38,14,24
덕산동,9248,4555,4693,9201,4537,4664,4089,47,18,29,35,13,22,12,5,7
풍호동,24791,12347,12444,24687,12300,12387,9149,104,47,57,87,39,48,17,8,9
웅천동,14394,7440,6954,13856,6969,6887,5796,538,471,67,503,454,49,35,17,18
웅동1동,8368,4592,3776,7604,3895,3709,3565,764,697,67,735,674,61,29,23,6
웅동2동,46679,25741,20938,43347,23699,19648,20625,3332,2042,1290,2578,1626,952,754,416,338
,,,,,,,,,,,,,,,,
※ 의창구-성산구 행정구역 조정(2021. 7. 1.시행) ,,,,,,,,,,,,,,,,
- 의창구 퇴촌동(법정동) 일부 → 성산구 반송동,,,,,,,,,,,,,,,,
- 의창구 대원동·두대동·삼동동·덕정동(법정동) →  성산구 중앙동,,,,,,,,,,,,,,,,
- 의창구 용지동(행정동) → 성산구 용지동(행정동),,,,,,,,,,,,,,,,
