Unnamed: 0,Unnamed: 1,2025년 2월말 인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
【창원시】,,,,,,,,,,,,,,,,"(단위: 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,외국인 총계,,,"외 국 인
(출입국관리소 등록신고)",,,국내거소신고 외국인국적동포,,
,소계,남,여,소계,남,여,세대수,소계,남,여,소계,남,여,소계,남,여
합  계,1019030,518398,500632,997306,504914,492392,460203,21724,13484,8240,18339,11722,6617,3385,1762,1623
의창구,214023,109158,104865,209698,106668,103030,97483,4325,2490,1835,3679,2164,1515,646,326,320
동읍,18433,9412,9021,18203,9283,8920,8992,230,129,101,212,118,94,18,11,7
북면,44051,22076,21975,43747,21938,21809,17355,304,138,166,263,121,142,41,17,24
대산면,7166,3810,3356,6652,3387,3265,3663,514,423,91,504,418,86,10,5,5
의창동,48621,24436,24185,48275,24290,23985,21179,346,146,200,275,113,162,71,33,38
팔룡동,25618,13237,12381,24696,12592,12104,11164,922,645,277,852,620,232,70,25,45
명곡동,40045,20241,19804,38965,19679,19286,18236,1080,562,518,820,417,403,260,145,115
봉림동,30089,15946,14143,29160,15499,13661,16894,929,447,482,753,357,396,176,90,86
성산구,248757,127712,121045,243386,124231,119155,107370,5371,3481,1890,4479,3002,1477,892,479,413
반송동,39261,19744,19517,38893,19552,19341,15554,368,192,176,249,129,120,119,63,56
용지동,26435,13325,13110,25995,13106,12889,12151,440,219,221,332,162,170,108,57,51
중앙동,39559,21573,17986,37553,20325,17228,19919,2006,1248,758,1616,1028,588,390,220,170
상남동,26468,13175,13293,26212,13064,13148,10833,256,111,145,184,75,109,72,36,36
사파동,44634,22171,22463,44269,22017,22252,19713,365,154,211,305,128,177,60,26,34
가음정동,37760,19083,18677,37328,18830,18498,15575,432,253,179,369,220,149,63,33,30
성주동,26695,14076,12619,26126,13630,12496,10283,569,446,123,521,422,99,48,24,24
웅남동,7945,4565,3380,7010,3707,3303,3342,935,858,77,903,838,65,32,20,12
마산합포구,180449,89859,90590,177483,88035,89448,86437,2966,1824,1142,2662,1678,984,304,146,158
구산면,4133,2222,1911,3929,2034,1895,2308,204,188,16,200,187,13,4,1,3
진동면,11801,6063,5738,11503,5877,5626,5507,298,186,112,270,169,101,28,17,11
진북면,3555,2063,1492,3083,1639,1444,1811,472,424,48,462,417,45,10,7,3
진전면,3786,1934,1852,3618,1808,1810,2159,168,126,42,160,123,37,8,3,5
현동,13617,6748,6869,13513,6691,6822,5696,104,57,47,90,51,39,14,6,8
가포동,5235,2676,2559,5167,2630,2537,2692,68,46,22,53,41,12,15,5,10
월영동,41521,20530,20991,40780,20141,20639,17027,741,389,352,679,366,313,62,23,39
문화동,10902,5469,5433,10747,5396,5351,6077,155,73,82,125,55,70,30,18,12
반월중앙동,13246,6360,6886,13187,6345,6842,6202,59,15,44,43,9,34,16,6,10
완월동,8371,4051,4320,8319,4030,4289,3977,52,21,31,43,14,29,9,7,2
자산동,8937,4311,4626,8904,4304,4600,4362,33,7,26,24,4,20,9,3,6
교방동,18922,9324,9598,18847,9304,9543,8553,75,20,55,67,17,50,8,3,5
오동동,18307,9101,9206,18082,8984,9098,10432,225,117,108,182,93,89,43,24,19
합포동,6620,3324,3296,6528,3272,3256,3567,92,52,40,77,46,31,15,6,9
산호동,11496,5683,5813,11276,5580,5696,6067,220,103,117,187,86,101,33,17,16
마산회원구,182148,91118,91030,178965,89263,89702,83198,3183,1855,1328,2718,1604,1114,465,251,214
내서읍,59532,29901,29631,58853,29523,29330,25108,679,378,301,605,341,264,74,37,37
회원1동,9514,4643,4871,9452,4625,4827,5072,62,18,44,44,10,34,18,8,10
회원2동,9536,4680,4856,9487,4663,4824,4471,49,17,32,37,12,25,12,5,7
석전동,15847,7835,8012,15686,7764,7922,7686,161,71,90,116,46,70,45,25,20
회성동,5184,2623,2561,5126,2596,2530,2795,58,27,31,35,11,24,23,16,7
양덕1동,10365,5156,5209,10191,5086,5105,5388,174,70,104,140,54,86,34,16,18
양덕2동,33869,16684,17185,33640,16559,17081,13295,229,125,104,169,100,69,60,25,35
합성1동,8638,4371,4267,8555,4337,4218,4427,83,34,49,68,27,41,15,7,8
합성2동,8851,4427,4424,8467,4233,4234,4686,384,194,190,353,175,178,31,19,12
구암1동,8118,4028,4090,8021,3995,4026,4207,97,33,64,79,24,55,18,9,9
구암2동,8968,4496,4472,8687,4325,4362,4355,281,171,110,220,138,82,61,33,28
봉암동,3726,2274,1452,2800,1557,1243,1708,926,717,209,852,666,186,74,51,23
진해구,193653,100551,93102,187774,96717,91057,85715,5879,3834,2045,4801,3274,1527,1078,560,518
충무동,15643,8103,7540,15353,7949,7404,7524,290,154,136,259,148,111,31,6,25
