Unnamed: 0,Unnamed: 1,2019년 7월말 주민등록인구 현황,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1063077,540490,522587,1047856,531054,516802,429075,15221,9436,5785
의창구,259085,132219,126866,255347,130057,125290,104890,3738,2162,1576
동읍            ,21212,10821,10391,20999,10699,10300,8722,213,122,91
북면            ,42858,21667,21191,42597,21534,21063,15822,261,133,128
대산면          ,7832,4102,3730,7476,3797,3679,3682,356,305,51
의창동          ,37501,19016,18485,37251,18925,18326,15637,250,91,159
팔룡동          ,39185,20336,18849,38115,19521,18594,14555,1070,815,255
명곡동          ,46313,23494,22819,45654,23196,22458,18304,659,298,361
봉림동          ,32252,16748,15504,31639,16485,15154,15070,613,263,350
용지동          ,31932,16035,15897,31616,15900,15716,13098,316,135,181
성산구,227153,116790,110363,223291,114053,109238,85561,3862,2737,1125
반송동          ,43853,22151,21702,43589,22029,21560,15376,264,122,142
중앙동          ,24678,13454,11224,23633,12815,10818,12835,1045,639,406
상남동          ,29571,14918,14653,29352,14821,14531,10464,219,97,122
사파동          ,48323,24117,24206,48010,23980,24030,18255,313,137,176
가음정동        ,43283,22000,21283,42889,21762,21127,15665,394,238,156
성주동          ,28012,14784,13228,27402,14250,13152,9499,610,534,76
웅남동          ,9433,5366,4067,8416,4396,4020,3467,1017,970,47
마산합포구,181792,90684,91108,179557,89376,90181,78659,2235,1308,927
구산면          ,4742,2552,2190,4503,2327,2176,2330,239,225,14
진동면          ,13146,6774,6372,12929,6660,6269,5504,217,114,103
진북면          ,4155,2349,1806,3758,1997,1761,1802,397,352,45
진전면          ,4273,2172,2101,4154,2077,2077,2228,119,95,24
현동            ,14764,7381,7383,14644,7308,7336,5623,120,73,47
가포동          ,725,384,341,686,349,337,351,39,35,4
월영동          ,32962,16309,16653,32520,16122,16398,12393,442,187,255
문화동          ,12117,5978,6139,12004,5925,6079,5671,113,53,60
반월중앙동      ,16021,7790,8231,15943,7769,8174,6687,78,21,57
완월동          ,9918,4851,5067,9881,4844,5037,4146,37,7,30
자산동          ,11814,5801,6013,11773,5792,5981,5042,41,9,32
교방동          ,8848,4370,4478,8819,4363,4456,3552,29,7,22
노산동          ,6511,3206,3305,6474,3200,3274,2978,37,6,31
오동동          ,20759,10292,10467,20617,10235,10382,10320,142,57,85
합포동          ,7428,3773,3655,7379,3756,3623,3670,49,17,32
산호동          ,13609,6702,6907,13473,6652,6821,6362,136,50,86
마산회원구,198124,99783,98341,196066,98617,97449,80853,2058,1166,892
내서읍          ,68585,34551,34034,68142,34297,33845,24927,443,254,189
회원1동         ,11463,5706,5757,11397,5686,5711,5378,66,20,46
회원2동         ,8037,4045,3992,8014,4039,3975,3546,23,6,17
석전동          ,14287,7146,7141,14159,7097,7062,6421,128,49,79
회성동          ,6891,3512,3379,6847,3502,3345,3239,44,10,34
양덕1동         ,12110,6091,6019,12012,6039,5973,5555,98,52,46
양덕2동         ,33477,16683,16794,33344,16599,16745,11939,133,84,49
합성1동         ,9940,5059,4881,9879,5036,4843,4591,61,23,38
합성2동         ,8645,4303,4342,8454,4220,4234,4380,191,83,108
구암1동         ,9966,4989,4977,9891,4968,4923,4475,75,21,54
구암2동         ,10385,5173,5212,10234,5102,5132,4469,151,71,80
봉암동          ,4338,2525,1813,3693,2032,1661,1933,645,493,152
진해구,196923,101014,95909,193595,98951,94644,79112,3328,2063,1265
중앙동          ,8152,4250,3902,8129,4241,3888,3074,23,9,14
태평동          ,6249,3199,3050,6200,3165,3035,2786,49,34,15
충무동          ,3789,1909,1880,3767,1901,1866,1884,22,8,14
여좌동          ,9362,4652,4710,9260,4610,4650,4453,102,42,60
태백동          ,5519,2785,2734,5496,2778,2718,2745,23,7,16
경화동          ,11735,5952,5783,11664,5924,5740,4621,71,28,43
병암동          ,7901,3892,4009,7868,3882,3986,3359,33,10,23
석동            ,17836,9125,8711,17697,9051,8646,6653,139,74,65
이동            ,9050,4743,4307,8936,4699,4237,4488,114,44,70
자은동          ,21865,10871,10994,21765,10846,10919,8453,100,25,75
덕산동          ,10563,5187,5376,10527,5176,5351,4092,36,11,25
풍호동          ,26680,13327,13353,26593,13285,13308,9047,87,42,45
웅천동          ,11291,5856,5435,10994,5601,5393,4569,297,255,42
웅동1동         ,7530,4163,3367,6773,3458,3315,2716,757,705,52
웅동2동         ,39401,21103,18298,37926,20334,17592,16172,1475,769,706
"   * 마산합포구 오동동 : 오동동+성호동+동서동(2017.1.1.통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(2017.1.1.통합)
   * 마산회원구 석전동 : 석전1동+석전2동(2017.1.1.통합)",,,,,,,,,,
