Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
,,2017년 3월말 주민등록인구 및 외국인 현황,,,,,,,,
,,,,,,,,,,
【창원시】,,,,,,,,,,"            (단위 : 세대, 명)"
"읍 면
동 별",인        구,,,"한  국  인
(주민등록인구)",,,,"외  국  인
(출입국관리소 등록신고)",,
,소계,남,여,소계,남,여,세대수,소계,남,여
합  계,1076260,548560,527700,1060419,538257,522162,418093,15841,10303,5538
의창구,255541,130722,124819,251672,128309,123363,99946,3869,2413,1456
동읍            ,23181,11768,11413,22949,11637,11312,8912,232,131,101
북면            ,30635,15526,15109,30440,15419,15021,11127,195,107,88
대산면          ,7578,3956,3622,7207,3647,3560,3356,371,309,62
의창동          ,37779,19254,18525,37419,19059,18360,15207,360,195,165
팔룡동          ,39203,20514,18689,37943,19494,18449,13806,1260,1020,240
명곡동          ,51308,25977,25331,50725,25718,25007,19330,583,259,324
봉림동          ,36434,18925,17509,35848,18664,17184,16341,586,261,325
용지동          ,29423,14802,14621,29141,14671,14470,11867,282,131,151
성산구,233946,120627,113319,229743,117532,112211,83674,4203,3095,1108
반송동          ,47133,23803,23330,46859,23676,23183,15850,274,127,147
중앙동          ,25789,13860,11929,24744,13252,11492,12308,1045,608,437
상남동          ,31706,16069,15637,31405,15877,15528,10631,301,192,109
사파동          ,52936,26620,26316,52653,26499,26154,19009,283,121,162
가음정동        ,37389,19117,18272,37045,18897,18148,13039,344,220,124
성주동          ,28417,15027,13390,27752,14431,13321,9097,665,596,69
웅남동          ,10576,6131,4445,9285,4900,4385,3740,1291,1231,60
마산합포구,183455,91791,91664,181340,90527,90813,76886,2115,1264,851
구산면          ,4995,2669,2326,4763,2451,2312,2329,232,218,14
진동면          ,13443,6887,6556,13242,6774,6468,5414,201,113,88
진북면          ,4418,2504,1914,3963,2104,1859,1841,455,400,55
진전면          ,4429,2224,2205,4298,2134,2164,2205,131,90,41
현동            ,9875,4986,4889,9774,4918,4856,3875,101,68,33
가포동          ,1015,538,477,970,502,468,470,45,36,9
월영동          ,30754,15268,15486,30468,15153,15315,11264,286,115,171
문화동          ,12622,6265,6357,12470,6198,6272,5598,152,67,85
반월중앙동      ,17235,8430,8805,17154,8407,8747,6828,81,23,58
완월동          ,10871,5307,5564,10829,5293,5536,4321,42,14,28
자산동          ,12726,6248,6478,12693,6241,6452,5098,33,7,26
교방동          ,10136,5059,5077,10116,5055,5061,3979,20,4,16
노산동          ,7327,3656,3671,7288,3645,3643,3260,39,11,28
오동동          ,21849,10861,10988,21698,10818,10880,10306,151,43,108
합포동          ,8146,4142,4004,8112,4132,3980,3887,34,10,24
산호동          ,13614,6747,6867,13502,6702,6800,6211,112,45,67
마산회원구,211750,107069,104681,209445,105754,103691,83428,2305,1315,990
내서읍          ,71725,36140,35585,71259,35864,35395,24892,466,276,190
회원1동         ,12323,6163,6160,12262,6149,6113,5614,61,14,47
회원2동         ,11828,5938,5890,11785,5922,5863,5116,43,16,27
석전동          ,15553,7806,7747,15412,7760,7652,6663,141,46,95
회성동          ,7604,3921,3683,7552,3908,3644,3416,52,13,39
양덕1동         ,12829,6413,6416,12669,6317,6352,5564,160,96,64
양덕2동         ,35424,17802,17586,35196,17706,17490,12481,228,132,96
합성1동         ,7582,4001,3740,7513,3869,3644,3657,69,28,41
합성2동         ,10042,4938,4982,9851,4910,4941,4836,191,88,103
구암1동         ,10923,5591,5447,10847,5503,5344,4681,76,22,54
구암2동         ,11165,5587,5496,11007,5565,5442,4448,158,67,91
봉암동          ,4752,2348,1902,4092,2281,1811,2060,660,517,143
진해구,191568,98351,93217,188219,96135,92084,74159,3349,2216,1133
중앙동          ,8907,4609,4298,8873,4595,4278,3173,34,14,20
태평동          ,6683,3432,3251,6637,3401,3236,2809,46,31,15
충무동          ,4280,2149,2131,4247,2136,2111,2012,33,13,20
여좌동          ,10672,5296,5376,10594,5266,5328,4802,78,30,48
태백동          ,6254,3157,3097,6229,3150,3079,2954,25,7,18
경화동          ,11272,5717,5555,11219,5696,5523,4367,53,21,32
병암동          ,8537,4229,4308,8502,4219,4283,3479,35,10,25
석동            ,18896,9583,9313,18757,9512,9245,6732,139,71,68
이동            ,10608,5494,5114,10450,5419,5031,4872,158,75,83
자은동          ,17173,8622,8551,17083,8593,8490,6257,90,29,61
덕산동          ,11748,5785,5963,11701,5766,5935,4300,47,19,28
풍호동          ,27229,13684,13545,27144,13652,13492,9069,85,32,53
웅천동          ,4493,2570,1923,3998,2098,1900,1963,495,472,23
웅동1동         ,8126,4452,3674,7363,3730,3633,2752,763,722,41
웅동2동         ,36690,19572,17118,35422,18902,16520,14618,1268,670,598
"   * 마산합포구 오동동 : 오동동+성호동+동서동(통합) 
   * 마산합포구 반월중앙동 : 반월동+중앙동(통합) 
   * 마산회원구 석전동 : 석전1동+석전2동(통합) ",,,,,,,,,,
