시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명
경상남도 창원진해구 가주동,6**,단독,8m미만,70.4,365,201509,4,"        28,400",1999,가주로
경상남도 창원진해구 가주동,6**,단독,8m미만,70.4,365,201603,17,"        29,000",1990,가주로
경상남도 창원진해구 가주동,4**,단독,8m미만,103,836,201603,21,"        29,000",1945,가주로
경상남도 창원진해구 가주동,3**,단독,12m미만,85.95,952,201509,23,"        72,000",1925,가주로
경상남도 창원진해구 경화동,1**,다가구,8m미만,208.29,271,201602,19,"        51,000",2015,충장로305번길
경상남도 창원진해구 경화동,1***,단독,8m미만,31.74,32.35,201510,27,"         2,000",1938,중초로15번길
경상남도 창원진해구 경화동,8**,단독,12m미만,56.61,42,201606,3,"         5,712",,조천북로146번길
경상남도 창원진해구 경화동,1***,단독,12m미만,66.18,75.6,201509,17,"         9,000",1967,경화로7번길
경상남도 창원진해구 경화동,5**,단독,8m미만,90.02,76,201508,3,"         9,500",1996,경화로26번길
경상남도 창원진해구 경화동,9**,단독,8m미만,31.17,79,201510,7,"         8,450",1945,경화시장로
경상남도 창원진해구 경화동,3**,단독,12m미만,51.57,79,201602,12,"         9,600",1945,충장로329번길
경상남도 창원진해구 경화동,9**,단독,12m미만,33.06,83,201507,24,"         8,400",1972,충장로345번길
경상남도 창원진해구 경화동,9**,단독,8m미만,82.81,83,201511,30,"        12,750",1982,경화로30번길
경상남도 창원진해구 경화동,1***,단독,12m미만,93.22,91.8,201603,11,"         9,400",1979,경화로37번길
경상남도 창원진해구 경화동,9**,단독,8m미만,34.91,93,201507,20,"        12,900",1945,경화로26번길
경상남도 창원진해구 경화동,1***,단독,8m미만,40.37,93,201606,8,"         7,200",1971,진해대로636번길
경상남도 창원진해구 경화동,1***,단독,8m미만,53.41,93,201512,28,"         7,000",1999,진해대로636번길
경상남도 창원진해구 경화동,1***,단독,12m미만,162.78,95.9,201603,11,"        15,000",1993,충장로263번길
경상남도 창원진해구 경화동,1***,단독,8m미만,52.7,97.6,201508,10,"         8,100",1976,경화로37번길
경상남도 창원진해구 경화동,1***,단독,8m미만,22.35,98.6,201603,23,"        11,500",1940,진해대로
경상남도 창원진해구 경화동,1***,단독,8m미만,54.45,98.7,201604,10,"        12,000",1976,경화로37번길
경상남도 창원진해구 경화동,1***,단독,8m미만,54.45,98.7,201606,21,"        13,000",1976,경화로37번길
경상남도 창원진해구 경화동,1***,단독,12m미만,40.33,100.6,201605,11,"         9,500",1961,중초로9번길
경상남도 창원진해구 경화동,1***,단독,12m미만,119.52,102.5,201603,10,"        13,100",1978,충장로245번길
경상남도 창원진해구 경화동,1***,단독,8m미만,107.6,103.1,201510,15,"        14,100",1978,경화로37번길
경상남도 창원진해구 경화동,1***,단독,8m미만,46.78,107.7,201511,25,"        11,750",1965,충장로235번길
경상남도 창원진해구 경화동,5**,단독,8m미만,48.16,108,201507,22,"        10,000",1945,경화로30번길
경상남도 창원진해구 경화동,1***,단독,8m미만,58.99,116,201604,11,"        13,800",1985,조천북로
경상남도 창원진해구 경화동,1***,단독,12m미만,65.07,116,201605,17,"        13,000",1985,경화로21번길
경상남도 창원진해구 경화동,1***,단독,8m미만,92.73,119.6,201510,27,"        14,500",1981,경화로37번길
경상남도 창원진해구 경화동,1***,단독,8m미만,61.51,121.3,201512,22,"        12,500",1984,진해대로597번길
경상남도 창원진해구 경화동,1***,단독,12m미만,117.6,122.5,201603,26,"        19,500",1999,중초로9번길
경상남도 창원진해구 경화동,1***,단독,8m미만,72.26,123.3,201606,14,"        10,000",1978,진해대로597번길
경상남도 창원진해구 경화동,1***,단독,25m이상,71.09,123.5,201603,12,"        21,200",1983,태백로
경상남도 창원진해구 경화동,1***,단독,25m미만,75.46,129,201602,29,"        16,700",1990,조천북로
경상남도 창원진해구 경화동,1***,단독,8m미만,77.45,131.8,201511,20,"         6,500",1975,진해대로583번길
경상남도 창원진해구 경화동,1***,단독,8m미만,76.02,133.3,201605,20,"         9,000",1984,진해대로597번길
경상남도 창원진해구 경화동,1***,단독,8m미만,69.88,144.6,201606,26,"        12,000",1977,충장로273번길
경상남도 창원진해구 경화동,1***,단독,8m미만,124.41,145.3,201510,4,"        17,800",1980,태백로13번길
경상남도 창원진해구 경화동,1***,단독,8m미만,82.82,146.3,201508,6,"        12,500",1985,태백로
경상남도 창원진해구 경화동,1***,단독,8m미만,82.82,146.3,201604,20,"        17,700",1985,태백로
경상남도 창원진해구 경화동,1***,단독,8m미만,64.04,147.5,201604,6,"        13,200",1968,충장로285번길
경상남도 창원진해구 경화동,9**,단독,8m미만,31.17,149,201606,19,"        13,000",1945,
경상남도 창원진해구 경화동,1***,단독,8m미만,42.51,149,201601,22,"        11,000",1960,조천북로97번나길
경상남도 창원진해구 경화동,9**,단독,8m미만,61.5,149,201606,7,"        17,800",1996,경화시장로
경상남도 창원진해구 경화동,9**,단독,8m미만,98.61,149,201604,30,"        15,000",1973,경화로18번길
경상남도 창원진해구 경화동,3**,단독,8m미만,145.89,149,201508,21,"        19,700",1989,경화로18번길
경상남도 창원진해구 경화동,1***,단독,12m미만,168.24,151,201508,1,"        18,300",1990,조천북로146번길
경상남도 창원진해구 경화동,3**,단독,12m미만,46.88,152,201602,12,"        18,400",1981,경화로18번길
경상남도 창원진해구 경화동,9**,단독,8m미만,127.34,152,201604,14,"        25,000",1985,경화로18번길
경상남도 창원진해구 경화동,1***,단독,8m미만,79.41,153.1,201511,9,"        15,200",1978,중초로
경상남도 창원진해구 경화동,1***,단독,8m미만,80.96,153.1,201606,3,"        15,000",1978,중초로
경상남도 창원진해구 경화동,1***,단독,12m미만,89.69,153.1,201605,28,"        13,000",1979,충장로235번길
경상남도 창원진해구 경화동,1***,단독,8m미만,80.27,153.4,201509,7,"        16,000",1979,중초로29번길
경상남도 창원진해구 경화동,1***,단독,8m미만,70.71,154,201605,9,"        11,750",1975,충장로273번길
경상남도 창원진해구 경화동,1***,단독,8m미만,53.55,154.1,201512,1,"        12,000",1972,충장로235번길
경상남도 창원진해구 경화동,6**,단독,8m미만,78.75,155,201509,2,"        14,000",1982,경화로33번길
경상남도 창원진해구 경화동,2**,단독,8m미만,84.27,155,201602,15,"         9,000",1986,경화로16번길
경상남도 창원진해구 경화동,1***,단독,8m미만,73.52,158.5,201601,28,"        14,000",1978,충장로285번길
경상남도 창원진해구 경화동,1***,단독,12m미만,90.12,161.9,201603,10,"        18,900",1990,중초로23번길
경상남도 창원진해구 경화동,1***,단독,8m미만,84.17,162,201507,21,"        16,200",1978,진해대로583번길
경상남도 창원진해구 경화동,1***,단독,12m미만,96.3,164.1,201511,9,"        19,200",1978,충장로273번길
경상남도 창원진해구 경화동,1***,단독,8m미만,79.14,164.73,201510,6,"        14,000",1978,충장로297번길
경상남도 창원진해구 경화동,1***,단독,25m이상,162.48,168.3,201601,3,"        28,000",1979,태백로
경상남도 창원진해구 경화동,1***,단독,25m이상,162.48,168.3,201508,21,"        24,000",1979,태백로
경상남도 창원진해구 경화동,8**,단독,8m미만,61.98,169,201602,28,"        25,000",1971,경화시장로
경상남도 창원진해구 경화동,1***,단독,8m미만,74.61,170,201510,31,"        18,500",1976,경화로29번길
경상남도 창원진해구 경화동,1***,단독,8m미만,66.43,170.6,201507,23,"        20,200",2008,진해대로597번길
경상남도 창원진해구 경화동,1***,단독,8m미만,73.92,175.2,201603,27,"        15,798",1975,충장로273번길
경상남도 창원진해구 경화동,1***,단독,12m미만,56.4,178.4,201507,17,"        14,500",1983,중초로23번길
경상남도 창원진해구 경화동,1***,단독,12m미만,72.73,180.2,201606,3,"        25,600",1975,경화로45번길
경상남도 창원진해구 경화동,1***,단독,12m미만,97.62,184.7,201507,4,"        16,000",1985,경화로45번길
경상남도 창원진해구 경화동,1***,단독,8m미만,68.56,185,201604,27,"        21,000",1978,중초로9번길
경상남도 창원진해구 경화동,9**,단독,8m미만,75.01,185,201507,25,"        22,500",1945,충장로345번길
경상남도 창원진해구 경화동,9**,단독,12m미만,149.66,188,201605,19,"        30,500",1991,병암로37번길
