NO,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1,경상남도 창원시 의창구 봉곡동,1**,단독,12m미만,336.79,233.90,202412,26,"40,000",개인,개인,2002,봉곡로97번길,-,직거래,-
2,경상남도 창원시 의창구 사림동,1**,단독,12m미만,267.25,282.30,202412,22,"38,200",개인,개인,1995,사림로99번길,-,중개거래,경남 창원시 마산합포구
3,경상남도 창원시 의창구 동읍 용잠리,2**,단독,8m미만,60.50,159.00,202412,19,"7,200",개인,개인,1900,의창대로894번길,-,중개거래,경남 창원시 의창구
4,경상남도 창원시 의창구 동읍 용전리,5*,단독,8m미만,80.31,251.00,202412,19,"17,000",개인,개인,1900,용남길86번길,-,중개거래,"경남 김해시, 경남 창원시 성산구"
5,경상남도 창원시 의창구 명서동,1**,단독,12m미만,200.90,236.90,202412,18,"31,300",개인,개인,1989,원이대로206번길,-,중개거래,경남 창원시 의창구
6,경상남도 창원시 의창구 명서동,3*,단독,12m미만,261.02,267.80,202412,13,"38,000",개인,개인,1989,명지로103번길,-,중개거래,경남 창원시 의창구
7,경상남도 창원시 의창구 대산면 가술리,4**,단독,8m미만,160.14,275.00,202412,12,"9,400",개인,개인,1994,봉강가술로471번길,-,중개거래,경남 창원시 의창구
8,경상남도 창원시 의창구 대산면 모산리,1**,단독,8m미만,120.67,225.00,202412,11,"13,500",개인,개인,2001,모산길30번길,-,직거래,-
9,경상남도 창원시 의창구 소계동,7**,단독,12m미만,169.71,155.70,202412,09,"47,500",개인,개인,1986,소계로,-,중개거래,경남 창원시 의창구
10,경상남도 창원시 의창구 명서동,3*,단독,12m미만,213.87,266.40,202412,05,"23,500",개인,개인,1988,명서로,-,직거래,-
11,경상남도 창원시 의창구 사림동,1**,단독,12m미만,338.12,252.70,202411,25,"29,000",개인,개인,1995,창이대로343번길,-,중개거래,경남 창원시 의창구
