NO,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1,경상남도 창원시 성산구 신월동,1*,단독,8m미만,114.84,115.60,202112,31,"54,700",-,-,1989,창이대로566번길,-,중개거래,경남 창원성산구
2,경상남도 창원시 성산구 반지동,7*,단독,12m미만,194.92,215.20,202112,30,"48,500",-,-,2002,반송로42번길,-,중개거래,경남 창원의창구
3,경상남도 창원시 성산구 반지동,4*,다가구,12m미만,211.84,241.50,202112,30,"39,500",-,-,1995,반송로41번길,-,중개거래,경남 창원성산구
4,경상남도 창원시 성산구 반지동,6*,단독,8m미만,162.63,242.30,202112,30,"42,500",-,-,1987,반지로4번길,-,중개거래,경남 창원성산구
5,경상남도 창원시 성산구 사파동,4*,단독,12m미만,222.64,252.70,202112,23,"45,000",-,-,1999,비음로55번길,-,중개거래,경남 창원성산구
6,경상남도 창원시 성산구 반지동,7*,단독,12m미만,188.34,231.10,202112,20,"36,000",-,-,1988,반송로42번길,-,직거래,-
7,경상남도 창원시 성산구 반지동,8*,단독,12m미만,139.14,224.40,202112,18,"33,000",-,-,1983,창원천로188번길,-,중개거래,경남 창원성산구
8,경상남도 창원시 성산구 반지동,7*,단독,12m미만,164.00,216.00,202112,16,"30,000",-,-,1984,반송로42번길,-,중개거래,경남 창원성산구
9,경상남도 창원시 성산구 신월동,5*,단독,25m이상,390.99,322.70,202112,16,"164,000",-,-,2014,상남로,-,중개거래,경남 창원성산구
10,경상남도 창원시 성산구 용호동,2*,다가구,12m미만,210.89,245.80,202112,11,"43,500",-,-,1996,창이대로478번길,-,중개거래,경남 창원성산구
11,경상남도 창원시 성산구 반지동,6*,단독,12m미만,216.56,230.40,202112,03,"57,700",-,-,2013,반송로82번길,-,중개거래,경남 창원성산구
12,경상남도 창원시 성산구 신월동,1*,단독,8m미만,66.45,115.90,202112,02,"49,000",-,-,1985,창이대로570번길,-,중개거래,경남 창원성산구
13,경상남도 창원시 성산구 반지동,6*,단독,12m미만,196.38,230.20,202112,01,"36,500",-,-,1986,반송로82번길,-,중개거래,경남 창원성산구
14,경상남도 창원시 성산구 사파동,7*,단독,12m미만,179.57,221.50,202112,01,"50,000",-,-,2007,창이대로695번길,-,중개거래,경남 양산시
15,경상남도 창원시 성산구 가음동,*,다가구,12m미만,261.30,271.70,202111,25,"79,000",-,-,2013,가음정로23번길,-,중개거래,경남 창원성산구
16,경상남도 창원시 성산구 사파동,1**,다가구,12m미만,239.01,249.00,202111,25,"71,200",-,-,2009,창이대로706번길,-,중개거래,경남 창원성산구
17,경상남도 창원시 성산구 가음동,*,다가구,12m미만,268.58,269.80,202111,20,"75,000",-,-,2017,가음정로11번길,-,중개거래,경남 창원성산구
18,경상남도 창원시 성산구 사파동,9*,단독,12m미만,304.85,257.80,202111,19,"44,500",-,-,1991,창이대로722번길,-,중개거래,경남 창원마산회원구 경남 창원성산구
19,경상남도 창원시 성산구 중앙동,6*,단독,12m미만,728.32,231.60,202111,19,"60,000",-,-,1988,원이대로566번길,-,중개거래,경남 창원성산구
20,경상남도 창원시 성산구 성주동,1**,다가구,12m미만,408.47,264.10,202111,17,"98,000",-,-,2016,삼정자로51번길,-,중개거래,경남 창원성산구
