NO,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1,경상남도 창원시 마산회원구 양덕동,3*,단독,8m미만,88.44,151.60,202312,30,"20,800",-,-,1977,양덕동16길,-,중개거래,경남 창원시마산회원구
2,경상남도 창원시 마산회원구 회원동,6**,단독,,131.88,127.70,202312,20,"11,500",-,-,1986,회원북26길,-,중개거래,경남 창원시마산회원구
3,경상남도 창원시 마산회원구 내서읍 원계리,5**,단독,8m미만,84.12,307.00,202312,20,"24,500",-,-,2007,원계증산길,-,중개거래,경남 창원마산회원구
4,경상남도 창원시 마산회원구 합성동,1**,단독,,126.88,131.50,202312,15,"15,700",-,-,1979,합성서1길,20240219,중개거래,경남 창원시마산회원구
5,경상남도 창원시 마산회원구 회원동,4**,단독,8m미만,83.51,129.00,202312,12,"8,500",-,-,1961,회원동1길,-,중개거래,경남 창원마산회원구
6,경상남도 창원시 마산회원구 회원동,6**,단독,12m미만,54.84,93.60,202312,08,"7,100",-,-,1982,회원남33길,-,중개거래,경남 창원마산회원구
7,경상남도 창원시 마산회원구 내서읍 호계리,5**,단독,12m미만,180.26,150.90,202312,02,"37,800",-,-,2013,호계본동로,-,중개거래,경남 창원성산구
8,경상남도 창원시 마산회원구 내서읍 호계리,5**,단독,12m미만,180.26,199.90,202312,02,"40,400",-,-,2013,호계본동로,20231208,중개거래,경남 창원성산구
9,경상남도 창원시 마산회원구 내서읍 호계리,5**,단독,12m미만,180.26,150.90,202312,02,"37,800",-,-,2013,호계본동로,20231211,중개거래,경남 창원시 성산구
10,경상남도 창원시 마산회원구 석전동,2**,단독,12m미만,149.23,149.70,202312,01,"14,000",-,-,1978,석전동6길,-,직거래,-
11,경상남도 창원시 마산회원구 회성동,1**,단독,8m미만,600.03,314.00,202312,01,"44,500",-,-,1992,회성남4길,-,중개거래,경남 창원마산회원구
12,경상남도 창원시 마산회원구 구암동,9*,단독,8m미만,74.54,71.56,202312,01,"7,000",-,-,1980,구암남17길,-,직거래,-
13,경상남도 창원시 마산회원구 구암동,1***,다가구,,129.79,164.50,202311,30,"14,900",-,-,1978,구암서1길,-,중개거래,경남 창원시마산회원구
14,경상남도 창원시 마산회원구 합성동,6*,단독,8m미만,151.58,136.10,202311,28,"30,000",-,-,1977,합포성지길,-,중개거래,경남 창원마산회원구
15,경상남도 창원시 마산회원구 양덕동,5**,단독,8m미만,42.70,65.00,202311,24,"24,000",-,-,1983,양덕서9길,-,직거래,-
16,경상남도 창원시 마산회원구 양덕동,5*,단독,8m미만,101.29,170.90,202311,23,"19,000",-,-,1976,양덕동10길,-,중개거래,경남 창원마산회원구
17,경상남도 창원시 마산회원구 회원동,6**,다가구,,131.63,188.70,202311,23,"38,000",-,-,1987,회원북28길,-,중개거래,경남 창원시마산회원구
18,경상남도 창원시 마산회원구 구암동,1*,단독,8m미만,106.73,99.20,202311,21,"13,000",-,-,1978,구암서3길,-,중개거래,"경남 창원시마산회원구, 전남 순천시"
19,경상남도 창원시 마산회원구 합성동,7*,단독,12m미만,116.07,113.40,202311,18,"20,000",-,-,1983,금강로,20231127,중개거래,경남 창원마산회원구
20,경상남도 창원시 마산회원구 회성동,4**,단독,8m미만,157.01,211.00,202311,15,"32,500",-,-,2001,회성동6길,-,중개거래,경남 창원마산회원구
21,경상남도 창원시 마산회원구 회원동,5*,단독,,144.57,144.10,202311,13,"15,700",-,-,1991,회원동7길,-,중개거래,경남 창원시마산회원구
22,경상남도 창원시 마산회원구 석전동,2**,단독,8m미만,51.04,90.70,202311,08,"10,000",-,-,1976,석전동2길,20240202,중개거래,경남 창원마산회원구
23,경상남도 창원시 마산회원구 합성동,1**,단독,8m미만,119.97,121.20,202311,04,"7,950",-,-,1978,합성동11길,-,중개거래,경남 창원마산회원구
24,경상남도 창원시 마산회원구 합성동,3**,단독,8m미만,140.10,153.30,202311,02,"22,300",-,-,1983,합성남17길,-,직거래,-
25,경상남도 창원시 마산회원구 양덕동,8**,단독,8m미만,147.40,135.40,202311,01,"27,800",-,-,1977,양덕북3길,-,중개거래,경남 창원마산회원구
