NO,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1,경상남도 창원시 성산구 신월동,3*,단독,12m미만,197.44,242.90,202312,29,"39,000",-,-,1988,상남로230번길,-,직거래,-
2,경상남도 창원시 성산구 용호동,1*,단독,,211.55,234.00,202312,27,"39,000",-,-,1998,용지로261번길,-,중개거래,경남 창원시성산구
3,경상남도 창원시 성산구 반지동,1**,다가구,,208.05,221.30,202312,26,"63,500",-,-,2017,창원천로192번길,-,중개거래,경남 창원시의창구
4,경상남도 창원시 성산구 신월동,6*,단독,25m미만,307.36,323.50,202312,26,"47,000",-,-,2001,신사로45번길,-,중개거래,경남 창원성산구
5,경상남도 창원시 성산구 반지동,4*,단독,,220.17,240.40,202312,16,"52,500",-,-,1996,반송로61번길,-,중개거래,경남 창원시의창구
6,경상남도 창원시 성산구 반지동,5*,단독,12m미만,185.67,272.60,202312,13,"36,400",-,-,1988,반송로81번길,-,직거래,-
7,경상남도 창원시 성산구 반지동,1**,단독,12m미만,198.49,202.50,202312,08,"47,000",-,-,1989,창원천로128번길,-,중개거래,경남 창원의창구
8,경상남도 창원시 성산구 상남동,1**,단독,12m미만,383.10,254.30,202312,02,"75,000",-,-,2001,동산로65번길,-,중개거래,경남 창원성산구
9,경상남도 창원시 성산구 대원동,1**,단독,12m미만,259.19,294.10,202312,01,"52,000",-,-,1997,대원로43번길,-,중개거래,경남 창원성산구
10,경상남도 창원시 성산구 반지동,6*,단독,12m미만,149.28,215.10,202311,29,"32,500",-,-,1988,원이대로393번길,-,중개거래,경남 창원성산구
11,경상남도 창원시 성산구 용호동,2*,단독,12m미만,190.37,239.20,202311,26,"41,500",-,-,1983,창이대로464번길,-,중개거래,경남 창원성산구
12,경상남도 창원시 성산구 중앙동,2*,단독,12m미만,139.64,241.80,202311,14,"48,000",-,-,1986,원이대로522번길,-,직거래,-
13,경상남도 창원시 성산구 사파동,3*,다가구,,237.48,248.30,202311,13,"59,000",-,-,2010,비음로27번길,-,중개거래,경남 창원시의창구
14,경상남도 창원시 성산구 반지동,2*,단독,,234.99,236.90,202311,13,"38,000",-,-,1991,창원천로238번길,-,중개거래,경남 창원시의창구
15,경상남도 창원시 성산구 반지동,2*,단독,12m미만,111.66,258.20,202311,11,"35,500",-,-,1987,창원천로242번길,-,중개거래,경남 창원의창구
16,경상남도 창원시 성산구 중앙동,3*,단독,12m미만,254.88,260.70,202310,31,"60,000",-,-,2015,외동반림로54번길,-,직거래,-
17,경상남도 창원시 성산구 용호동,3*,단독,12m미만,323.07,224.90,202310,30,"85,500",-,-,2002,외동반림로254번길,-,중개거래,경남 창원성산구
18,경상남도 창원시 성산구 상남동,4*,단독,12m미만,376.51,265.50,202310,22,"48,500",-,-,2000,동산로54번길,-,중개거래,경남 창원성산구
19,경상남도 창원시 성산구 반지동,9*,다가구,12m미만,226.50,229.10,202310,21,"56,000",-,-,2017,창원천로166번길,-,중개거래,경남 창원마산합포구
20,경상남도 창원시 성산구 사파동,1**,단독,12m미만,236.61,247.30,202310,18,"67,850",-,-,2001,동산로220번길,-,직거래,-
21,경상남도 창원시 성산구 상남동,8*,단독,,232.03,252.20,202310,13,"59,500",-,-,2001,단정로58번길,-,중개거래,경남 창원시성산구
22,경상남도 창원시 성산구 중앙동,7*,단독,12m미만,896.93,249.40,202310,11,"120,000",-,-,1987,외동반림로130번길,-,중개거래,경남 창원성산구
23,경상남도 창원시 성산구 중앙동,5*,다가구,12m미만,404.74,249.20,202310,10,"85,000",-,-,2018,외동반림로54번길,-,직거래,-
24,경상남도 창원시 성산구 신월동,5*,단독,12m미만,252.25,253.70,202310,05,"37,000",-,-,1990,상남로184번길,-,중개거래,경남 창원의창구
25,경상남도 창원시 성산구 중앙동,1*,단독,12m미만,255.78,262.80,202310,03,"41,000",-,-,1987,외동반림로126번길,-,중개거래,경남 창원성산구
26,경상남도 창원시 성산구 남양동,3*,단독,12m미만,237.67,256.10,202309,27,"53,000",-,-,2001,가음로101번길,-,중개거래,경남 창원마산합포구 경남 창원성산구
27,경상남도 창원시 성산구 신월동,1*,단독,12m미만,68.21,111.60,202309,25,"37,000",-,-,1988,신월로37번길,-,중개거래,경남 창원성산구
28,경상남도 창원시 성산구 상남동,1**,다가구,12m미만,383.10,254.30,202309,22,"75,000",-,-,2001,동산로65번길,20231204,중개거래,경남 창원성산구
29,경상남도 창원시 성산구 가음동,3*,단독,25m미만,294.86,228.60,202309,19,"90,000",-,-,2016,가음로,-,중개거래,경남 창원성산구
30,경상남도 창원시 성산구 신월동,7*,단독,25m미만,278.43,328.10,202309,19,"55,000",-,-,1994,신사로45번길,-,직거래,-
31,경상남도 창원시 성산구 용호동,2*,단독,12m미만,233.75,247.80,202309,19,"65,000",-,-,2004,창이대로460번길,-,중개거래,경남 창원성산구
32,경상남도 창원시 성산구 가음동,4*,다가구,12m미만,237.00,255.80,202309,14,"50,000",-,-,2000,가양로34번길,-,직거래,-
33,경상남도 창원시 성산구 사파동,6*,단독,12m미만,331.58,254.00,202309,13,"50,000",-,-,1996,창이대로707번길,-,중개거래,경남 창원성산구
34,경상남도 창원시 성산구 반지동,5*,단독,12m미만,199.78,266.90,202309,13,"35,000",-,-,1984,충혼로175번길,-,직거래,-
35,경상남도 창원시 성산구 대방동,3**,단독,25m미만,313.58,445.10,202309,05,"145,000",-,-,2004,대암로115번길,-,중개거래,경남 창원의창구
36,경상남도 창원시 성산구 신월동,1*,단독,8m미만,120.44,121.80,202309,05,"43,000",-,-,1988,신월로37번길,-,중개거래,경남 창원성산구
37,경상남도 창원시 성산구 상남동,1**,단독,12m미만,328.36,293.60,202308,21,"90,000",-,-,2008,동산로61번길,-,중개거래,경남 창원의창구
38,경상남도 창원시 성산구 대원동,1**,다가구,12m미만,362.22,262.60,202308,14,"63,000",-,-,1995,대원로27번길,-,중개거래,경남 창원성산구
39,경상남도 창원시 성산구 반지동,9*,단독,25m미만,242.05,250.10,202308,03,"45,000",-,-,1987,반지로,-,중개거래,경남 창원성산구 경남 창원의창구
40,경상남도 창원시 성산구 신월동,3*,단독,12m미만,260.40,264.90,202308,02,"73,500",-,-,2017,신월로59번길,-,중개거래,경남 창원성산구
41,경상남도 창원시 성산구 사파동,1**,단독,12m미만,218.17,247.60,202308,01,"45,000",-,-,1996,동산로200번길,-,직거래,-
42,경상남도 창원시 성산구 사파동,1**,다가구,12m미만,243.12,257.40,202307,29,"63,500",-,-,2011,동산로206번길,-,중개거래,경남 창원성산구
43,경상남도 창원시 성산구 대원동,9*,단독,12m미만,316.81,289.90,202307,14,"63,000",-,-,1993,대원로27번길,-,중개거래,경남 창원성산구
44,경상남도 창원시 성산구 반지동,3*,단독,12m미만,187.66,205.70,202307,12,"34,800",-,-,1983,창원천로206번길,-,중개거래,경남 창원의창구
45,경상남도 창원시 성산구 용호동,4*,단독,12m미만,286.92,271.10,202307,10,"64,500",-,-,2000,외동반림로262번길,-,중개거래,경남 창원성산구
46,경상남도 창원시 성산구 용호동,2*,단독,12m미만,310.82,244.50,202307,05,"55,000",-,-,1991,용지로265번길,-,직거래,-
47,경상남도 창원시 성산구 용호동,3*,단독,12m미만,226.44,242.60,202306,29,"50,000",-,-,2001,외동반림로254번길,-,중개거래,경남 창원성산구
48,경상남도 창원시 성산구 가음동,3*,단독,12m미만,219.44,252.00,202306,29,"44,000",-,-,1997,가양로56번길,-,중개거래,경남 창원성산구
49,경상남도 창원시 성산구 사파동,2*,단독,12m미만,194.90,257.80,202306,28,"75,000",-,-,2006,비음로24번길,-,중개거래,경남 창원성산구
50,경상남도 창원시 성산구 용호동,2*,단독,12m미만,239.68,252.40,202306,25,"51,000",-,-,2001,용지로265번길,-,중개거래,경남 창원성산구
51,경상남도 창원시 성산구 용호동,4*,단독,25m미만,377.43,365.20,202306,24,"119,800",-,-,1994,외동반림로,-,중개거래,경남 창원성산구
52,경상남도 창원시 성산구 반지동,1**,단독,12m미만,163.40,220.00,202306,23,"35,000",-,-,1987,창원천로170번길,-,중개거래,경남 창원의창구
53,경상남도 창원시 성산구 중앙동,1*,단독,12m미만,288.99,240.10,202306,21,"43,000",-,-,1990,외동반림로130번길,-,직거래,-
54,경상남도 창원시 성산구 반지동,6*,단독,12m미만,194.38,224.80,202306,21,"36,000",-,-,1985,반송로82번길,-,중개거래,경남 창원성산구
55,경상남도 창원시 성산구 사파동,3*,단독,12m미만,182.37,292.30,202306,20,"63,000",-,-,2007,비음로27번길,-,중개거래,경남 창원성산구
56,경상남도 창원시 성산구 중앙동,4*,단독,12m미만,165.17,199.40,202306,20,"36,000",-,-,1986,외동반림로40번길,-,직거래,-
57,경상남도 창원시 성산구 신월동,4*,단독,12m미만,241.08,242.60,202306,10,"45,700",-,-,2001,상남로216번길,-,중개거래,경남 창원성산구
58,경상남도 창원시 성산구 중앙동,1*,단독,12m미만,216.45,241.80,202306,09,"36,500",-,-,1992,외동반림로138번길,-,중개거래,경남 창원성산구
59,경상남도 창원시 성산구 사파동,1**,다가구,25m미만,235.66,339.20,202305,20,"58,000",-,-,2000,창이대로690번길,-,중개거래,경남 창원성산구
60,경상남도 창원시 성산구 신월동,1*,단독,12m미만,231.80,271.50,202305,20,"35,000",-,-,1992,상남로230번길,-,중개거래,경남 창원성산구
61,경상남도 창원시 성산구 신월동,1*,단독,8m미만,110.25,107.30,202305,19,"36,000",-,-,1994,창이대로570번길,-,중개거래,경남 창원성산구
62,경상남도 창원시 성산구 반지동,5*,다가구,12m미만,218.64,236.70,202305,18,"33,000",-,-,1992,반송로81번길,-,중개거래,경남 창원성산구
63,경상남도 창원시 성산구 사파동,3*,다가구,12m미만,275.54,291.90,202305,17,"49,700",-,-,2001,비음로27번길,-,중개거래,경남 창원성산구
64,경상남도 창원시 성산구 신월동,5*,단독,12m미만,104.40,231.80,202305,15,"29,000",-,-,1981,상남로174번길,-,중개거래,경남 창원의창구
65,경상남도 창원시 성산구 중앙동,3*,단독,12m미만,84.66,256.40,202305,13,"43,000",-,-,1982,외동반림로54번길,-,중개거래,경남 창원성산구
66,경상남도 창원시 성산구 사파동,2*,단독,12m미만,234.40,244.20,202304,27,"54,000",-,-,2005,비음로14번길,-,중개거래,경남 창원성산구
67,경상남도 창원시 성산구 사파동,1*,단독,25m미만,387.86,272.90,202304,24,"43,000",-,-,1994,비음로,-,중개거래,경남 창원성산구
68,경상남도 창원시 성산구 반지동,9*,단독,8m미만,194.34,220.90,202304,20,"36,500",-,-,1990,창원천로128번길,-,직거래,-
69,경상남도 창원시 성산구 상남동,5*,다가구,12m미만,236.00,251.40,202304,10,"60,400",-,-,2000,동산로72번길,-,중개거래,경남 창원성산구
70,경상남도 창원시 성산구 대방동,3**,단독,12m미만,336.45,248.95,202304,05,"57,000",-,-,2003,대암로,20230425,중개거래,경남 창원진해구
71,경상남도 창원시 성산구 신월동,3*,다가구,8m미만,109.52,247.40,202304,05,"35,000",-,-,1988,상남로226번길,-,중개거래,경남 창원시 성산구
72,경상남도 창원시 성산구 대방동,3**,다가구,12m미만,336.45,248.95,202304,05,"55,500",-,-,2003,대암로,-,중개거래,경남 창원진해구
73,경상남도 창원시 성산구 용호동,3*,단독,12m미만,333.33,241.30,202303,18,"62,000",-,-,1998,외동반림로266번길,-,중개거래,경남 창원성산구
74,경상남도 창원시 성산구 반지동,1**,단독,12m미만,197.09,231.50,202303,11,"28,000",-,-,1989,창원천로144번길,-,중개거래,경남 창원의창구
75,경상남도 창원시 성산구 사파동,5*,단독,12m미만,225.91,239.90,202303,10,"46,300",-,-,2010,비음로55번길,-,중개거래,경남 창원성산구
76,경상남도 창원시 성산구 중앙동,6*,단독,12m미만,222.23,251.00,202302,24,"30,000",-,-,1996,외동반림로80번길,-,직거래,-
77,경상남도 창원시 성산구 반지동,1**,단독,12m미만,96.99,203.80,202302,20,"32,500",-,-,1986,원이대로331번길,-,중개거래,경남 창원성산구
78,경상남도 창원시 성산구 상남동,8*,다가구,12m미만,381.30,259.50,202301,30,"55,000",-,-,2006,단정로58번길,-,중개거래,경남 창원마산회원구
79,경상남도 창원시 성산구 신월동,8*,다가구,12m미만,228.34,256.60,202301,12,"39,500",-,-,1997,동산로181번길,-,중개거래,경남 창원성산구
80,경상남도 창원시 성산구 신월동,8*,단독,8m미만,185.02,256.50,202301,11,"38,000",-,-,1993,동산로177번길,-,중개거래,경남 창원성산구
81,경상남도 창원시 성산구 귀산동,3**,단독,8m미만,29.75,220.00,202301,10,"26,400",-,-,1991,귀산로52번길,-,중개거래,경남 창원성산구
