NO,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
1,경상남도 창원시 성산구 용호동,1*,다가구,12m미만,219.36,238.20,202412,27,"35,000",개인,개인,2000,창이대로478번길,-,직거래,-
2,경상남도 창원시 성산구 신월동,1*,단독,12m미만,242.27,247.40,202412,19,"50,000",개인,개인,2002,상남로230번길,-,직거래,-
3,경상남도 창원시 성산구 사파동,2*,다가구,25m미만,248.97,261.70,202412,13,"40,500",개인,개인,2004,비음로,-,중개거래,경남 창원시 성산구
4,경상남도 창원시 성산구 반지동,9*,단독,12m미만,189.29,229.90,202412,13,"35,000",개인,개인,1985,창원천로162번길,-,중개거래,경남 창원시 성산구
5,경상남도 창원시 성산구 신월동,1*,단독,8m미만,58.11,122.60,202411,26,"36,500",개인,개인,1983,창이대로590번길,-,중개거래,경남 창원시 성산구
6,경상남도 창원시 성산구 사파동,3*,다가구,12m미만,251.46,260.60,202411,25,"62,200",개인,개인,2015,비음로27번길,-,중개거래,경남 창원시 성산구
7,경상남도 창원시 성산구 반지동,1**,단독,12m미만,166.10,231.20,202411,23,"39,500",개인,개인,1985,창원천로138번길,-,중개거래,경남 창원시 의창구
8,경상남도 창원시 성산구 반지동,4*,단독,12m미만,93.42,257.10,202411,18,"40,000",개인,개인,1987,충혼로201번길,-,중개거래,경남 창원시 성산구
9,경상남도 창원시 성산구 신월동,1*,단독,8m미만,111.78,108.70,202411,16,"36,800",개인,법인,1991,창이대로570번길,-,중개거래,경남 창원시 성산구
10,경상남도 창원시 성산구 신월동,6*,단독,12m미만,111.42,242.60,202411,16,"36,000",개인,개인,1986,신월로20번길,-,중개거래,경남 창원시 성산구
11,경상남도 창원시 성산구 사파동,1**,단독,12m미만,323.97,258.30,202411,07,"41,100",개인,개인,1993,창이대로706번길,-,중개거래,경남 창원시 성산구
12,경상남도 창원시 성산구 가음동,*,다가구,12m미만,265.60,269.70,202410,25,"84,000",개인,개인,2015,가음정로11번길,-,중개거래,경남 창원시 성산구
13,경상남도 창원시 성산구 중앙동,5*,다가구,12m미만,197.79,208.90,202410,24,"50,000",개인,개인,2019,외동반림로50번길,-,중개거래,경남 창원시 성산구
14,경상남도 창원시 성산구 사파동,1*,다가구,12m미만,361.35,267.60,202410,12,"49,000",개인,개인,2007,창이대로603번길,-,중개거래,경남 창원시 의창구
15,경상남도 창원시 성산구 중앙동,2*,단독,12m미만,295.46,241.00,202410,11,"36,700",개인,개인,1986,원이대로552번길,-,중개거래,경남 창원시 성산구
16,경상남도 창원시 성산구 중앙동,2*,단독,25m미만,199.26,262.00,202410,04,"62,500",개인,법인,2019,외동반림로,-,중개거래,경남 창원시 성산구
17,경상남도 창원시 성산구 반지동,6*,단독,8m미만,101.44,244.80,202409,24,"37,000",개인,개인,1985,반지로4번길,-,중개거래,경남 창원시 성산구
18,경상남도 창원시 성산구 중앙동,1*,다가구,12m미만,239.52,244.00,202409,21,"58,400",개인,개인,2011,외동반림로130번길,-,중개거래,경남 창원시 성산구
19,경상남도 창원시 성산구 사파동,4*,단독,12m미만,219.70,236.80,202409,20,"58,500",개인,개인,2001,비음로45번길,-,중개거래,경남 창원시 의창구
20,경상남도 창원시 성산구 신월동,1*,단독,8m미만,60.94,109.40,202409,13,"30,800",개인,개인,1986,창이대로570번길,-,직거래,-
21,경상남도 창원시 성산구 상남동,8*,단독,12m미만,247.96,262.30,202409,05,"53,000",개인,개인,2001,단정로58번길,-,중개거래,경남 창원시 성산구
22,경상남도 창원시 성산구 대방동,3**,다가구,25m미만,252.32,396.00,202409,02,"92,000",개인,개인,2000,대암로77번길,-,중개거래,경남 창원시 마산회원구
23,경상남도 창원시 성산구 용호동,1*,다가구,12m미만,370.90,265.70,202408,29,"40,000",개인,개인,1991,용지로261번길,-,중개거래,경남 창원시 성산구
24,경상남도 창원시 성산구 용호동,2*,단독,12m미만,179.24,251.40,202408,08,"52,000",개인,개인,1988,창이대로460번길,-,중개거래,경남 창원시 성산구
25,경상남도 창원시 성산구 신월동,7*,단독,25m미만,230.60,343.60,202407,25,"45,000",개인,개인,1994,신사로45번길,-,중개거래,"경남 창원시 성산구, 경남 창원시 의창구"
26,경상남도 창원시 성산구 신월동,5*,다가구,12m미만,344.45,254.70,202407,25,"37,500",개인,개인,1995,신사로21번길,-,직거래,-
27,경상남도 창원시 성산구 사파동,1**,단독,12m미만,278.13,261.90,202407,23,"40,000",기타,개인,1991,동산로186번길,-,중개거래,경남 창원시성산구
28,경상남도 창원시 성산구 사파동,1**,단독,12m미만,278.13,261.90,202407,23,"40,000",기타,개인,1991,동산로186번길,20240723,중개거래,경남 창원시성산구
