시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명
경상남도 창원마산합포구 교방동,1**,다가구,8m미만,129.49,106.3,201708,12,"        19,000",1988,교방남1길
경상남도 창원마산합포구 교방동,3**,다가구,8m미만,84.9,108.4,201711,8,"        17,300",1985,교방동5길
경상남도 창원마산합포구 교방동,3*,다가구,8m미만,116.74,112,201711,15,"        12,100",1973,교방동7길
경상남도 창원마산합포구 교방동,2**,다가구,8m미만,72.66,230,201801,22,"        29,500",1983,교방동6길
경상남도 창원마산합포구 교방동,3*,단독,8m미만,61.26,53,201801,11,"         7,000",1986,교방동4길
경상남도 창원마산합포구 교방동,*,단독,8m미만,45.69,66,201802,5,"         7,000",2001,
경상남도 창원마산합포구 교방동,*,단독,8m미만,33.98,73,201711,13,"         7,850",1985,교방동13길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,23.8,86,201707,11,"         8,480",1990,노산서23길
경상남도 창원마산합포구 교방동,3*,단독,8m미만,45.55,99,201801,30,"         8,900",1975,노산서21길
경상남도 창원마산합포구 교방동,3*,단독,8m미만,53.22,99,201801,26,"        11,000",1974,교방동6길
경상남도 창원마산합포구 교방동,3*,단독,8m미만,81.39,99,201803,15,"        20,000",1974,노산서21길
경상남도 창원마산합포구 교방동,3*,단독,8m미만,81.39,99,201708,19,"         9,200",1974,노산서21길
경상남도 창원마산합포구 교방동,2**,단독,8m미만,40.39,106,201805,2,"        11,800",1976,교방동2길
경상남도 창원마산합포구 교방동,3**,단독,25m이상,126,107.9,201806,16,"        19,000",1987,무학로
경상남도 창원마산합포구 교방동,8*,단독,8m미만,48.53,109,201707,13,"        12,410",2000,성호북4길
경상남도 창원마산합포구 교방동,6*,단독,8m미만,49.55,116,201707,7,"        12,017",1970,
경상남도 창원마산합포구 교방동,1**,단독,8m미만,115.32,116,201707,15,"        23,300",2003,
경상남도 창원마산합포구 교방동,1**,단독,8m미만,75.93,117,201707,19,"        11,800",2004,교방남5길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,71.32,120.9,201710,12,"        15,000",1984,교방서6길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,113.36,125.1,201711,16,"        17,400",1980,교방서7길
경상남도 창원마산합포구 교방동,3*,단독,8m미만,58.41,129,201804,6,"         7,500",1973,교방동7길
경상남도 창원마산합포구 교방동,3**,단독,12m미만,233.23,141.4,201711,8,"        25,000",1987,교방동1길
경상남도 창원마산합포구 교방동,3**,단독,12m미만,165.27,145.8,201712,11,"        34,110",1982,교방북1길
경상남도 창원마산합포구 교방동,3**,단독,12m미만,163.74,150.1,201711,27,"        36,900",1987,교방서1길
