시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명
경상남도 창원의창구 대산면 가술리,3**,단독,12m미만,79.34,115,201602,25,"        18,200",1980,주남로
경상남도 창원의창구 대산면 가술리,2**,단독,8m미만,59.5,162,201510,19,"         4,350",1980,가술길34번길
경상남도 창원의창구 대산면 가술리,3**,단독,25m미만,114.21,192,201507,2,"        27,000",1986,주남로
경상남도 창원의창구 대산면 가술리,1**,단독,8m미만,119.5,244,201602,14,"        18,500",1996,진산대로443번길
경상남도 창원의창구 대산면 가술리,4**,단독,8m미만,101.09,291,201606,10,"        14,252",1941,주남로503번길
경상남도 창원의창구 대산면 가술리,1***,단독,12m미만,115.27,296,201602,17,"        20,300",2005,가술산남로
경상남도 창원의창구 대산면 가술리,2**,단독,8m미만,19.8,298,201512,8,"         7,500",2004,가술길23번길
경상남도 창원의창구 대산면 가술리,9*,단독,8m미만,98.69,302,201511,11,"         7,500",1998,진산대로443번길
경상남도 창원의창구 대산면 가술리,2*,단독,25m이상,88,330,201509,11,"         9,554",2011,진산대로469번길
경상남도 창원의창구 대산면 가술리,5**,단독,8m미만,40,416,201601,14,"        11,500",1935,가술산남로130번길
경상남도 창원의창구 대산면 가술리,6*,단독,8m미만,65.34,462,201507,1,"        11,100",1984,진산대로443번길
경상남도 창원의창구 대산면 가술리,4**,단독,8m미만,86.48,469,201507,14,"        10,650",1999,봉강가술로471번길
경상남도 창원의창구 대산면 갈전리,6**,단독,8m미만,55.87,202,201603,10,"         6,000",1934,갈전로80번길
경상남도 창원의창구 대산면 대방리,3**,단독,8m미만,63.04,334,201507,17,"        11,000",2004,봉강가술로411번길
경상남도 창원의창구 대산면 대방리,4**,단독,8m미만,84.14,410,201507,29,"        11,000",1935,봉강가술로358번길
경상남도 창원의창구 대산면 모산리,2**,단독,8m미만,87.23,378.92,201602,11,"        17,000",1996,모산길30번길
경상남도 창원의창구 대산면 모산리,1**,단독,8m미만,148.68,433,201510,17,"        23,000",1997,모산길
경상남도 창원의창구 대산면 모산리,1**,단독,8m미만,148.68,433,201603,29,"        22,700",1997,모산길
경상남도 창원의창구 대산면 모산리,2**,단독,8m미만,330.58,443.4,201510,19,"        10,550",1978,모산길
경상남도 창원의창구 대산면 모산리,1**,단독,8m미만,139.66,460,201602,24,"        19,941",1994,모산길57번길
경상남도 창원의창구 대산면 모산리,1**,단독,8m미만,97.73,640,201509,25,"        11,273",1990,모산길57번길
