시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명
경상남도 창원마산합포구 가포동,4**,단독,8m미만,65.56,122,201611,10,"        18,500",2004,가포해안길
경상남도 창원마산합포구 교방동,3**,다가구,8m미만,84.9,104.2,201705,2,"        15,000",1985,교방동1길
경상남도 창원마산합포구 교방동,3**,다가구,8m미만,84.9,118.4,201609,6,"        18,100",1985,교방동1길
경상남도 창원마산합포구 교방동,*,단독,8m미만,23.82,26,201611,26,"         4,900",1990,교방동13길
경상남도 창원마산합포구 교방동,1*,단독,8m미만,19.26,33,201609,5,"         5,000",1996,교방천북길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,23.85,37,201609,1,"         2,750",1990,교방남5길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,20.24,39,201609,27,"         6,100",1964,천하장사로
경상남도 창원마산합포구 교방동,2*,단독,8m미만,23.12,40,201610,29,"         6,055",1961,교방동10길
경상남도 창원마산합포구 교방동,*,단독,8m미만,27.62,40,201612,22,"         5,980",1990,교방동10길
경상남도 창원마산합포구 교방동,2*,단독,8m미만,24.03,46,201612,7,"         5,980",1995,교방동10길
경상남도 창원마산합포구 교방동,2**,단독,8m미만,33.8,46,201611,1,"         7,300",1990,교방천남길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,28.56,50,201610,7,"         7,100",2001,교방동19길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,31.29,50,201705,7,"         6,000",1990,노산서23길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,29.32,50.43,201612,21,"         9,200",1979,교방동19길
경상남도 창원마산합포구 교방동,2*,단독,8m미만,44.29,54,201704,5,"         9,890",1994,교방동10길
경상남도 창원마산합포구 교방동,2*,단독,8m미만,44.29,54,201610,11,"        10,000",1994,교방동10길
경상남도 창원마산합포구 교방동,2*,단독,8m미만,44.85,54,201612,30,"        10,100",1995,교방동10길
경상남도 창원마산합포구 교방동,5*,단독,8m미만,33.14,60,201706,29,"         9,000",1990,교방천남길
경상남도 창원마산합포구 교방동,8*,단독,8m미만,20.3,63,201611,28,"         9,500",1990,교방천남길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,30.18,66,201610,11,"         8,350",2001,교방동20길
경상남도 창원마산합포구 교방동,*,단독,8m미만,50.07,66,201610,29,"         8,016",1976,교방동14길
경상남도 창원마산합포구 교방동,*,단독,8m미만,51.24,66,201610,5,"         7,000",1958,노산서2길
경상남도 창원마산합포구 교방동,2**,단독,8m미만,22.14,69,201701,2,"         8,850",1995,교방동20길
경상남도 창원마산합포구 교방동,*,단독,8m미만,29.75,69,201611,26,"         8,500",1990,교방동13길
경상남도 창원마산합포구 교방동,1**,단독,12m미만,39.14,70,201702,9,"        13,479",1990,교방동18길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,29.75,73,201608,5,"         7,000",1996,교방동19길
경상남도 창원마산합포구 교방동,9*,단독,8m미만,47.21,73,201609,1,"        10,036",1968,성호북4길
경상남도 창원마산합포구 교방동,*,단독,8m미만,31.67,79,201609,29,"         9,500",1990,교방천북길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,36.39,79,201610,19,"         9,685",1990,교방동16길
경상남도 창원마산합포구 교방동,*,단독,8m미만,29.75,83,201609,11,"        11,076",1993,교방동13길
경상남도 창원마산합포구 교방동,*,단독,8m미만,40.6,83,201703,26,"         9,020",1990,교방동13길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,41.32,89,201701,16,"         9,500",1976,교방동17길
경상남도 창원마산합포구 교방동,2*,단독,8m미만,45.98,89,201612,1,"        10,825",1969,교방동10길
경상남도 창원마산합포구 교방동,2*,단독,8m미만,48.7,89,201610,18,"        10,020",1990,교방동10길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,95.34,90.1,201703,2,"        12,240",1990,노산서18길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,36.36,93,201611,30,"        10,400",1958,천하장사로
경상남도 창원마산합포구 교방동,1**,단독,8m미만,42.87,96,201611,11,"        12,800",1991,교방동20길
경상남도 창원마산합포구 교방동,2*,단독,12m미만,43.88,96,201612,13,"        17,093",2001,교방동9길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,90.81,99,201705,29,"        12,000",1979,교방동20길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,73.16,99.1,201703,1,"        18,000",1982,교방북1길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,105.24,101.2,201704,27,"         7,200",1990,노산서18길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,91.69,102,201611,5,"        14,134",1992,교방동16길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,53.98,106,201610,4,"        12,863",1990,천하장사로
경상남도 창원마산합포구 교방동,1**,단독,8m미만,76.15,109,201611,14,"        12,957",1988,교방동19길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,43.8,112,201607,30,"        12,400",1974,교방동19길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,59.67,112,201703,31,"        13,400",1996,천하장사로
경상남도 창원마산합포구 교방동,3**,단독,12m미만,255.48,113.6,201607,21,"        27,500",1994,교방서5길
경상남도 창원마산합포구 교방동,3**,단독,12m미만,115.87,114.3,201609,1,"        13,100",1982,회원남25길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,123.4,114.9,201612,6,"        22,000",1989,교방시장3길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,51.93,116,201701,11,"        11,600",1975,천하장사로
경상남도 창원마산합포구 교방동,3**,단독,8m미만,54.32,116,201705,11,"        10,954",1990,노산서23길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,60.42,116,201612,28,"        13,500",1998,교방천남길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,111.04,117.3,201611,28,"        21,000",1981,교방서3길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,49.25,118,201701,17,"        13,700",2011,교방남7길
경상남도 창원마산합포구 교방동,3**,단독,12m미만,112.42,118.3,201701,4,"        16,900",1984,교방동1길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,124.21,120.4,201610,28,"        21,500",1983,교방서3길
경상남도 창원마산합포구 교방동,9*,단독,8m미만,32.72,122,201611,28,"        12,900",1940,성호북5길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,68.04,122,201701,10,"        11,000",1984,교방동19길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,59.77,126,201702,14,"        13,600",1980,교방동19길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,84.71,126.2,201704,2,"        13,000",1990,노산서18길
경상남도 창원마산합포구 교방동,3**,단독,12m미만,138.44,131,201609,1,"        24,000",2012,교방동1길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,140.11,134.4,201703,22,"        20,000",1990,노산서18길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,77.15,139.2,201611,26,"        22,000",1995,교방서1길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,149.18,142,201705,22,"        26,000",1991,노산서24길
경상남도 창원마산합포구 교방동,1*,단독,8m미만,16.53,146,201611,7,"        12,022",1990,교방동10길
경상남도 창원마산합포구 교방동,*,단독,8m미만,65.85,147,201612,4,"        17,950",1987,노산서2길
경상남도 창원마산합포구 교방동,3**,단독,12m미만,135.37,152,201701,15,"        26,300",1988,교방동1길
경상남도 창원마산합포구 교방동,3**,단독,12m미만,83.98,152.2,201706,5,"        24,500",1983,교방시장3길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,145.94,154.5,201703,14,"        16,733",1990,노산서18길
경상남도 창원마산합포구 교방동,2*,단독,8m미만,78.67,159,201612,24,"        19,000",1978,교방동10길
경상남도 창원마산합포구 교방동,3**,단독,12m미만,164.14,161.6,201703,24,"        30,900",1987,교방서4길
경상남도 창원마산합포구 교방동,*,단독,8m미만,56.97,162,201609,29,"        17,200",1990,교방동14길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,178.78,162.9,201610,4,"        33,000",1995,교방서3길
경상남도 창원마산합포구 교방동,3**,단독,12m미만,289.28,172.6,201608,19,"        26,000",1996,교방서1길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,93.39,179,201611,4,"        19,238",1996,교방동20길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,58.51,188,201611,27,"        17,315",1972,교방동19길
경상남도 창원마산합포구 교방동,1**,단독,8m미만,113.52,195,201609,24,"        19,350",1940,교방동15길
경상남도 창원마산합포구 교방동,2*,단독,8m미만,118.52,215,201704,7,"        22,580",1974,교방동10길
경상남도 창원마산합포구 교방동,4*,단독,8m미만,177.43,268,201611,8,"        33,500",1983,교방동10길
경상남도 창원마산합포구 교방동,3**,단독,8m미만,146.67,287,201609,9,"        32,300",1993,교방천북길
경상남도 창원마산합포구 교방동,3**,단독,12m미만,164.41,354,201706,14,"        60,000",1987,교방서5길
경상남도 창원마산합포구 교원동,2*,단독,8m미만,37.34,45,201609,5,"         3,500",1990,노산서19길
경상남도 창원마산합포구 교원동,8*,단독,8m미만,28.52,50,201609,2,"         9,200",1962,교방천북길
경상남도 창원마산합포구 교원동,*,단독,8m미만,32.17,50,201706,12,"         5,630",1976,노산서25길
