시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명
경상남도 창원의창구 대산면 가술리,3**,단독,25m미만,114.21,192,201608,11,"        28,000",1986,주남로
경상남도 창원의창구 대산면 가술리,3**,단독,8m미만,199.8,212,201704,24,"        20,000",1996,가술길21번길
경상남도 창원의창구 대산면 가술리,3**,단독,8m미만,129.92,214,201609,29,"        21,000",1995,가술길
경상남도 창원의창구 대산면 가술리,4**,단독,8m미만,99.47,221,201611,8,"        15,000",2006,주남로483번길
경상남도 창원의창구 대산면 가술리,3**,단독,25m미만,275.49,234,201607,28,"        47,418",1988,주남로
경상남도 창원의창구 대산면 가술리,9*,단독,8m미만,106.9,273,201704,10,"        20,500",1997,진산대로443번길
경상남도 창원의창구 대산면 가술리,3**,단독,8m미만,99.42,301,201705,30,"        16,000",1994,주남로483번길
경상남도 창원의창구 대산면 가술리,4**,단독,8m미만,52.8,304,201611,17,"        18,700",1900,봉강가술로471번길
경상남도 창원의창구 대산면 가술리,4**,단독,12m미만,90.62,330,201701,25,"        31,500",1998,봉강가술로
경상남도 창원의창구 대산면 가술리,5**,단독,8m미만,67.05,369,201706,7,"        15,800",2002,주남로327번길
경상남도 창원의창구 대산면 가술리,5**,단독,8m미만,67.05,369,201610,18,"        17,000",2002,주남로327번길
경상남도 창원의창구 대산면 가술리,3**,단독,8m미만,114.88,376,201611,25,"        23,500",1991,가술길21번길
경상남도 창원의창구 대산면 가술리,1***,단독,8m미만,98.9,414,201608,16,"        25,000",1997,가술산남로34번길
경상남도 창원의창구 대산면 가술리,4**,단독,12m미만,97.78,456,201703,19,"        30,000",2000,봉강가술로471번길
경상남도 창원의창구 대산면 가술리,4**,단독,12m미만,162.37,465,201610,26,"        28,000",1989,봉강가술로
경상남도 창원의창구 대산면 갈전리,5**,단독,8m미만,138.36,332,201612,14,"        19,000",1992,대산북로
