시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명
경상남도 창원마산회원구 구암동,2*,다가구,12m미만,139.47,116.3,201905,15,"        19,500",1979,구암남6길
경상남도 창원마산회원구 구암동,8*,다가구,25m미만,121.09,130,201906,1,"        17,000",1977,팔용로
경상남도 창원마산회원구 구암동,8*,다가구,12m미만,156.11,153.5,201904,26,"        28,000",1979,구암남6길
경상남도 창원마산회원구 구암동,1***,다가구,12m미만,599.59,324,201901,15,"       111,873",2017,구암남23길
경상남도 창원마산회원구 구암동,1***,다가구,8m미만,651.71,402,201811,23,"       120,000",2016,구암동1길
경상남도 창원마산회원구 구암동,1***,단독,8m미만,95.6,97,201809,13,"        13,000",1979,구암동5길
경상남도 창원마산회원구 구암동,1***,단독,8m미만,76.85,97.1,201809,12,"        10,500",1987,구암북19길
경상남도 창원마산회원구 구암동,4**,단독,8m미만,61.15,98.9,201808,13,"        13,500",1976,구암북15길
경상남도 창원마산회원구 구암동,7*,단독,8m미만,83.23,101,201905,18,"         8,000",1983,구암남3길
경상남도 창원마산회원구 구암동,7*,단독,12m미만,90.16,101.9,201906,26,"        20,000",1983,구암남3길
경상남도 창원마산회원구 구암동,1*,단독,25m미만,103.37,103,201808,10,"        20,000",1982,구암서1길
경상남도 창원마산회원구 구암동,2**,단독,12m미만,101.47,105.6,201902,16,"        26,800",2011,3·15성역로
경상남도 창원마산회원구 구암동,1*,단독,25m미만,110.96,105.6,201812,29,"        35,900",1978,구암서1길
경상남도 창원마산회원구 구암동,1***,단독,8m미만,107.2,108,201903,26,"        13,700",1985,구암남20길
경상남도 창원마산회원구 구암동,1*,단독,8m미만,114.9,110,201903,29,"        14,750",1989,구암서2길
경상남도 창원마산회원구 구암동,2**,단독,12m미만,113.96,111.5,201902,12,"         8,400",1983,구암북19길
경상남도 창원마산회원구 구암동,2**,단독,12m미만,131.64,112,201901,29,"        16,000",1987,구암북15길
경상남도 창원마산회원구 구암동,2**,단독,12m미만,139.85,113.4,201905,24,"         7,000",1986,구암북2길
경상남도 창원마산회원구 구암동,1*,단독,12m미만,111.86,114,201905,29,"        23,000",1978,구암서2길
경상남도 창원마산회원구 구암동,1***,단독,8m미만,59.73,116,201905,18,"        20,000",1977,구암동정길
경상남도 창원마산회원구 구암동,2**,단독,12m미만,121.41,116.4,201807,16,"        20,000",1987,구암북15길
경상남도 창원마산회원구 구암동,2**,단독,12m미만,134.99,118.3,201906,15,"        32,100",2016,3·15성역로
경상남도 창원마산회원구 구암동,2**,단독,12m미만,123.69,121.8,201811,3,"        16,000",1980,구암북15길
경상남도 창원마산회원구 구암동,2**,단독,12m미만,116.39,122,201906,20,"        11,000",1983,구암북19길
경상남도 창원마산회원구 구암동,1*,단독,8m미만,120.92,123,201811,16,"        17,000",1979,구암서3길
경상남도 창원마산회원구 구암동,8*,단독,12m미만,122.48,123.6,201811,21,"        15,000",1982,구암남6길
경상남도 창원마산회원구 구암동,2*,단독,12m미만,138.24,123.6,201811,18,"        22,950",1982,구암남6길
경상남도 창원마산회원구 구암동,1***,단독,8m미만,112.37,124.7,201809,18,"        21,750",1984,소계천서길
경상남도 창원마산회원구 구암동,2**,단독,25m미만,134.44,128.9,201811,20,"        22,000",1983,금강로
경상남도 창원마산회원구 구암동,2**,단독,25m미만,160.39,130.9,201810,26,"        35,500",1982,구암북2길
