시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),건축년도,도로명
경상남도 창원의창구 대산면 가술리,1**,단독,8m미만,61.29,184,201708,24,"        14,200",1996,진산대로443번길
경상남도 창원의창구 대산면 가술리,5**,단독,8m미만,81.5,215,201707,2,"         7,600",1900,가술산남로
경상남도 창원의창구 대산면 가술리,3**,단독,-,408.69,266,201801,30,"        28,500",2016,가술길21번길
경상남도 창원의창구 대산면 가술리,2**,단독,8m미만,19.8,298,201711,27,"         7,500",2004,가술길23번길
경상남도 창원의창구 대산면 가술리,5**,단독,8m미만,98.64,347,201806,19,"        17,000",1998,주남로327번길
경상남도 창원의창구 대산면 가술리,4**,단독,8m미만,50,436,201708,10,"        12,000",2002,봉강가술로471번길
경상남도 창원의창구 대산면 갈전리,4**,단독,8m미만,99.74,301,201709,1,"        13,700",1996,죽송로133번길
경상남도 창원의창구 대산면 갈전리,5**,단독,8m미만,134,574.7,201710,18,"        35,000",2012,대산북로367번길
경상남도 창원의창구 대산면 모산리,2**,단독,8m미만,17.52,353.7,201806,25,"         7,750",1932,모산길41번길
경상남도 창원의창구 대산면 모산리,1**,단독,8m미만,108.48,355,201806,19,"        26,400",2017,모산길57번길
경상남도 창원의창구 대산면 모산리,2**,단독,8m미만,59.51,394,201710,27,"        12,495",1935,진산대로528번길
경상남도 창원의창구 대산면 북부리,4**,단독,8m미만,84.09,207,201805,15,"        12,000",2016,대산북로899번길
경상남도 창원의창구 대산면 북부리,1**,단독,8m미만,43.96,375,201708,16,"        11,500",1935,대산북로899번길
경상남도 창원의창구 대산면 북부리,3**,단독,8m미만,169.66,413,201712,11,"        19,000",1994,대산북로
경상남도 창원의창구 대산면 북부리,3**,단독,8m미만,82.72,469,201803,2,"        20,000",1995,대산북로
경상남도 창원의창구 대산면 북부리,9*,단독,8m미만,72.07,542,201711,8,"        12,688",1937,대산북로899번길
경상남도 창원의창구 대산면 북부리,3**,단독,8m미만,219.2,1008,201804,20,"        39,500",2001,대산북로895번길
경상남도 창원의창구 대산면 우암리,4**,단독,8m미만,26.45,79,201805,15,"         3,830",1935,우암로79번길
경상남도 창원의창구 대산면 우암리,3**,단독,8m미만,72.6,130,201802,21,"         8,000",1939,진산대로260번길
경상남도 창원의창구 대산면 우암리,4**,단독,8m미만,49.59,388,201801,12,"        15,000",1935,우암로99번길
경상남도 창원의창구 대산면 우암리,4**,단독,8m미만,206.77,506,201708,29,"        27,000",2003,우암로99번길
경상남도 창원의창구 대산면 우암리,6**,단독,8m미만,136.12,532,201709,7,"        36,100",2015,
경상남도 창원의창구 대산면 유등리,6**,단독,8m미만,48.92,387,201710,12,"         5,000",1933,유등로359번길
경상남도 창원의창구 대산면 일동리,3**,단독,8m미만,49.5,245,201805,16,"         7,575",1976,대산북로539번길
경상남도 창원의창구 대산면 일동리,5**,단독,8m미만,79.57,420,201709,20,"        27,000",2015,갈전로119번길
경상남도 창원의창구 대산면 일동리,4**,단독,8m미만,93.56,471,201801,15,"        10,000",1934,갈전로119번길
경상남도 창원의창구 대산면 일동리,4**,단독,8m미만,93.56,613,201806,20,"        17,500",1934,갈전로119번길
경상남도 창원의창구 대산면 제동리,3**,단독,8m미만,50.58,98,201803,20,"         7,250",1993,제동길43번길
경상남도 창원의창구 대산면 제동리,2**,단독,8m미만,318.39,213,201805,3,"        60,000",2016,진산대로
경상남도 창원의창구 대산면 제동리,2**,단독,8m미만,29.75,214,201710,14,"         4,000",1935,제동길
경상남도 창원의창구 대산면 제동리,3**,단독,8m미만,59.4,274,201707,28,"        13,000",1991,제동길43번길
경상남도 창원의창구 대산면 제동리,4**,단독,8m미만,99.78,399,201711,21,"        12,000",2010,주남로285번길
경상남도 창원의창구 대산면 제동리,5**,단독,8m미만,407.62,431,201711,8,"        55,000",2012,주남로400번길
경상남도 창원의창구 대산면 제동리,3**,단독,8m미만,291.08,483,201710,16,"        18,000",1982,제동길42번길
경상남도 창원의창구 대원동,3*,단독,8m미만,72.12,189.1,201805,16,"        48,700",1980,대원로57번길
경상남도 창원의창구 대원동,*,단독,8m미만,63.4,190.3,201804,20,"        38,500",1978,대원로86번길
경상남도 창원의창구 대원동,3*,단독,8m미만,72.12,191.9,201710,17,"        41,760",1980,대원로57번길
경상남도 창원의창구 대원동,3*,단독,8m미만,72.12,215.3,201708,4,"        47,000",1979,대원로57번길
경상남도 창원의창구 도계동,3**,단독,12m미만,101.76,90.1,201801,31,"        19,300",1997,하남천서길15번길
경상남도 창원의창구 도계동,3**,단독,12m미만,183.74,114.4,201710,17,"        43,000",2016,도계로8번길
경상남도 창원의창구 도계동,3**,단독,12m미만,198.19,128.5,201710,20,"        31,005",1993,하남천서길5번길
경상남도 창원의창구 도계동,3**,단독,12m미만,156.05,132.7,201709,27,"        25,023",1989,도계두리길
경상남도 창원의창구 도계동,3**,단독,12m미만,78.82,135.6,201708,26,"        21,000",1994,도계로4번길
경상남도 창원의창구 도계동,3**,단독,12m미만,147.08,138.4,201806,6,"        27,000",1989,하남천동길32번길
경상남도 창원의창구 도계동,3**,단독,8m미만,174.28,159.7,201708,18,"        25,000",1991,하남천서길9번길
경상남도 창원의창구 도계동,3**,단독,12m미만,170.64,168.7,201806,19,"        34,851",1990,하남천동길44번길
경상남도 창원의창구 도계동,3**,단독,12m미만,221.76,187.8,201805,8,"        26,500",1994,하남천서길51번길
경상남도 창원의창구 도계동,3**,단독,12m미만,305.24,192.7,201802,7,"        59,000",2015,도계두리길86번길
