시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,NO,동,매수자,매도자,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
경상남도 창원의창구 용호동,69,69,0,용지더샵레이크파크,84.475,201910,20,"        62,000",2,2017,외동반림로 156,,,,,,,,,
경상남도 창원의창구 용호동,69,69,0,용지더샵레이크파크,84.475,201910,21,"        62,700",26,2017,외동반림로 156,,,,,,,,,
경상남도 창원의창구 용호동,69,69,0,용지더샵레이크파크,59.9975,201910,21,"        48,000",11,2017,외동반림로 156,,,,,,,,,
경상남도 창원의창구 용호동,69,69,0,용지더샵레이크파크,101.9047,201910,21,"        70,000",3,2017,외동반림로 156,,,,,,,,,
경상남도 창원의창구 용호동,69,69,0,용지더샵레이크파크,84.475,201910,22,"        68,000",10,2017,외동반림로 156,,,,,,,,,
경상남도 창원의창구 용호동,69,69,0,용지더샵레이크파크,84.475,201910,22,"        54,800",2,2017,외동반림로 156,,,,,,,,,
경상남도 창원의창구 소답동,129-5,129,5,금강매화,59.85,201910,29,"        11,800",10,1998,의안로56번길 31,,,,,,,,,
경상남도 창원의창구 용호동,63,63,0,롯데1단지,79.95,201910,1,"        35,000",2,1984,용지로 229,,,,,,,,,
경상남도 창원의창구 용호동,63,63,0,롯데1단지,79.95,201910,26,"        35,000",2,1984,용지로 229,,,,,,,,,
경상남도 창원의창구 용호동,63,63,0,롯데1단지,79.95,201910,29,"        35,900",5,1984,용지로 229,,,,,,,,,
경상남도 창원의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,101.8508,201910,8,"        28,400",14,2014,동전로 86,,,,,,,,,
경상남도 창원의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,68.8466,201910,23,"        19,500",3,2014,동전로 86,,,,,,,,,
경상남도 창원의창구 팔용동,123-1,123,1,벽산블루밍A,84.905,201910,9,"        27,000",17,2000,반계로 104-9,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201910,2,"        26,000",11,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201910,2,"        26,500",9,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201910,3,"        26,950",8,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201910,7,"        23,000",3,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201910,7,"         8,400",10,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201910,12,"         8,250",3,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 용호동,69,69,0,용지더샵레이크파크,119.2427,201910,3,"        78,500",4,2017,외동반림로 156,,,,,,,,,
경상남도 창원의창구 용호동,69,69,0,용지더샵레이크파크,84.475,201910,4,"        63,000",17,2017,외동반림로 156,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,230-6,230,6,보광드림빌,68.2123,201910,8,"        22,470",2,2017,용잠로41번길 4,,,,,,,,,
경상남도 창원의창구 용호동,69,69,0,용지더샵레이크파크,84.9518,201910,5,"        61,000",18,2017,외동반림로 156,,,,,,,,,
경상남도 창원의창구 팔용동,123-1,123,1,벽산블루밍A,59.97,201910,11,"        17,800",13,2000,반계로 104-9,,,,,,,,,
경상남도 창원의창구 대원동,37-1,37,1,로템사원,47.0,201910,12,"        12,900",3,1991,대원로93번길 12,,,,,,,,,
경상남도 창원의창구 북면 감계리,227-1,227,1,감계힐스테이트3차,84.7732,201910,19,"        24,250",11,2014,감계로 259,,,,,,,,,
경상남도 창원의창구 도계동,314-12,314,12,리코마리나빌라,63.15,201910,8,"         9,300",4,1995,도계두리길86번길 16,,,,,,,,,
경상남도 창원의창구 도계동,395-1,395,1,보금,75.005,201910,17,"        11,000",3,1990,도계두리길 180-7,,,,,,,,,
경상남도 창원의창구 도계동,324-7,324,7,금강국화,59.97,201910,11,"        13,000",5,1996,하남천서길9번길 6,,,,,,,,,
경상남도 창원의창구 용호동,66,66,0,일동,50.99,201910,26,"        16,000",2,1986,외동반림로 216,,,,,,,,,
경상남도 창원의창구 용호동,66,66,0,일동,59.61,201910,30,"        21,000",1,1986,외동반림로 216,,,,,,,,,
경상남도 창원의창구 대원동,37-1,37,1,로템사원,47.0,201910,13,"        12,700",4,1991,대원로93번길 12,,,,,,,,,
경상남도 창원의창구 대원동,37-1,37,1,로템사원,47.0,201910,17,"        13,000",5,1991,대원로93번길 12,,,,,,,,,
경상남도 창원의창구 대원동,37-1,37,1,로템사원,47.0,201910,19,"        13,000",1,1991,대원로93번길 12,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,364-1,364,1,신화버드뷰,84.749,201910,17,"        13,200",7,2009,의창대로 852,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,60.38,201910,3,"        21,100",5,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,60.38,201910,4,"        20,000",4,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 용호동,62,62,0,롯데2단지,112.98,201910,1,"        50,500",2,1987,용지로239번길 19-30,,,,,,,,,
경상남도 창원의창구 용호동,62,62,0,롯데2단지,55.65,201910,26,"        23,500",4,1987,용지로239번길 19-30,,,,,,,,,
경상남도 창원의창구 용호동,62,62,0,롯데2단지,55.65,201910,29,"        25,900",4,1987,용지로239번길 19-30,,,,,,,,,
경상남도 창원의창구 도계동,320-2,320,2,금강목련,59.36,201910,5,"        13,500",12,1996,하남천서길37번길 6-12,,,,,,,,,
경상남도 창원의창구 도계동,414-4,414,4,대한맨션,59.81,201910,18,"        13,250",7,1997,도계로83번길 14-15,,,,,,,,,
경상남도 창원의창구 중동,790,790,0,창원중동유니시티1단지,84.1031,201910,25,"        48,512",29,2019,중동로 34,,,,,,,,,
경상남도 창원의창구 중동,790,790,0,창원중동유니시티1단지,99.1742,201910,30,"        57,680",16,2019,중동로 34,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,60.38,201910,9,"        24,000",2,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,84.78,201910,11,"        30,000",5,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,134.115,201910,11,"        47,000",1,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,84.78,201910,14,"        33,500",1,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,84.78,201910,15,"        31,000",5,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,79.8,201910,16,"        28,200",5,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,84.78,201910,16,"        30,800",5,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,84.45,201910,17,"        31,500",4,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,111.61,201910,20,"        40,500",3,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 북면 감계리,227-2,227,2,감계아내에코프리미엄,84.8042,201910,12,"        23,000",5,2014,감계로 277,,,,,,,,,
경상남도 창원의창구 북면 감계리,227-2,227,2,감계아내에코프리미엄,84.8042,201910,29,"        22,800",20,2014,감계로 277,,,,,,,,,
경상남도 창원의창구 북면 감계리,227-2,227,2,감계아내에코프리미엄,84.9867,201910,30,"        22,200",20,2014,감계로 277,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,395,395,0,춘광상가맨션3,58.92,201910,17,"         5,300",15,1993,의창대로 881,,,,,,,,,
경상남도 창원의창구 동읍 용정리,21-7,21,7,동부산훼미리타운5차,59.8579,201910,22,"         9,450",4,2000,용정길46번길 24,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-9,20,9,성진까치빌라트3,59.66,201910,16,"         5,800",5,1995,용정길46번길 49-1,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-9,20,9,성진까치빌라트3,58.61,201910,22,"         6,500",5,1995,용정길46번길 49-1,,,,,,,,,
경상남도 창원의창구 소답동,112-1,112,1,영남보화맨션,57.78,201910,24,"        10,500",3,1993,의안로8번길 3,,,,,,,,,
경상남도 창원의창구 용호동,67-2,67,2,무학,56.43,201910,25,"        16,500",3,1987,외동반림로 200,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201910,19,"        27,800",12,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201910,21,"        18,700",15,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,201910,21,"        23,500",17,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201910,23,"        21,900",2,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,201910,23,"        24,000",3,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201910,23,"        26,800",16,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201910,24,"        19,000",11,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201910,24,"        25,000",15,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201910,29,"        20,500",11,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,201910,31,"        20,900",4,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201910,31,"        28,000",16,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,68.7206,201910,1,"        21,500",14,2017,감계로 233,,,,,,,,,
경상남도 창원의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,84.9743,201910,26,"        25,000",11,2017,감계로 233,,,,,,,,,
경상남도 창원의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,84.9743,201910,27,"        24,600",14,2017,감계로 233,,,,,,,,,
경상남도 창원의창구 북면 감계리,225-1,225,1,창원감계힐스테이트4차,68.9762,201910,31,"        21,400",20,2017,감계로 233,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,201910,8,"        21,900",14,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,201910,10,"        22,000",16,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201910,19,"        26,900",11,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201910,19,"        18,800",6,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 봉림동,715,715,0,엘에이치피닉스포레,84.99,201910,2,"        37,500",15,2011,대봉로 27,,,,,,,,,
경상남도 창원의창구 봉림동,715,715,0,엘에이치피닉스포레,84.92,201910,14,"        30,700",1,2011,대봉로 27,,,,,,,,,
경상남도 창원의창구 봉림동,715,715,0,엘에이치피닉스포레,101.63,201910,16,"        38,800",10,2011,대봉로 27,,,,,,,,,
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,201910,22,"        23,000",5,1999,지귀로95번길 7,,,,,,,,,
경상남도 창원의창구 용호동,67-2,67,2,무학,56.43,201910,19,"        19,500",3,1987,외동반림로 200,,,,,,,,,
경상남도 창원의창구 용호동,67-2,67,2,무학,56.43,201910,21,"        17,500",5,1987,외동반림로 200,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,59.12,201910,13,"        30,000",3,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,100.1915,201910,19,"        74,500",6,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7227,201910,19,"        56,500",1,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7227,201910,19,"        60,000",12,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7227,201910,21,"        66,000",17,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7312,201910,21,"        65,000",15,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7312,201910,25,"        64,000",14,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7227,201910,27,"        70,000",21,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7227,201910,29,"        65,000",10,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,127.3672,201910,31,"        97,000",6,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7312,201910,19,"        53,800",1,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7312,201910,19,"        64,700",9,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7227,201910,19,"        54,500",1,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 동정동,277,277,0,흥한웰가,84.91,201910,8,"        27,900",17,2004,천주로 33,,,,,,,,,
경상남도 창원의창구 소계동,707-5,707,5,협성파크맨션,79.2,201910,10,"        11,200",1,1986,소계로84번길 17,,,,,,,,,
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,201910,28,"        22,200",11,1999,지귀로95번길 7,,,,,,,,,
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,201910,31,"        20,700",12,1999,지귀로95번길 7,,,,,,,,,
경상남도 창원의창구 동정동,277,277,0,흥한웰가,84.91,201910,22,"        27,300",11,2004,천주로 33,,,,,,,,,
경상남도 창원의창구 동정동,277,277,0,흥한웰가,84.91,201910,22,"        25,000",4,2004,천주로 33,,,,,,,,,
경상남도 창원의창구 동정동,277,277,0,흥한웰가,84.91,201910,26,"        27,000",13,2004,천주로 33,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7312,201910,12,"        63,000",16,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7227,201910,12,"        60,000",23,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,114.807,201910,18,"        78,000",18,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 중동,785,785,0,창원중동유니시티2단지,59.9816,201910,16,"        37,190",14,2019,중동로 33,,,,,,,,,
경상남도 창원의창구 중동,785,785,0,창원중동유니시티2단지,84.3838,201910,30,"        48,903",41,2019,중동로 33,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,84.88,201910,8,"        18,000",2,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,49.905,201910,16,"        10,700",10,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,59.34,201910,19,"        11,900",12,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,84.88,201910,21,"        19,500",10,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,108.72,201910,22,"        24,000",9,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,84.88,201910,24,"        21,000",16,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,49.905,201910,25,"        10,000",2,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,84.88,201910,28,"        19,500",8,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,84.88,201910,31,"        19,000",13,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 북면 감계리,232-1,232,1,창원감계 아내에코프리미엄2차,59.8956,201910,9,"        21,000",16,2019,감계로 342,,,,,,,,,
경상남도 창원의창구 북면 감계리,232-1,232,1,창원감계 아내에코프리미엄2차,84.8776,201910,26,"        27,000",12,2019,감계로 342,,,,,,,,,
경상남도 창원의창구 북면 감계리,227-2,227,2,감계아내에코프리미엄,84.9867,201910,6,"        22,800",11,2014,감계로 277,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,31,"        24,500",5,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,25,"        22,000",1,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,26,"        22,000",2,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,46.74,201910,27,"        25,000",3,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,28,"        23,000",5,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,28,"        23,000",2,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,28,"        21,800",4,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,46.74,201910,29,"        25,000",5,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,51.02,201910,19,"        27,500",1,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,13,"        19,700",1,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,59.12,201910,14,"        30,200",3,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 북면 감계리,225-2,225,2,창원감계푸르지오,72.8583,201910,27,"        20,800",8,2017,감계로 221,,,,,,,,,
경상남도 창원의창구 북면 감계리,225-2,225,2,창원감계푸르지오,84.8853,201910,28,"        24,000",14,2017,감계로 221,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,84.88,201910,6,"        19,000",8,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,22,"        22,500",3,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,23,"        22,000",3,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 동정동,277,277,0,흥한웰가,84.91,201910,14,"        24,100",4,2004,천주로 33,,,,,,,,,
경상남도 창원의창구 동정동,277,277,0,흥한웰가,84.91,201910,19,"        27,000",9,2004,천주로 33,,,,,,,,,
경상남도 창원의창구 동정동,277,277,0,흥한웰가,84.91,201910,20,"        26,300",12,2004,천주로 33,,,,,,,,,
경상남도 창원의창구 동정동,277,277,0,흥한웰가,116.95,201910,21,"        37,000",14,2004,천주로 33,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,100.1915,201910,5,"        72,000",20,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7312,201910,5,"        62,000",7,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7312,201910,7,"        55,000",3,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,114.807,201910,8,"        75,000",1,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7227,201910,9,"        64,700",25,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7312,201910,10,"        55,500",2,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,127.3672,201910,10,"        97,000",14,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7312,201910,12,"        62,700",9,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 북면 감계리,229-1,229,1,휴먼빌,59.97,201910,9,"        18,200",6,2014,감계로 297,,,,,,,,,
경상남도 창원의창구 북면 감계리,229-1,229,1,휴먼빌,84.95,201910,17,"        21,700",18,2014,감계로 297,,,,,,,,,
경상남도 창원의창구 북면 신촌리,995-1,995,1,대호,59.83,201910,31,"         5,800",9,1998,천주로 1053,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,30,"        22,400",1,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,59.12,201910,30,"        31,500",4,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 북면 신촌리,959-1,959,1,청우,79.83,201910,29,"         5,000",4,1992,천주로1083번길 10-1,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,두산위브,126.01,201910,19,"        47,500",8,2011,도계로 135,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,두산위브,103.58,201910,20,"        41,000",9,2011,도계로 135,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,두산위브,103.58,201910,22,"        39,350",4,2011,도계로 135,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,51.02,201910,1,"        24,200",2,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 소답동,115-7,115,7,송백프렌드빌,79.23,201910,9,"        12,200",2,2003,의안로8번길 19,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,23,"        21,900",4,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,23,"        21,850",2,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 서상동,649,649,0,중동대동다:숲,84.8736,201910,5,"        24,700",1,2005,팔용로 512,,,,,,,,,
경상남도 창원의창구 서상동,649,649,0,중동대동다:숲,84.9715,201910,5,"        26,500",8,2005,팔용로 512,,,,,,,,,
경상남도 창원의창구 팔용동,124-3,124,3,대동차룡,49.98,201910,7,"        12,900",7,1994,반계로 95,,,,,,,,,
경상남도 창원의창구 대원동,38,38,0,현대정공사원아파트,50.35,201910,28,"        10,700",5,1979,대원로93번길 24,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,74.17,201910,25,"        29,000",5,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,134.115,201910,29,"        47,500",1,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,79.8,201910,30,"        31,100",4,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 북면 무동리,124-1,124,1,창원무동센텀파라디아,59.9932,201910,18,"        15,300",14,2018,무동서로 24,,,,,,,,,
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,201910,10,"        22,000",4,1999,지귀로95번길 7,,,,,,,,,
경상남도 창원의창구 북면 무동리,124-1,124,1,창원무동센텀파라디아,59.9932,201910,28,"        15,000",2,2018,무동서로 24,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,120.93,201910,3,"        19,400",13,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,84.87,201910,7,"        16,500",5,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,84.87,201910,13,"        16,500",6,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,120.93,201910,17,"        18,000",1,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,120.93,201910,20,"        22,600",2,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 북면 신촌리,960-1,960,1,신한2,59.79,201910,6,"         6,700",4,1998,천주로 1103,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201910,30,"        22,000",1,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,59.12,201910,31,"        36,000",2,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 북면 신촌리,905-24,905,24,춘광2,57.92,201910,15,"         5,450",2,1995,신촌본포로 12-13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,84.7312,201910,3,"        61,000",25,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 용호동,70,70,0,용지 아이파크,114.807,201910,3,"        82,300",9,2017,원이대로579번길 13,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,137.86,201910,10,"        45,000",5,2010,도계로 135,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,189.35,201910,11,"        51,000",5,2010,도계로 135,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,137.98,201910,16,"        46,800",9,2010,도계로 135,,,,,,,,,
경상남도 창원의창구 대원동,40,40,0,대원 꿈에그린,84.4068,201910,21,"        43,000",13,2018,창원천로 34,,,,,,,,,
경상남도 창원의창구 대원동,40,40,0,대원 꿈에그린,59.0578,201910,21,"        34,500",22,2018,창원천로 34,,,,,,,,,
경상남도 창원의창구 대원동,40,40,0,대원 꿈에그린,84.3505,201910,25,"        44,700",19,2018,창원천로 34,,,,,,,,,
경상남도 창원의창구 대원동,40,40,0,대원 꿈에그린,84.353,201910,27,"        45,000",23,2018,창원천로 34,,,,,,,,,
경상남도 창원의창구 대원동,38,38,0,현대정공사원아파트,50.35,201910,2,"        10,600",4,1979,대원로93번길 24,,,,,,,,,
경상남도 창원의창구 대원동,38,38,0,현대정공사원아파트,56.46,201910,9,"        15,200",3,1979,대원로93번길 22,,,,,,,,,
경상남도 창원의창구 대원동,38,38,0,현대정공사원아파트,56.46,201910,9,"        15,400",5,1979,대원로93번길 22,,,,,,,,,
경상남도 창원의창구 대원동,38,38,0,현대정공사원아파트,55.83,201910,15,"        15,100",5,1979,대원로93번길 24,,,,,,,,,
경상남도 창원의창구 대원동,38,38,0,현대정공사원아파트,75.71,201910,18,"        18,800",1,1979,대원로93번길 24,,,,,,,,,
경상남도 창원의창구 팔용동,124-2,124,2,대동중앙,59.9,201910,2,"        14,300",14,1993,반계로 101,,,,,,,,,
경상남도 창원의창구 팔용동,124-2,124,2,대동중앙,59.9,201910,5,"        14,900",7,1993,반계로 101,,,,,,,,,
경상남도 창원의창구 팔용동,124-2,124,2,대동중앙,59.9,201910,12,"        14,400",2,1993,반계로 101,,,,,,,,,
경상남도 창원의창구 팔용동,124-2,124,2,대동중앙,59.9,201910,16,"        14,800",12,1993,반계로 101,,,,,,,,,
경상남도 창원의창구 팔용동,124-2,124,2,대동중앙,59.92,201910,17,"        13,000",15,1993,반계로 101,,,,,,,,,
경상남도 창원의창구 팔용동,124-2,124,2,대동중앙,59.9,201910,22,"        15,700",13,1993,반계로 101,,,,,,,,,
경상남도 창원의창구 팔용동,125,125,0,벽산블루밍C단지,59.97,201910,5,"        19,850",9,1999,남산로 20,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,84.87,201910,27,"        16,800",8,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 팔용동,125,125,0,벽산블루밍C단지,59.97,201910,8,"        15,500",1,1999,남산로 20,,,,,,,,,
경상남도 창원의창구 팔용동,69,69,0,팔용원풍,84.5257,201910,23,"        25,000",7,2000,사화로90번길 6,,,,,,,,,
