시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,NO,동,매수자,매도자,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
경상남도 창원의창구 용호동,66,66,0,일동,50.99,201605,30,"        17,700",5,1986,외동반림로 216,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-9,20,9,성진까치빌라트3,59.66,201605,23,"         8,450",9,1995,용정길46번길 49-1,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,130-1,130,1,신우한빛,84.75,201605,13,"        14,000",1,2000,용잠로35번길 24,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201605,9,"        26,000",9,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201605,9,"        27,350",10,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,372-1,372,1,원창호수,59.9,201605,28,"        11,800",11,2001,의창대로 856,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,357-1,357,1,평화맨션,83.0,201605,6,"        10,400",2,1991,의창대로 848,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201605,20,"        27,000",9,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,201605,22,"        30,100",3,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201605,31,"        36,400",17,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,125,125,0,벽산블루밍C단지,84.905,201605,28,"        33,500",9,1999,남산로 20,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,84.87,201605,28,"        23,300",1,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,84.87,201605,25,"        24,500",6,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,84.87,201605,24,"        23,500",10,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 대원동,80-1,80,1,대동1차황토방,84.87,201605,23,"        24,700",9,1999,창원대로 548,,,,,,,,,
경상남도 창원의창구 북면 신촌리,905-3,905,3,춘광1,73.92,201605,4,"        10,800",9,1992,신촌본포로 14,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,201605,9,"        31,700",14,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 북면 신촌리,959-1,959,1,청우,69.51,201605,11,"         6,100",2,1992,천주로1083번길 10-1,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,84.78,201605,6,"        41,500",5,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,84.78,201605,16,"        39,200",5,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,419,419,0,신안맨션,84.95,201605,16,"        15,000",7,1997,동읍로 7,,,,,,,,,
경상남도 창원의창구 도계동,421-1,421,1,대경,57.72,201605,29,"        11,600",2,1990,원이대로93번길 20,,,,,,,,,
경상남도 창원의창구 소계동,468-1,468,1,럭키,54.06,201605,24,"        10,500",15,1991,금강로379번길 16-9,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,두산위브,103.58,201605,20,"        50,000",13,2011,도계로 135,,,,,,,,,
경상남도 창원의창구 용호동,62,62,0,롯데2단지,141.72,201605,2,"        73,000",1,1987,용지로239번길 19-30,,,,,,,,,
경상남도 창원의창구 소계동,713-2,713,2,초원맨션,56.085,201605,20,"         9,750",4,1983,소계로84번길 8,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,두산위브,103.75,201605,2,"        50,800",6,2011,도계로 135,,,,,,,,,
경상남도 창원의창구 소계동,723-1,723,1,수정맨션,58.14,201605,17,"        13,000",4,1985,소계로 101,,,,,,,,,
경상남도 창원의창구 서상동,649,649,0,중동대동다:숲,84.9338,201605,11,"        34,000",2,2005,팔용로 512,,,,,,,,,
경상남도 창원의창구 서상동,649,649,0,중동대동다:숲,84.9338,201605,25,"        36,500",9,2005,팔용로 512,,,,,,,,,
경상남도 창원의창구 용호동,62,62,0,롯데2단지,141.72,201605,4,"        78,900",3,1987,용지로239번길 19-30,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201605,5,"        14,200",6,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201605,23,"        13,600",6,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 도계동,414-4,414,4,대한맨션,72.14,201605,2,"        17,600",9,1997,도계로83번길 14-15,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,201605,19,"        31,000",6,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 도계동,308-9,308,9,대광빌라,78.51,201605,4,"        15,400",3,1993,도계로31번길 2,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201605,17,"        25,400",9,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,250,250,0,삼진,49.6,201605,31,"         6,700",3,1989,의창대로915번길 8,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,419,419,0,신안맨션,84.95,201605,6,"        14,000",1,1997,동읍로 7,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-1,20,1,동부산훼미리타운1차,55.94,201605,14,"         8,000",1,1997,용정길46번길 29,,,,,,,,,
경상남도 창원의창구 동정동,288,288,0,오성,84.72,201605,10,"        24,700",2,1996,서상로 27,,,,,,,,,
경상남도 창원의창구 도계동,363-4,363,4,황제빌라A,84.725,201605,19,"        15,500",1,1992,하남천동길 68,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201605,1,"        23,000",4,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201605,4,"        22,500",4,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201605,13,"        24,000",3,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 용호동,66,66,0,일동,50.99,201605,18,"        20,800",2,1986,외동반림로 216,,,,,,,,,
경상남도 창원의창구 용호동,66,66,0,일동,59.61,201605,18,"        23,500",2,1986,외동반림로 216,,,,,,,,,
경상남도 창원의창구 도계동,415-5,415,5,영남양지맨션,59.4,201605,25,"        16,200",5,1992,도계로95번길 14-16,,,,,,,,,
경상남도 창원의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,84.9601,201605,4,"        32,800",16,2014,동전로 86,,,,,,,,,
경상남도 창원의창구 도계동,329,329,0,한마음코아,49.44,201605,2,"        14,600",3,1992,도계로50번길 6-46,,,,,,,,,
경상남도 창원의창구 동정동,288,288,0,오성,41.79,201605,27,"        11,700",6,1996,서상로 27,,,,,,,,,
경상남도 창원의창구 북면 감계리,229-1,229,1,휴먼빌,84.95,201605,2,"        29,000",20,2014,감계로 297,,,,,,,,,
경상남도 창원의창구 북면 감계리,229-1,229,1,휴먼빌,59.97,201605,2,"        25,200",3,2014,감계로 297,,,,,,,,,
경상남도 창원의창구 도계동,329,329,0,한마음코아,49.44,201605,30,"        14,500",3,1992,도계로50번길 6-46,,,,,,,,,
경상남도 창원의창구 도계동,329,329,0,한마음코아,49.44,201605,2,"        13,800",11,1992,도계로50번길 6-46,,,,,,,,,
경상남도 창원의창구 북면 감계리,229-1,229,1,휴먼빌,84.93,201605,19,"        31,000",14,2014,감계로 297,,,,,,,,,
경상남도 창원의창구 팔용동,124-3,124,3,대동차룡,49.98,201605,30,"        16,700",5,1994,반계로 95,,,,,,,,,
경상남도 창원의창구 북면 감계리,229-1,229,1,휴먼빌,84.93,201605,14,"        28,000",10,2014,감계로 297,,,,,,,,,
경상남도 창원의창구 소답동,145-3,145,3,성진초원빌라,83.78,201605,11,"        15,300",2,1991,의안로56번길 46,,,,,,,,,
경상남도 창원의창구 팔용동,124-2,124,2,대동중앙,59.9,201605,28,"        20,700",5,1993,반계로 101,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,137.98,201605,7,"        55,300",10,2010,도계로 135,,,,,,,,,
경상남도 창원의창구 도계동,363-1,363,1,제일파크,59.945,201605,14,"        13,300",6,1992,하남천동길 60,,,,,,,,,
경상남도 창원의창구 명서동,27,27,0,명곡두산위브,167.45,201605,9,"        50,000",1,2010,도계로 135,,,,,,,,,
경상남도 창원의창구 북면 무동리,123-1,123,1,휴먼빌(1단지),84.994,201605,30,"        26,000",16,2013,동곡로 33,,,,,,,,,
경상남도 창원의창구 북면 무동리,123-1,123,1,휴먼빌(1단지),59.991,201605,17,"        20,500",5,2013,동곡로 33,,,,,,,,,
경상남도 창원의창구 팔용동,125,125,0,벽산블루밍C단지,74.01,201605,28,"        27,800",15,1999,남산로 20,,,,,,,,,
경상남도 창원의창구 북면 무동리,123-1,123,1,휴먼빌(1단지),84.994,201605,7,"        26,600",16,2013,동곡로 33,,,,,,,,,
경상남도 창원의창구 팔용동,125,125,0,벽산블루밍C단지,84.905,201605,9,"        31,900",17,1999,남산로 20,,,,,,,,,
경상남도 창원의창구 팔용동,124-2,124,2,대동중앙,59.9,201605,24,"        21,250",11,1993,반계로 101,,,,,,,,,
경상남도 창원의창구 도계동,414-1,414,1,청구그린빌라,67.25,201605,31,"        16,000",4,1994,도계두리길 198,,,,,,,,,
경상남도 창원의창구 용호동,62,62,0,롯데2단지,68.5,201605,26,"        39,900",1,1987,용지로239번길 19-30,,,,,,,,,
경상남도 창원의창구 동읍 용정리,22-4,22,4,한빛드림빌,82.5965,201605,30,"        12,900",4,2013,용정길46번길 34,,,,,,,,,
경상남도 창원의창구 용호동,62,62,0,롯데2단지,186.81,201605,11,"        82,000",5,1987,용지로239번길 19-30,,,,,,,,,
경상남도 창원의창구 소답동,148-3,148,3,국제소답빌라,59.26,201605,13,"         8,500",6,1991,의안로66번길 45,,,,,,,,,
경상남도 창원의창구 봉림동,715,715,0,엘에이치피닉스포레,134.98,201605,10,"        51,500",4,2011,대봉로 27,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,59.34,201605,11,"        19,400",8,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,108.72,201605,28,"        27,800",9,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,108.72,201605,9,"        27,450",1,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 북면 무동리,123-1,123,1,휴먼빌(1단지),84.99,201606,11,"        26,000",4,2013,동곡로 33,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,108.72,201606,2,"        28,500",4,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 북면 감계리,227-2,227,2,감계아내에코프리미엄,84.9867,201606,17,"        28,000",15,2014,감계로 277,,,,,,,,,
경상남도 창원의창구 도계동,305-5,305,5,금강빌라,91.38,201606,17,"        19,200",2,1992,도계두리길6번길 11-14,,,,,,,,,
경상남도 창원의창구 봉림동,715,715,0,엘에이치피닉스포레,84.92,201606,11,"        39,000",9,2011,대봉로 27,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-13,20,13,성진까치빌라트5,53.46,201606,9,"         8,500",5,1997,용정길46번길 53,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,250,250,0,삼진,52.15,201606,17,"         7,300",2,1989,의창대로915번길 8,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,250,250,0,삼진,52.15,201606,21,"         7,575",1,1989,의창대로915번길 8,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,250,250,0,삼진,52.15,201606,25,"         6,900",1,1989,의창대로915번길 8,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,250,250,0,삼진,42.64,201606,30,"         6,100",3,1989,의창대로915번길 8,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,250,250,0,삼진,52.15,201606,30,"         7,000",2,1989,의창대로915번길 8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201606,24,"        28,700",14,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,124-2,124,2,대동중앙,59.9,201606,16,"        20,500",14,1993,반계로 101,,,,,,,,,
경상남도 창원의창구 도계동,363-1,363,1,제일파크,59.945,201606,27,"        14,000",1,1992,하남천동길 60,,,,,,,,,
경상남도 창원의창구 도계동,394-11,394,11,진보백화맨션,59.77,201606,24,"        16,100",6,1996,하남천동길16번길 3-20,,,,,,,,,
경상남도 창원의창구 도계동,396-3,396,3,영남1,49.32,201606,23,"        10,400",2,1990,도계로73번길 12,,,,,,,,,
경상남도 창원의창구 소답동,147-1,147,1,청송빌라,59.965,201606,2,"        12,700",4,1991,읍성로89번길 26,,,,,,,,,
경상남도 창원의창구 소답동,147-1,147,1,청송빌라,59.965,201606,15,"        10,000",1,1991,읍성로89번길 26,,,,,,,,,
경상남도 창원의창구 소답동,126-5,126,5,한려미리내빌라,68.89,201606,27,"        14,000",1,1992,의안로66번길 19,,,,,,,,,
경상남도 창원의창구 도계동,329,329,0,한마음코아,49.44,201606,3,"        15,100",14,1992,도계로50번길 6-46,,,,,,,,,
경상남도 창원의창구 도계동,329,329,0,한마음코아,49.44,201606,27,"        14,400",14,1992,도계로50번길 6-46,,,,,,,,,
경상남도 창원의창구 북면 감계리,229-1,229,1,휴먼빌,59.97,201606,7,"        24,300",6,2014,감계로 297,,,,,,,,,
경상남도 창원의창구 동읍 용정리,21-7,21,7,동부산훼미리타운5차,59.8579,201606,10,"        11,300",1,2000,용정길46번길 24,,,,,,,,,
경상남도 창원의창구 동정동,277,277,0,흥한웰가,84.91,201606,24,"        36,900",14,2004,천주로 33,,,,,,,,,
경상남도 창원의창구 북면 감계리,229-1,229,1,휴먼빌,84.95,201606,9,"        30,000",8,2014,감계로 297,,,,,,,,,
경상남도 창원의창구 북면 감계리,229-1,229,1,휴먼빌,84.93,201606,27,"        30,350",6,2014,감계로 297,,,,,,,,,
경상남도 창원의창구 북면 무동리,104-1,104,1,창원무동STX KAN 1차,59.99,201606,29,"        19,500",17,2015,무동서로 76,,,,,,,,,
경상남도 창원의창구 소답동,149-4,149,4,진보녹원맨션,59.07,201606,16,"        12,500",9,1995,의안로44번길 49-20,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-1,20,1,동부산훼미리타운1차,59.97,201606,13,"        10,300",11,1997,용정길46번길 29,,,,,,,,,
경상남도 창원의창구 도계동,328-3,328,3,해바라기맨션(328-3),72.54,201606,27,"        19,000",4,1989,도계로50번길 6-8,,,,,,,,,
경상남도 창원의창구 도계동,322-3,322,3,강남훼미리,59.4,201606,15,"        15,500",8,1997,하남천서길21번길 8-14,,,,,,,,,
경상남도 창원의창구 동정동,536-2,536,2,남아그린타워,59.965,201606,8,"        16,000",11,1997,동정길 7,,,,,,,,,
경상남도 창원의창구 동정동,536-2,536,2,남아그린타워,59.965,201606,18,"        14,500",15,1997,동정길 7,,,,,,,,,
경상남도 창원의창구 도계동,321-8,321,8,삼영,59.79,201606,4,"        14,500",1,1991,도계두리길86번길 9,,,,,,,,,
경상남도 창원의창구 도계동,423-1,423,1,영남초원,72.495,201606,20,"        16,500",3,1991,태복산로11번길 27,,,,,,,,,
경상남도 창원의창구 도계동,363-3,363,3,성산그린빌라,59.58,201606,10,"        10,500",5,1994,하남천동길 56-15,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201606,1,"        22,300",3,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,46.74,201606,8,"        26,700",4,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,46.74,201606,13,"        26,900",2,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201606,14,"        21,900",4,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,51.02,201606,15,"        29,800",2,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201606,24,"        22,400",1,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 소답동,149-4,149,4,진보녹원맨션,75.25,201606,4,"        18,000",3,1995,의안로44번길 49-20,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-1,20,1,동부산훼미리타운1차,55.94,201606,14,"         8,900",1,1997,용정길46번길 29,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-1,20,1,동부산훼미리타운1차,55.94,201606,17,"         9,150",11,1997,용정길46번길 29,,,,,,,,,
경상남도 창원의창구 동읍 송정리,23-8,23,8,동부산훼미리타운4차,78.8516,201606,3,"        13,850",3,1999,자여로65번길 14,,,,,,,,,
경상남도 창원의창구 팔용동,123-1,123,1,벽산블루밍A,59.97,201606,9,"        24,800",6,2000,반계로 104-9,,,,,,,,,
경상남도 창원의창구 소답동,126-7,126,7,진보델타,79.11,201606,2,"        10,000",5,1992,읍성로79번길 29,,,,,,,,,
경상남도 창원의창구 동읍 신방리,52,52,0,대한,79.03,201606,11,"        14,700",4,1997,신방로 17,,,,,,,,,
경상남도 창원의창구 도계동,307-8,307,8,동광빌라,84.98,201606,22,"        17,200",4,1991,도계로17번길 2,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-9,20,9,성진까치빌라트3,58.61,201606,8,"        10,000",5,1995,용정길46번길 49-1,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,60.38,201606,2,"        30,000",4,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 용호동,67-2,67,2,무학,56.43,201606,6,"        21,500",5,1987,외동반림로 200,,,,,,,,,
경상남도 창원의창구 용호동,66,66,0,일동,59.61,201606,15,"        23,100",2,1986,외동반림로 216,,,,,,,,,
경상남도 창원의창구 용호동,66,66,0,일동,50.99,201606,20,"        19,500",2,1986,외동반림로 216,,,,,,,,,
경상남도 창원의창구 팔용동,125,125,0,벽산블루밍C단지,59.97,201606,1,"        27,400",9,1999,남산로 20,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,201606,14,"        28,700",5,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 북면 신촌리,960-1,960,1,신한2,59.79,201606,10,"         9,600",4,1998,천주로 1103,,,,,,,,,
경상남도 창원의창구 북면 신촌리,561-1,561,1,신한그린파크맨션,84.62,201606,9,"        11,000",3,1994,천주로 1104,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,208-11,208,11,춘광파크맨션1,73.93,201606,10,"         8,000",2,1990,용잠로35번길 12-7,,,,,,,,,
경상남도 창원의창구 동읍 용정리,22-2,22,2,동부산3,81.2124,201606,10,"        15,750",6,1999,용정길46번길 32,,,,,,,,,
경상남도 창원의창구 북면 신촌리,905-3,905,3,춘광1,73.92,201606,20,"        11,700",14,1992,신촌본포로 14,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,60.38,201606,25,"        31,500",2,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 동정동,305-3,305,3,무학,83.97,201606,27,"        17,200",5,1990,서상로11번길 14,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,59.34,201606,19,"        18,000",2,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 북면 감계리,227-2,227,2,감계아내에코프리미엄,84.8042,201606,6,"        28,500",10,2014,감계로 277,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,74.17,201606,7,"        34,900",5,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 도계동,305-5,305,5,금강빌라,91.38,201606,14,"        17,600",4,1992,도계두리길6번길 11-14,,,,,,,,,
경상남도 창원의창구 북면 신촌리,905-24,905,24,춘광2,57.92,201606,1,"         8,050",4,1995,신촌본포로 12-13,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,419,419,0,신안맨션,84.95,201606,28,"        14,400",3,1997,동읍로 7,,,,,,,,,
경상남도 창원의창구 용호동,63,63,0,롯데1단지,79.95,201606,9,"        44,600",1,1984,용지로 229,,,,,,,,,
경상남도 창원의창구 서상동,352-2,352,2,서상,54.63,201606,14,"        11,000",4,1984,서상로 32-9,,,,,,,,,
경상남도 창원의창구 용호동,62,62,0,롯데2단지,112.98,201606,14,"        60,000",4,1987,용지로239번길 19-30,,,,,,,,,
경상남도 창원의창구 용호동,62,62,0,롯데2단지,55.65,201606,16,"        30,000",4,1987,용지로239번길 19-30,,,,,,,,,
경상남도 창원의창구 소답동,110-1,110,1,국도그랜드맨션,59.81,201606,4,"        16,000",13,1997,의안로22번길 2,,,,,,,,,
경상남도 창원의창구 대원동,81,81,0,대원파크빌,52.92,201606,23,"        13,650",9,1997,삼동로 121,,,,,,,,,
경상남도 창원의창구 용호동,62,62,0,롯데2단지,55.65,201606,24,"        30,000",5,1987,용지로239번길 19-30,,,,,,,,,
경상남도 창원의창구 도계동,401-3,401,3,대호빌라,76.4,201606,21,"        12,000",5,1990,원이대로81번길 13,,,,,,,,,
경상남도 창원의창구 팔용동,124-1,124,1,극동,59.34,201606,3,"        18,000",4,1994,팔용로 446,,,,,,,,,
경상남도 창원의창구 동읍 용정리,22-4,22,4,한빛드림빌,82.5965,201606,16,"        16,200",7,2013,용정길46번길 34,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,84.78,201606,14,"        44,050",1,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,111.61,201606,17,"        52,500",2,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,74.17,201606,17,"        36,000",4,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 신월동,93,93,0,은아,84.45,201606,20,"        40,000",1,1988,원이대로 663,,,,,,,,,
경상남도 창원의창구 서상동,649,649,0,중동대동다:숲,131.1125,201606,15,"        44,000",11,2005,팔용로 512,,,,,,,,,
경상남도 창원의창구 서상동,649,649,0,중동대동다:숲,84.8736,201606,17,"        34,000",13,2005,팔용로 512,,,,,,,,,
경상남도 창원의창구 소답동,133-15,133,15,동일그린맨션,59.73,201607,12,"        16,000",4,1992,읍성로 90,,,,,,,,,
경상남도 창원의창구 소답동,419-2,419,2,중산그린빌라,67.36,201607,14,"        16,000",3,1994,의안로70번길 11,,,,,,,,,
경상남도 창원의창구 소답동,112-2,112,2,청림빌라,79.75,201607,7,"        16,600",2,2001,의안로8번길 5,,,,,,,,,
경상남도 창원의창구 동정동,277,277,0,흥한웰가,84.91,201607,31,"        35,300",18,2004,천주로 33,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-13,20,13,성진까치빌라트5,82.98,201607,2,"        12,800",5,1997,용정길46번길 53,,,,,,,,,
경상남도 창원의창구 동정동,277,277,0,흥한웰가,84.91,201607,7,"        35,000",11,2004,천주로 33,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201607,25,"        24,500",4,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201607,25,"        25,000",5,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201607,9,"        25,000",17,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,74.01,201607,4,"        31,000",10,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,84.905,201607,18,"        29,500",1,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 팔용동,122,122,0,벽산블루밍B,59.97,201607,21,"        26,000",9,1999,반계로 104-8,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,47.1,201607,11,"        26,650",2,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201607,11,"        22,650",2,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201607,8,"        22,050",1,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201607,30,"        21,200",5,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,47.1,201607,6,"        26,050",2,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201607,22,"        22,000",2,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201607,23,"        22,000",2,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,39.72,201607,23,"        21,000",5,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,46.74,201607,22,"        25,000",4,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 북면 감계리,227-1,227,1,감계힐스테이트3차,84.7732,201607,21,"        29,200",2,2014,감계로 259,,,,,,,,,
경상남도 창원의창구 봉림동,715,715,0,엘에이치피닉스포레,84.99,201607,6,"        38,000",7,2011,대봉로 27,,,,,,,,,
경상남도 창원의창구 북면 감계리,227-1,227,1,감계힐스테이트3차,101.6532,201607,16,"        38,000",8,2014,감계로 259,,,,,,,,,
경상남도 창원의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,84.9601,201607,27,"        31,250",16,2014,동전로 86,,,,,,,,,
경상남도 창원의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,68.4094,201607,18,"        27,000",12,2014,동전로 86,,,,,,,,,
경상남도 창원의창구 북면 감계리,230-1,230,1,창원감계힐스테이트1차,84.9601,201607,18,"        30,000",16,2014,동전로 86,,,,,,,,,
경상남도 창원의창구 봉림동,715,715,0,엘에이치피닉스포레,101.77,201607,30,"        38,500",1,2011,대봉로 27,,,,,,,,,
경상남도 창원의창구 봉림동,715,715,0,엘에이치피닉스포레,134.98,201607,29,"        54,000",12,2011,대봉로 27,,,,,,,,,
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,201607,7,"        28,000",8,1999,지귀로95번길 7,,,,,,,,,
경상남도 창원의창구 봉곡동,66,66,0,늘푸른마을코오롱,84.384,201607,16,"        27,400",3,1999,지귀로95번길 7,,,,,,,,,
경상남도 창원의창구 신월동,90,90,0,주공,47.1,201607,5,"        26,200",3,1987,신사로 64,,,,,,,,,
경상남도 창원의창구 동읍 용정리,22-2,22,2,동부산3,81.2124,201607,25,"        16,400",9,1999,용정길46번길 32,,,,,,,,,
경상남도 창원의창구 동읍 용잠리,357-1,357,1,평화맨션,78.88,201607,20,"         9,900",6,1991,의창대로 848,,,,,,,,,
경상남도 창원의창구 동읍 용정리,21-7,21,7,동부산훼미리타운5차,59.8579,201607,29,"        12,300",3,2000,용정길46번길 24,,,,,,,,,
경상남도 창원의창구 동읍 용정리,20-13,20,13,성진까치빌라트5,57.235,201607,30,"         9,000",13,1997,용정길46번길 53,,,,,,,,,
경상남도 창원의창구 용호동,63,63,0,롯데1단지,67.46,201607,22,"        39,500",2,1984,용지로 229,,,,,,,,,
경상남도 창원의창구 용호동,63,63,0,롯데1단지,67.46,201607,13,"        39,000",3,1984,용지로 229,,,,,,,,,
경상남도 창원의창구 용호동,62,62,0,롯데2단지,106.68,201607,13,"        53,000",1,1987,용지로239번길 19-30,,,,,,,,,
경상남도 창원의창구 동읍 용정리,19-3,19,3,성진까치빌라1,59.61,201607,1,"         6,700",3,1992,단계로 84,,,,,,,,,
경상남도 창원의창구 용호동,63,63,0,롯데1단지,79.95,201607,6,"        43,800",1,1984,용지로 229,,,,,,,,,
경상남도 창원의창구 용호동,66,66,0,일동,59.61,201607,21,"        23,000",3,1986,외동반림로 216,,,,,,,,,
