□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
17,경상남도 창원시 의창구 명서동,1**,단독,12m미만,233.90,244.50,202112,13,"30,500",-,-,1990,원이대로206번길,-,중개거래,경남 창원의창구
18,경상남도 창원시 의창구 소답동,1**,단독,12m미만,129.63,135.30,202112,13,"25,000",-,-,1988,의안로12번길,20220216,중개거래,경남 창원의창구
19,경상남도 창원시 의창구 봉림동,7**,다가구,12m미만,455.64,257.20,202112,13,"85,000",-,-,2013,소봉로7번길,-,직거래,-
20,경상남도 창원시 의창구 도계동,3**,단독,12m미만,143.03,143.20,202112,11,"18,800",-,-,1990,도계두리길86번길,-,중개거래,경남 창원의창구
21,경상남도 창원시 의창구 대산면 모산리,2**,단독,8m미만,27.44,321.60,202112,10,"10,500",-,-,1935,모산길46번길,-,직거래,-
22,경상남도 창원시 의창구 명서동,5*,다가구,12m미만,193.01,244.40,202112,08,"29,000",-,-,2009,명지로103번길,-,중개거래,경남 창원마산회원구
23,경상남도 창원시 의창구 북면 신촌리,5**,단독,8m미만,64.46,53.00,202112,07,"5,000",-,-,1935,천주로1128번길,-,직거래,-
24,경상남도 창원시 의창구 동읍 월잠리,4**,단독,8m미만,57.42,354.00,202112,07,"8,000",-,-,1900,주남로17번길,-,직거래,-
25,경상남도 창원시 의창구 명서동,6*,다가구,12m미만,326.58,284.40,202112,06,"34,000",-,-,1992,명서로89번길,20220316,중개거래,경남 창원의창구
26,경상남도 창원시 의창구 명서동,6*,다가구,12m미만,326.58,284.40,202112,06,"34,000",-,-,1992,명서로89번길,-,중개거래,경남 창원의창구
27,경상남도 창원시 의창구 사림동,1*,단독,12m미만,294.28,294.20,202112,05,"50,000",-,-,1995,창이대로483번길,-,중개거래,경남 창원성산구
28,경상남도 창원시 의창구 동읍 본포리,3**,단독,8m미만,71.00,249.50,202112,05,"10,500",-,-,2014,동읍로1310번길,-,중개거래,경남 창원의창구
29,경상남도 창원시 의창구 동읍 산남리,1**,단독,8m미만,88.96,218.00,202112,04,"10,500",-,-,1999,봉강가술로201번길,-,중개거래,경남 창원의창구
30,경상남도 창원시 의창구 대산면 가술리,9*,단독,8m미만,140.40,338.00,202112,04,"19,700",-,-,1997,진산대로443번길,-,중개거래,경남 창원의창구
31,경상남도 창원시 의창구 북면 무곡리,8**,단독,8m미만,81.40,490.17,202112,03,"16,330",-,-,2013,무릉산길,-,직거래,-
32,경상남도 창원시 의창구 북면 무곡리,8**,단독,8m미만,39.00,234.83,202112,03,"9,410",-,-,2013,무릉산길,-,직거래,-
33,경상남도 창원시 의창구 팔용동,1**,다가구,12m미만,377.98,276.90,202112,02,"59,000",-,-,1995,팔용로451번길,-,중개거래,경남 창원의창구
34,경상남도 창원시 의창구 명서동,1**,단독,12m미만,223.83,258.50,202112,01,"45,000",-,-,2007,명지로104번길,-,직거래,-
35,경상남도 창원시 의창구 북면 감계리,2**,단독,12m미만,494.43,298.60,202112,01,"115,000",-,-,2020,감계로188번길,-,직거래,-
36,경상남도 창원시 의창구 도계동,3**,단독,12m미만,174.21,193.40,202112,01,"34,000",-,-,1990,하남천서길37번길,-,중개거래,경남 창원의창구
37,경상남도 창원시 의창구 대산면 우암리,3**,단독,8m미만,73.90,310.00,202112,01,"10,000",-,-,1900,,-,직거래,-
38,경상남도 창원시 의창구 북면 상천리,5**,단독,8m미만,117.24,942.40,202111,30,"28,600",-,-,2011,온천로580번길,-,중개거래,경남 창원의창구
39,경상남도 창원시 의창구 도계동,3**,다가구,12m미만,432.03,226.30,202111,30,"55,000",-,-,2003,도계로18번길,-,중개거래,경남 창원의창구
40,경상남도 창원시 의창구 명서동,1**,다가구,12m미만,248.49,256.10,202111,29,"71,500",-,-,2016,명서로141번길,-,중개거래,경남 창원의창구
41,경상남도 창원시 의창구 사림동,9*,다가구,12m미만,234.45,256.30,202111,27,"54,000",-,-,2004,사림로4번길,-,중개거래,경남 창원의창구
42,경상남도 창원시 의창구 동읍 죽동리,2**,단독,8m미만,43.63,182.00,202111,27,"7,100",-,-,1939,봉강가술로237번길,-,중개거래,경남 창원의창구
43,경상남도 창원시 의창구 명서동,1**,단독,25m미만,184.00,244.40,202111,26,"38,000",-,-,1994,우곡로,-,중개거래,경남 창원의창구
44,경상남도 창원시 의창구 사림동,1**,단독,12m미만,333.36,246.80,202111,25,"41,000",-,-,1995,사림로109번길,20220215,중개거래,경남 창원성산구
45,경상남도 창원시 의창구 사림동,1**,단독,12m미만,333.36,246.80,202111,25,"41,000",-,-,1995,사림로109번길,-,중개거래,경남 창원성산구
46,경상남도 창원시 의창구 팔용동,1**,단독,12m미만,259.62,270.60,202111,25,"54,000",-,-,2002,팔용로411번길,-,중개거래,경남 창원마산회원구 경남 창원성산구
47,경상남도 창원시 의창구 동읍 화양리,6**,단독,8m미만,99.45,305.00,202111,24,"37,200",-,-,2010,동읍로359번길,20211207,중개거래,경남 창원성산구
48,경상남도 창원시 의창구 동읍 화양리,6**,단독,8m미만,99.45,305.00,202111,24,"36,200",-,-,2010,동읍로359번길,-,중개거래,경남 창원성산구
49,경상남도 창원시 의창구 북면 신촌리,1**,단독,8m미만,91.93,376.00,202111,23,"38,480",-,-,1900,천주로,20211222,중개거래,경남 창원시 의창구
50,경상남도 창원시 의창구 북면 신촌리,1**,단독,8m미만,91.93,376.00,202111,23,"38,480",-,-,1900,천주로,-,중개거래,경남 창원의창구
51,경상남도 창원시 의창구 북면 상천리,6**,단독,8m미만,89.14,385.00,202111,21,"19,200",-,-,2011,온천로612번길,-,중개거래,경남 창원성산구
52,경상남도 창원시 의창구 소계동,7**,단독,8m미만,100.49,111.20,202111,20,"8,500",-,-,1900,소계로94번길,-,중개거래,경남 창원의창구
53,경상남도 창원시 의창구 북면 신촌리,7**,단독,8m미만,49.58,235.00,202111,18,"10,600",-,-,1979,신리길27번길,-,중개거래,경남 창원의창구
54,경상남도 창원시 의창구 대산면 갈전리,6**,단독,8m미만,84.73,295.70,202111,18,"13,000",-,-,1993,대산북로367번길,-,중개거래,경남 창원의창구
55,경상남도 창원시 의창구 서상동,6**,다가구,12m미만,413.41,231.70,202111,18,"89,000",-,-,2012,평산로163번길,-,중개거래,경남 창원의창구
56,경상남도 창원시 의창구 명서동,1**,단독,12m미만,199.76,255.80,202111,17,"21,000",-,-,1990,창이대로85번길,-,직거래,-
57,경상남도 창원시 의창구 사림동,8*,단독,25m미만,591.60,396.50,202111,17,"100,000",-,-,2002,사림로,-,직거래,-
58,경상남도 창원시 의창구 북면 감계리,2**,다가구,12m미만,511.51,278.00,202111,15,"102,000",-,-,2018,감계로188번길,-,직거래,-
59,경상남도 창원시 의창구 명서동,*,단독,12m미만,213.89,256.00,202111,15,"30,000",-,-,1989,우곡로3번길,-,중개거래,경남 창원의창구
60,경상남도 창원시 의창구 명서동,3*,단독,12m미만,361.91,272.60,202111,11,"45,000",-,-,1991,명지로,-,중개거래,경남 창원의창구
61,경상남도 창원시 의창구 사림동,8*,단독,12m미만,108.86,275.90,202111,10,"40,000",-,-,1985,사림로16번길,-,중개거래,경남 창원성산구
62,경상남도 창원시 의창구 명서동,1*,단독,12m미만,245.79,433.00,202111,10,"60,000",-,-,1900,우곡로15번길,-,직거래,-
63,경상남도 창원시 의창구 팔용동,1**,단독,12m미만,315.13,278.70,202111,09,"47,000",-,-,1998,팔용로447번길,-,중개거래,경남 창원의창구
64,경상남도 창원시 의창구 동읍 송정리,1**,단독,8m미만,63.88,159.00,202111,09,"4,800",-,-,1993,자여로98번길,-,직거래,-
65,경상남도 창원시 의창구 서상동,6**,다가구,12m미만,390.16,184.80,202111,09,"91,500",-,-,2012,평산로171번길,-,중개거래,경남 창원의창구
66,경상남도 창원시 의창구 동읍 석산리,2**,단독,8m미만,84.53,184.00,202111,07,"12,900",-,-,2005,석산길61번길,-,중개거래,경남 창원의창구
67,경상남도 창원시 의창구 대산면 모산리,1**,단독,8m미만,118.47,460.00,202111,06,"22,000",-,-,1994,대산북로723번길,20211129,중개거래,경남 창원시 의창구
68,경상남도 창원시 의창구 소답동,1**,단독,8m미만,152.74,145.50,202111,06,"19,800",-,-,1984,의안로44번길,-,중개거래,경남 창원의창구
69,경상남도 창원시 의창구 대산면 모산리,1**,단독,8m미만,98.30,460.00,202111,06,"21,900",-,-,1994,대산북로723번길,-,중개거래,경남 창원의창구
70,경상남도 창원시 의창구 사림동,1**,단독,25m미만,312.81,260.90,202111,06,"56,800",-,-,1990,사림로,20220329,중개거래,경남 창원성산구
71,경상남도 창원시 의창구 사림동,1**,단독,25m미만,312.81,260.90,202111,06,"56,800",-,-,1990,사림로,-,중개거래,경남 창원성산구
72,경상남도 창원시 의창구 서상동,6**,다가구,12m미만,408.16,214.50,202111,05,"89,000",-,-,2014,남산로113번길,-,중개거래,경남 창원의창구
73,경상남도 창원시 의창구 명서동,9*,단독,12m미만,311.40,287.90,202111,05,"25,000",-,-,1992,원이대로178번길,-,직거래,-
74,경상남도 창원시 의창구 명서동,1**,다가구,12m미만,257.00,257.30,202111,05,"71,618",-,-,2021,명서로133번길,-,중개거래,부산 강서구
75,경상남도 창원시 의창구 사림동,1**,다가구,12m미만,283.16,284.30,202111,05,"78,882",-,-,2021,사림로99번길,-,중개거래,경남 창원의창구
76,경상남도 창원시 의창구 북면 화천리,1**,단독,8m미만,50.60,289.00,202111,04,"9,500",-,-,1991,천주로488번길,-,중개거래,경남 창원의창구
77,경상남도 창원시 의창구 봉곡동,1**,다가구,12m미만,267.98,268.90,202111,03,"72,616",-,-,2021,봉곡로120번길,-,중개거래,경남 창원의창구
78,경상남도 창원시 의창구 동읍 용잠리,7**,단독,8m미만,184.23,389.00,202111,03,"34,000",-,-,1994,동읍로71번길,-,중개거래,경남 창원의창구
79,경상남도 창원시 의창구 봉곡동,7*,다가구,12m미만,262.92,264.10,202111,03,"72,202",-,-,2021,,-,중개거래,경남 창원의창구
80,경상남도 창원시 의창구 봉곡동,1**,다가구,12m미만,291.70,296.50,202111,03,"77,937",-,-,2021,봉곡로97번길,-,중개거래,경남 창원의창구
81,경상남도 창원시 의창구 봉곡동,1**,다가구,12m미만,250.08,251.70,202111,03,"67,870",-,-,2021,,-,중개거래,경남 창원의창구
82,경상남도 창원시 의창구 봉곡동,6*,다가구,12m미만,283.90,285.50,202111,02,"76,730",-,-,2021,지귀로119번길,-,중개거래,경남 창원의창구
83,경상남도 창원시 의창구 명서동,9*,단독,12m미만,140.86,242.30,202111,02,"31,700",-,-,1988,원이대로196번길,-,중개거래,경남 창원의창구
84,경상남도 창원시 의창구 사림동,8*,단독,25m미만,591.60,396.50,202111,01,"100,000",-,-,2002,사림로,20211115,직거래,-
85,경상남도 창원시 의창구 북면 동전리,1**,단독,12m미만,99.24,328.00,202110,31,"41,000",-,-,2013,동전로256번길,-,-,-
86,경상남도 창원시 의창구 대산면 가술리,3**,단독,8m미만,80.47,307.00,202110,30,"21,500",-,-,1994,주남로483번길,-,-,-
87,경상남도 창원시 의창구 북면 하천리,9**,단독,8m미만,93.45,786.00,202110,29,"36,000",-,-,2011,하천로,-,-,-
88,경상남도 창원시 의창구 봉곡동,5*,다가구,12m미만,310.77,273.80,202110,29,"48,000",-,-,2003,창이대로187번길,-,-,-
89,경상남도 창원시 의창구 서상동,6**,다가구,12m미만,398.96,235.60,202110,28,"82,500",-,-,2010,평산로211번길,-,-,-
90,경상남도 창원시 의창구 명서동,7*,단독,12m미만,233.15,246.20,202110,28,"45,200",-,-,1989,명지로89번길,-,-,-
91,경상남도 창원시 의창구 대산면 우암리,3**,단독,8m미만,73.90,310.00,202110,25,"10,000",-,-,1990,,-,-,-
92,경상남도 창원시 의창구 대산면 일동리,4**,단독,8m미만,114.53,323.00,202110,25,"27,390",-,-,2014,갈전로99번길,-,-,-
93,경상남도 창원시 의창구 대산면 일동리,4**,단독,8m미만,114.53,481.00,202110,25,"29,000",-,-,2014,갈전로99번길,20211213,-,-
94,경상남도 창원시 의창구 소계동,7**,단독,12m미만,130.03,127.30,202110,24,"20,700",-,-,1987,소계로78번길,-,-,-
95,경상남도 창원시 의창구 도계동,3**,단독,12m미만,164.16,150.40,202110,22,"20,000",-,-,1990,하남천서길21번길,-,-,-
96,경상남도 창원시 의창구 봉곡동,9*,단독,12m미만,182.12,255.10,202110,21,"31,300",-,-,1989,봉곡로24번길,-,-,-
97,경상남도 창원시 의창구 북면 신촌리,2**,단독,8m미만,99.16,563.00,202110,21,"35,000",-,-,2015,천주로,-,-,-
98,경상남도 창원시 의창구 사림동,1*,단독,12m미만,224.76,275.10,202110,20,"35,200",-,-,1988,용지로281번길,-,-,-
99,경상남도 창원시 의창구 북면 월계리,5**,단독,8m미만,69.97,673.00,202110,20,"25,817",-,-,2018,월계길116번길,-,-,-
100,경상남도 창원시 의창구 명서동,1**,단독,12m미만,198.18,242.80,202110,20,"36,500",-,-,1988,지귀로59번길,-,-,-
101,경상남도 창원시 의창구 봉곡동,1**,단독,12m미만,241.32,243.40,202110,19,"59,000",-,-,2018,봉곡로99번길,-,-,-
102,경상남도 창원시 의창구 도계동,3**,단독,12m미만,179.25,165.20,202110,18,"21,800",-,-,1989,도계두리길86번길,-,-,-
103,경상남도 창원시 의창구 서상동,7**,다가구,12m미만,483.38,249.00,202110,15,"122,000",-,-,2015,남산로113번길,-,-,-
104,경상남도 창원시 의창구 서상동,5**,단독,25m미만,480.56,200.00,202110,14,"51,000",-,-,1991,읍성로,-,-,-
105,경상남도 창원시 의창구 동읍 용잠리,2**,단독,8m미만,494.01,280.00,202110,12,"50,000",-,-,2017,의창대로,-,-,-
106,경상남도 창원시 의창구 명서동,1**,다가구,12m미만,261.14,266.50,202110,12,"73,000",-,-,2016,명서로129번길,-,-,-
107,경상남도 창원시 의창구 북면 외감리,7**,단독,8m미만,50.93,182.00,202110,08,"7,500",-,-,1977,외감로35번길,-,-,-
108,경상남도 창원시 의창구 봉곡동,6*,다가구,12m미만,253.21,275.90,202110,08,"56,000",-,-,2002,지귀로101번길,-,-,-
109,경상남도 창원시 의창구 대산면 가술리,2**,단독,8m미만,56.72,276.30,202110,07,"12,500",-,-,1988,가술길,-,-,-
110,경상남도 창원시 의창구 봉곡동,8*,단독,12m미만,114.97,287.00,202110,06,"40,000",-,-,1987,창이대로217번길,-,-,-
111,경상남도 창원시 의창구 서상동,4**,단독,12m미만,127.10,137.00,202110,06,"24,000",-,-,1980,천주로18번길,-,-,-
112,경상남도 창원시 의창구 명서동,1**,다가구,25m미만,233.36,240.30,202110,06,"48,000",-,-,2002,명서로,-,-,-
113,경상남도 창원시 의창구 봉곡동,*,다가구,25m미만,273.85,250.20,202110,06,"49,200",-,-,1990,지귀로73번길,-,-,-
114,경상남도 창원시 의창구 사림동,2*,다가구,12m미만,231.51,339.70,202110,04,"75,000",-,-,2000,창이대로,-,-,-
115,경상남도 창원시 의창구 명서동,1**,다가구,25m미만,251.64,281.50,202110,04,"90,000",-,-,2016,지귀로,-,-,-
116,경상남도 창원시 의창구 동읍 본포리,4**,단독,8m미만,69.20,321.00,202110,02,"12,300",-,-,2000,신촌본포로442번길,-,-,-
117,경상남도 창원시 의창구 봉곡동,1*,다가구,12m미만,247.56,255.50,202110,01,"49,000",-,-,2008,지귀로73번길,-,-,-
118,경상남도 창원시 의창구 도계동,3**,단독,-,279.46,180.20,202110,01,"33,500",-,-,1990,,-,-,-
119,경상남도 창원시 의창구 도계동,3**,다가구,12m미만,279.46,180.20,202109,30,"33,500",-,-,1997,하남천서길51번길,20211001,-,-
120,경상남도 창원시 의창구 사림동,1**,다가구,12m미만,271.89,282.20,202109,28,"43,250",-,-,1996,사림로99번길,-,-,-
121,경상남도 창원시 의창구 대산면 일동리,6**,단독,12m미만,148.86,444.20,202109,25,"34,500",-,-,2011,대산북로524번길,-,-,-
122,경상남도 창원시 의창구 동읍 산남리,1**,단독,8m미만,99.84,676.00,202109,24,"40,800",-,-,2015,봉강가술로237번길,-,-,-
123,경상남도 창원시 의창구 동읍 산남리,1**,단독,12m미만,96.86,347.00,202109,23,"14,000",-,-,1935,봉강가술로,-,-,-
124,경상남도 창원시 의창구 동읍 석산리,3**,단독,8m미만,131.31,571.00,202109,23,"26,200",-,-,2002,석산길,20211012,-,-
125,경상남도 창원시 의창구 동읍 석산리,3**,단독,8m미만,131.31,505.00,202109,23,"24,250",-,-,2002,석산길,-,-,-
126,경상남도 창원시 의창구 소답동,1**,단독,8m미만,156.06,149.80,202109,19,"29,000",-,-,1985,의창대로261번길,20211020,-,-
127,경상남도 창원시 의창구 소답동,1**,단독,8m미만,156.06,149.80,202109,19,"28,000",-,-,1985,의창대로261번길,-,-,-
128,경상남도 창원시 의창구 명서동,9*,단독,12m미만,318.98,243.00,202109,18,"30,000",-,-,1991,원이대로196번길,-,-,-
129,경상남도 창원시 의창구 동읍 봉곡리,5**,단독,8m미만,151.35,698.00,202109,16,"17,000",-,-,2002,동읍로1055번길,20220104,-,-
130,경상남도 창원시 의창구 봉곡동,6*,다가구,25m미만,250.58,289.60,202109,16,"78,000",-,-,2012,지귀로,-,-,-
131,경상남도 창원시 의창구 북면 외산리,1***,다가구,8m미만,108.72,756.00,202109,14,"42,100",-,-,1900,거산길,-,-,-
132,경상남도 창원시 의창구 북면 외산리,1***,다가구,8m미만,108.72,9137.00,202109,14,"42,500",-,-,2017,거산길,20210924,-,-
133,경상남도 창원시 의창구 봉곡동,5*,다가구,12m미만,256.32,271.30,202109,14,"64,700",-,-,2014,지귀로120번길,-,-,-
134,경상남도 창원시 의창구 명서동,4*,단독,12m미만,113.21,234.90,202109,13,"38,400",-,-,1987,명지로,-,-,-
135,경상남도 창원시 의창구 서상동,6**,단독,12m미만,298.90,178.50,202109,11,"59,500",-,-,2010,평산로185번길,-,-,-
136,경상남도 창원시 의창구 봉곡동,*,단독,12m미만,164.54,239.50,202109,11,"28,800",-,-,1988,서곡길,-,-,-
137,경상남도 창원시 의창구 봉곡동,2*,단독,12m미만,242.19,243.90,202109,10,"42,500",-,-,1989,지귀로32번길,-,-,-
138,경상남도 창원시 의창구 사림동,1**,다가구,12m미만,250.49,263.40,202109,09,"65,900",-,-,2015,사림로85번길,-,-,-
139,경상남도 창원시 의창구 동읍 용잠리,7**,단독,8m미만,92.67,289.00,202109,08,"14,400",-,-,1987,동읍로83번길,-,-,-
140,경상남도 창원시 의창구 동읍 용잠리,7**,다가구,8m미만,201.95,463.00,202109,07,"40,000",-,-,2012,동읍로83번길,-,-,-
141,경상남도 창원시 의창구 북동,1**,단독,12m미만,51.21,364.00,202109,06,"28,500",-,-,2008,천주로36번길,-,-,-
142,경상남도 창원시 의창구 사림동,1**,다가구,12m미만,245.52,248.80,202109,04,"56,000",-,-,2013,사림로71번길,-,-,-
143,경상남도 창원시 의창구 소계동,7**,단독,8m미만,111.96,102.50,202109,04,"13,500",-,-,1991,소계로94번길,-,-,-
144,경상남도 창원시 의창구 봉곡동,1*,단독,12m미만,247.50,262.70,202109,04,"44,000",-,-,2001,지귀로73번길,-,-,-
145,경상남도 창원시 의창구 서상동,5**,단독,8m미만,129.00,154.00,202109,03,"24,700",-,-,1979,서상로,-,-,-
146,경상남도 창원시 의창구 동읍 봉곡리,8**,단독,8m미만,76.69,962.00,202109,02,"27,500",-,-,1930,동읍로1079번길,-,-,-
147,경상남도 창원시 의창구 동읍 금산리,3**,단독,8m미만,137.49,610.00,202109,02,"19,000",-,-,1990,동읍로835번길,-,-,-
148,경상남도 창원시 의창구 봉곡동,9*,다가구,12m미만,261.00,262.80,202108,31,"75,000",-,-,2015,봉곡로24번길,-,-,-
149,경상남도 창원시 의창구 봉곡동,4*,단독,12m미만,219.70,249.50,202108,28,"35,600",-,-,1995,지귀로28번길,20211014,-,-
150,경상남도 창원시 의창구 서상동,4**,단독,12m미만,111.70,160.00,202108,28,"24,400",-,-,1979,천주로12번길,-,-,-
151,경상남도 창원시 의창구 명서동,4*,단독,12m미만,153.06,205.80,202108,28,"35,600",-,-,1995,원이대로189번길,-,-,-
152,경상남도 창원시 의창구 팔용동,1**,단독,8m미만,535.38,278.10,202108,27,"66,700",-,-,1991,남산로9번길,-,-,-
153,경상남도 창원시 의창구 도계동,3**,단독,12m미만,330.06,165.90,202108,27,"69,000",-,-,2016,하남천동길32번길,-,-,-
154,경상남도 창원시 의창구 소답동,4**,단독,12m미만,138.19,167.00,202108,25,"22,000",-,-,1990,의안로,-,-,-
155,경상남도 창원시 의창구 명서동,1**,단독,12m미만,186.87,256.40,202108,25,"30,000",-,-,1988,원이대로214번길,-,-,-
156,경상남도 창원시 의창구 소답동,4**,단독,12m미만,138.19,176.00,202108,25,"22,500",-,-,1990,의안로,20210917,-,-
157,경상남도 창원시 의창구 대산면 가술리,3**,단독,8m미만,98.96,221.00,202108,25,"19,000",-,-,2019,가술길1번길,-,-,-
158,경상남도 창원시 의창구 대산면 제동리,3**,단독,8m미만,74.25,225.00,202108,23,"15,000",-,-,1992,제동길,-,-,-
159,경상남도 창원시 의창구 명서동,8*,다가구,25m미만,235.82,272.10,202108,21,"30,000",-,-,1991,우곡로,-,-,-
160,경상남도 창원시 의창구 명서동,9*,단독,12m미만,334.74,264.40,202108,19,"43,000",-,-,1991,원이대로196번길,-,-,-
161,경상남도 창원시 의창구 동읍 화양리,1**,단독,8m미만,84.94,364.00,202108,17,"47,700",-,-,1900,동읍로,-,-,-
162,경상남도 창원시 의창구 동읍 화양리,1**,단독,8m미만,84.94,364.00,202108,17,"47,700",-,-,1990,동읍로,20211006,-,-
163,경상남도 창원시 의창구 북면 신촌리,8**,단독,8m미만,72.00,489.00,202108,14,"15,600",-,-,1990,신리길30번길,-,-,-
164,경상남도 창원시 의창구 북동,1**,단독,12m미만,51.21,364.00,202108,12,"28,500",-,-,2008,천주로36번길,20210906,-,-
165,경상남도 창원시 의창구 서상동,4**,다가구,8m미만,272.83,227.00,202108,12,"35,000",-,-,2002,천주로18번길,-,-,-
166,경상남도 창원시 의창구 봉곡동,1**,단독,12m미만,125.96,270.40,202108,11,"34,000",-,-,1988,봉곡로120번길,-,-,-
167,경상남도 창원시 의창구 대산면 제동리,2*,단독,8m미만,79.00,278.00,202108,11,"18,000",-,-,1995,제동길,-,-,-
168,경상남도 창원시 의창구 동읍 용잠리,7**,단독,8m미만,42.66,142.00,202108,10,"10,200",-,-,1966,동읍로83번길,-,-,-
169,경상남도 창원시 의창구 명서동,9*,단독,12m미만,140.86,242.30,202108,09,"31,700",-,-,1988,원이대로196번길,20211102,-,-
170,경상남도 창원시 의창구 북면 외산리,2**,단독,8m미만,130.38,500.00,202108,07,"23,700",-,-,2017,외산로388번길,-,-,-
171,경상남도 창원시 의창구 봉곡동,1**,단독,12m미만,198.78,243.30,202108,06,"33,000",-,-,1990,창이대로263번길,-,-,-
172,경상남도 창원시 의창구 명서동,6*,단독,12m미만,176.04,264.80,202108,06,"39,500",-,-,1991,명서로89번길,-,-,-
173,경상남도 창원시 의창구 소답동,1**,단독,12m미만,161.28,144.40,202108,03,"47,000",-,-,1989,의안로12번길,-,-,-
174,경상남도 창원시 의창구 도계동,3**,단독,12m미만,184.37,135.60,202108,02,"22,432",-,-,1990,도계두리길,-,-,-
