□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
17,경상남도 창원시 마산회원구 합성동,3**,단독,25m미만,435.36,177.10,202112,08,"41,595",-,-,1988,합성남로,-,직거래,-
18,경상남도 창원시 마산회원구 석전동,2**,단독,25m이상,503.11,153.40,202112,07,"160,000",-,-,1990,3·15대로,-,중개거래,부산 연제구
19,경상남도 창원시 마산회원구 석전동,2**,단독,8m미만,125.36,129.00,202112,07,"45,000",-,-,1977,3·15대로,-,직거래,-
20,경상남도 창원시 마산회원구 구암동,1***,단독,8m미만,74.81,128.80,202112,03,"9,100",-,-,1983,금강로,-,중개거래,경남 창원의창구
21,경상남도 창원시 마산회원구 회원동,5*,단독,12m미만,302.33,205.30,202112,02,"55,000",-,-,1989,회원동11길,-,중개거래,경남 창원마산회원구
22,경상남도 창원시 마산회원구 구암동,*,단독,8m미만,175.74,167.60,202112,02,"23,000",-,-,1987,구암서9길,-,중개거래,경남 창원마산회원구
23,경상남도 창원시 마산회원구 양덕동,6*,단독,8m미만,146.20,148.50,202112,01,"23,000",-,-,1985,양덕남2길,-,직거래,-
24,경상남도 창원시 마산회원구 구암동,1***,단독,12m미만,161.62,150.10,202111,30,"18,000",-,-,1983,구암북12길,-,중개거래,경남 창원마산합포구
25,경상남도 창원시 마산회원구 양덕동,1*,단독,12m미만,197.85,195.70,202111,29,"33,500",-,-,1993,양덕북5길,-,중개거래,경남 창원마산회원구
26,경상남도 창원시 마산회원구 석전동,2**,단독,8m미만,133.52,172.90,202111,27,"67,000",-,-,1978,3·15대로,-,직거래,-
27,경상남도 창원시 마산회원구 회성동,4**,단독,12m미만,74.71,176.50,202111,26,"14,000",-,-,1982,회성시장2길,-,중개거래,경남 창원마산회원구
28,경상남도 창원시 마산회원구 회원동,6**,단독,25m이상,249.69,90.90,202111,25,"28,000",-,-,1990,무학로,-,중개거래,부산 사하구
29,경상남도 창원시 마산회원구 회원동,6**,단독,25m이상,249.69,90.90,202111,25,"28,000",-,-,1990,무학로,20220310,중개거래,부산 사하구
30,경상남도 창원시 마산회원구 구암동,2**,단독,8m미만,119.88,119.00,202111,25,"13,000",-,-,1983,금강로,-,직거래,-
31,경상남도 창원시 마산회원구 양덕동,1**,단독,8m미만,124.70,140.80,202111,24,"22,000",-,-,1976,양덕시장길,-,직거래,-
32,경상남도 창원시 마산회원구 구암동,1***,단독,8m미만,151.72,137.80,202111,20,"13,800",-,-,1984,구암북17길,-,중개거래,경남 창원의창구
33,경상남도 창원시 마산회원구 양덕동,4*,다가구,8m미만,173.12,186.30,202111,20,"27,000",-,-,1982,양덕동12길,-,중개거래,경남 창원마산회원구
34,경상남도 창원시 마산회원구 합성동,7*,단독,8m미만,119.93,122.30,202111,19,"8,500",-,-,1978,합성북4길,-,직거래,-
35,경상남도 창원시 마산회원구 양덕동,1**,단독,8m미만,118.85,148.20,202111,16,"27,500",-,-,1977,양덕시장길,-,중개거래,경남 창원마산회원구
36,경상남도 창원시 마산회원구 구암동,1***,단독,8m미만,164.84,221.90,202111,14,"18,000",-,-,1988,구암동5길,-,직거래,-
37,경상남도 창원시 마산회원구 회원동,2*,단독,12m미만,59.04,107.30,202111,13,"9,300",-,-,1973,회원동12길,-,중개거래,경남 창원마산회원구
38,경상남도 창원시 마산회원구 회원동,2*,단독,12m미만,68.74,128.60,202111,13,"20,200",-,-,1973,회원동12길,-,중개거래,경남 창원마산회원구 경남 창원의창구
39,경상남도 창원시 마산회원구 내서읍 상곡리,4*,다가구,12m미만,321.24,178.00,202111,10,"70,000",-,-,2016,상곡안길,-,중개거래,경남 창원마산회원구
40,경상남도 창원시 마산회원구 두척동,7**,단독,8m미만,122.72,224.00,202111,09,"19,722",-,-,1997,마재고개길,-,중개거래,경남 창원마산회원구
41,경상남도 창원시 마산회원구 회성동,4**,단독,12m미만,74.61,127.00,202111,08,"13,800",-,-,1980,회성남13길,-,직거래,-
42,경상남도 창원시 마산회원구 합성동,3**,단독,8m미만,81.45,99.80,202111,08,"14,000",-,-,1980,합성동13길,-,중개거래,경남 창원마산회원구
43,경상남도 창원시 마산회원구 석전동,1**,단독,8m미만,105.19,261.00,202111,06,"18,000",-,-,1979,석전북7길,-,중개거래,경남 창원마산회원구
44,경상남도 창원시 마산회원구 합성동,2**,단독,8m미만,116.23,133.00,202111,06,"30,199",-,-,1978,합성남11길,-,중개거래,경남 창원마산회원구
45,경상남도 창원시 마산회원구 내서읍 중리,1***,단독,8m미만,83.97,370.00,202111,05,"23,674",-,-,1954,신평로,-,중개거래,경남 창원마산회원구 경남 함안군
46,경상남도 창원시 마산회원구 양덕동,1*,다가구,12m미만,608.44,198.00,202111,05,"75,000",-,-,2014,양덕북2길,-,중개거래,경남 창원마산회원구
47,경상남도 창원시 마산회원구 양덕동,4*,다가구,8m미만,437.61,244.90,202111,05,"92,155",-,-,2021,양덕동19길,-,중개거래,경남 창원의창구
48,경상남도 창원시 마산회원구 회원동,2*,다가구,12m미만,428.76,286.30,202111,05,"93,875",-,-,2021,회원동12길,-,중개거래,경남 창원의창구
49,경상남도 창원시 마산회원구 회원동,6**,단독,12m미만,111.19,112.90,202111,04,"12,800",-,-,1986,회원북13길,-,중개거래,경남 창원마산회원구
50,경상남도 창원시 마산회원구 구암동,4**,다가구,8m미만,456.48,252.60,202111,03,"89,432",-,-,2020,구암북15길,-,중개거래,경남 창원의창구
51,경상남도 창원시 마산회원구 양덕동,8**,다가구,12m미만,570.76,319.20,202111,02,"126,219",-,-,2021,양덕북12길,-,중개거래,경남 창원의창구
52,경상남도 창원시 마산회원구 회원동,6**,단독,8m미만,74.78,154.00,202111,02,"15,860",-,-,1981,회원북13길,-,중개거래,경남 창원마산회원구
53,경상남도 창원시 마산회원구 양덕동,8**,다가구,12m미만,476.90,265.10,202111,02,"105,208",-,-,2021,양덕북12길,-,중개거래,경남 창원의창구
54,경상남도 창원시 마산회원구 구암동,*,다가구,12m미만,627.76,334.30,202111,02,"131,966",-,-,2021,구암서3길,-,중개거래,경남 창원의창구
55,경상남도 창원시 마산회원구 회원동,2*,다가구,12m미만,333.96,231.40,202111,02,"75,968",-,-,2021,회원동15길,-,중개거래,경남 창원의창구
56,경상남도 창원시 마산회원구 내서읍 삼계리,1***,단독,8m미만,60.00,216.00,202110,31,"13,300",-,-,2015,삼계로,-,-,-
57,경상남도 창원시 마산회원구 합성동,2**,단독,12m미만,140.92,125.00,202110,30,"46,100",-,-,1983,합성남9길,-,-,-
58,경상남도 창원시 마산회원구 내서읍 중리,1***,다가구,12m미만,393.84,270.40,202110,29,"64,000",-,-,2010,중리1길,-,-,-
59,경상남도 창원시 마산회원구 양덕동,1**,단독,12m미만,135.53,122.50,202110,29,"28,600",-,-,1978,양덕북10길,-,-,-
60,경상남도 창원시 마산회원구 회원동,4**,단독,8m미만,48.83,116.00,202110,29,"14,000",-,-,1967,회원동1길,-,-,-
61,경상남도 창원시 마산회원구 회원동,4**,다가구,25m미만,142.08,62.00,202110,29,"45,000",-,-,2006,북성로,-,-,-
62,경상남도 창원시 마산회원구 회원동,*,단독,8m미만,124.26,133.20,202110,28,"17,500",-,-,1998,회원동로,-,-,-
63,경상남도 창원시 마산회원구 합성동,2**,단독,25m이상,252.68,330.90,202110,28,"71,430",-,-,1983,팔용로,-,-,-
64,경상남도 창원시 마산회원구 회원동,*,단독,8m미만,124.26,133.20,202110,28,"17,500",-,-,1998,회원동로,20211124,-,-
65,경상남도 창원시 마산회원구 구암동,1*,단독,25m미만,65.78,117.90,202110,27,"24,300",-,-,1978,구암서1길,-,-,-
66,경상남도 창원시 마산회원구 합성동,2**,단독,12m미만,172.38,147.70,202110,26,"40,854",-,-,1983,합성남9길,-,-,-
67,경상남도 창원시 마산회원구 양덕동,2*,단독,8m미만,120.24,109.30,202110,26,"17,000",-,-,1973,양덕북3길,-,-,-
68,경상남도 창원시 마산회원구 회원동,3*,단독,12m미만,55.74,92.80,202110,25,"13,300",-,-,1973,회원동14길,20211116,-,-
69,경상남도 창원시 마산회원구 양덕동,7*,단독,8m미만,126.64,206.90,202110,25,"30,900",-,-,1978,양덕서6길,-,-,-
70,경상남도 창원시 마산회원구 회원동,3*,단독,12m미만,55.74,92.80,202110,25,"13,300",-,-,1973,회원동14길,-,-,-
71,경상남도 창원시 마산회원구 회원동,4**,단독,25m미만,70.58,168.00,202110,25,"55,000",-,-,1999,회원동1길,-,-,-
72,경상남도 창원시 마산회원구 석전동,2**,단독,12m미만,44.50,69.90,202110,23,"9,800",-,-,1984,회성동8길,-,-,-
73,경상남도 창원시 마산회원구 구암동,2*,단독,12m미만,160.48,121.10,202110,22,"35,000",-,-,1980,구암남3길,-,-,-
74,경상남도 창원시 마산회원구 구암동,8*,다가구,8m미만,87.81,81.40,202110,22,"7,200",-,-,1978,구암남8길,-,-,-
75,경상남도 창원시 마산회원구 합성동,1**,단독,25m미만,121.64,117.00,202110,21,"18,900",-,-,1979,구암남1길,-,-,-
76,경상남도 창원시 마산회원구 석전동,3*,단독,8m미만,61.90,74.00,202110,20,"5,500",-,-,1969,석전남23길,-,-,-
77,경상남도 창원시 마산회원구 양덕동,7*,단독,8m미만,94.15,91.20,202110,18,"13,000",-,-,1990,양덕서6길,-,-,-
78,경상남도 창원시 마산회원구 내서읍 중리,1***,다가구,12m미만,308.42,203.40,202110,16,"64,300",-,-,2012,중리상곡로,-,-,-
79,경상남도 창원시 마산회원구 내서읍 호계리,5**,다가구,8m미만,220.36,322.00,202110,15,"39,000",-,-,2008,호계본동3길,-,-,-
80,경상남도 창원시 마산회원구 구암동,9*,단독,8m미만,122.07,115.80,202110,15,"10,000",-,-,1982,구암남15길,-,-,-
81,경상남도 창원시 마산회원구 구암동,2**,단독,12m미만,131.50,99.80,202110,14,"10,000",-,-,1979,구암북9길,-,-,-
82,경상남도 창원시 마산회원구 합성동,2**,단독,8m미만,148.80,164.80,202110,13,"38,737",-,-,1988,합성남3길,-,-,-
83,경상남도 창원시 마산회원구 내서읍 상곡리,2**,단독,8m미만,60.00,238.00,202110,13,"7,230",-,-,1980,상곡로,-,-,-
84,경상남도 창원시 마산회원구 회원동,4*,단독,12m미만,198.68,198.70,202110,12,"26,000",-,-,1973,회원동12길,-,-,-
85,경상남도 창원시 마산회원구 회원동,*,단독,12m미만,130.21,155.70,202110,12,"24,000",-,-,1980,회원동24길,-,-,-
86,경상남도 창원시 마산회원구 양덕동,8**,단독,8m미만,131.76,146.10,202110,12,"12,000",-,-,1978,양덕북9길,-,-,-
87,경상남도 창원시 마산회원구 구암동,2**,단독,8m미만,120.93,116.10,202110,11,"11,000",-,-,1994,구암북17길,-,-,-
88,경상남도 창원시 마산회원구 양덕동,1*,단독,8m미만,177.75,186.10,202110,09,"30,500",-,-,1974,양덕북1길,-,-,-
89,경상남도 창원시 마산회원구 회원동,3*,단독,8m미만,62.58,142.50,202110,09,"7,310",-,-,1973,북성로,-,-,-
90,경상남도 창원시 마산회원구 회원동,3*,단독,12m미만,260.15,198.30,202110,08,"38,000",-,-,1989,회원동12길,-,-,-
91,경상남도 창원시 마산회원구 구암동,2**,단독,12m미만,128.10,192.10,202110,08,"28,000",-,-,1986,구암북8길,-,-,-
92,경상남도 창원시 마산회원구 합성동,7*,단독,8m미만,160.39,144.00,202110,06,"13,000",-,-,1979,합성북3길,-,-,-
93,경상남도 창원시 마산회원구 구암동,2**,단독,12m미만,146.48,134.50,202110,06,"15,750",-,-,1982,구암북4길,-,-,-
94,경상남도 창원시 마산회원구 합성동,1**,단독,8m미만,76.41,135.80,202110,01,"16,400",-,-,1984,합성시장길,-,-,-
95,경상남도 창원시 마산회원구 회원동,6*,단독,12m미만,61.49,151.70,202109,30,"20,500",-,-,1998,회원천북길,-,-,-
96,경상남도 창원시 마산회원구 석전동,2**,단독,8m미만,122.25,127.50,202109,30,"10,000",-,-,1979,석전동3길,-,-,-
97,경상남도 창원시 마산회원구 내서읍 호계리,4**,단독,12m미만,99.66,309.00,202109,30,"42,000",-,-,1996,호계본동2길,-,-,-
98,경상남도 창원시 마산회원구 합성동,2**,단독,12m미만,131.80,148.70,202109,29,"32,500",-,-,1979,합성남9길,-,-,-
99,경상남도 창원시 마산회원구 합성동,3**,단독,12m미만,284.74,165.90,202109,28,"49,000",-,-,1985,합성남9길,-,-,-
100,경상남도 창원시 마산회원구 합성동,2**,단독,8m미만,169.86,174.40,202109,28,"36,999",-,-,1988,합성남14길,-,-,-
101,경상남도 창원시 마산회원구 양덕동,7*,단독,8m미만,55.47,91.60,202109,28,"18,000",-,-,1973,산호천서길,-,-,-
102,경상남도 창원시 마산회원구 회성동,4**,단독,25m이상,556.60,242.90,202109,24,"79,700",-,-,1980,북성로,-,-,-
103,경상남도 창원시 마산회원구 봉암동,4**,단독,8m미만,47.04,90.10,202109,23,"8,500",-,-,1983,봉양로,-,-,-
104,경상남도 창원시 마산회원구 내서읍 삼계리,1***,단독,8m미만,117.87,355.00,202109,23,"42,000",-,-,2016,삼계로,-,-,-
105,경상남도 창원시 마산회원구 회성동,4**,단독,8m미만,60.59,128.50,202109,18,"9,800",-,-,1974,회성남12길,-,-,-
106,경상남도 창원시 마산회원구 합성동,2**,단독,8m미만,55.90,124.90,202109,17,"12,000",-,-,1981,합성남11길,-,-,-
107,경상남도 창원시 마산회원구 회원동,6**,다가구,12m미만,175.30,159.60,202109,17,"33,000",-,-,1993,회원북21길,-,-,-
108,경상남도 창원시 마산회원구 봉암동,4**,단독,12m미만,147.02,147.90,202109,16,"24,500",-,-,1986,봉암북10길,-,-,-
109,경상남도 창원시 마산회원구 합성동,2**,단독,8m미만,130.69,127.00,202109,16,"22,000",-,-,1986,합성남8길,-,-,-
110,경상남도 창원시 마산회원구 회원동,4**,단독,8m미만,110.02,117.00,202109,15,"15,000",-,-,1978,회원동1길,-,-,-
111,경상남도 창원시 마산회원구 석전동,2**,단독,12m미만,166.38,141.30,202109,15,"56,000",-,-,1989,석전남10길,-,-,-
112,경상남도 창원시 마산회원구 합성동,6*,단독,8m미만,120.62,140.40,202109,14,"18,000",-,-,1979,합성북18길,-,-,-
113,경상남도 창원시 마산회원구 회원동,6**,단독,25m미만,159.90,146.60,202109,13,"32,750",-,-,1985,회원남33길,-,-,-
114,경상남도 창원시 마산회원구 구암동,9*,단독,8m미만,74.54,76.20,202109,06,"6,450",-,-,1980,구암남17길,-,-,-
115,경상남도 창원시 마산회원구 구암동,9*,단독,8m미만,84.30,76.20,202109,06,"6,550",-,-,1980,구암남17길,-,-,-
116,경상남도 창원시 마산회원구 내서읍 삼계리,1***,단독,8m미만,98.91,237.00,202109,06,"22,100",-,-,2011,삼계로,-,-,-
117,경상남도 창원시 마산회원구 내서읍 신감리,5**,단독,12m미만,152.58,308.00,202109,06,"39,600",-,-,2015,광려로,-,-,-
118,경상남도 창원시 마산회원구 합성동,1**,단독,8m미만,74.70,137.60,202109,06,"14,000",-,-,1984,합성동1길,-,-,-
119,경상남도 창원시 마산회원구 석전동,2**,단독,12m미만,67.60,115.40,202109,04,"15,000",-,-,1977,석전동7길,-,-,-
120,경상남도 창원시 마산회원구 양덕동,6*,단독,8m미만,125.82,261.70,202109,04,"28,000",-,-,1972,산호천동길,-,-,-
121,경상남도 창원시 마산회원구 내서읍 삼계리,1***,단독,8m미만,167.95,405.00,202109,03,"49,000",-,-,2014,삼계로,-,-,-
122,경상남도 창원시 마산회원구 구암동,9*,단독,12m미만,90.28,149.40,202109,01,"16,500",-,-,1978,구암남17길,-,-,-
123,경상남도 창원시 마산회원구 양덕동,9*,단독,12m미만,132.70,122.10,202109,01,"33,300",-,-,1978,양덕북4길,-,-,-
124,경상남도 창원시 마산회원구 합성동,2**,단독,8m미만,163.01,149.80,202108,28,"20,945",-,-,1978,합성남15길,-,-,-
125,경상남도 창원시 마산회원구 구암동,1***,단독,12m미만,122.62,124.00,202108,27,"21,500",-,-,1983,구암북17길,-,-,-
126,경상남도 창원시 마산회원구 양덕동,7*,단독,8m미만,197.25,197.60,202108,26,"14,600",-,-,1977,산호천서길,-,-,-
127,경상남도 창원시 마산회원구 합성동,2**,단독,8m미만,32.96,51.60,202108,24,"17,626",-,-,1985,합성남12길,-,-,-
128,경상남도 창원시 마산회원구 구암동,2**,단독,8m미만,67.43,153.10,202108,23,"24,000",-,-,1983,구암북10길,-,-,-
129,경상남도 창원시 마산회원구 구암동,1***,단독,8m미만,117.18,136.70,202108,21,"18,000",-,-,1983,소계천서길,-,-,-
130,경상남도 창원시 마산회원구 양덕동,7*,단독,8m미만,68.98,121.30,202108,20,"24,000",-,-,1977,양덕서6길,-,-,-
131,경상남도 창원시 마산회원구 석전동,2**,단독,8m미만,130.65,126.40,202108,20,"14,000",-,-,1983,석전북17길,-,-,-
132,경상남도 창원시 마산회원구 회원동,3*,단독,12m미만,130.70,166.60,202108,20,"33,000",-,-,1977,회원동16길,-,-,-
133,경상남도 창원시 마산회원구 회성동,2**,단독,8m미만,35.93,166.40,202108,19,"7,000",-,-,1974,회성북1길,-,-,-
134,경상남도 창원시 마산회원구 구암동,2**,단독,12m미만,129.14,121.60,202108,19,"17,000",-,-,1980,구암북15길,-,-,-
135,경상남도 창원시 마산회원구 합성동,2**,단독,12m미만,73.65,140.00,202108,17,"24,800",-,-,1977,합성남11길,-,-,-
136,경상남도 창원시 마산회원구 내서읍 삼계리,1***,단독,8m미만,131.13,316.00,202108,15,"35,400",-,-,2015,안계길,-,-,-
137,경상남도 창원시 마산회원구 구암동,1***,단독,8m미만,117.18,136.70,202108,12,"18,000",-,-,1983,소계천서길,20210821,-,-
138,경상남도 창원시 마산회원구 내서읍 삼계리,6**,단독,8m미만,75.60,149.00,202108,12,"7,000",-,-,1993,삼계본동1길,-,-,-
139,경상남도 창원시 마산회원구 내서읍 원계리,4**,다가구,12m미만,275.16,216.00,202108,10,"45,200",-,-,2018,,-,-,-
140,경상남도 창원시 마산회원구 내서읍 삼계리,1***,단독,8m미만,61.92,137.00,202108,10,"13,583",-,-,2012,안계길,-,-,-
141,경상남도 창원시 마산회원구 석전동,1**,단독,8m미만,85.94,148.00,202108,10,"18,000",-,-,1978,석전북2길,-,-,-
142,경상남도 창원시 마산회원구 합성동,6*,단독,8m미만,120.62,140.40,202108,09,"18,000",-,-,1979,합성북18길,20210913,-,-
143,경상남도 창원시 마산회원구 합성동,2**,다가구,8m미만,262.28,177.00,202108,07,"31,500",-,-,2003,합성남3길,-,-,-
144,경상남도 창원시 마산회원구 회원동,5*,단독,8m미만,93.17,161.80,202108,07,"14,500",-,-,1973,회원동7길,-,-,-
145,경상남도 창원시 마산회원구 회원동,4**,단독,8m미만,62.22,116.00,202108,05,"31,580",-,-,1985,회원남로,-,-,-
146,경상남도 창원시 마산회원구 석전동,2**,단독,12m미만,65.32,127.30,202108,04,"16,300",-,-,1980,석전서6길,-,-,-
147,경상남도 창원시 마산회원구 구암동,2*,다가구,12m미만,126.21,110.90,202108,04,"20,000",-,-,1979,구암남2길,-,-,-
148,경상남도 창원시 마산회원구 회원동,6**,단독,12m미만,144.69,127.30,202108,03,"15,500",-,-,1985,회원남33길,-,-,-
149,경상남도 창원시 마산회원구 합성동,9*,단독,8m미만,106.78,94.10,202108,03,"17,500",-,-,1977,합성서10길,-,-,-
150,경상남도 창원시 마산회원구 회원동,6**,단독,8m미만,152.19,139.80,202108,03,"36,000",-,-,1981,회원북28길,-,-,-
151,경상남도 창원시 마산회원구 회원동,6**,단독,8m미만,95.77,105.30,202108,02,"12,000",-,-,1978,교방시장1길,-,-,-
152,경상남도 창원시 마산회원구 합성동,2**,단독,12m미만,104.68,95.50,202107,29,"19,299",-,-,1983,합성남14길,-,-,-
153,경상남도 창원시 마산회원구 합성동,8*,단독,8m미만,146.31,129.80,202107,29,"25,000",-,-,1979,합성서7길,-,-,-
154,경상남도 창원시 마산회원구 회원동,1***,다가구,8m미만,262.72,195.00,202107,29,"25,000",-,-,1991,회원북21길,20210831,-,-
155,경상남도 창원시 마산회원구 회원동,1***,다가구,8m미만,262.72,195.00,202107,29,"25,000",-,-,1991,회원북21길,-,-,-
156,경상남도 창원시 마산회원구 합성동,1**,단독,8m미만,169.01,164.50,202107,28,"42,000",-,-,1988,합포성지길,-,-,-
157,경상남도 창원시 마산회원구 회원동,*,단독,12m미만,109.93,186.10,202107,28,"20,700",-,-,1976,회원동31길,-,-,-
158,경상남도 창원시 마산회원구 회원동,*,단독,12m미만,109.93,186.10,202107,28,"20,700",-,-,1976,회원동31길,20210826,-,-
159,경상남도 창원시 마산회원구 합성동,5**,단독,8m미만,118.28,141.00,202107,28,"14,500",-,-,1980,금강로,-,-,-
160,경상남도 창원시 마산회원구 구암동,2*,단독,12m미만,88.36,89.80,202107,27,"14,000",-,-,1978,구암남6길,-,-,-
161,경상남도 창원시 마산회원구 회원동,*,단독,12m미만,103.30,111.10,202107,24,"12,000",-,-,2010,회원동31길,-,-,-
162,경상남도 창원시 마산회원구 합성동,1**,다가구,25m미만,302.16,156.00,202107,23,"54,700",-,-,2011,구암남1길,20210727,-,-
163,경상남도 창원시 마산회원구 합성동,1**,다가구,25m미만,302.16,156.00,202107,23,"54,700",-,-,2011,구암남1길,-,-,-
164,경상남도 창원시 마산회원구 양덕동,6*,단독,8m미만,131.01,111.90,202107,21,"9,000",-,-,1980,양덕남2길,-,-,-
165,경상남도 창원시 마산회원구 구암동,2**,단독,8m미만,117.24,116.10,202107,20,"13,000",-,-,1983,구암북18길,-,-,-
166,경상남도 창원시 마산회원구 회성동,2**,단독,8m미만,71.07,175.60,202107,20,"14,000",-,-,1993,회성북4길,-,-,-
167,경상남도 창원시 마산회원구 합성동,7*,단독,12m미만,73.04,122.80,202107,19,"18,200",-,-,1980,합성북14길,-,-,-
168,경상남도 창원시 마산회원구 양덕동,3*,다가구,8m미만,153.69,147.10,202107,19,"24,000",-,-,1985,양덕동16길,-,-,-
169,경상남도 창원시 마산회원구 구암동,2**,단독,12m미만,195.29,186.20,202107,19,"23,500",-,-,1986,구암북2길,-,-,-
170,경상남도 창원시 마산회원구 양덕동,*,단독,8m미만,66.78,146.80,202107,16,"14,800",-,-,1975,양덕북20길,-,-,-
171,경상남도 창원시 마산회원구 내서읍 삼계리,1***,단독,8m미만,133.92,242.00,202107,16,"35,000",-,-,2013,삼계로,20210720,-,-
172,경상남도 창원시 마산회원구 내서읍 삼계리,1***,단독,8m미만,133.92,242.00,202107,16,"35,000",-,-,2013,삼계로,-,-,-
173,경상남도 창원시 마산회원구 내서읍 중리,1***,단독,8m미만,97.02,334.00,202107,15,"10,700",-,-,2001,상동길,-,-,-
174,경상남도 창원시 마산회원구 회원동,4*,단독,12m미만,198.68,198.70,202107,15,"26,000",-,-,1973,회원동12길,-,-,-
175,경상남도 창원시 마산회원구 회원동,4*,단독,12m미만,131.48,200.00,202107,15,"31,150",-,-,1977,회원동12길,-,-,-
176,경상남도 창원시 마산회원구 구암동,2*,단독,8m미만,74.88,127.90,202107,12,"13,500",-,-,1982,구암남6길,-,-,-
177,경상남도 창원시 마산회원구 회성동,4**,단독,12m미만,81.06,116.00,202107,10,"16,000",-,-,1980,회성남13길,-,-,-
178,경상남도 창원시 마산회원구 회원동,*,단독,12m미만,49.68,90.20,202107,09,"11,000",-,-,1974,회원동31길,-,-,-
