□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
17,경상남도 창원시 진해구 여좌동,9*,단독,8m미만,58.12,107.30,202211,28,"6,500",-,-,1976,여좌로83번길,-,중개거래,경남 창원진해구
18,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,39.31,96.00,202211,28,"8,000",-,-,1970,백구로,-,중개거래,경남 창원진해구
19,경상남도 창원시 진해구 안골동,3**,단독,12m미만,275.19,297.80,202211,24,"30,000",-,-,2001,안골로298번길,-,중개거래,경남 창원진해구
20,경상남도 창원시 진해구 태백동,1*,단독,12m미만,42.11,60.00,202211,24,"20,000",-,-,1991,대야남로63번길,-,중개거래,경남 창원성산구 경남 창원진해구
21,경상남도 창원시 진해구 경화동,1***,단독,8m미만,76.93,145.10,202211,17,"17,000",-,-,1979,충장로245번길,-,중개거래,경남 창원진해구
22,경상남도 창원시 진해구 안골동,5**,단독,8m미만,64.86,108.00,202211,16,"10,004",-,-,1997,안골로220번가길,-,중개거래,경남 창원진해구
23,경상남도 창원시 진해구 여좌동,9*,단독,12m미만,76.72,98.30,202211,16,"7,000",-,-,1972,여좌로83번길,-,중개거래,경남 창원진해구
24,경상남도 창원시 진해구 용원동,1***,단독,25m미만,434.72,210.20,202211,16,"38,000",-,-,2006,용원로90번길,-,직거래,-
25,경상남도 창원시 진해구 경화동,9**,단독,12m미만,103.74,186.00,202211,16,"22,000",-,-,1972,경화로22번길,-,중개거래,경남 창원진해구
26,경상남도 창원시 진해구 여좌동,1**,단독,8m미만,173.60,200.90,202211,15,"14,000",-,-,1989,여좌로56번길,-,중개거래,경기 남양주시
27,경상남도 창원시 진해구 경화동,9**,단독,12m미만,48.89,69.00,202211,12,"11,000",-,-,1974,병암로7번길,-,중개거래,경남 창원진해구
28,경상남도 창원시 진해구 경화동,9**,단독,12m미만,147.64,308.00,202211,08,"26,200",-,-,1989,경화로38번길,-,중개거래,경남 창원성산구 경남 창원진해구
29,경상남도 창원시 진해구 여좌동,7**,단독,8m미만,175.14,175.20,202211,07,"25,000",-,-,1995,여좌로15번길,-,중개거래,경남 창원진해구
30,경상남도 창원시 진해구 여좌동,7**,단독,8m미만,119.14,201.70,202211,07,"17,000",-,-,1987,여좌로15번길,-,중개거래,경남 창원진해구
31,경상남도 창원시 진해구 경화동,1***,단독,8m미만,79.80,270.20,202211,04,"25,500",-,-,1977,충장로285번길,-,중개거래,경남 창원의창구
32,경상남도 창원시 진해구 두동,1***,단독,8m미만,83.01,486.00,202211,02,"27,000",-,-,2014,남의로116번길,-,중개거래,경남 창원진해구
33,경상남도 창원시 진해구 경화동,1***,단독,8m미만,66.02,120.90,202211,02,"6,000",-,-,1978,충장로,-,중개거래,경남 창원진해구
34,경상남도 창원시 진해구 수도동,1**,단독,8m미만,26.45,109.00,202210,28,"8,500",-,-,1925,수도로34번길,-,직거래,-
35,경상남도 창원시 진해구 석동,2**,단독,12m미만,316.56,179.10,202210,28,"45,000",-,-,2005,석동로39번길,20221130,중개거래,경남 창원진해구
36,경상남도 창원시 진해구 석동,1**,다가구,8m미만,387.64,203.60,202210,26,"49,000",-,-,2008,동진로35번길,20221207,중개거래,경남 김해시
37,경상남도 창원시 진해구 경화동,1***,단독,8m미만,53.19,114.20,202210,22,"13,000",-,-,1976,경화로37번길,-,중개거래,경남 창원성산구 경남 창원진해구
38,경상남도 창원시 진해구 서중동,*,단독,8m미만,68.23,446.00,202210,20,"13,700",-,-,1966,웅천로166번길,-,직거래,-
39,경상남도 창원시 진해구 여좌동,1**,다가구,8m미만,270.19,155.50,202210,18,"39,000",-,-,2011,여명로25번가길,-,중개거래,경남 창원진해구
40,경상남도 창원시 진해구 마천동,1**,단독,12m미만,816.60,262.00,202210,17,"75,000",-,-,1990,마천로,-,직거래,-
41,경상남도 창원시 진해구 회현동,1*,단독,8m미만,97.13,132.40,202210,08,"10,000",-,-,1978,편백로7번길,-,중개거래,경남 창원마산합포구
42,경상남도 창원시 진해구 태평동,4*,단독,8m미만,209.95,479.30,202210,08,"31,000",-,-,1980,태평로48번길,20221014,직거래,-
43,경상남도 창원시 진해구 경화동,1***,단독,25m미만,93.36,178.00,202210,07,"33,000",-,-,1980,조천로,-,중개거래,경남 창원진해구
44,경상남도 창원시 진해구 충의동,3*,단독,12m미만,44.79,80.00,202210,06,"8,000",-,-,1978,중원동로10번길,-,중개거래,경남 창원진해구
45,경상남도 창원시 진해구 이동,6**,단독,12m미만,99.86,178.10,202210,03,"24,500",-,-,1997,충장로450번길,-,중개거래,경남 창원진해구
46,경상남도 창원시 진해구 충의동,3*,단독,8m미만,49.86,85.30,202209,30,"7,500",-,-,1992,중원동로10번길,-,중개거래,경남 창원진해구
47,경상남도 창원시 진해구 제황산동,*,단독,8m미만,72.52,188.00,202209,29,"9,800",-,-,1998,제황로,-,중개거래,경남 창원진해구
48,경상남도 창원시 진해구 이동,3**,단독,12m미만,490.46,295.00,202209,29,"75,000",-,-,2011,충장로405번길,-,중개거래,경남 창원진해구
49,경상남도 창원시 진해구 남양동,1**,단독,8m미만,141.40,208.00,202209,28,"11,300",-,-,1935,남영로,-,중개거래,경남 창원진해구
50,경상남도 창원시 진해구 이동,6**,단독,12m미만,183.53,187.90,202209,28,"27,000",-,-,1996,충장로442번길,-,중개거래,경남 창원진해구
51,경상남도 창원시 진해구 남양동,1**,단독,8m미만,77.20,218.00,202209,28,"11,870",-,-,1970,남영로,-,중개거래,경남 창원진해구
52,경상남도 창원시 진해구 여좌동,7**,단독,8m미만,61.92,135.20,202209,22,"15,000",-,-,1971,여좌남로,-,직거래,-
53,경상남도 창원시 진해구 여좌동,9*,단독,8m미만,136.07,320.70,202209,21,"33,000",-,-,1999,여명로,-,중개거래,경남 창원진해구
54,경상남도 창원시 진해구 경화동,6**,단독,8m미만,57.96,76.00,202209,21,"16,000",-,-,1972,경화로30번길,-,중개거래,경남 창원마산회원구
55,경상남도 창원시 진해구 자은동,8**,단독,12m미만,304.67,201.00,202209,20,"53,400",-,-,2019,덕산로45번길,-,중개거래,경남 창원의창구
56,경상남도 창원시 진해구 경화동,6**,단독,8m미만,102.87,304.00,202209,20,"32,000",-,-,1945,충장로321번길,-,중개거래,부산 수영구
57,경상남도 창원시 진해구 여좌동,4*,단독,8m미만,62.61,198.40,202209,19,"6,000",-,-,1977,여좌로,-,중개거래,부산 금정구
58,경상남도 창원시 진해구 태백동,1*,단독,12m미만,97.27,96.00,202209,14,"32,486",-,-,1993,대야남로,-,중개거래,경남 창원진해구
59,경상남도 창원시 진해구 명동,1**,단독,8m미만,64.55,223.00,202209,13,"28,500",-,-,2007,명제로370번길,-,중개거래,경남 창원진해구
60,경상남도 창원시 진해구 여좌동,1**,단독,12m미만,221.85,274.20,202209,11,"29,000",-,-,1992,여좌남로49번길,-,중개거래,경남 창원진해구
61,경상남도 창원시 진해구 이동,6*,단독,25m미만,205.58,215.00,202209,03,"30,500",-,-,1989,냉천로8번길,-,중개거래,경남 창원진해구
62,경상남도 창원시 진해구 풍호동,1**,단독,8m미만,83.67,243.00,202209,03,"28,000",-,-,1978,진해대로1034번길,-,중개거래,경남 창원진해구
63,경상남도 창원시 진해구 여좌동,1**,다가구,12m미만,602.30,319.10,202209,01,"128,499",-,-,2022,여좌남로41번길,-,중개거래,경남 창원성산구
64,경상남도 창원시 진해구 여좌동,8**,단독,8m미만,34.81,94.90,202208,30,"17,000",-,-,1954,대야남로45번길,-,중개거래,경남 창원진해구
65,경상남도 창원시 진해구 안곡동,*,단독,8m미만,92.02,227.00,202208,29,"5,600",-,-,1985,속천로,-,직거래,-
66,경상남도 창원시 진해구 경화동,1***,단독,12m미만,132.30,116.20,202208,27,"10,000",-,-,1989,경화로37번길,-,중개거래,경남 창원진해구
67,경상남도 창원시 진해구 장천동,1**,단독,8m미만,73.62,352.00,202208,24,"30,800",-,-,1980,진해대로1162번길,-,중개거래,경남 창원진해구
68,경상남도 창원시 진해구 덕산동,5*,단독,12m미만,207.57,450.00,202208,23,"45,000",-,-,1938,덕산로,-,중개거래,경남 창원진해구
69,경상남도 창원시 진해구 경화동,1***,단독,8m미만,84.60,364.00,202208,22,"23,000",-,-,2006,조천북로98번길,-,직거래,-
70,경상남도 창원시 진해구 태백동,6*,단독,12m미만,81.19,159.00,202208,20,"14,000",-,-,2004,여좌천로174번길,-,중개거래,경남 창원진해구
71,경상남도 창원시 진해구 여좌동,8**,단독,8m미만,60.10,155.10,202208,18,"31,500",-,-,1951,대야남로51번길,-,중개거래,경남 창원진해구
72,경상남도 창원시 진해구 여좌동,7**,단독,25m이상,61.16,158.70,202208,17,"30,000",-,-,1966,여좌남로,-,직거래,-
73,경상남도 창원시 진해구 경화동,5*,단독,12m미만,127.27,115.00,202208,16,"14,000",-,-,1982,경화로8번길,-,중개거래,경남 창원진해구
74,경상남도 창원시 진해구 여좌동,8**,단독,8m미만,45.82,93.60,202208,12,"23,172",-,-,1964,대야남로51번길,-,중개거래,경남 창원시 진해구
75,경상남도 창원시 진해구 용원동,7**,단독,8m미만,82.37,183.00,202208,10,"20,000",-,-,1987,용원남로17번안길,-,직거래,-
76,경상남도 창원시 진해구 자은동,8**,단독,12m미만,304.67,201.00,202208,09,"53,500",-,-,2019,덕산로45번길,20220916,중개거래,경남 창원의창구
77,경상남도 창원시 진해구 충의동,2*,단독,8m미만,44.27,54.50,202208,08,"4,000",-,-,1971,중원동로10번안길,-,직거래,-
78,경상남도 창원시 진해구 청안동,5*,단독,8m미만,50.08,84.00,202208,06,"9,200",-,-,1994,청안로234번길,-,중개거래,경남 창원진해구
79,경상남도 창원시 진해구 태백동,1*,단독,8m미만,21.82,56.00,202208,06,"21,456",-,-,1962,대야남로,-,중개거래,경남 창원진해구
80,경상남도 창원시 진해구 원포동,5**,단독,8m미만,135.90,125.00,202208,05,"29,000",-,-,1994,행암로314번길,-,직거래,-
81,경상남도 창원시 진해구 경화동,3**,단독,8m미만,52.37,152.00,202208,05,"8,000",-,-,1938,경화로17번길,-,직거래,-
82,경상남도 창원시 진해구 경화동,1***,단독,8m미만,78.28,162.80,202208,03,"14,500",-,-,1978,충장로285번길,-,중개거래,경남 창원진해구
83,경상남도 창원시 진해구 용원동,1**,단독,8m미만,96.97,417.00,202208,03,"22,680",-,-,1984,진해대로2443번길,-,직거래,-
84,경상남도 창원시 진해구 여좌동,1**,단독,8m미만,77.98,55.80,202208,01,"5,500",-,-,1977,여좌로56번길,-,직거래,-
85,경상남도 창원시 진해구 경화동,7*,단독,12m미만,99.72,89.00,202207,28,"13,000",-,-,1967,경화로8번길,-,중개거래,경남 창원진해구
86,경상남도 창원시 진해구 여좌동,9*,단독,12m미만,154.41,91.00,202207,26,"14,000",-,-,1985,여좌로99번길,-,직거래,-
87,경상남도 창원시 진해구 자은동,8**,단독,8m미만,82.64,197.00,202207,26,"14,000",-,-,1980,자은로6번길,-,중개거래,경남 창원진해구
88,경상남도 창원시 진해구 용원동,1***,단독,25m미만,434.72,210.20,202207,26,"40,000",-,-,2006,용원로90번길,20220801,중개거래,경남 창원진해구
89,경상남도 창원시 진해구 풍호동,1**,단독,8m미만,83.67,243.00,202207,26,"28,000",-,-,1978,진해대로1034번길,20220903,중개거래,경남 창원진해구
90,경상남도 창원시 진해구 제덕동,5**,단독,12m미만,42.75,77.00,202207,25,"3,500",-,-,2000,제덕로,-,직거래,-
91,경상남도 창원시 진해구 청안동,4*,단독,8m미만,76.80,350.00,202207,23,"34,000",-,-,1994,청안로233번길,-,중개거래,경남 창원진해구
92,경상남도 창원시 진해구 경화동,4**,단독,12m미만,96.98,185.00,202207,22,"22,240",-,-,1993,경화로21번길,-,중개거래,경남 창원진해구
93,경상남도 창원시 진해구 여좌동,9*,단독,8m미만,156.83,153.30,202207,21,"18,000",-,-,1990,여좌로83번길,-,중개거래,경남 창원진해구
94,경상남도 창원시 진해구 화천동,2*,단독,12m미만,94.07,56.20,202207,18,"16,000",-,-,2015,충장로82번길,-,직거래,-
95,경상남도 창원시 진해구 제황산동,2*,단독,12m미만,339.83,179.00,202207,16,"58,000",-,-,2013,태평로37번안길,-,직거래,-
96,경상남도 창원시 진해구 용원동,1***,다가구,12m미만,492.00,268.50,202207,16,"49,000",-,-,2005,용재로59번길,-,중개거래,경남 창원진해구
97,경상남도 창원시 진해구 여좌동,1**,단독,8m미만,81.90,183.70,202207,15,"11,500",-,-,1969,여좌로104번길,-,중개거래,경남 창원진해구
98,경상남도 창원시 진해구 이동,6**,단독,12m미만,492.67,270.60,202207,15,"60,000",-,-,1998,충장로468번길,-,직거래,-
99,경상남도 창원시 진해구 태백동,1*,단독,12m미만,42.64,36.00,202207,14,"18,746",-,-,1962,대야남로,-,중개거래,경남 창원진해구
100,경상남도 창원시 진해구 경화동,2**,단독,8m미만,89.72,152.00,202207,13,"17,613",-,-,1988,경화로12번길,-,중개거래,경남 창원마산회원구
101,경상남도 창원시 진해구 석동,8*,단독,8m미만,186.15,207.20,202207,13,"24,000",-,-,1996,냉천로,-,중개거래,경남 창원진해구
102,경상남도 창원시 진해구 용원동,1***,단독,25m이상,150.30,258.20,202207,12,"54,700",-,-,2002,용원로,-,중개거래,경남 창원진해구
103,경상남도 창원시 진해구 경화동,1**,단독,8m미만,49.92,132.00,202207,12,"15,500",-,-,1976,경화로12번길,-,중개거래,경남 창원진해구
104,경상남도 창원시 진해구 여좌동,1**,단독,8m미만,128.39,134.50,202207,11,"13,000",-,-,1984,여좌로63번길,-,직거래,-
105,경상남도 창원시 진해구 여좌동,1**,다가구,12m미만,390.00,223.40,202207,08,"51,900",-,-,2003,여명로25번나길,-,중개거래,경남 창원진해구
106,경상남도 창원시 진해구 경화동,5**,단독,12m미만,79.67,79.00,202207,05,"14,384",-,-,1980,충장로329번길,-,중개거래,경남 창원진해구
107,경상남도 창원시 진해구 용원동,1***,다가구,12m미만,252.02,203.10,202207,02,"31,100",-,-,2008,용원중로30번길,-,중개거래,경남 창원진해구
108,경상남도 창원시 진해구 충무동,2*,단독,8m미만,84.94,125.00,202207,01,"26,000",-,-,2015,제황로80번길,-,중개거래,경남 창원마산합포구
109,경상남도 창원시 진해구 덕산동,7*,단독,12m미만,238.54,287.00,202206,30,"49,500",-,-,1966,덕산로14번길,-,직거래,-
110,경상남도 창원시 진해구 경화동,7**,단독,12m미만,39.93,149.00,202206,29,"25,000",-,-,1955,경화로37번길,-,직거래,-
111,경상남도 창원시 진해구 석동,6**,단독,12m미만,338.85,209.60,202206,25,"56,500",-,-,2010,진해대로801번길,-,중개거래,경남 창원진해구
112,경상남도 창원시 진해구 여좌동,8**,단독,12m미만,99.14,181.50,202206,25,"34,900",-,-,1965,대야로,-,중개거래,경남 창원진해구
113,경상남도 창원시 진해구 대죽동,3*,단독,8m미만,49.72,99.00,202206,21,"6,500",-,-,1977,태평로48번길,-,중개거래,경남 창원진해구
114,경상남도 창원시 진해구 대죽동,3*,단독,8m미만,49.72,99.00,202206,21,"6,400",-,-,1977,태평로48번길,20220627,중개거래,경남 창원진해구
115,경상남도 창원시 진해구 북부동,3*,단독,8m미만,52.30,290.00,202206,21,"22,000",-,-,1978,웅천로159번길,-,중개거래,경남 창원진해구
116,경상남도 창원시 진해구 경화동,1***,단독,8m미만,66.38,149.40,202206,20,"7,800",-,-,1977,진해대로597번길,-,중개거래,경남 창원진해구
117,경상남도 창원시 진해구 경화동,3**,단독,8m미만,87.78,79.00,202206,19,"9,000",-,-,1993,경화로15번길,-,직거래,-
118,경상남도 창원시 진해구 석동,2**,다가구,12m미만,490.92,238.40,202206,18,"100,000",-,-,2014,진해대로801번길,-,중개거래,경남 창원진해구
119,경상남도 창원시 진해구 경화동,7*,단독,12m미만,122.84,102.00,202206,17,"12,100",-,-,1976,충장로329번길,-,중개거래,경남 창원진해구
120,경상남도 창원시 진해구 안골동,3**,단독,12m미만,120.24,204.20,202206,17,"24,000",-,-,2001,안청로42번길,-,중개거래,경남 창원진해구
121,경상남도 창원시 진해구 충무동,5*,단독,8m미만,81.00,152.00,202206,16,"19,900",-,-,2001,충장로,-,중개거래,경남 창원진해구
122,경상남도 창원시 진해구 여좌동,9**,단독,8m미만,25.98,119.60,202206,16,"21,100",-,-,1960,대야로48번길,-,중개거래,경남 창원진해구
123,경상남도 창원시 진해구 두동,1***,단독,8m미만,83.01,486.00,202206,15,"26,922",-,-,2014,남의로116번길,20221102,중개거래,경남 창원진해구
124,경상남도 창원시 진해구 경화동,1***,단독,8m미만,119.64,112.40,202206,15,"10,000",-,-,1989,태백로13번길,-,중개거래,경남 창원진해구
125,경상남도 창원시 진해구 경화동,6**,단독,8m미만,57.96,76.00,202206,14,"16,000",-,-,1972,경화로30번길,20220922,중개거래,경남 창원마산회원구
126,경상남도 창원시 진해구 명동,1**,단독,8m미만,112.43,149.00,202206,13,"18,000",-,-,1995,명제로324번길,-,직거래,-
127,경상남도 창원시 진해구 대죽동,1*,단독,8m미만,51.97,105.00,202206,13,"5,000",-,-,1999,속천로88번길,-,직거래,-
128,경상남도 창원시 진해구 이동,3*,단독,12m미만,46.28,78.00,202206,13,"7,500",-,-,1967,이동로69번길,-,중개거래,경남 창원진해구
129,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,33.54,63.00,202206,11,"3,500",-,-,1996,충장로130번길,-,중개거래,경남 창원진해구
130,경상남도 창원시 진해구 여좌동,1**,단독,12m미만,205.58,580.30,202206,10,"54,400",-,-,1978,여좌로63번길,-,중개거래,경남 창원진해구
131,경상남도 창원시 진해구 이동,6**,단독,8m미만,84.24,182.70,202206,08,"20,500",-,-,1994,충장로450번길,-,중개거래,경남 창원진해구
132,경상남도 창원시 진해구 대죽동,1*,단독,8m미만,55.34,102.00,202206,07,"4,000",-,-,1968,속천로88번길,-,직거래,-
133,경상남도 창원시 진해구 경화동,1**,단독,8m미만,49.92,132.00,202206,07,"15,500",-,-,1976,경화로12번길,20220707,중개거래,경남 창원진해구
134,경상남도 창원시 진해구 이동,6**,단독,12m미만,176.94,207.10,202206,07,"28,500",-,-,1995,충장로426번길,-,직거래,-
135,경상남도 창원시 진해구 경화동,3**,단독,8m미만,84.45,162.00,202206,07,"20,000",-,-,1985,경화로17번길,-,중개거래,경남 창원진해구
136,경상남도 창원시 진해구 경화동,6**,단독,8m미만,48.07,79.00,202206,04,"13,000",-,-,1978,충장로321번길,-,중개거래,경남 창원마산회원구
137,경상남도 창원시 진해구 경화동,1***,단독,8m미만,61.95,111.40,202206,02,"8,300",-,-,1977,충장로,-,직거래,-
138,경상남도 창원시 진해구 이동,2**,단독,8m미만,159.66,168.00,202206,02,"20,000",-,-,1992,충장로419번길,-,직거래,-
139,경상남도 창원시 진해구 용원동,1***,다가구,12m미만,350.44,223.90,202206,01,"56,500",-,-,2016,용원북로6번길,-,중개거래,경남 창원진해구
140,경상남도 창원시 진해구 경화동,1**,단독,8m미만,26.38,79.50,202205,31,"10,400",-,-,1938,충장로305번길,-,중개거래,경남 창원시 진해구
141,경상남도 창원시 진해구 경화동,8**,다가구,8m미만,365.04,209.00,202205,30,"47,769",-,-,2012,경화시장로45번길,-,중개거래,경남 창원진해구
142,경상남도 창원시 진해구 풍호동,7**,단독,12m미만,57.82,110.00,202205,30,"10,800",-,-,1975,충장로511번길,-,직거래,-
143,경상남도 창원시 진해구 충무동,2*,단독,8m미만,80.07,167.90,202205,28,"13,000",-,-,1976,충장로176번길,-,중개거래,경남 창원진해구
144,경상남도 창원시 진해구 경화동,1***,단독,12m미만,109.84,96.10,202205,27,"12,900",-,-,1994,충장로263번길,-,중개거래,경남 창원진해구
145,경상남도 창원시 진해구 이동,6**,단독,25m미만,190.48,189.20,202205,27,"15,500",-,-,1994,충장로446번길,-,직거래,-
146,경상남도 창원시 진해구 여좌동,1**,단독,25m미만,60.82,115.50,202205,25,"11,000",-,-,1975,여명로,-,중개거래,경남 창원진해구
147,경상남도 창원시 진해구 대죽동,2*,단독,8m미만,71.24,142.00,202205,25,"9,100",-,-,1992,속천로52번안길,-,중개거래,경기 성남분당구
148,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,32.74,79.00,202205,24,"4,000",-,-,1977,태평로37번길,-,중개거래,경남 창원진해구
149,경상남도 창원시 진해구 여좌동,7**,단독,8m미만,145.19,148.50,202205,21,"19,700",-,-,1988,여좌로21번길,-,중개거래,경남 창원진해구
150,경상남도 창원시 진해구 이동,3**,다가구,12m미만,301.20,162.00,202205,21,"40,000",-,-,2010,해원로2번길,-,중개거래,경남 창원진해구
151,경상남도 창원시 진해구 자은동,8**,단독,8m미만,68.02,139.00,202205,20,"7,600",-,-,1956,덕산로55번길,-,직거래,-
152,경상남도 창원시 진해구 태백동,1*,단독,12m미만,42.64,36.00,202205,20,"26,246",-,-,1962,대야남로,20220714,중개거래,경남 창원진해구
153,경상남도 창원시 진해구 이동,6**,단독,25m미만,488.28,206.00,202205,20,"53,000",-,-,1997,이동로,-,직거래,-
154,경상남도 창원시 진해구 자은동,8**,단독,8m미만,113.41,142.00,202205,18,"24,300",-,-,2000,덕산로55번길,-,중개거래,경남 창원진해구
155,경상남도 창원시 진해구 경화동,1***,단독,8m미만,166.48,161.10,202205,17,"17,000",-,-,1990,충장로245번길,-,중개거래,경남 창원진해구
156,경상남도 창원시 진해구 광화동,1*,단독,12m미만,55.90,53.60,202205,16,"12,000",-,-,1938,중원로44번길,-,중개거래,경남 창원진해구
157,경상남도 창원시 진해구 태백동,1*,단독,8m미만,58.10,112.00,202205,15,"25,822",-,-,1978,대야로66번길,-,중개거래,경남 창원진해구
158,경상남도 창원시 진해구 석동,6**,단독,12m미만,194.73,209.10,202205,14,"50,800",-,-,2006,진해대로801번길,-,중개거래,경남 창원진해구
159,경상남도 창원시 진해구 충의동,3*,단독,8m미만,70.38,239.00,202205,13,"24,500",-,-,1945,중원동로10번길,-,중개거래,경남 창원진해구
160,경상남도 창원시 진해구 덕산동,6*,단독,12m미만,75.80,143.00,202205,13,"20,500",-,-,1987,동진로129번길,-,중개거래,경남 창원진해구
161,경상남도 창원시 진해구 태백동,*,단독,8m미만,65.28,219.00,202205,12,"7,000",-,-,1984,태백서로14번길,-,직거래,-
162,경상남도 창원시 진해구 안골동,3**,단독,12m미만,348.60,199.10,202205,11,"34,000",-,-,2002,안청남로6번길,-,중개거래,경남 창원진해구
163,경상남도 창원시 진해구 석동,1**,단독,12m미만,262.68,200.10,202205,11,"49,500",-,-,2000,석동로20번길,-,중개거래,경남 창원진해구
164,경상남도 창원시 진해구 덕산동,6*,단독,8m미만,52.89,158.00,202205,10,"10,500",-,-,1938,동진로,-,직거래,-
165,경상남도 창원시 진해구 북부동,5**,단독,8m미만,72.56,207.00,202205,09,"16,500",-,-,1986,웅천로,-,중개거래,경남 창원진해구
166,경상남도 창원시 진해구 여좌동,1**,단독,8m미만,88.25,147.60,202205,06,"14,900",-,-,1967,여좌로56번안길,-,중개거래,경남 창원진해구
167,경상남도 창원시 진해구 이동,5**,다가구,8m미만,667.69,300.00,202205,02,"69,000",-,-,2002,충장로412번길,-,직거래,-
168,경상남도 창원시 진해구 여좌동,7**,단독,8m미만,64.50,145.50,202204,30,"13,200",-,-,1974,여좌로11번길,-,중개거래,경남 창원진해구
169,경상남도 창원시 진해구 석동,6**,단독,12m미만,304.42,238.10,202204,29,"55,000",-,-,2005,진해대로823번길,-,중개거래,경남 창원진해구 부산 강서구
