□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
170,경상남도 창원시 진해구 여좌동,8**,단독,12m미만,160.63,140.30,202204,28,"25,100",-,-,1989,대야로36번길,-,직거래,-
171,경상남도 창원시 진해구 제황산동,2*,단독,12m미만,41.45,303.00,202204,28,"20,500",-,-,1973,태평로37번안길,-,직거래,-
172,경상남도 창원시 진해구 풍호동,7**,단독,8m미만,73.20,154.00,202204,27,"19,000",-,-,2010,덕산로46번길,-,중개거래,경남 창원시 진해구
173,경상남도 창원시 진해구 경화동,1***,단독,12m미만,76.83,148.00,202204,25,"12,000",-,-,1984,조천북로146번길,-,중개거래,경남 창원진해구
174,경상남도 창원시 진해구 여좌동,7**,단독,8m미만,115.29,113.00,202204,24,"19,324",-,-,2007,여명로,-,중개거래,경남 창원진해구
175,경상남도 창원시 진해구 이동,1**,다가구,8m미만,455.88,225.00,202204,23,"52,800",-,-,2008,충장로429번길,-,중개거래,경남 창원진해구
176,경상남도 창원시 진해구 태백동,1*,단독,12m미만,50.90,66.00,202204,23,"24,098",-,-,2000,대야남로,-,중개거래,경남 창원마산회원구 경남 창원진해구
177,경상남도 창원시 진해구 안골동,6**,단독,8m미만,42.52,189.00,202204,22,"9,800",-,-,1997,안골로220번나길,-,직거래,-
178,경상남도 창원시 진해구 도천동,*,단독,8m미만,69.85,150.40,202204,21,"14,250",-,-,1975,여명로,-,중개거래,경남 창원성산구 경남 창원의창구
179,경상남도 창원시 진해구 경화동,4**,단독,12m미만,148.02,145.00,202204,21,"14,000",-,-,1981,경화로22번길,-,직거래,-
180,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,42.84,69.00,202204,19,"3,000",-,-,1950,백구로6번길,-,직거래,-
181,경상남도 창원시 진해구 경화동,5**,단독,8m미만,31.74,76.00,202204,18,"15,000",-,-,1938,경화로26번길,-,중개거래,경남 창원진해구
182,경상남도 창원시 진해구 자은동,8**,다가구,8m미만,174.66,185.00,202204,18,"34,000",-,-,2005,덕산로51번길,-,중개거래,경남 창원진해구
183,경상남도 창원시 진해구 풍호동,2**,단독,8m미만,57.95,100.00,202204,16,"17,900",-,-,2011,충장로597번길,-,중개거래,경남 창원진해구
184,경상남도 창원시 진해구 경화동,1***,단독,8m미만,65.82,98.80,202204,16,"10,000",-,-,1977,충장로249번길,-,중개거래,경남 창원진해구
185,경상남도 창원시 진해구 숭인동,*,단독,25m이상,91.70,119.00,202204,15,"8,800",-,-,1992,중원로,-,중개거래,경남 창원진해구
186,경상남도 창원시 진해구 경화동,4**,단독,12m미만,176.79,162.00,202204,15,"24,500",-,-,1995,경화로22번길,-,중개거래,경남 창원진해구
187,경상남도 창원시 진해구 경화동,1***,단독,25m이상,71.09,123.50,202204,14,"21,400",-,-,1983,태백로,-,중개거래,부산 강서구
188,경상남도 창원시 진해구 경화동,9**,단독,25m미만,168.72,127.00,202204,14,"60,000",-,-,2003,경화시장로,-,직거래,-
189,경상남도 창원시 진해구 경화동,1***,단독,8m미만,146.43,187.00,202204,14,"33,800",-,-,2014,경화로15번길,-,중개거래,경남 창원진해구
190,경상남도 창원시 진해구 여좌동,1**,단독,25m미만,121.96,83.10,202204,13,"21,000",-,-,1994,여좌로58번길,-,중개거래,경남 창원진해구
191,경상남도 창원시 진해구 경화동,3**,단독,8m미만,91.61,158.00,202204,13,"21,500",-,-,1978,경화로15번길,-,중개거래,경남 창원진해구
192,경상남도 창원시 진해구 덕산동,1*,단독,8m미만,63.30,117.00,202204,11,"17,000",-,-,1987,충장로481번길,-,중개거래,경남 창원진해구
193,경상남도 창원시 진해구 제황산동,2*,단독,12m미만,70.84,162.00,202204,09,"12,800",-,-,1973,인사로30번길,-,중개거래,경남 창원진해구
194,경상남도 창원시 진해구 소사동,1**,단독,8m미만,117.63,352.30,202204,08,"23,450",-,-,1992,소사로59번나길,-,중개거래,경남 창원진해구 부산 강서구
195,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,67.88,86.00,202204,08,"6,000",-,-,2013,백구로6번길,-,직거래,-
196,경상남도 창원시 진해구 안골동,3**,다가구,12m미만,431.73,209.10,202204,07,"65,000",-,-,2014,안청로4번길,-,중개거래,경남 김해시
197,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,39.66,81.00,202204,06,"5,700",-,-,1971,인사로22번길,-,중개거래,경남 창원의창구
198,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,39.66,81.00,202204,06,"3,000",-,-,1971,인사로22번길,20220407,중개거래,경남 창원의창구
199,경상남도 창원시 진해구 가주동,6**,단독,8m미만,55.20,360.00,202204,05,"27,700",-,-,2019,가주로,-,직거래,-
200,경상남도 창원시 진해구 석동,1**,다가구,25m미만,196.35,188.90,202204,05,"35,000",-,-,1996,석동로30번길,-,중개거래,경남 창원진해구
201,경상남도 창원시 진해구 소사동,*,단독,12m미만,81.09,163.00,202204,04,"13,300",-,-,1994,소사로,-,중개거래,경남 창원진해구
202,경상남도 창원시 진해구 이동,6**,단독,25m이상,252.01,242.70,202204,03,"63,000",-,-,1993,충장로,-,직거래,-
203,경상남도 창원시 진해구 여좌동,8**,단독,8m미만,23.21,95.90,202204,01,"20,281",-,-,1955,대야로24번길,-,중개거래,경남 창원진해구
204,경상남도 창원시 진해구 이동,6**,단독,12m미만,183.91,199.50,202203,31,"37,380",-,-,1996,이동로14번길,-,중개거래,경남 창원진해구
205,경상남도 창원시 진해구 제덕동,6**,단독,8m미만,50.07,212.00,202203,31,"15,500",-,-,1926,제덕로,-,중개거래,부산 강서구
206,경상남도 창원시 진해구 남양동,1**,단독,8m미만,87.86,126.00,202203,31,"3,500",-,-,1960,남영로,-,직거래,-
207,경상남도 창원시 진해구 이동,2**,단독,8m미만,95.67,109.00,202203,31,"11,500",-,-,1978,충장로415번길,-,직거래,-
208,경상남도 창원시 진해구 경화동,6**,단독,8m미만,73.70,152.00,202203,28,"10,000",-,-,1938,경화로33번길,-,직거래,-
209,경상남도 창원시 진해구 제황산동,2*,단독,12m미만,76.02,138.00,202203,27,"13,320",-,-,1979,인사로,-,중개거래,경남 창원진해구
210,경상남도 창원시 진해구 제황산동,2*,단독,12m미만,76.02,138.00,202203,27,"14,000",-,-,1979,인사로,20220407,중개거래,경남 창원진해구
211,경상남도 창원시 진해구 이동,6*,단독,25m미만,75.06,328.00,202203,26,"49,500",-,-,1984,냉천로30번길,-,중개거래,경남 창원진해구
212,경상남도 창원시 진해구 여좌동,8**,단독,8m미만,78.48,72.50,202203,25,"31,160",-,-,1999,대야로,-,중개거래,경남 창원진해구
213,경상남도 창원시 진해구 남문동,1***,다가구,12m미만,334.77,216.50,202203,25,"50,000",-,-,2015,,-,중개거래,경남 창원진해구
214,경상남도 창원시 진해구 경화동,3**,단독,8m미만,83.10,149.00,202203,24,"20,500",-,-,1967,경화로15번길,-,중개거래,경남 창원진해구
215,경상남도 창원시 진해구 경화동,1***,단독,8m미만,99.78,120.50,202203,23,"18,100",-,-,2002,충장로285번길,-,중개거래,경남 창원진해구
216,경상남도 창원시 진해구 여좌동,3*,단독,8m미만,199.35,233.70,202203,23,"27,000",-,-,1989,여좌로123번길,-,중개거래,경남 창원진해구
217,경상남도 창원시 진해구 경화동,3**,단독,8m미만,50.58,83.00,202203,22,"16,000",-,-,1967,경화로18번길,-,중개거래,경남 창원진해구
218,경상남도 창원시 진해구 경화동,6*,단독,12m미만,106.56,89.00,202203,21,"15,000",-,-,2001,경화로8번길,-,직거래,-
219,경상남도 창원시 진해구 경화동,1***,단독,8m미만,63.02,115.00,202203,16,"12,800",-,-,1984,조천북로,-,중개거래,경남 창원진해구
220,경상남도 창원시 진해구 화천동,6*,단독,12m미만,101.09,72.70,202203,16,"27,500",-,-,1984,벚꽃로70번길,-,중개거래,경남 창원진해구
221,경상남도 창원시 진해구 경화동,1**,단독,8m미만,131.64,159.00,202203,15,"21,000",-,-,1994,경화로11번길,-,중개거래,경남 창원진해구
222,경상남도 창원시 진해구 경화동,1***,단독,8m미만,61.72,141.50,202203,15,"16,500",-,-,1977,충장로285번길,-,중개거래,경남 창원진해구
223,경상남도 창원시 진해구 제황산동,2*,단독,12m미만,48.56,76.00,202203,14,"30,000",-,-,1981,속천로,-,중개거래,경남 창원성산구
224,경상남도 창원시 진해구 경화동,1***,단독,12m미만,65.64,124.10,202203,14,"16,300",-,-,1983,태백로,-,중개거래,경남 창원진해구
225,경상남도 창원시 진해구 석동,1**,단독,12m미만,254.69,199.10,202203,12,"45,000",-,-,2002,동진로35번길,-,중개거래,경남 창원마산합포구
226,경상남도 창원시 진해구 여좌동,4*,단독,8m미만,79.21,99.40,202203,09,"6,500",-,-,1980,여좌로114번길,-,중개거래,경남 창원진해구
227,경상남도 창원시 진해구 여좌동,7**,단독,8m미만,93.78,167.60,202203,07,"21,000",-,-,2004,여좌로21번길,-,중개거래,경남 창원진해구
228,경상남도 창원시 진해구 자은동,8**,단독,8m미만,80.46,139.00,202203,05,"14,000",-,-,1987,덕산로51번길,-,중개거래,경남 창원진해구
229,경상남도 창원시 진해구 여좌동,3**,단독,25m미만,66.61,143.10,202203,04,"14,000",-,-,1969,여좌로,-,중개거래,경남 창원진해구
230,경상남도 창원시 진해구 여좌동,9*,단독,8m미만,98.45,97.80,202203,03,"11,500",-,-,1996,여좌로95번길,-,직거래,-
231,경상남도 창원시 진해구 태백동,5*,단독,8m미만,107.35,232.00,202202,28,"17,500",-,-,1998,여좌천로,20220810,중개거래,경남 창원진해구
232,경상남도 창원시 진해구 태평동,1*,단독,25m이상,167.44,112.40,202202,28,"27,000",-,-,1982,중원로,-,직거래,-
233,경상남도 창원시 진해구 남문동,1***,단독,25m미만,140.43,264.40,202202,26,"45,000",-,-,2011,웅천동로152번길,-,직거래,-
234,경상남도 창원시 진해구 경화동,6**,단독,8m미만,126.38,152.00,202202,25,"22,500",-,-,1947,충장로321번길,-,중개거래,경남 창원마산회원구
235,경상남도 창원시 진해구 안골동,3**,다가구,12m미만,398.43,188.10,202202,24,"65,000",-,-,2015,안청로18번길,-,중개거래,경남 창원진해구 부산 강서구
236,경상남도 창원시 진해구 이동,6*,단독,8m미만,145.04,206.00,202202,22,"19,000",-,-,1988,동진로82번길,-,직거래,-
237,경상남도 창원시 진해구 대죽동,2*,단독,8m미만,58.32,285.00,202202,21,"20,000",-,-,2005,속천로52번길,-,중개거래,경남 창원진해구
238,경상남도 창원시 진해구 여좌동,1**,단독,25m미만,172.16,175.80,202202,19,"20,300",-,-,1986,여명로,-,중개거래,경남 창원진해구
239,경상남도 창원시 진해구 경화동,1***,단독,8m미만,63.02,115.00,202202,19,"12,800",-,-,1984,조천북로,20220407,중개거래,경남 창원진해구
240,경상남도 창원시 진해구 석동,6**,다가구,12m미만,393.39,228.40,202202,17,"46,500",-,-,2005,석동로83번안길,-,중개거래,경남 창원진해구
241,경상남도 창원시 진해구 덕산동,7*,단독,25m이상,1076.63,288.00,202202,17,"283,000",-,-,2005,충장로,-,중개거래,부산 해운대구
242,경상남도 창원시 진해구 행암동,1**,다가구,8m미만,357.93,258.00,202202,17,"20,000",-,-,2009,행암로217번길,-,직거래,-
243,경상남도 창원시 진해구 익선동,2*,단독,12m미만,51.62,112.40,202202,16,"11,000",-,-,1970,편백로13번길,-,중개거래,경남 창원진해구
244,경상남도 창원시 진해구 북부동,9**,단독,8m미만,47.01,127.00,202202,15,"10,000",-,-,1997,웅천로159번길,-,중개거래,경남 창원진해구
245,경상남도 창원시 진해구 안골동,5**,단독,8m미만,33.00,73.00,202202,14,"6,200",-,-,1989,안골로220번가길,-,직거래,-
246,경상남도 창원시 진해구 대천동,*,단독,25m이상,389.18,125.60,202202,14,"52,500",-,-,1996,백구로,-,중개거래,경남 창원진해구
247,경상남도 창원시 진해구 대죽동,3*,단독,8m미만,68.73,159.00,202202,14,"5,300",-,-,1979,태평로48번길,-,직거래,-
248,경상남도 창원시 진해구 용원동,1***,다가구,12m미만,434.74,208.40,202202,10,"41,600",-,-,2013,용원중로30번길,-,직거래,-
249,경상남도 창원시 진해구 경화동,9**,단독,8m미만,81.71,154.00,202202,09,"11,500",-,-,1945,경화로18번길,-,중개거래,경남 창원진해구
250,경상남도 창원시 진해구 마천동,*,단독,8m미만,131.31,732.00,202202,07,"35,394",-,-,1995,웅동로121번길,-,중개거래,경남 창원진해구
251,경상남도 창원시 진해구 여좌동,1**,단독,12m미만,113.20,140.70,202202,05,"13,300",-,-,1940,여좌로58번길,-,중개거래,경남 창원진해구
252,경상남도 창원시 진해구 여좌동,8**,단독,8m미만,91.57,95.80,202202,04,"17,900",-,-,1983,대야로24번길,-,중개거래,경남 창원진해구
253,경상남도 창원시 진해구 경화동,3**,단독,12m미만,65.12,60.00,202201,28,"15,000",-,-,1975,충장로329번길,-,중개거래,경남 창원진해구
254,경상남도 창원시 진해구 경화동,1***,단독,8m미만,92.00,169.70,202201,27,"16,000",-,-,1975,진해대로583번길,-,직거래,-
255,경상남도 창원시 진해구 대장동,1*,단독,8m미만,113.70,350.00,202201,27,"15,771",-,-,2005,마천로103번길,-,중개거래,경남 창원진해구
256,경상남도 창원시 진해구 자은동,5**,단독,8m미만,26.45,636.00,202201,25,"99,500",-,-,1938,진해대로979번길,-,직거래,-
257,경상남도 창원시 진해구 여좌동,1**,단독,8m미만,134.62,167.90,202201,25,"17,000",-,-,2012,여명로25번다길,-,직거래,-
258,경상남도 창원시 진해구 자은동,6**,단독,12m미만,123.93,525.00,202201,24,"111,000",-,-,2009,풍호로63번길,-,직거래,-
259,경상남도 창원시 진해구 경화동,1***,단독,8m미만,45.96,109.00,202201,24,"12,000",-,-,1935,진해대로636번길,-,중개거래,경남 창원진해구
260,경상남도 창원시 진해구 석동,6**,단독,12m미만,393.39,228.40,202201,21,"46,500",-,-,2005,석동로83번안길,20220216,중개거래,경남 창원진해구
261,경상남도 창원시 진해구 여좌동,4*,단독,12m미만,97.14,242.90,202201,20,"21,000",-,-,1986,여좌로99번나길,-,중개거래,경남 창원진해구
262,경상남도 창원시 진해구 석동,1**,단독,25m미만,250.76,200.10,202201,17,"45,000",-,-,1995,석동로30번길,-,중개거래,경남 창원진해구
263,경상남도 창원시 진해구 석동,2**,다가구,25m미만,394.94,213.00,202201,15,"65,000",-,-,2011,석동로,-,중개거래,경남 창원진해구
264,경상남도 창원시 진해구 이동,5**,단독,8m미만,67.24,140.00,202201,14,"10,000",-,-,1978,충장로364번나길,-,직거래,-
265,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,32.39,40.00,202201,13,"3,340",-,-,1972,충장로130번길,-,직거래,-
266,경상남도 창원시 진해구 제황산동,*,단독,12m미만,1656.46,519.00,202201,12,"207,000",-,-,1998,속천로,-,중개거래,부산 연제구
267,경상남도 창원시 진해구 숭인동,1*,단독,12m미만,49.80,101.10,202201,11,"15,500",-,-,1990,태평로8번길,-,중개거래,경남 창원진해구
268,경상남도 창원시 진해구 이동,6**,단독,12m미만,175.57,178.60,202201,10,"22,500",-,-,1992,이동로28번길,-,중개거래,경남 창원시 진해구
269,경상남도 창원시 진해구 여좌동,9**,단독,8m미만,93.96,177.50,202201,10,"33,300",-,-,1992,대야로24번길,-,중개거래,경남 창원성산구 경남 창원진해구
270,경상남도 창원시 진해구 여좌동,1**,단독,8m미만,116.06,131.40,202201,10,"4,730",-,-,1989,여좌남로,-,직거래,-
271,경상남도 창원시 진해구 경화동,1***,단독,8m미만,59.60,106.00,202201,08,"15,000",-,-,1985,충장로273번길,-,중개거래,경남 창원진해구
272,경상남도 창원시 진해구 중평동,1*,단독,12m미만,50.61,76.00,202201,08,"10,800",-,-,1938,중원로38번길,-,중개거래,경남 창원마산합포구
273,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,41.95,83.00,202201,07,"4,289",-,-,1969,벚꽃로50번안길,-,직거래,-
274,경상남도 창원시 진해구 경화동,1***,단독,8m미만,99.78,120.50,202201,07,"18,100",-,-,2002,충장로285번길,20220323,중개거래,경남 창원진해구
275,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,27.11,198.00,202201,07,"10,942",-,-,1955,벚꽃로50번길,-,직거래,-
276,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,45.62,162.00,202201,07,"7,747",-,-,1958,충장로130번길,-,직거래,-
277,경상남도 창원시 진해구 여좌동,9**,단독,12m미만,54.05,118.70,202201,05,"29,714",-,-,1969,대야남로,-,중개거래,경남 창원성산구 경남 창원진해구
278,경상남도 창원시 진해구 근화동,1*,단독,8m미만,27.11,46.30,202201,05,"3,000",-,-,1938,중원동로,-,직거래,-
279,경상남도 창원시 진해구 자은동,5**,단독,25m이상,92.63,221.00,202201,05,"43,000",-,-,1989,진해대로989번길,-,직거래,-
280,경상남도 창원시 진해구 죽곡동,6*,단독,8m미만,82.55,202.00,202201,04,"4,400",-,-,1978,어은로33번길,-,직거래,-
281,경상남도 창원시 진해구 경화동,1***,단독,8m미만,84.35,154.20,202201,04,"14,550",-,-,2000,충장로,-,중개거래,경남 창원진해구
282,경상남도 창원시 진해구 태평동,1*,단독,25m이상,77.44,92.60,202201,04,"25,200",-,-,1997,중원로,-,직거래,-
283,경상남도 창원시 진해구 안골동,3**,다가구,12m미만,655.05,357.50,202201,04,"81,000",-,-,2011,안골로298번길,-,중개거래,경남 창원진해구
284,경상남도 창원시 진해구 태백동,*,단독,8m미만,49.77,116.00,202201,03,"6,350",-,-,1971,태백서로47번길,-,중개거래,경남 창원진해구
285,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,53.43,46.00,202201,03,"3,154",-,-,1970,벚꽃로50번안길,-,직거래,-
286,경상남도 창원시 진해구 마천동,*,단독,8m미만,197.85,931.00,202201,03,"43,000",-,-,2006,웅동로121번길,-,직거래,-
287,경상남도 창원시 진해구 자은동,7**,단독,8m미만,66.44,116.00,202201,03,"24,500",-,-,1980,진해대로989번길,-,직거래,-
