□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,,,
계약일자 : 2020-07-01 ~ 2020-12-31,,,,실거래 구분 : 단독다가구(매매),,,,,주소구분 : 지번 주소,,,,,,,
시도 : 경상남도,,,,시군구 : 창원시 진해구,,,,,읍면동 : 전체,,,,,,,
단지명 : 전체,,,,면적 : 전체,,,,,금액선택 : 전체,,,,,,,
,,,,,,,,,,,,,,,,
NO,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
31,경상남도 창원시 진해구 여좌동,9**,단독,12m미만,22.11,42.10,202012,11,"9,500",-,-,1957,대야남로,-,-,-
32,경상남도 창원시 진해구 여좌동,8**,단독,8m미만,38.45,100.00,202012,10,"12,612",-,-,1960,대야로,-,-,-
33,경상남도 창원시 진해구 경화동,1***,단독,12m미만,46.45,222.00,202012,04,"15,000",-,-,1940,진해대로636번길,-,-,-
34,경상남도 창원시 진해구 여좌동,8**,단독,8m미만,82.60,103.10,202012,03,"12,028",-,-,2002,대야남로45번길,-,-,-
35,경상남도 창원시 진해구 태백동,1*,단독,12m미만,62.87,93.00,202012,03,"12,400",-,-,1986,대야로48번길,-,-,-
36,경상남도 창원시 진해구 경화동,9**,단독,8m미만,73.82,155.00,202012,03,"8,800",-,-,2002,병암로29번길,20201204,-,-
37,경상남도 창원시 진해구 여좌동,8**,단독,8m미만,43.31,99.10,202012,03,"2,900",-,-,1974,태백서로,-,-,-
38,경상남도 창원시 진해구 여좌동,9**,단독,8m미만,52.00,112.60,202012,02,"10,000",-,-,2002,대야로,-,-,-
39,경상남도 창원시 진해구 자은동,9**,단독,8m미만,34.38,711.00,202012,01,"59,500",-,-,1955,진해대로913번길,-,-,-
40,경상남도 창원시 진해구 남문동,8**,단독,8m미만,105.91,420.00,202012,01,"29,000",-,-,1989,웅천중로33번길,-,-,-
41,경상남도 창원시 진해구 충의동,2*,단독,25m이상,66.90,82.30,202012,01,"7,400",-,-,1979,중원동로10번길,20201203,-,-
42,경상남도 창원시 진해구 자은동,8**,단독,8m미만,41.32,112.00,202012,01,"6,300",-,-,1938,덕산로45번길,-,-,-
43,경상남도 창원시 진해구 청안동,3**,단독,12m미만,104.75,112.00,202011,30,"18,000",-,-,1993,청안로170번길,-,-,-
44,경상남도 창원시 진해구 용원동,1***,다가구,12m미만,455.32,234.70,202011,30,"59,000",-,-,2007,용재로3번길,-,-,-
45,경상남도 창원시 진해구 제황산동,2*,단독,12m미만,261.21,165.00,202011,30,"9,500",-,-,1992,인사로,-,-,-
46,경상남도 창원시 진해구 여좌동,1**,단독,8m미만,221.67,209.00,202011,30,"23,600",-,-,2001,여명로25번가길,-,-,-
47,경상남도 창원시 진해구 경화동,1***,단독,8m미만,115.83,109.10,202011,30,"13,500",-,-,1988,충장로285번길,-,-,-
48,경상남도 창원시 진해구 태백동,1*,단독,8m미만,56.41,132.00,202011,28,"16,380",-,-,1982,대야로66번길,-,-,-
49,경상남도 창원시 진해구 석동,6**,단독,12m미만,275.25,252.50,202011,27,"51,500",-,-,2007,진해대로823번길,-,-,-
50,경상남도 창원시 진해구 경화동,1***,단독,8m미만,78.48,143.60,202011,27,"9,900",-,-,1977,태백로,-,-,-
51,경상남도 창원시 진해구 석동,8*,단독,8m미만,329.28,208.20,202011,26,"38,000",-,-,1997,동진로,-,-,-
52,경상남도 창원시 진해구 경화동,1***,단독,8m미만,54.51,205.90,202011,26,"11,900",-,-,1960,충장로297번길,-,-,-
53,경상남도 창원시 진해구 경화동,1***,단독,8m미만,88.23,179.20,202011,26,"12,000",-,-,1977,태백로13번길,-,-,-
54,경상남도 창원시 진해구 자은동,6**,단독,12m미만,102.98,191.00,202011,26,"21,600",-,-,1969,진해대로988번길,-,-,-
55,경상남도 창원시 진해구 경화동,6*,단독,12m미만,72.23,89.00,202011,25,"5,500",-,-,1938,경화로8번길,-,-,-
56,경상남도 창원시 진해구 용원동,1***,다가구,12m미만,550.56,306.20,202011,24,"77,000",-,-,2013,용원북로6번길,-,-,-
57,경상남도 창원시 진해구 용원동,1***,다가구,12m미만,352.98,203.00,202011,24,"40,000",-,-,2004,용원중로30번길,-,-,-
58,경상남도 창원시 진해구 충의동,2*,단독,25m이상,109.56,99.20,202011,24,"22,800",-,-,1991,태평로34번길,-,-,-
59,경상남도 창원시 진해구 태백동,1*,단독,8m미만,60.30,113.50,202011,23,"19,200",-,-,1993,대야로,-,-,-
60,경상남도 창원시 진해구 경화동,3**,단독,8m미만,120.78,155.00,202011,23,"21,700",-,-,1988,경화로15번길,-,-,-
61,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,52.89,235.00,202011,23,"9,600",-,-,1971,태평로37번안길,-,-,-
62,경상남도 창원시 진해구 용원동,1***,다가구,12m미만,389.78,199.70,202011,23,"58,000",-,-,2015,용원북로11번길,-,-,-
63,경상남도 창원시 진해구 죽곡동,6*,단독,8m미만,88.20,129.00,202011,23,"7,450",-,-,1990,어은로23번길,-,-,-
64,경상남도 창원시 진해구 마천동,2*,단독,8m미만,130.88,101.00,202011,23,"6,800",-,-,1900,웅동로121번길,-,-,-
65,경상남도 창원시 진해구 태백동,1*,단독,8m미만,40.50,136.00,202011,21,"12,500",-,-,2002,대야남로67번길,-,-,-
66,경상남도 창원시 진해구 용원동,1***,다가구,12m미만,470.95,252.80,202011,20,"48,000",-,-,2012,용원서로,-,-,-
67,경상남도 창원시 진해구 여좌동,1**,단독,12m미만,98.02,139.30,202011,20,"12,500",-,-,1970,여좌남로41번길,-,-,-
68,경상남도 창원시 진해구 여좌동,7**,단독,8m미만,67.22,122.30,202011,20,"9,500",-,-,1969,여좌남로10번길,-,-,-
69,경상남도 창원시 진해구 북부동,5**,단독,12m미만,38.45,245.00,202011,20,"21,700",-,-,1920,웅천로159번길,-,-,-
70,경상남도 창원시 진해구 자은동,9**,단독,8m미만,34.71,128.00,202011,19,"5,800",-,-,1983,덕산로45번길,-,-,-
71,경상남도 창원시 진해구 여좌동,9**,단독,8m미만,60.16,154.40,202011,18,"17,000",-,-,1979,대야로,-,-,-
72,경상남도 창원시 진해구 소사동,1*,단독,8m미만,94.72,196.00,202011,16,"12,000",-,-,1993,소사천로18번길,-,-,-
73,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,84.74,195.00,202011,14,"21,700",-,-,1994,백구로6번길,-,-,-
74,경상남도 창원시 진해구 장천동,7**,단독,8m미만,83.73,158.00,202011,13,"15,000",-,-,1993,행암로92번안길,-,-,-
75,경상남도 창원시 진해구 경화동,1***,단독,12m미만,73.87,52.70,202011,13,"6,200",-,-,1997,경화로45번길,-,-,-
76,경상남도 창원시 진해구 용원동,1***,다가구,12m미만,482.90,246.90,202011,12,"59,990",-,-,2015,용재로29번길,-,-,-
77,경상남도 창원시 진해구 여좌동,9*,단독,12m미만,66.51,109.10,202011,12,"5,600",-,-,1938,여좌로58번길,-,-,-
78,경상남도 창원시 진해구 석동,1**,단독,12m미만,391.12,237.80,202011,12,"58,500",-,-,2000,진해대로864번길,-,-,-
79,경상남도 창원시 진해구 태백동,1*,단독,8m미만,53.33,120.00,202011,11,"13,923",-,-,1967,대야남로67번길,-,-,-
80,경상남도 창원시 진해구 여좌동,3**,단독,25m미만,92.29,80.20,202011,10,"8,000",-,-,1981,여좌로,-,-,-
81,경상남도 창원시 진해구 여좌동,9**,단독,12m미만,89.98,83.10,202011,09,"17,400",-,-,1999,대야남로,-,-,-
82,경상남도 창원시 진해구 경화동,1**,단독,8m미만,148.60,155.00,202011,09,"16,200",-,-,1989,경화로11번길,-,-,-
83,경상남도 창원시 진해구 충의동,*,단독,12m미만,117.75,135.50,202011,07,"34,700",-,-,2014,중원서로,-,-,-
84,경상남도 창원시 진해구 경화동,1***,단독,8m미만,114.44,213.10,202011,07,"21,700",-,-,1976,진해대로614번길,-,-,-
85,경상남도 창원시 진해구 제황산동,2*,단독,8m미만,84.74,195.00,202011,07,"21,700",-,-,1994,백구로6번길,20201126,-,-
86,경상남도 창원시 진해구 경화동,5**,단독,8m미만,156.09,155.00,202011,06,"9,700",-,-,1989,경화로25번길,-,-,-
87,경상남도 창원시 진해구 여좌동,8**,단독,8m미만,55.50,103.50,202011,06,"14,900",-,-,1994,대야남로51번길,-,-,-
88,경상남도 창원시 진해구 여좌동,9**,단독,8m미만,21.82,189.80,202011,04,"19,373",-,-,1954,대야로,-,-,-
89,경상남도 창원시 진해구 여좌동,1**,단독,8m미만,62.28,128.00,202011,04,"6,000",-,-,1975,여좌로40번길,-,-,-
90,경상남도 창원시 진해구 여좌동,8**,단독,12m미만,160.63,140.30,202011,03,"22,600",-,-,1989,대야로36번길,-,-,-
91,경상남도 창원시 진해구 안골동,3**,단독,12m미만,371.62,207.00,202011,03,"46,000",-,-,2004,안골로277번길,-,-,-
