□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
16,경상남도 창원시 마산합포구 자산동,3**,단독,8m미만,56.79,66.00,202411,23,"9,800",개인,개인,1994,자산서6길,-,직거래,-
17,경상남도 창원시 마산합포구 월남동5가,*,단독,8m미만,56.18,29.80,202411,23,"16,200",개인,개인,1998,3·15대로,-,중개거래,경남 창원시 마산합포구
18,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,57.72,96.00,202411,21,"15,000",개인,개인,1998,자산동3길,-,중개거래,경남 창원시 마산합포구
19,경상남도 창원시 마산합포구 남성동,1**,단독,12m미만,102.48,109.00,202411,19,"30,000",개인,개인,1998,어시장7길,-,직거래,-
20,경상남도 창원시 마산합포구 산호동,4**,단독,8m미만,100.97,99.00,202411,19,"12,000",개인,개인,1983,허당로,-,중개거래,경남 창원시 마산합포구
21,경상남도 창원시 마산합포구 자산동,2*,단독,8m미만,234.39,150.60,202411,18,"8,000",개인,개인,1995,자산서11길,-,직거래,-
22,경상남도 창원시 마산합포구 상남동,4*,단독,8m미만,76.23,140.00,202411,15,"10,800",개인,개인,1977,노산북4길,-,중개거래,경남 창원시 마산회원구
23,경상남도 창원시 마산합포구 완월동,9*,단독,8m미만,126.10,110.00,202411,14,"14,300",개인,개인,2007,완월북10길,-,중개거래,경남 창원시 마산합포구
24,경상남도 창원시 마산합포구 성호동,5*,단독,8m미만,132.97,122.00,202411,13,"7,200",개인,개인,1992,성호서6길,-,중개거래,경남 창원시 마산합포구
25,경상남도 창원시 마산합포구 동성동,2**,단독,8m미만,23.97,72.70,202411,13,"2,500",개인,개인,1998,동서북14길,-,중개거래,경남 창원시 마산합포구
26,경상남도 창원시 마산합포구 동성동,2**,단독,8m미만,23.97,72.70,202411,13,"2,500",개인,개인,1998,동서북14길,20241121,중개거래,경남 창원시 마산합포구
27,경상남도 창원시 마산합포구 완월동,2**,단독,8m미만,60.76,132.40,202411,12,"11,500",개인,개인,1973,고운로,-,직거래,-
28,경상남도 창원시 마산합포구 구산면 수정리,6**,단독,8m미만,86.46,248.50,202411,04,"15,000",개인,개인,2015,수정1길,20241112,중개거래,경남 창원시 마산합포구
29,경상남도 창원시 마산합포구 구산면 수정리,6**,단독,8m미만,86.46,248.50,202411,04,"14,900",개인,개인,2015,수정1길,-,중개거래,경남 창원시 마산합포구
30,경상남도 창원시 마산합포구 산호동,1*,단독,8m미만,107.69,148.40,202410,31,"30,000",개인,개인,2014,산호북5길,-,중개거래,경남 창원시 마산합포구
31,경상남도 창원시 마산합포구 월영동,6**,단독,8m미만,84.56,146.00,202410,31,"6,600",개인,개인,1998,월영남15길,-,직거래,-
32,경상남도 창원시 마산합포구 상남동,1**,단독,8m미만,147.70,146.00,202410,31,"22,700",개인,개인,1993,합포서10길,-,직거래,-
33,경상남도 창원시 마산합포구 산호동,3**,단독,12m미만,117.26,90.60,202410,30,"13,000",개인,개인,1975,산호동6길,-,중개거래,경남 창원시 마산합포구
34,경상남도 창원시 마산합포구 신월동,4*,단독,8m미만,28.46,192.00,202410,26,"13,000",기타,개인,1998,반월서11길,-,중개거래,경남 창원시 마산합포구
35,경상남도 창원시 마산합포구 완월동,3**,단독,8m미만,138.92,136.00,202410,21,"12,300",개인,개인,1974,중앙서2길,-,중개거래,경남 창원시 마산합포구
36,경상남도 창원시 마산합포구 오동동,2**,단독,12m미만,117.02,195.00,202410,19,"32,000",개인,개인,1998,오동동10길,-,중개거래,경남 창원시 마산합포구
37,경상남도 창원시 마산합포구 신월동,4*,단독,8m미만,54.39,119.00,202410,19,"8,500",기타,개인,1977,반월서11길,-,중개거래,경남 창원시 마산합포구
38,경상남도 창원시 마산합포구 신월동,4*,단독,8m미만,64.23,166.00,202410,18,"18,500",기타,개인,1978,반월서11길,-,중개거래,경남 창원시 마산합포구
39,경상남도 창원시 마산합포구 교방동,3**,단독,8m미만,110.81,180.90,202410,18,"27,200",개인,개인,1985,교방서1길,-,중개거래,경남 창원시 마산합포구
40,경상남도 창원시 마산합포구 교방동,3*,단독,8m미만,62.80,125.00,202410,17,"15,700",개인,개인,1998,교방천북길,20241102,중개거래,"경남 창원시 마산합포구, 경남 창원시 마산회원구"
41,경상남도 창원시 마산합포구 장군동1가,1*,단독,8m미만,45.70,89.30,202410,17,"12,020",개인,개인,1998,반월북5길,-,중개거래,경남 창원시 마산합포구
42,경상남도 창원시 마산합포구 교방동,3*,단독,8m미만,62.80,125.00,202410,17,"15,700",개인,개인,1998,교방천북길,-,중개거래,"경남 창원시 마산합포구, 경남 창원시 마산회원구"
43,경상남도 창원시 마산합포구 장군동4가,2*,단독,8m미만,54.84,112.10,202410,16,"5,200",개인,개인,1998,장군천로,-,직거래,-
44,경상남도 창원시 마산합포구 진동면 태봉리,7*,단독,8m미만,99.74,256.00,202410,16,"24,926",개인,개인,2023,태봉1길,-,중개거래,"경남 창원시 마산합포구, 경남 창원시 성산구"
45,경상남도 창원시 마산합포구 자산동,7*,단독,8m미만,42.30,70.00,202410,15,"13,018",개인,개인,1994,자산동13길,-,중개거래,경남 창원시 마산합포구
46,경상남도 창원시 마산합포구 창포동2가,*,단독,8m미만,63.01,105.50,202410,14,"13,000",개인,개인,1984,문화동9길,-,중개거래,경남 창원시 마산합포구
47,경상남도 창원시 마산합포구 진북면 영학리,4**,단독,8m미만,148.95,688.00,202410,14,"38,500",개인,개인,2017,학동로,-,직거래,-
48,경상남도 창원시 마산합포구 산호동,3**,단독,12m미만,124.14,238.00,202410,14,"67,000",개인,개인,1998,회원천북길,-,중개거래,경남 창원시 마산합포구
49,경상남도 창원시 마산합포구 진동면 진동리,3**,단독,8m미만,23.40,119.00,202410,12,"3,500",개인,개인,1998,문화마당길,-,중개거래,경남 창원시 마산합포구
50,경상남도 창원시 마산합포구 산호동,1*,단독,8m미만,83.29,111.40,202410,11,"16,500",개인,개인,1987,산호북5길,-,중개거래,경남 창원시 마산합포구
51,경상남도 창원시 마산합포구 산호동,1*,단독,8m미만,83.29,111.40,202410,11,"16,500",개인,개인,1987,산호북5길,-,중개거래,경남 창원시 마산합포구
52,경상남도 창원시 마산합포구 진북면 인곡리,8**,단독,8m미만,89.30,192.00,202410,11,"2,000",개인,개인,1998,진북정곡길,-,직거래,-
53,경상남도 창원시 마산합포구 문화동,*,단독,8m미만,27.47,56.20,202410,10,"3,000",개인,개인,1984,문화북6길,-,중개거래,경남 창원시 의창구
54,경상남도 창원시 마산합포구 완월동,2**,단독,8m미만,72.75,129.00,202410,09,"10,200",개인,개인,1994,완월동9길,-,중개거래,경남 창원시 마산합포구
55,경상남도 창원시 마산합포구 신월동,4*,단독,8m미만,43.85,94.00,202410,09,"18,700",기타,개인,1992,반월서10길,-,중개거래,경남 창원시 마산합포구
56,경상남도 창원시 마산합포구 완월동,9*,단독,8m미만,86.01,133.00,202410,07,"12,000",개인,개인,1998,완월북4길,-,중개거래,경남 창원시 마산합포구
57,경상남도 창원시 마산합포구 진북면 신촌리,2**,단독,8m미만,81.18,205.00,202410,06,"11,000",개인,개인,1992,신촌마을길,-,직거래,-
58,경상남도 창원시 마산합포구 구산면 옥계리,1**,단독,-,219.99,335.00,202410,01,"10,092",개인,개인,1998,옥계로,-,직거래,-
59,경상남도 창원시 마산합포구 구산면 옥계리,1**,단독,-,219.99,335.00,202410,01,"10,592",개인,개인,2011,옥계로,20241007,직거래,-
60,경상남도 창원시 마산합포구 산호동,5**,단독,8m미만,30.00,26.00,202409,28,"5,500",개인,개인,1998,회원천북길,-,중개거래,경남 창원시 마산합포구
61,경상남도 창원시 마산합포구 진동면 진동리,5**,단독,8m미만,47.01,93.00,202409,28,"9,500",개인,개인,1998,성산길,-,직거래,-
62,경상남도 창원시 마산합포구 월영동,6**,다가구,8m미만,127.98,150.00,202409,27,"7,500",개인,개인,1984,월영남17길,-,직거래,-
63,경상남도 창원시 마산합포구 진북면 지산리,2**,단독,12m미만,45.95,66.00,202409,26,"3,100",개인,개인,1998,지산1길,-,중개거래,경남 창원시 마산합포구
64,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,49.29,106.00,202409,25,"14,848",개인,개인,1998,자산동7길,-,중개거래,경남 창원시 마산합포구
65,경상남도 창원시 마산합포구 교방동,2**,단독,8m미만,41.06,139.00,202409,19,"7,000",개인,개인,1971,교방동7길,-,직거래,-
66,경상남도 창원시 마산합포구 월영동,5**,단독,8m미만,70.55,145.00,202409,13,"12,000",기타,개인,1980,밤밭고개로,-,중개거래,경남 창원시 마산합포구
67,경상남도 창원시 마산합포구 문화동,*,단독,8m미만,64.35,132.20,202409,11,"14,700",개인,개인,1998,문화서15길,-,중개거래,경남 창원시 마산회원구
68,경상남도 창원시 마산합포구 산호동,4**,단독,25m이상,81.05,136.00,202409,11,"50,000",개인,개인,1998,합포로,-,직거래,-
69,경상남도 창원시 마산합포구 진동면 요장리,2**,단독,8m미만,52.80,110.20,202409,09,"5,000",개인,개인,1998,해양관광로,-,직거래,-
70,경상남도 창원시 마산합포구 구산면 내포리,1***,단독,12m미만,33.45,185.00,202409,06,"15,200",개인,개인,2016,해양관광로,-,직거래,-
71,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,46.28,102.00,202409,06,"4,000",개인,개인,1998,자산동9길,-,중개거래,경남 창원시 마산합포구
72,경상남도 창원시 마산합포구 장군동2가,1*,단독,8m미만,132.92,195.10,202408,31,"16,800",개인,개인,1989,중앙남10길,-,중개거래,경남 창원시 마산합포구
73,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,99.71,82.00,202408,24,"17,540",개인,개인,2002,자산동5길,-,중개거래,"경남 창원시 마산합포구, 경남 창원시 마산회원구"
74,경상남도 창원시 마산합포구 진전면 동산리,1**,단독,8m미만,29.75,205.00,202408,23,"2,300",개인,개인,1998,동산1길,-,직거래,-
75,경상남도 창원시 마산합포구 대성동2가,*,단독,8m미만,52.10,112.10,202408,23,"8,000",개인,개인,1998,중앙남9길,-,중개거래,경남 창원시 마산회원구
76,경상남도 창원시 마산합포구 산호동,4**,단독,8m미만,32.72,96.00,202408,21,"9,500",개인,개인,1998,합포남10길,-,중개거래,경남 창원시 마산합포구
77,경상남도 창원시 마산합포구 오동동,*,단독,8m미만,34.80,56.20,202408,19,"15,500",기타,개인,1998,오동동8길,20240830,직거래,-
78,경상남도 창원시 마산합포구 오동동,*,단독,8m미만,34.08,56.20,202408,19,"14,570",기타,개인,1998,오동동8길,-,직거래,-
79,경상남도 창원시 마산합포구 오동동,*,단독,8m미만,35.26,62.80,202408,19,"10,600",기타,개인,1980,오동동9길,-,직거래,-
80,경상남도 창원시 마산합포구 오동동,*,단독,8m미만,65.68,95.90,202408,19,"20,150",기타,개인,1998,오동동9길,-,직거래,-
81,경상남도 창원시 마산합포구 오동동,*,단독,8m미만,25.12,23.10,202408,19,"11,000",기타,개인,1998,오동동8길,-,직거래,-
82,경상남도 창원시 마산합포구 오동동,*,단독,8m미만,52.69,128.10,202408,19,"47,730",기타,개인,1998,오동동15길,-,직거래,-
83,경상남도 창원시 마산합포구 오동동,*,단독,8m미만,36.23,69.40,202408,19,"11,016",기타,개인,1998,오동동9길,-,직거래,-
84,경상남도 창원시 마산합포구 구산면 옥계리,1**,단독,8m미만,28.00,89.00,202408,17,"3,400",개인,개인,1998,옥계로,-,직거래,-
85,경상남도 창원시 마산합포구 오동동,*,단독,8m미만,35.70,79.30,202408,16,"14,257",기타,개인,1998,오동동9길,-,직거래,-
86,경상남도 창원시 마산합포구 진동면 고현리,3**,단독,8m미만,38.25,189.80,202408,13,"7,300",개인,개인,1998,고현장터길,-,직거래,-
87,경상남도 창원시 마산합포구 산호동,2*,단독,8m미만,139.73,148.30,202408,12,"25,000",개인,법인,1998,산호북8길,-,중개거래,경남 창원시 마산합포구
88,경상남도 창원시 마산합포구 진동면 진동리,6**,다가구,12m미만,427.81,251.20,202408,12,"59,500",개인,개인,2013,신서촌4길,-,중개거래,경남 창원시 마산합포구
89,경상남도 창원시 마산합포구 진동면 고현리,1**,단독,8m미만,70.58,166.00,202408,10,"16,500",개인,개인,1998,고현새동네길,-,중개거래,경남 창원시 마산합포구
90,경상남도 창원시 마산합포구 중앙동3가,*,단독,8m미만,46.98,89.60,202408,09,"5,500",개인,개인,1975,중앙북4길,-,중개거래,경남 창원시 성산구
91,경상남도 창원시 마산합포구 구산면 심리,5**,단독,8m미만,23.14,292.10,202408,08,"5,300",개인,개인,1998,심리1길,-,직거래,-
92,경상남도 창원시 마산합포구 진북면 예곡리,1**,단독,12m미만,64.80,198.00,202408,05,"4,300",개인,개인,2008,의림로,-,직거래,-
93,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,116.11,122.00,202408,03,"17,779",개인,개인,1994,자산동4길,-,중개거래,"경남 창원시 마산합포구, 경남 창원시 마산회원구"
94,경상남도 창원시 마산합포구 진북면 부산리,2**,단독,8m미만,173.91,660.00,202407,31,"8,597",개인,개인,2010,부산1길,-,직거래,-
95,경상남도 창원시 마산합포구 산호동,2*,단독,8m미만,52.23,102.50,202407,31,"12,000",개인,개인,1998,산호북15길,-,직거래,-
96,경상남도 창원시 마산합포구 월영동,6**,단독,8m미만,104.10,112.00,202407,31,"14,000",개인,개인,1998,월영남5길,-,중개거래,경남 창원시마산합포구
97,경상남도 창원시 마산합포구 구산면 반동리,5**,단독,8m미만,84.51,384.00,202407,30,"17,350",개인,개인,2014,반동길,-,중개거래,경남 창원시 마산합포구
98,경상남도 창원시 마산합포구 진동면 진동리,6**,다가구,12m미만,446.38,244.40,202407,29,"61,500",개인,개인,1998,신서촌3길,-,중개거래,경남 창원시 마산합포구
99,경상남도 창원시 마산합포구 진전면 양촌리,3**,단독,8m미만,77.40,381.00,202407,25,"11,950",개인,개인,1998,양촌2길,-,직거래,-
100,경상남도 창원시 마산합포구 진동면 고현리,3**,단독,12m미만,152.42,149.70,202407,15,"15,000",법인,개인,2019,미더덕로,-,직거래,-
101,경상남도 창원시 마산합포구 자산동,3*,단독,8m미만,50.61,109.00,202407,11,"13,304",개인,개인,1974,자산동14길,-,중개거래,"경남 창원시 마산합포구, 경남 창원시 마산회원구"
102,경상남도 창원시 마산합포구 진전면 시락리,1**,단독,8m미만,98.34,614.00,202407,10,"38,000",개인,개인,2014,회진로,20240712,중개거래,경기 안성시
103,경상남도 창원시 마산합포구 동성동,2**,단독,8m미만,23.97,72.70,202407,10,"3,000",개인,개인,1998,동서북14길,20241101,중개거래,경남 창원시 마산합포구
104,경상남도 창원시 마산합포구 진전면 시락리,1**,단독,8m미만,98.34,631.00,202407,10,"38,000",개인,개인,2014,회진로,20240712,중개거래,경기 안성시
105,경상남도 창원시 마산합포구 신포동2가,1**,단독,8m미만,325.12,250.50,202407,10,"63,500",개인,개인,1994,어시장8길,-,중개거래,경남 창원시 마산합포구
106,경상남도 창원시 마산합포구 진전면 시락리,1**,단독,8m미만,98.34,631.00,202407,10,"35,900",개인,개인,2014,회진로,-,중개거래,경기 안성시
107,경상남도 창원시 마산합포구 진전면 오서리,6**,단독,12m미만,36.37,96.00,202407,07,"2,800",개인,개인,1998,대실로,-,중개거래,경남 창원시마산합포구
108,경상남도 창원시 마산합포구 덕동동,6**,단독,8m미만,118.59,461.00,202407,06,"20,000",개인,개인,1998,덕동남1길,-,중개거래,경남 창원시 마산합포구
109,경상남도 창원시 마산합포구 진전면 일암리,산1**,단독,8m미만,18.00,673.00,202407,02,"8,000",개인,개인,1998,일암3길,-,직거래,-
110,경상남도 창원시 마산합포구 진전면 오서리,5**,단독,8m미만,60.65,109.00,202407,02,"4,500",개인,개인,2003,오서8길,-,중개거래,경남 창원시 마산합포구
111,경상남도 창원시 마산합포구 완월동,2**,단독,25m미만,42.98,64.00,202406,30,"9,000",개인,개인,1998,고운로,-,직거래,-
112,경상남도 창원시 마산합포구 진전면 일암리,3**,단독,8m미만,122.81,824.00,202406,28,"33,790",개인,개인,2017,일암2길,-,직거래,-
113,경상남도 창원시 마산합포구 중앙동1가,1*,단독,8m미만,53.75,68.80,202406,28,"5,800",개인,개인,1998,반월남2길,-,직거래,-
114,경상남도 창원시 마산합포구 신포동1가,1*,단독,25m이상,148.87,298.50,202406,25,"66,000",개인,개인,1998,서성로,-,중개거래,경남 창원시성산구
115,경상남도 창원시 마산합포구 자산동,9*,단독,8m미만,26.61,89.00,202406,24,"11,965",개인,개인,1981,자산동9길,-,중개거래,경남 창원시마산합포구
116,경상남도 창원시 마산합포구 완월동,2**,단독,8m미만,45.39,119.00,202406,22,"7,000",개인,개인,1998,완월북1길,-,중개거래,경남 창원시마산합포구
117,경상남도 창원시 마산합포구 자산동,3**,다가구,8m미만,105.41,109.00,202406,22,"9,700",개인,개인,1998,자산남10길,-,중개거래,경남 창원시마산합포구
118,경상남도 창원시 마산합포구 구산면 수정리,9*,단독,8m미만,90.00,215.00,202406,21,"16,500",개인,개인,1998,안녕로,-,직거래,-
119,경상남도 창원시 마산합포구 구산면 수정리,9*,단독,8m미만,197.44,214.00,202406,21,"30,500",개인,개인,1998,안녕로,-,직거래,-
120,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,16.86,60.00,202406,20,"8,944",개인,개인,1998,자산동7길,-,중개거래,경남 창원시마산회원구
121,경상남도 창원시 마산합포구 오동동,2**,단독,8m미만,160.79,138.80,202406,18,"10,500",개인,개인,1990,오동동3길,-,중개거래,경남 창원시마산합포구
122,경상남도 창원시 마산합포구 문화동,*,단독,12m미만,133.64,119.00,202406,17,"17,000",개인,개인,1986,문화북4길,-,직거래,-
123,경상남도 창원시 마산합포구 진동면 진동리,3**,단독,8m미만,84.38,150.00,202406,14,"8,800",개인,개인,1985,서동촌길,-,중개거래,경남 창원시마산합포구
124,경상남도 창원시 마산합포구 산호동,2*,단독,8m미만,118.44,115.80,202406,14,"22,000",개인,개인,1976,산호북8길,-,중개거래,"경남 창원시 마산합포구, 경남 창원시 마산회원구"
125,경상남도 창원시 마산합포구 오동동,1**,단독,8m미만,26.44,63.10,202406,11,"6,100",개인,개인,,오동북14길,-,중개거래,경남 창원시마산합포구
126,경상남도 창원시 마산합포구 구산면 옥계리,2**,단독,8m미만,59.49,208.00,202406,11,"9,000",개인,개인,1998,옥계안길,-,중개거래,경남 창원시마산합포구
127,경상남도 창원시 마산합포구 자산동,2**,단독,12m미만,89.86,93.00,202406,05,"20,500",개인,개인,1998,자산남4길,-,중개거래,경남 창원시 마산합포구
128,경상남도 창원시 마산합포구 진북면 영학리,5**,단독,8m미만,28.76,367.00,202406,05,"10,000",개인,개인,1998,학동로,-,중개거래,경남 창원시마산합포구
129,경상남도 창원시 마산합포구 자산동,3*,단독,8m미만,22.06,96.00,202406,05,"12,149",개인,개인,1998,자산동4길,-,중개거래,"경남 창원시마산합포구, 경남 창원시마산회원구"
130,경상남도 창원시 마산합포구 산호동,3**,단독,25m이상,97.31,43.30,202406,05,"38,000",개인,개인,1982,합포로,-,중개거래,"경남 창원시마산합포구, 경남 창원시마산회원구"
131,경상남도 창원시 마산합포구 구산면 옥계리,1**,단독,8m미만,51.75,136.00,202406,03,"13,700",개인,개인,2009,옥계로,-,직거래,-
132,경상남도 창원시 마산합포구 장군동2가,1*,단독,8m미만,117.65,150.00,202406,03,"11,000",개인,개인,1978,중앙남10길,-,직거래,-
133,경상남도 창원시 마산합포구 산호동,2*,단독,12m미만,149.17,208.30,202406,01,"40,000",개인,개인,2006,산호시장길,-,중개거래,경남 창원시 마산합포구
134,경상남도 창원시 마산합포구 진전면 오서리,6**,단독,12m미만,130.48,288.00,202405,30,"6,000",개인,개인,1998,대실로,-,직거래,-
135,경상남도 창원시 마산합포구 신월동,3*,단독,8m미만,113.10,119.00,202405,28,"13,500",개인,개인,1992,반월북9길,-,중개거래,경남 창원시마산합포구
136,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,50.25,99.00,202405,27,"11,400",개인,기타,1998,자산동8길,-,중개거래,경남 창원시마산합포구
137,경상남도 창원시 마산합포구 장군동2가,*,단독,12m미만,137.41,195.70,202405,27,"14,800",개인,개인,1978,중앙남5길,-,직거래,-
138,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,31.74,109.00,202405,27,"13,369",개인,개인,1998,자산동3길,-,중개거래,"경남 창원시마산합포구, 경남 창원시의창구"
139,경상남도 창원시 마산합포구 산호동,4*,단독,12m미만,119.85,122.80,202405,25,"10,000",개인,개인,1998,산호남2길,-,중개거래,경남 창원시마산합포구
140,경상남도 창원시 마산합포구 진동면 진동리,6**,다가구,12m미만,479.08,276.70,202405,25,"70,000",개인,개인,2014,신서촌3길,-,직거래,-
141,경상남도 창원시 마산합포구 산호동,2*,단독,12m미만,182.49,175.90,202405,23,"28,000",개인,개인,1992,산호시장길,-,중개거래,경남 창원시마산합포구
142,경상남도 창원시 마산합포구 장군동2가,*,단독,8m미만,65.07,53.60,202405,21,"11,700",개인,개인,1981,중앙남8길,-,중개거래,경남 창원시마산합포구
143,경상남도 창원시 마산합포구 산호동,3*,단독,25m미만,142.09,132.20,202405,21,"53,500",개인,개인,1978,산호남로,-,중개거래,경남 창원시마산합포구
144,경상남도 창원시 마산합포구 신월동,3*,단독,-,93.79,136.00,202405,21,"19,500",법인,개인,2001,무학로,-,직거래,-
145,경상남도 창원시 마산합포구 완월동,2*,단독,8m미만,81.03,73.00,202405,20,"10,500",개인,개인,1998,자산남14길,-,중개거래,경남 창원시마산합포구
146,경상남도 창원시 마산합포구 교방동,3*,단독,8m미만,43.34,72.00,202405,13,"7,600",개인,법인,1976,노산서21길,-,직거래,-
147,경상남도 창원시 마산합포구 진전면 일암리,3**,단독,8m미만,152.79,767.00,202405,10,"23,700",개인,개인,2012,일암2길,-,중개거래,경남 진주시
148,경상남도 창원시 마산합포구 진북면 망곡리,8*,단독,8m미만,194.60,370.00,202405,08,"10,000",개인,개인,1998,연동2길,-,직거래,-
149,경상남도 창원시 마산합포구 청계동,*,단독,12m미만,372.93,388.10,202404,30,"63,500",개인,개인,1998,문화남4길,-,중개거래,경남 창원시마산합포구
150,경상남도 창원시 마산합포구 진전면 평암리,7**,단독,8m미만,48.10,337.00,202404,29,"2,500",개인,개인,1998,상평음달길,-,중개거래,경남 창원시마산합포구
151,경상남도 창원시 마산합포구 월남동5가,*,단독,8m미만,122.13,105.80,202404,26,"16,000",개인,개인,1998,3·15대로,-,직거래,-
152,경상남도 창원시 마산합포구 완월동,2**,단독,8m미만,124.35,139.00,202404,26,"12,100",개인,개인,1974,완월동8길,-,중개거래,경남 창원시마산합포구
153,경상남도 창원시 마산합포구 완월동,2**,단독,25m미만,139.44,117.00,202404,26,"14,500",개인,개인,1993,자산솔밭로,-,중개거래,경남 창원시마산합포구
154,경상남도 창원시 마산합포구 진동면 교동리,3**,단독,-,117.42,343.00,202404,26,"26,000",개인,개인,1998,,-,중개거래,경남 창원시의창구
155,경상남도 창원시 마산합포구 구산면 심리,8*,단독,12m미만,95.80,116.00,202404,23,"7,400",개인,개인,1998,이순신로,-,직거래,-
156,경상남도 창원시 마산합포구 진전면 오서리,6**,단독,12m미만,82.26,152.00,202404,23,"9,500",개인,개인,1998,대실로,-,중개거래,경남 창원시마산합포구
