□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,,,
계약일자 : 2021-01-01 ~ 2021-12-31,,,,실거래 구분 : 단독다가구(매매),,,,,주소구분 : 지번 주소,,,,,,,
시도 : 경상남도,,,,시군구 : 창원시 마산합포구,,,,,읍면동 : 전체,,,,,,,
단지명 : 전체,,,,면적 : 전체,,,,,금액선택 : 전체,,,,,,,
,,,,,,,,,,,,,,,,
NO,시군구,번지,주택유형,도로조건,연면적(㎡),대지면적(㎡),계약년월,계약일,거래금액(만원),매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
608,경상남도 창원시 마산합포구 중앙동1가,1*,단독,12m미만,437.80,224.90,202106,05,"59,000",-,-,1998,반월남1길,-,-,-
609,경상남도 창원시 마산합포구 자산동,4*,단독,8m미만,47.40,99.00,202106,05,"15,000",-,-,1998,자산동15길,-,-,-
610,경상남도 창원시 마산합포구 장군동1가,1*,단독,8m미만,45.70,89.30,202106,05,"17,500",-,-,,반월북5길,-,-,-
611,경상남도 창원시 마산합포구 자산동,2**,단독,8m미만,34.12,76.00,202106,04,"5,000",-,-,1998,심온길,-,-,-
612,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,78.78,119.00,202106,04,"23,000",-,-,2004,자산동6길,-,-,-
613,경상남도 창원시 마산합포구 대성동1가,*,단독,8m미만,62.02,137.90,202106,04,"18,500",-,-,1998,반월북8길,-,-,-
614,경상남도 창원시 마산합포구 대성동1가,*,단독,8m미만,121.09,130.10,202106,04,"22,500",-,-,1998,반월북5길,-,-,-
615,경상남도 창원시 마산합포구 산호동,5**,다가구,8m미만,45.19,67.33,202106,04,"14,400",-,-,2003,합포북8길,-,-,-
616,경상남도 창원시 마산합포구 산호동,5**,단독,8m미만,33.22,106.00,202106,04,"19,200",-,-,1998,합포북11길,-,-,-
617,경상남도 창원시 마산합포구 신월동,3*,단독,8m미만,38.08,76.00,202106,04,"15,000",-,-,1998,반월북9길,-,-,-
618,경상남도 창원시 마산합포구 구산면 내포리,7**,단독,12m미만,441.87,659.00,202106,04,"40,000",-,-,2017,해양관광로,-,-,-
619,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,39.74,76.00,202106,04,"15,600",-,-,1998,자산동7길,-,-,-
620,경상남도 창원시 마산합포구 자산동,2**,단독,8m미만,34.12,76.00,202106,04,"5,000",-,-,1998,심온길,-,-,-
621,경상남도 창원시 마산합포구 자산동,3**,단독,8m미만,38.38,144.00,202106,04,"5,800",-,-,1998,자산남10길,-,-,-
622,경상남도 창원시 마산합포구 자산동,5*,단독,8m미만,42.98,353.00,202106,03,"30,626",-,-,1998,자산동13길,-,-,-
623,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,72.87,168.00,202106,03,"25,000",-,-,1998,자산동8길,-,-,-
624,경상남도 창원시 마산합포구 대성동1가,*,단독,8m미만,66.88,124.60,202106,03,"20,000",-,-,1998,반월북8길,-,-,-
625,경상남도 창원시 마산합포구 자산동,4*,단독,8m미만,17.00,83.00,202106,03,"14,000",-,-,1998,자산동15길,-,-,-
626,경상남도 창원시 마산합포구 진동면 요장리,4**,단독,8m미만,58.18,148.00,202106,01,"15,000",-,-,2019,요장1길,-,-,-
627,경상남도 창원시 마산합포구 자산동,3**,단독,8m미만,38.38,144.00,202106,01,"5,800",-,-,1998,자산남10길,20210630,-,-
628,경상남도 창원시 마산합포구 자산동,3**,단독,8m미만,111.11,110.00,202106,01,"24,099",-,-,1993,자산동8길,-,-,-
629,경상남도 창원시 마산합포구 구산면 옥계리,3**,단독,8m미만,52.89,423.00,202106,01,"8,800",-,-,1997,옥계안길,-,-,-
630,경상남도 창원시 마산합포구 산호동,5**,단독,8m미만,52.13,132.24,202106,01,"21,000",-,-,1998,합포북13길,-,-,-
631,경상남도 창원시 마산합포구 자산동,6*,단독,8m미만,57.51,102.00,202105,31,"18,000",-,-,1997,자산동18길,-,-,-
632,경상남도 창원시 마산합포구 교방동,3**,단독,12m미만,172.35,243.60,202105,31,"39,000",-,-,1981,교방서2길,-,-,-
633,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,19.83,69.00,202105,30,"14,800",-,-,1997,자산동3길,-,-,-
634,경상남도 창원시 마산합포구 월영동,6**,다가구,8m미만,102.67,136.00,202105,30,"24,000",-,-,1979,월영남18길,-,-,-
635,경상남도 창원시 마산합포구 자산동,4*,단독,8m미만,198.81,218.00,202105,30,"30,500",-,-,1994,자산동14길,-,-,-
636,경상남도 창원시 마산합포구 교방동,1**,단독,8m미만,132.51,116.50,202105,29,"11,700",-,-,1988,교방남4길,-,-,-
637,경상남도 창원시 마산합포구 산호동,4**,단독,8m미만,50.00,73.00,202105,29,"17,600",-,-,1998,합포북3길,-,-,-
638,경상남도 창원시 마산합포구 자산동,6*,단독,8m미만,163.94,165.10,202105,28,"25,000",-,-,1989,자산동13길,-,-,-
639,경상남도 창원시 마산합포구 진전면 동산리,1**,단독,8m미만,49.59,304.00,202105,28,"9,200",-,-,1998,동산1길,20210721,-,-
640,경상남도 창원시 마산합포구 신흥동,*,단독,8m미만,35.70,148.80,202105,28,"7,500",-,-,1997,중앙남5길,-,-,-
641,경상남도 창원시 마산합포구 대성동1가,1*,단독,8m미만,153.83,159.50,202105,28,"26,500",-,-,1990,반월북7길,-,-,-
642,경상남도 창원시 마산합포구 산호동,4**,다가구,8m미만,100.97,99.00,202105,27,"10,000",-,-,1998,허당로,-,-,-
643,경상남도 창원시 마산합포구 산호동,4**,단독,8m미만,20.53,69.00,202105,27,"7,400",-,-,1998,합포남5길,-,-,-
644,경상남도 창원시 마산합포구 산호동,4**,단독,25m미만,44.17,150.00,202105,27,"30,000",-,-,1998,허당로,-,-,-
645,경상남도 창원시 마산합포구 자산동,3**,단독,8m미만,52.89,132.00,202105,26,"10,000",-,-,1998,자산남2길,-,-,-
646,경상남도 창원시 마산합포구 교원동,8*,단독,8m미만,74.94,69.00,202105,26,"7,500",-,-,1998,교방천북길,20210608,-,-
647,경상남도 창원시 마산합포구 자산동,9*,단독,8m미만,77.74,149.00,202105,24,"20,000",-,-,,자산동16길,-,-,-
648,경상남도 창원시 마산합포구 구산면 구복리,7*,단독,8m미만,113.44,708.90,202105,24,"11,700",-,-,1994,구복길,-,-,-
649,경상남도 창원시 마산합포구 자산동,9*,단독,8m미만,40.33,89.00,202105,23,"15,000",-,-,,자산동18길,-,-,-
650,경상남도 창원시 마산합포구 산호동,5**,단독,8m미만,55.10,46.00,202105,22,"10,350",-,-,1998,합포북20길,-,-,-
651,경상남도 창원시 마산합포구 산호동,5**,단독,8m미만,44.96,89.00,202105,22,"17,000",-,-,1998,합포북11길,-,-,-
652,경상남도 창원시 마산합포구 상남동,5**,단독,-,55.10,46.00,202105,22,"10,350",-,-,1998,,20210701,-,-
653,경상남도 창원시 마산합포구 상남동,2**,단독,8m미만,122.80,179.00,202105,22,"27,000",-,-,1973,합포서1길,-,-,-
654,경상남도 창원시 마산합포구 진동면 신기리,2**,단독,8m미만,44.37,88.00,202105,21,"4,500",-,-,1998,신기남산길,-,-,-
655,경상남도 창원시 마산합포구 월영동,*,단독,8m미만,23.97,46.30,202105,21,"13,000",-,-,1977,문화북8길,-,-,-
656,경상남도 창원시 마산합포구 반월동,4*,단독,8m미만,43.97,102.50,202105,21,"17,800",-,-,1998,반월남8길,-,-,-
657,경상남도 창원시 마산합포구 진전면 여양리,9**,단독,8m미만,74.75,347.00,202105,20,"17,739",-,-,2016,의산삼일로,-,-,-
658,경상남도 창원시 마산합포구 산호동,5**,단독,8m미만,40.50,69.00,202105,20,"15,600",-,-,1982,합포북11길,-,-,-
659,경상남도 창원시 마산합포구 자산동,3*,단독,8m미만,85.36,169.00,202105,20,"20,000",-,-,1974,자산동14길,-,-,-
660,경상남도 창원시 마산합포구 교방동,3**,단독,12m미만,140.69,106.70,202105,19,"29,000",-,-,1998,교방서2길,-,-,-
661,경상남도 창원시 마산합포구 평화동,*,단독,8m미만,51.20,105.50,202105,18,"18,000",-,-,1972,반월시장1길,-,-,-
662,경상남도 창원시 마산합포구 산호동,4*,단독,8m미만,61.49,155.50,202105,18,"15,500",-,-,1998,산호남8길,20210621,-,-
663,경상남도 창원시 마산합포구 반월동,3*,단독,8m미만,107.54,125.60,202105,18,"21,200",-,-,1998,반월남1길,-,-,-
664,경상남도 창원시 마산합포구 산호동,5**,단독,25m미만,157.49,139.00,202105,18,"26,000",-,-,1976,용마로,-,-,-
665,경상남도 창원시 마산합포구 자산동,4*,단독,8m미만,41.55,83.00,202105,18,"14,000",-,-,,자산동15길,-,-,-
666,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,205.54,202.00,202105,17,"33,000",-,-,,자산동1길,-,-,-
667,경상남도 창원시 마산합포구 상남동,1**,단독,8m미만,22.25,79.00,202105,16,"16,800",-,-,1998,합포서1길,-,-,-
668,경상남도 창원시 마산합포구 대성동1가,*,단독,8m미만,104.93,124.60,202105,16,"19,500",-,-,1984,반월북5길,-,-,-
669,경상남도 창원시 마산합포구 산호동,1*,단독,8m미만,101.22,113.40,202105,15,"15,500",-,-,1974,산호북11길,-,-,-
670,경상남도 창원시 마산합포구 월영동,5**,단독,8m미만,178.38,185.00,202105,15,"37,000",-,-,1995,월영남3길,-,-,-
671,경상남도 창원시 마산합포구 문화동,*,단독,8m미만,36.80,79.30,202105,15,"15,000",-,-,1998,문화북6길,-,-,-
672,경상남도 창원시 마산합포구 자산동,9*,단독,8m미만,87.38,86.00,202105,15,"16,500",-,-,,자산동18길,-,-,-
673,경상남도 창원시 마산합포구 산호동,2*,단독,12m미만,170.81,177.20,202105,15,"40,000",-,-,1977,산호북15길,-,-,-
674,경상남도 창원시 마산합포구 산호동,4*,단독,25m미만,257.85,701.50,202105,14,"151,500",-,-,1973,용마로,-,-,-
675,경상남도 창원시 마산합포구 신월동,3*,단독,8m미만,44.33,169.00,202105,14,"19,232",-,-,1998,반월북9길,-,-,-
676,경상남도 창원시 마산합포구 산호동,4**,단독,8m미만,98.31,198.00,202105,14,"15,500",-,-,1982,허당로,-,-,-
677,경상남도 창원시 마산합포구 산호동,5**,단독,8m미만,29.90,53.00,202105,14,"12,300",-,-,1983,합포북6길,-,-,-
678,경상남도 창원시 마산합포구 산호동,5*,단독,8m미만,136.07,160.30,202105,13,"34,800",-,-,1978,산호서3길,-,-,-
679,경상남도 창원시 마산합포구 월영동,*,단독,8m미만,76.64,156.00,202105,13,"19,700",-,-,,반월시장1길,-,-,-
680,경상남도 창원시 마산합포구 자산동,5*,단독,8m미만,24.76,60.00,202105,12,"13,430",-,-,1998,자산동15길,-,-,-
681,경상남도 창원시 마산합포구 월영동,*,단독,8m미만,25.64,69.00,202105,12,"14,000",-,-,1998,반월남7길,-,-,-
682,경상남도 창원시 마산합포구 자산동,6*,단독,8m미만,50.40,93.00,202105,12,"17,189",-,-,1984,자산동13길,-,-,-
683,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,149.17,156.00,202105,12,"8,000",-,-,1997,자산서2길,-,-,-
684,경상남도 창원시 마산합포구 상남동,2**,단독,8m미만,20.66,60.00,202105,11,"12,700",-,-,1998,합포서2길,-,-,-
685,경상남도 창원시 마산합포구 평화동,*,단독,8m미만,55.72,101.20,202105,11,"15,300",-,-,,문화북6길,-,-,-
686,경상남도 창원시 마산합포구 상남동,1**,단독,8m미만,35.90,26.00,202105,10,"9,500",-,-,,회원천남길,-,-,-
687,경상남도 창원시 마산합포구 산호동,5*,단독,8m미만,46.41,124.60,202105,10,"13,000",-,-,1973,산호서1길,-,-,-
688,경상남도 창원시 마산합포구 월남동1가,2*,단독,12m미만,23.17,36.70,202105,10,"3,000",-,-,1989,문화동로,-,-,-
689,경상남도 창원시 마산합포구 상남동,2**,단독,8m미만,16.52,67.40,202105,10,"13,000",-,-,1998,합포서5길,20210804,-,-
690,경상남도 창원시 마산합포구 산호동,1*,단독,8m미만,132.26,169.90,202105,09,"17,000",-,-,1976,산호북4길,-,-,-
691,경상남도 창원시 마산합포구 자산동,9*,단독,8m미만,35.24,60.00,202105,09,"14,400",-,-,,자산동10길,-,-,-
692,경상남도 창원시 마산합포구 신월동,4*,단독,8m미만,58.74,83.00,202105,08,"15,000",-,-,1982,반월남8길,-,-,-
693,경상남도 창원시 마산합포구 구산면 내포리,1***,단독,8m미만,69.65,112.00,202105,08,"8,300",-,-,2013,욱곡1길,-,-,-
694,경상남도 창원시 마산합포구 중성동,*,단독,8m미만,85.30,271.60,202105,07,"15,000",-,-,1998,오동서19길,-,-,-
695,경상남도 창원시 마산합포구 창포동3가,*,단독,8m미만,21.16,89.30,202105,07,"6,837",-,-,1998,문화동14길,-,-,-
696,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,34.51,63.00,202105,06,"14,122",-,-,1998,자산동3길,-,-,-
697,경상남도 창원시 마산합포구 구산면 수정리,2**,단독,8m미만,83.21,165.00,202105,06,"8,500",-,-,1998,안녕로,-,-,-
698,경상남도 창원시 마산합포구 반월동,3*,단독,8m미만,130.44,140.50,202105,04,"21,600",-,-,1983,반월북3길,-,-,-
699,경상남도 창원시 마산합포구 자산동,4*,단독,8m미만,18.00,30.00,202105,04,"13,000",-,-,1998,자산동14길,-,-,-
700,경상남도 창원시 마산합포구 중앙동2가,*,단독,25m이상,125.45,51.90,202105,04,"21,000",-,-,1995,3·15대로,-,-,-
701,경상남도 창원시 마산합포구 자산동,7*,단독,8m미만,26.78,73.00,202105,03,"14,380",-,-,1998,자산동13길,-,-,-
702,경상남도 창원시 마산합포구 덕동동,4*,단독,8m미만,179.58,305.00,202105,03,"35,500",-,-,2008,비포길,-,-,-
703,경상남도 창원시 마산합포구 장군동1가,*,단독,8m미만,26.44,49.60,202105,03,"12,500",-,-,1998,반월북4길,-,-,-
704,경상남도 창원시 마산합포구 산호동,2*,단독,8m미만,131.90,210.80,202105,03,"35,000",-,-,1979,산호시장길,-,-,-
705,경상남도 창원시 마산합포구 자산동,8*,단독,8m미만,84.61,79.00,202105,03,"18,000",-,-,1987,자산동5길,-,-,-
706,경상남도 창원시 마산합포구 자산동,4*,단독,8m미만,47.07,93.00,202105,02,"14,900",-,-,,자산동14길,-,-,-
707,경상남도 창원시 마산합포구 자산동,7*,단독,8m미만,38.67,69.00,202105,02,"15,310",-,-,1994,자산동13길,-,-,-
708,경상남도 창원시 마산합포구 진전면 이명리,8**,단독,12m미만,145.65,313.00,202105,02,"19,000",-,-,2002,호산정달로,-,-,-
709,경상남도 창원시 마산합포구 산호동,5**,단독,8m미만,38.38,89.00,202105,01,"16,000",-,-,1998,회원천북길,-,-,-
710,경상남도 창원시 마산합포구 완월동,3**,단독,8m미만,71.21,139.00,202105,01,"13,000",-,-,1974,완월동1길,-,-,-
711,경상남도 창원시 마산합포구 반월동,5*,단독,8m미만,54.48,165.30,202105,01,"21,400",-,-,1974,반월남1길,-,-,-
712,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,129.38,122.00,202105,01,"28,900",-,-,1998,자산동1길,-,-,-
713,경상남도 창원시 마산합포구 산호동,4**,단독,8m미만,28.43,60.00,202105,01,"14,400",-,-,1998,합포북5길,-,-,-
714,경상남도 창원시 마산합포구 산호동,3**,단독,12m미만,71.34,100.20,202105,01,"17,500",-,-,1983,해안대로,-,-,-
715,경상남도 창원시 마산합포구 신월동,1*,단독,8m미만,84.17,159.00,202105,01,"7,000",-,-,,반월서1길,-,-,-
716,경상남도 창원시 마산합포구 성호동,9*,단독,8m미만,61.50,164.00,202105,01,"15,000",-,-,1999,성호서15길,-,-,-
717,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,57.45,109.00,202104,30,"18,000",-,-,1998,자산동7길,-,-,-
718,경상남도 창원시 마산합포구 대성동1가,1*,단독,8m미만,130.45,128.90,202104,29,"21,000",-,-,1993,반월북9길,-,-,-
719,경상남도 창원시 마산합포구 상남동,1**,단독,8m미만,55.64,90.00,202104,29,"9,000",-,-,1974,교방천북길,-,-,-
720,경상남도 창원시 마산합포구 상남동,1**,단독,8m미만,51.66,102.00,202104,28,"12,000",-,-,1981,회원천남길,-,-,-
721,경상남도 창원시 마산합포구 산호동,1*,다가구,8m미만,446.36,291.60,202104,28,"84,000",-,-,2015,산호북2길,-,-,-
722,경상남도 창원시 마산합포구 산호동,4**,단독,8m미만,53.31,119.00,202104,28,"21,600",-,-,1998,합포남10길,-,-,-
723,경상남도 창원시 마산합포구 교방동,3**,단독,8m미만,129.33,118.70,202104,28,"25,000",-,-,1998,교방천북길,-,-,-
724,경상남도 창원시 마산합포구 상남동,1**,단독,8m미만,147.70,146.00,202104,28,"25,000",-,-,1993,합포서10길,-,-,-
725,경상남도 창원시 마산합포구 진동면 태봉리,4**,단독,8m미만,53.85,495.00,202104,28,"22,600",-,-,2006,태봉1길,-,-,-
726,경상남도 창원시 마산합포구 산호동,5**,단독,8m미만,34.02,106.00,202104,28,"9,500",-,-,1967,합포북21길,-,-,-
727,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,21.49,43.00,202104,27,"10,000",-,-,1998,자산동2길,-,-,-
728,경상남도 창원시 마산합포구 진전면 오서리,5**,단독,12m미만,90.37,234.00,202104,26,"15,000",-,-,1998,대실로,-,-,-
729,경상남도 창원시 마산합포구 월영동,*,단독,8m미만,25.32,66.00,202104,26,"13,000",-,-,1998,반월남8길,-,-,-
730,경상남도 창원시 마산합포구 구산면 마전리,1**,단독,8m미만,33.05,325.00,202104,25,"7,600",-,-,1999,마전길,-,-,-
731,경상남도 창원시 마산합포구 중성동,1*,단독,8m미만,266.90,438.10,202104,25,"30,000",-,-,1987,오동서16길,-,-,-
732,경상남도 창원시 마산합포구 중앙동2가,*,단독,8m미만,107.64,109.50,202104,24,"15,000",-,-,1981,중앙동4길,-,-,-
733,경상남도 창원시 마산합포구 월영동,*,단독,8m미만,52.64,156.00,202104,24,"18,000",-,-,1977,문화북8길,-,-,-
734,경상남도 창원시 마산합포구 산호동,5**,단독,8m미만,63.20,111.00,202104,24,"18,400",-,-,1993,합포북14길,-,-,-
735,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,53.91,52.00,202104,24,"14,034",-,-,1968,자산동1길,-,-,-
736,경상남도 창원시 마산합포구 대창동,1**,단독,8m미만,41.22,98.70,202104,23,"8,000",-,-,1998,문화서6길,-,-,-
737,경상남도 창원시 마산합포구 반월동,3*,단독,8m미만,132.14,181.30,202104,23,"21,568",-,-,1998,반월북3길,-,-,-
738,경상남도 창원시 마산합포구 반월동,3*,단독,8m미만,132.14,181.30,202104,23,"22,500",-,-,1983,반월북3길,20210504,-,-
739,경상남도 창원시 마산합포구 월영동,9*,단독,8m미만,26.45,127.00,202104,23,"12,000",-,-,1998,문화서13길,-,-,-
740,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,82.33,96.00,202104,22,"19,100",-,-,1993,자산동8길,-,-,-
741,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,49.29,106.00,202104,22,"17,400",-,-,1998,자산동7길,20210619,-,-
742,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,46.68,83.00,202104,22,"15,000",-,-,,자산동12길,-,-,-
743,경상남도 창원시 마산합포구 자산동,6*,단독,8m미만,42.68,103.00,202104,22,"15,990",-,-,1973,자산동16길,-,-,-
744,경상남도 창원시 마산합포구 산호동,4**,단독,8m미만,45.98,77.50,202104,22,"18,000",-,-,1998,합포북8길,-,-,-
745,경상남도 창원시 마산합포구 신월동,4*,단독,8m미만,34.81,76.00,202104,22,"15,000",-,-,1998,반월남8길,-,-,-
746,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,87.90,154.00,202104,21,"23,074",-,-,,자산동8길,-,-,-
747,경상남도 창원시 마산합포구 반월동,5*,단독,8m미만,124.48,114.90,202104,21,"19,500",-,-,1998,반월남7길,20210624,-,-
748,경상남도 창원시 마산합포구 구산면 구복리,1**,단독,8m미만,66.75,131.40,202104,21,"8,400",-,-,1998,구복길,-,-,-
749,경상남도 창원시 마산합포구 진전면 오서리,9*,단독,8m미만,116.37,263.00,202104,21,"3,270",-,-,1998,호산울빛길,-,-,-
750,경상남도 창원시 마산합포구 진전면 오서리,9*,단독,8m미만,116.37,263.00,202104,21,"5,000",-,-,1998,호산울빛길,20210428,-,-
751,경상남도 창원시 마산합포구 문화동,*,단독,12m미만,192.99,178.50,202104,20,"28,000",-,-,1979,문화북4길,-,-,-
752,경상남도 창원시 마산합포구 신월동,4*,단독,8m미만,103.17,110.00,202104,20,"15,000",-,-,1979,반월남8길,-,-,-
753,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,47.60,136.00,202104,20,"16,990",-,-,1998,자산동2길,20210602,-,-
754,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,36.36,63.00,202104,20,"14,000",-,-,1998,자산동2길,-,-,-
755,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,47.60,136.00,202104,20,"17,000",-,-,1998,자산동2길,-,-,-
756,경상남도 창원시 마산합포구 구산면 구복리,2**,단독,8m미만,133.60,224.00,202104,20,"12,000",-,-,1998,구복길,-,-,-
757,경상남도 창원시 마산합포구 산호동,4**,단독,8m미만,29.59,83.00,202104,19,"17,100",-,-,1998,회원천북길,-,-,-
758,경상남도 창원시 마산합포구 상남동,1**,단독,8m미만,38.97,66.00,202104,19,"15,500",-,-,,합포서10길,-,-,-
759,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,57.85,99.00,202104,19,"8,600",-,-,1998,자산동8길,-,-,-
760,경상남도 창원시 마산합포구 상남동,1**,단독,8m미만,18.81,49.00,202104,18,"12,200",-,-,1998,합포서11길,-,-,-
761,경상남도 창원시 마산합포구 산호동,5**,단독,8m미만,42.12,66.00,202104,18,"13,700",-,-,,합포북21길,-,-,-
762,경상남도 창원시 마산합포구 산호동,5*,단독,8m미만,41.82,108.10,202104,17,"11,200",-,-,1998,산호서3길,-,-,-
763,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,21.26,46.00,202104,17,"13,400",-,-,1968,자산동2길,-,-,-
764,경상남도 창원시 마산합포구 월영동,*,다가구,8m미만,115.77,118.00,202104,16,"21,000",-,-,1992,반월남4길,-,-,-
765,경상남도 창원시 마산합포구 장군동1가,2*,단독,8m미만,96.30,181.80,202104,16,"23,000",-,-,1998,반월북5길,-,-,-
766,경상남도 창원시 마산합포구 신창동,*,다가구,8m미만,137.15,136.50,202104,16,"13,600",-,-,1993,반월남2길,-,-,-
767,경상남도 창원시 마산합포구 자산동,2**,단독,8m미만,114.48,49.00,202104,16,"5,000",-,-,2004,자산동1길,-,-,-
768,경상남도 창원시 마산합포구 상남동,1**,단독,8m미만,66.00,36.00,202104,16,"12,000",-,-,1998,회원천남길,-,-,-
769,경상남도 창원시 마산합포구 산호동,5*,단독,8m미만,155.09,147.40,202104,15,"20,000",-,-,1993,바냇들2길,-,-,-
770,경상남도 창원시 마산합포구 산호동,5*,단독,8m미만,109.63,243.00,202104,15,"39,500",-,-,2010,바냇들2길,-,-,-
771,경상남도 창원시 마산합포구 문화동,*,단독,8m미만,48.12,119.00,202104,14,"15,000",-,-,1983,문화북8길,-,-,-
772,경상남도 창원시 마산합포구 진전면 시락리,1**,단독,8m미만,98.34,554.00,202104,14,"35,000",-,-,2014,회진로,-,-,-
773,경상남도 창원시 마산합포구 월남동1가,2*,단독,8m미만,74.84,75.30,202104,14,"6,100",-,-,2004,문화동2길,-,-,-
774,경상남도 창원시 마산합포구 신월동,4*,단독,8m미만,26.28,106.00,202104,14,"10,000",-,-,1998,반월서10길,-,-,-
775,경상남도 창원시 마산합포구 상남동,1**,단독,8m미만,26.80,69.00,202104,14,"12,500",-,-,,합포서11길,-,-,-
776,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,47.60,136.00,202104,14,"17,000",-,-,1998,자산동2길,20210601,-,-
777,경상남도 창원시 마산합포구 진북면 영학리,9**,단독,8m미만,59.00,605.00,202104,14,"25,000",-,-,2010,,-,-,-
778,경상남도 창원시 마산합포구 반월동,8*,단독,12m미만,62.48,72.70,202104,13,"20,850",-,-,1998,반월남1길,-,-,-
779,경상남도 창원시 마산합포구 반월동,8*,단독,12m미만,62.48,72.70,202104,13,"20,850",-,-,1988,반월남1길,20210427,-,-
780,경상남도 창원시 마산합포구 화영동,*,단독,8m미만,163.70,169.80,202104,12,"25,000",-,-,1987,문화남8길,-,-,-
781,경상남도 창원시 마산합포구 대성동1가,*,단독,8m미만,46.28,94.90,202104,12,"15,000",-,-,1998,반월북5길,-,-,-
782,경상남도 창원시 마산합포구 상남동,1**,단독,8m미만,30.46,43.00,202104,12,"12,300",-,-,1998,합포서10길,-,-,-
783,경상남도 창원시 마산합포구 진동면 요장리,3**,단독,8m미만,151.17,457.10,202104,11,"28,500",-,-,2002,광암1길,-,-,-
784,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,61.23,159.00,202104,10,"18,000",-,-,1984,자산동3길,-,-,-
785,경상남도 창원시 마산합포구 추산동,*,단독,25m미만,994.95,220.50,202104,10,"112,000",-,-,1991,성호동1길,-,-,-
786,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,66.02,131.00,202104,10,"9,500",-,-,1979,자산서11길,-,-,-
787,경상남도 창원시 마산합포구 월영동,4**,단독,8m미만,61.18,110.00,202104,09,"6,000",-,-,1994,월영북10길,-,-,-
788,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,16.86,60.00,202104,09,"11,244",-,-,1997,자산동7길,-,-,-
789,경상남도 창원시 마산합포구 자산동,6*,단독,8m미만,146.90,145.00,202104,09,"25,000",-,-,1997,자산동13길,-,-,-
790,경상남도 창원시 마산합포구 자산동,1**,단독,8m미만,49.29,138.00,202104,09,"16,000",-,-,1976,자산동2길,-,-,-
791,경상남도 창원시 마산합포구 자산동,6*,단독,8m미만,38.68,215.00,202104,09,"18,800",-,-,1998,자산동16길,-,-,-
792,경상남도 창원시 마산합포구 대성동1가,*,단독,8m미만,34.87,105.10,202104,09,"15,340",-,-,1998,,-,-,-
793,경상남도 창원시 마산합포구 산호동,3*,단독,8m미만,126.21,124.00,202104,08,"16,500",-,-,1978,산호서7길,-,-,-
794,경상남도 창원시 마산합포구 자산동,5*,단독,8m미만,20.36,99.00,202104,08,"15,000",-,-,1998,자산동15길,-,-,-
795,경상남도 창원시 마산합포구 자산동,3*,단독,8m미만,77.42,215.00,202104,08,"23,500",-,-,1998,자산동14길,20210609,-,-
796,경상남도 창원시 마산합포구 산호동,5**,다가구,8m미만,45.19,67.33,202104,08,"14,400",-,-,2003,합포북8길,20210602,-,-
