□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
경상남도 창원진해구 경화동,1495,1495,0000,유일하이츠빌라A,70.8,45.5,202002,17,"         6,500",2,1991,조천로7번길 24-5
경상남도 창원진해구 경화동,1164-1,1164,0001,중부상가,50.84,6.6,201911,19,"         4,200",3,1980,중초로 20
경상남도 창원진해구 경화동,1148-7,1148,0007,중초(1148-7),67.77,41,202003,17,"         4,900",2,1979,중초로29번길 3
경상남도 창원진해구 경화동,846-15,0846,0015,"창성(가,나)",47.52,43.47,201911,5,"         9,000",3,1986,조천북로146번길 3
경상남도 창원진해구 경화동,940-14,0940,0014,플러스빌라2차,75.83,36.12,202006,9,"         9,400",3,2003,경화로26번길 27
경상남도 창원진해구 경화동,922-21,0922,0021,행복빌라(922-21),57.96,42.41,202005,2,"         7,500",3,1998,경화로38번길 28
경상남도 창원진해구 경화동,1154-11,1154,0011,혜성빌라(1154-11),59.17,36.33,202006,29,"         6,000",2,1992,경화로25번길 19
경상남도 창원진해구 근화동,7-1,0007,0001,근화빌라,56.7,61.44,202004,20,"         3,900",1,1993,태평로7번길 9
경상남도 창원진해구 대영동,9-1,0009,0001,대영연립가동,44.33,29.5,202001,6,"         4,200",2,1990,태평로34번길 36
경상남도 창원진해구 대죽동,32-32,0032,0032,대죽빌라,95.67,50.48,201908,20,"         6,000",2,1998,태평로48번길 24-21
경상남도 창원진해구 대죽동,32-42,0032,0042,유림골든빌2차,52.8486,33.88,202006,3,"        10,500",3,2015,태평로48번길 22
경상남도 창원진해구 덕산동,10-26,0010,0026,뉴덕산빌라,57.42,36.5,202005,1,"         4,300",4,1991,충장로481번길 22
경상남도 창원진해구 덕산동,14-39,0014,0039,덕산그린빌라,65.8,31.13,201911,8,"         6,000",5,1992,충장로481번길 14
경상남도 창원진해구 덕산동,57-37,0057,0037,은하덕산원룸,32.08,13.59,202004,17,"         2,000",2,2001,동진로 136-22
경상남도 창원진해구 마천동,145-49,0145,0049,드림시티빌1,68.4054,63.13,202003,5,"         6,000",3,2012,마천로 47-1
경상남도 창원진해구 마천동,145-48,0145,0048,드림시티빌2,55.9827,42.07,202006,17,"         6,200",5,2012,마천로 47
경상남도 창원진해구 북부동,86,0086,0000,강경빌라,60,39.16,201909,25,"         4,500",2,2003,웅천북로 33
경상남도 창원진해구 북부동,86,0086,0000,강경빌라,56.3,36.74,202005,12,"         4,300",3,2003,웅천북로 33
경상남도 창원진해구 석동,118-18,0118,0018,대성주택A동,46.76,42,201910,21,"         4,930",1,1983,냉천로 37
경상남도 창원진해구 석동,355-3,0355,0003,락희빌라,78.82,50.78,201909,11,"         7,300",4,2001,돌리로22번길 5-14
경상남도 창원진해구 석동,355-3,0355,0003,락희빌라,84.86,54.67,202005,18,"        12,000",3,2001,돌리로22번길 5-14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.83,95.77,201907,5,"        12,500",4,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.83,95.77,201910,22,"        16,400",2,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.71,76.84,201910,26,"        13,100",2,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.71,76.84,201911,7,"        12,800",2,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.71,76.84,201911,13,"        10,800",1,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.83,88.9,201911,27,"        12,800",1,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.83,95.77,201912,17,"        14,000",4,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.71,76.84,201912,17,"        11,700",1,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.71,76.84,201912,22,"        12,500",1,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.71,76.84,202002,14,"        11,900",1,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,59.83,95.77,202003,21,"        13,500",4,2003,냉천로107번길 14
경상남도 창원진해구 석동,660,0660,0000,벚꽃그린빌2단지,51.71,76.84,202006,20,"        14,800",3,2003,냉천로107번길 14
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,201907,2,"        16,600",3,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.96,112.41,201907,16,"        16,500",2,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.96,112.41,201910,4,"        18,000",2,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,201911,6,"        15,000",3,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.96,112.41,201911,12,"        18,000",4,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,201911,17,"        16,700",2,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,83.47,201912,8,"        15,900",1,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,201912,19,"        14,800",4,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.96,112.41,201912,19,"        18,200",2,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,201912,21,"        16,500",2,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.96,104.58,202001,3,"        17,800",1,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,202001,4,"        16,300",3,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.96,112.41,202001,14,"        19,400",2,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,202001,23,"        15,000",3,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,202001,23,"        14,500",4,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,202001,30,"        15,100",2,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,83.47,202001,31,"        15,800",1,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.96,112.41,202002,7,"        17,000",3,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,202002,7,"        16,000",4,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,83.47,202002,13,"        16,500",1,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,202003,5,"        15,700",4,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,59.83,90.15,202003,9,"        16,800",3,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,84.96,118.53,202004,13,"        18,000",1,2003,석동로 80
경상남도 창원진해구 석동,659,0659,0000,벚꽃그린빌4단지,74.96,112.41,202004,27,"        20,700",4,2003,석동로 80
경상남도 창원진해구 석동,413-4,0413,0004,안성빌라,79.675,45.5,202001,20,"         7,400",3,1996,진해대로763번길 23
경상남도 창원진해구 석동,413-4,0413,0004,안성빌라,79.675,45.5,202002,12,"        11,000",1,1996,진해대로763번길 23
경상남도 창원진해구 송학동,50-10,0050,0010,중앙상가,80.39,4.96,202001,29,"        10,000",2,1980,벚꽃로60번길 19-3
경상남도 창원진해구 숭인동,14-1,0014,0001,숭인빌라,72.16,36.5,201910,11,"         5,000",3,1997,중원로10번길 10
경상남도 창원진해구 여좌동,761-147,0761,0147,(761-147),41.63,28.1,201911,6,"         3,100",3,1990,여좌로21번길 15
경상남도 창원진해구 여좌동,761-147,0761,0147,(761-147),41.63,28.1,202006,1,"         2,000",2,1990,여좌로21번길 15
경상남도 창원진해구 여좌동,35-1,0035,0001,경동빌라A,63.81,30.55,202005,31,"         7,500",1,1991,여좌로123번길 10-10
경상남도 창원진해구 여좌동,901-7,0901,0007,대야동구,61.16,43.8,202006,11,"         8,400",1,1979,대야남로63번길 5
경상남도 창원진해구 여좌동,39-2,0039,0002,라인빌라,47.16,30.07,202004,4,"         5,750",1,1998,여좌천로 94
경상남도 창원진해구 여좌동,2-23,0002,0023,목화(2-23),65.9,58.82,202002,27,"         5,000",1,1986,여좌로99번나길 28
경상남도 창원진해구 여좌동,8-4,0008,0004,목화가동,45.24,30.4,201910,28,"         3,800",2,1987,여좌천로116번길 14-1
경상남도 창원진해구 여좌동,122-24,0122,0024,삼원맨션,75.88,52.99,201911,25,"         6,500",2,1983,여좌남로55번길 14
경상남도 창원진해구 여좌동,750-1,0750,0001,서진,73.35,54.05,201909,20,"         8,500",2,1991,여좌남로 14
경상남도 창원진해구 여좌동,750-1,0750,0001,서진,73.35,54.05,202005,22,"         8,500",2,1991,여좌남로 14
경상남도 창원진해구 여좌동,113-24,0113,0024,세운APT,58.2,42,202006,16,"         3,000",1,1983,여좌로40번길 14-4
경상남도 창원진해구 여좌동,101-1,0101,0001,세진체리힐가든,152.04,82.28,201911,12,"        31,500",4,1991,여명로25번라길 22
경상남도 창원진해구 여좌동,121-1,0121,0001,신흥연립(가),46.695,27,201908,29,"         4,200",3,1988,여좌남로55번안길 3
경상남도 창원진해구 여좌동,760-62,0760,0062,에이케이빌,72.34,45.78,201911,7,"        14,500",3,2012,여좌남로 30-30
경상남도 창원진해구 여좌동,104-1,0104,0001,청송빌라,44.25,21.6,201909,18,"         5,000",2,1983,여명로 78
경상남도 창원진해구 여좌동,104-1,0104,0001,청송빌라,44.25,21.6,202004,10,"         4,900",1,1983,여명로 78
경상남도 창원진해구 여좌동,37-1,0037,0001,태강빌라,56.19,24,202002,3,"         5,000",1,1992,여좌로118번길 18
경상남도 창원진해구 이동,161-1,0161,0001,경동황토방빌라,65.85,29.79,201907,4,"         7,000",4,1997,이동로59번길 3
경상남도 창원진해구 이동,512,0512,0000,무지개,59.49,64.72,201912,12,"         7,000",1,1985,병암로29번길 3
경상남도 창원진해구 이동,512,0512,0000,무지개,59.49,64.72,202005,4,"         6,600",3,1985,병암로29번길 3
경상남도 창원진해구 이동,512,0512,0000,무지개,59.49,64.72,202005,28,"         8,000",3,1985,병암로29번길 3
경상남도 창원진해구 이동,331-4,0331,0004,삼희,36.17,34,201910,23,"         2,500",1,1979,해원로 24
경상남도 창원진해구 이동,515-5,0515,0005,유일낙원빌라,59.38,36.32,202006,6,"         4,500",4,1997,병암로30번길 4
경상남도 창원진해구 이동,48-4,0048,0004,유일빌라,45.18,31.83,202004,21,"         4,000",3,1990,충장로435번길 28
경상남도 창원진해구 이동,508-6,0508,0006,일성빌라나동,68.73,44.56,202006,23,"         7,500",3,1992,병암로30번길 5-5
경상남도 창원진해구 이동,332-1,0332,0001,혜성빌라,55.26,47.14,201911,13,"         6,000",1,1990,해원로14번길 11-3
경상남도 창원진해구 인사동,7-24,0007,0024,목동원룸,27,11.92,202004,8,"         1,700",4,2001,인사로6번길 4
경상남도 창원진해구 자은동,305-9,0305,0009,경동빌라2차,59.4,36.6,202006,10,"         7,500",1,1995,자은로88번안길 17
경상남도 창원진해구 자은동,666-13,0666,0013,경부으뜸빌라,58.02,39.25,202004,28,"         4,500",2,1998,진해대로988번길 17-8
경상남도 창원진해구 자은동,977-1,0977,0001,대동빌라트2단지,76.23,97.73,202001,28,"        13,300",4,1996,냉천로108번길 5-16
경상남도 창원진해구 자은동,978,0978,0000,대동빌라트3단지,76.23,118.42,201910,10,"        12,000",1,1996,자은로 82
경상남도 창원진해구 자은동,978,0978,0000,대동빌라트3단지,76.23,118.42,202003,14,"        11,500",2,1996,자은로 82
경상남도 창원진해구 자은동,196-1,0196,0001,동일빌라,63.315,40.43,202005,13,"         6,000",2,2002,냉천로141번길 11-2
경상남도 창원진해구 자은동,668-6,0668,0006,봉산빌라,67.65,51.89,201909,10,"         6,000",1,1992,진해대로976번길 6-7
경상남도 창원진해구 자은동,668-6,0668,0006,봉산빌라,70.65,54.19,201910,28,"         8,500",2,1992,진해대로976번길 6-7
경상남도 창원진해구 자은동,776-3,0776,0003,유성빌라,58.74,36.26,202004,1,"         5,000",4,1989,진해대로976번길 6-2
경상남도 창원진해구 자은동,947-10,0947,0010,혜성빌라D동,47.04,44.42,202005,23,"         6,000",1,1991,자은로64번길 34-6
경상남도 창원진해구 제덕동,382-1,0382,0001,해성뷰티빌,74.93,42.89,202001,13,"         6,400",2,2002,제덕로234번길 16
경상남도 창원진해구 죽곡동,121-1,0121,0001,안성그린토피아,59.76,41.27,202001,2,"         4,000",1,1998,어은로35번길 16
경상남도 창원진해구 죽곡동,100-4,0100,0004,태성빌라1동,49.13,39.17,201910,16,"         3,700",1,1998,어은로35번길 25-2
경상남도 창원진해구 죽곡동,100-4,0100,0004,태성빌라1동,42.1,33.58,202004,29,"         2,500",3,1998,어은로35번길 25-2
경상남도 창원진해구 충무동,27-10,0027,0010,(27-10),65.49,56.7,201912,1,"         3,200",2,1980,충장로 144-14
경상남도 창원진해구 충무동,27-10,0027,0010,(27-10),65.49,56.7,202004,6,"         3,400",2,1980,충장로 144-14
경상남도 창원진해구 충무동,28-27,0028,0027,하이존텔-2-B동,38.675,20.76,202004,29,"         3,070",3,2003,충장로176번길 17-1
경상남도 창원진해구 충의동,45,0045,0000,동성나동,52.48,39.88,202001,17,"         5,240",1,1984,태평로48번길 5
경상남도 창원진해구 충의동,39-2,0039,0002,용인하이츠빌라,83.7,45.45,202001,20,"         8,150",3,2001,중원동로10번길 27-2
경상남도 창원진해구 태백동,11-191,0011,0191,대야빌라,46.17,41,202005,25,"         7,500",1,1989,대야남로67번길 9-6
경상남도 창원진해구 태백동,11-191,0011,0191,대야빌라,46.17,41,202006,25,"         7,500",3,1989,대야남로67번길 9-6
경상남도 창원진해구 태백동,11-187,0011,0187,대야연립,46.17,43.8,202006,17,"         8,000",2,1988,대야남로67번길 9-3
경상남도 창원진해구 태백동,2-38,0002,0038,목화빌라,76.09,65.17,201911,1,"         5,000",2,1991,진해대로563번길 33
경상남도 창원진해구 풍호동,709-1,0709,0001,여명상가빌라,64.8,25.01,201911,28,"         8,500",5,1995,풍호로 15
경상남도 창원진해구 풍호동,755-8,0755,0008,진흥골든빌라A,75.0675,36.77,202002,7,"         6,500",2,1995,충장로 519
경상남도 창원진해구 풍호동,755-8,0755,0008,진흥골든빌라A,75.0675,36.77,202006,19,"         6,700",2,1995,충장로 519
경상남도 창원진해구 화천동,50-10,0050,0010,중앙상가,80.39,4.96,201910,18,"         7,000",2,1980,벚꽃로60번길 19-3
