□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
경상남도 창원마산합포구 교방동,360-1,0360,0001,동원아트빌라,84.72,37.52,201607,21,"        16,300",3,1992,교방북2길 18
경상남도 창원마산합포구 교방동,360-1,0360,0001,동원아트빌라,84.72,37.52,201702,18,"        15,700",5,1992,교방북2길 18
경상남도 창원마산합포구 교방동,360-1,0360,0001,동원아트빌라,80.415,35.62,201703,21,"        15,800",3,1992,교방북2길 18
경상남도 창원마산합포구 교방동,360-1,0360,0001,동원아트빌라,84.395,37.38,201705,24,"        16,000",4,1992,교방북2길 18
경상남도 창원마산합포구 교방동,365-1,0365,0001,럭키하이츠빌라,76.44,35.8,201610,12,"        12,000",2,1991,회원서10길 109
경상남도 창원마산합포구 교방동,365-5,0365,0005,무학파크뷰,64.96,43.04,201612,15,"        18,200",2,2016,회원서10길 109-1
경상남도 창원마산합포구 교방동,365-5,0365,0005,무학파크뷰,66.15,43.83,201612,15,"        18,200",3,2016,회원서10길 109-1
경상남도 창원마산합포구 교방동,365-5,0365,0005,무학파크뷰,64.96,43.04,201612,15,"        18,200",4,2016,회원서10길 109-1
경상남도 창원마산합포구 교방동,365-5,0365,0005,무학파크뷰,66.15,43.83,201612,15,"        18,200",4,2016,회원서10길 109-1
경상남도 창원마산합포구 교방동,365-5,0365,0005,무학파크뷰,66.15,43.83,201612,15,"        18,200",2,2016,회원서10길 109-1
경상남도 창원마산합포구 교방동,365-5,0365,0005,무학파크뷰,66.15,43.83,201701,17,"        18,000",5,2016,회원서10길 109-1
경상남도 창원마산합포구 교방동,365-5,0365,0005,무학파크뷰,64.96,43.04,201702,16,"        18,000",5,2016,회원서10길 109-1
경상남도 창원마산합포구 교방동,354-7,0354,0007,삼마빌라,59.87,62.17,201704,5,"        10,500",3,1983,무학로 527
경상남도 창원마산합포구 교방동,380-2,0380,0002,성호국민주택,45.9,37.08,201703,17,"         8,650",1,1985,교방동1길 10
경상남도 창원마산합포구 교방동,184-13,0184,0013,성호맨션,71.6,50.57,201609,4,"        11,200",2,1984,천하장사로 16
경상남도 창원마산합포구 교방동,515,0515,0000,신우빌라(515),120.03,49.4,201705,4,"        14,000",5,1995,교방시장2길 31
경상남도 창원마산합포구 교방동,354-1,0354,0001,영진,45.45,48.05,201611,23,"         8,000",1,1987,무학로 535-2
경상남도 창원마산합포구 교방동,354-1,0354,0001,영진,38.61,40.73,201703,7,"         7,600",3,1987,무학로 535-2
경상남도 창원마산합포구 교방동,381-3,0381,0003,해동빌라,91.88,40.81,201609,29,"        16,000",2,1997,교방서5길 30
경상남도 창원마산합포구 교방동,381-3,0381,0003,해동빌라,91.87,40.81,201704,13,"        15,700",2,1997,교방서5길 30
경상남도 창원마산합포구 교방동,370-1,0370,0001,형제상가빌라,75.96,26.82,201611,22,"        13,500",3,1993,노산서18길 119
경상남도 창원마산합포구 교방동,373-4,0373,0004,화랑주택(국민),47.115,40.49,201609,8,"         9,800",1,1986,교방서2길 55
경상남도 창원마산합포구 교방동,373-4,0373,0004,화랑주택(국민),43.38,37.29,201703,25,"        10,200",2,1986,교방서2길 55
경상남도 창원마산합포구 교원동,3-5,0003,0005,무학상가아파트,58.76,7.4,201612,24,"         8,690",2,1979,회원천남길 128
경상남도 창원마산합포구 교원동,3-5,0003,0005,무학상가아파트,58.76,7.4,201702,4,"         7,600",2,1979,회원천남길 128
경상남도 창원마산합포구 교원동,3-5,0003,0005,무학상가아파트,58.76,7.4,201704,10,"         7,640",2,1979,회원천남길 128
경상남도 창원마산합포구 교원동,3-5,0003,0005,무학상가아파트,58.76,7.4,201704,15,"         7,370",2,1979,회원천남길 128
경상남도 창원마산합포구 교원동,3-5,0003,0005,무학상가아파트,58.76,7.4,201705,19,"        12,400",2,1979,회원천남길 128
경상남도 창원마산합포구 교원동,10-2,0010,0002,성심주택,68.13,43.1,201607,1,"        10,500",1,1992,노산서24길 32
경상남도 창원마산합포구 교원동,10-2,0010,0002,성심주택,57.12,36.13,201611,21,"         9,300",3,1992,노산서24길 32
경상남도 창원마산합포구 교원동,10-2,0010,0002,성심주택,68.13,43.1,201702,9,"        14,000",2,1992,노산서24길 32
경상남도 창원마산합포구 구산면 심리,477,0477,0000,별장,64.6,78.3,201704,24,"         4,000",2,1989,괭이바다길 229
경상남도 창원마산합포구 구산면 심리,477,0477,0000,별장,62.7,78.3,201704,24,"         4,000",2,1989,괭이바다길 229
경상남도 창원마산합포구 대성동2가,4-37,0004,0037,신안빌라,69.671,46.43,201702,20,"        12,000",3,2004,중앙서1길 37-1
경상남도 창원마산합포구 문화동,12-3,0012,0003,대주빌라맨션,152.18,166.67,201705,11,"        26,000",3,1989,고운로 51-1
경상남도 창원마산합포구 문화동,14-50,0014,0050,동원국민주택,47.7,48.16,201703,13,"         6,000",3,1983,문화서7길 28
경상남도 창원마산합포구 문화동,14-100,0014,0100,문화,50.71,60.04,201607,18,"         5,500",1,1981,문화서7길 22
경상남도 창원마산합포구 반월동,57-1,0057,0001,동명빌라,30.4,18.45,201608,1,"         4,900",2,1995,반월남1길 48
경상남도 창원마산합포구 반월동,57-1,0057,0001,동명빌라,30.4,18.45,201608,1,"         4,200",4,1995,반월남1길 48
경상남도 창원마산합포구 반월동,57-1,0057,0001,동명빌라,30.4,18.45,201608,17,"         5,000",3,1995,반월남1길 48
경상남도 창원마산합포구 반월동,57-1,0057,0001,동명빌라,30.4,18.45,201611,29,"         4,750",4,1995,반월남1길 48
경상남도 창원마산합포구 산호동,26-59,0026,0059,(26-59),76.54,30.33,201705,12,"        12,000",3,1991,산호북16길 15
경상남도 창원마산합포구 산호동,31-57,0031,0057,(31-57),35.64,30.14,201607,18,"         3,480",2,1979,산호북14길 19-1
경상남도 창원마산합포구 산호동,31-57,0031,0057,(31-57),35.64,30.14,201607,22,"         2,800",1,1979,산호북14길 19-1
경상남도 창원마산합포구 산호동,31-57,0031,0057,(31-57),35.64,30.14,201706,5,"         7,300",1,1979,산호북14길 19-2
경상남도 창원마산합포구 산호동,209-10,0209,0010,산호정우,60.2,41.5,201705,22,"        10,300",1,1983,해안대로 563
경상남도 창원마산합포구 산호동,19-8,0019,0008,신흥그린빌라5,107.46,81.08,201607,25,"        19,000",2,2002,산호북3길 9
경상남도 창원마산합포구 산호동,532-38,0532,0038,재민숲속빌,51.9165,46.29,201608,6,"        10,250",2,2008,산호남8길 90
경상남도 창원마산합포구 산호동,532-38,0532,0038,재민숲속빌,59.5965,53.14,201706,9,"        12,100",1,2008,산호남8길 90
경상남도 창원마산합포구 산호동,532-37,0532,0037,화이트빌5,56.399,40.58,201611,5,"        10,600",1,2006,산호남8길 70
경상남도 창원마산합포구 산호동,532-37,0532,0037,화이트빌5,84.9991,61.16,201611,18,"        13,000",2,2006,산호남8길 70
경상남도 창원마산합포구 산호동,532-31,0532,0031,화이트빌6,59.964,45.93,201705,29,"        13,500",2,2007,산호남8길 82
경상남도 창원마산합포구 상남동,41-5,0041,0005,예원시티빌,56.3989,44.57,201701,7,"        18,200",4,2012,상남시장로 11
경상남도 창원마산합포구 신창동,18,0018,0000,평화,97.36,38.94,201704,17,"        10,000",2,1975,고운로 22
경상남도 창원마산합포구 신창동,18,0018,0000,평화,108.43,43.37,201705,20,"        15,000",3,1975,고운로 22
경상남도 창원마산합포구 신흥동,2-6,0002,0006,상우다솜씨,74.76,53.38,201608,6,"        20,700",3,2013,중앙남4길 79
경상남도 창원마산합포구 예곡동,43,0043,0000,예솔빌리지,81.02,73.69,201611,1,"        20,000",1,2013,예곡길 33-14
경상남도 창원마산합포구 완월동,353-1,0353,0001,완월드림빌라,75.46,45.66,201703,1,"        13,200",2,2002,완월남3길 28
경상남도 창원마산합포구 완월동,353-1,0353,0001,완월드림빌라,78.875,47.72,201706,2,"        12,500",3,2002,완월남3길 28
경상남도 창원마산합포구 완월동,150-3,0150,0003,전원파크5동,60.09,26.62,201704,27,"         8,100",4,1992,무학로 326
경상남도 창원마산합포구 월영동,398-10,0398,0010,(398-10),88.62,64.33,201609,30,"        14,000",3,1989,월영북9길 43
경상남도 창원마산합포구 월영동,241,0241,0000,골든스위트,116.4668,45.45,201608,24,"        16,064",1,2016, 
경상남도 창원마산합포구 월영동,241,0241,0000,골든스위트,116.4668,62.45,201702,28,"        50,000",4,2016,문화서20길 17
경상남도 창원마산합포구 월영동,241,0241,0000,골든스위트,99.6791,53.46,201703,8,"        41,500",1,2016,문화서20길 17
경상남도 창원마산합포구 월영동,234-49,0234,0049,골든스위트105동,72.21,62.21,201608,18,"        23,700",3,2016,문화서20길 25-1
경상남도 창원마산합포구 월영동,234-49,0234,0049,골든스위트105동,69.99,60.29,201610,25,"        24,000",1,2016,문화서20길 25-1
경상남도 창원마산합포구 월영동,258,0258,0000,더힐스,82.9488,62.44,201609,12,"        20,500",4,2014,만날고개1길 15
경상남도 창원마산합포구 월영동,258,0258,0000,더힐스,82.9488,62.44,201701,20,"        24,000",3,2014,만날고개1길 15
경상남도 창원마산합포구 월영동,257-2,0257,0002,만날재힐,59.6376,57.28,201608,11,"        15,000",2,2011,만날고개1길 25
경상남도 창원마산합포구 월영동,257-2,0257,0002,만날재힐,59.6376,57.28,201608,12,"        15,000",1,2011,만날고개1길 25
경상남도 창원마산합포구 월영동,257-2,0257,0002,만날재힐,59.6376,57.28,201610,28,"        15,000",1,2011,만날고개1길 25
경상남도 창원마산합포구 월영동,257-2,0257,0002,만날재힐,59.8439,57.48,201701,12,"        17,000",4,2011,만날고개1길 25
경상남도 창원마산합포구 월영동,534-1,0534,0001,성진주택,58.05,54.77,201609,21,"        10,500",2,1985,월영남1길 23
경상남도 창원마산합포구 월포동,2-118,0002,0118,영진블루빌 'A'동,59.28,38.31,201607,13,"        16,150",4,2011,반월동4길 16
경상남도 창원마산합포구 월포동,2-218,0002,0218,영진블루빌 'B'동,59.28,47.84,201612,1,"        15,300",4,2011,반월동4길 14
경상남도 창원마산합포구 유록동,8-15,0008,0015,영동유록빌라,61.715,46.69,201702,22,"         8,500",4,1992,문화남8길 8
경상남도 창원마산합포구 자산동,203-34,0203,0034,무학,49.3,43.38,201609,30,"         8,300",1,1987,자산서3길 2-3
경상남도 창원마산합포구 자산동,25-6,0025,0006,무학빌라(1동),59.8,38.23,201611,8,"        16,000",5,2016,자산서11길 108
경상남도 창원마산합포구 자산동,25-6,0025,0006,무학빌라(1동),65.8,42.06,201704,10,"        17,110",2,2016,자산서11길 108
경상남도 창원마산합포구 자산동,25-21,0025,0021,무학빌라(2동),70.82,61.76,201607,12,"        18,250",3,2016,자산서10길 69-25
경상남도 창원마산합포구 자산동,188-6,0188,0006,자산81국민,49.58,44.75,201609,3,"         7,130",1,1982,자산북1길 18
경상남도 창원마산합포구 자산동,188-6,0188,0006,자산81국민,50.05,44.75,201611,13,"         5,300",2,1982,자산북1길 18
경상남도 창원마산합포구 자산동,188-6,0188,0006,자산81국민,49.7,44.75,201701,28,"         5,800",1,1982,자산북1길 18
경상남도 창원마산합포구 자산동,29-7,0029,0007,한진빌라,93.78,60.48,201611,26,"        13,000",1,1994,자산서11길 71
경상남도 창원마산합포구 중앙동2가,1-432,0001,0432,원호주택,50.68,36.81,201610,5,"        10,200",2,1981,중앙동3길 32-7
경상남도 창원마산합포구 중앙동2가,1-432,0001,0432,원호주택,37.79,28.15,201611,26,"         7,000",2,1981,중앙동3길 32-7
경상남도 창원마산합포구 중앙동2가,5-8,0005,0008,중앙빌라1,62.7,35.49,201705,17,"        10,000",1,2000,중앙남4길 24
경상남도 창원마산합포구 중앙동3가,2-3,0002,0003,경남데파트,79.18,30.55,201608,6,"        10,700",5,1983,3·15대로 255
경상남도 창원마산합포구 진동면 요장리,268-34,0268,0034,새한비치빌라,82.575,81.74,201611,1,"         9,500",2,1998,광암2길 19
경상남도 창원마산합포구 진동면 진동리,127-8,0127,0008,모던빌리지2차,71.62,57.21,201612,27,"        12,800",3,2012,신성산1길 12-10
경상남도 창원마산합포구 진동면 진동리,127-7,0127,0007,모던빌리지3차,71.62,57.26,201611,11,"        12,400",3,2012,신성산1길 12-6
경상남도 창원마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.31,64.2,201607,4,"         5,650",3,1985,서촌바다길 29
경상남도 창원마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.31,64.2,201610,17,"         6,000",1,1985,서촌길 28
경상남도 창원마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.31,64.2,201705,4,"         5,800",3,1985,서촌길 28
경상남도 창원마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.31,64.2,201706,12,"         5,500",2,1985,서촌길 28
경상남도 창원마산합포구 진동면 진동리,883-6,0883,0006,장미국민주택,59.31,64.2,201706,22,"         5,800",2,1985,서촌길 28
경상남도 창원마산합포구 진북면 지산리,81-13,0081,0013,경남,53.37,55,201704,20,"         5,000",1,1990,지산4길 47
경상남도 창원마산합포구 창포동3가,1-3,0001,0003,창포동유신주택,64.53,50.5,201607,11,"        10,000",3,1987,문화동10길 22
경상남도 창원마산합포구 창포동3가,1-3,0001,0003,창포동유신주택,64.53,50.5,201701,21,"         8,700",3,1987,문화동10길 22
경상남도 창원마산합포구 추산동,43-1,0043,0001,남산주택,45.81,46.18,201608,13,"         3,800",3,1985,성호서1길 13-1
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,22.65,6.39,201610,7,"         5,500",5,1998,해안대로 25
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,22.65,6.39,201610,28,"         4,800",7,1998,해안대로 25
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,25.34,7.14,201611,30,"         5,200",8,1998,해안대로 25
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,22.65,6.39,201612,24,"         5,250",7,1998,해안대로 25
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,25.34,7.14,201701,24,"         5,250",7,1998,해안대로 25
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,25.34,7.14,201703,1,"         5,350",5,1998,해안대로 25
경상남도 창원마산합포구 해운동,64-1,0064,0001,동방그랜드타운,22.65,6.39,201704,10,"         6,000",7,1998,해안대로 25
