□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
경상남도 창원마산회원구 내서읍 삼계리,341-14,0341,0014,삼계 위드필 타운하우스2단지,70.8353,92.63,201907,4,"        15,500",2,2015,광려로 78-73
경상남도 창원마산회원구 내서읍 삼계리,341-14,0341,0014,삼계 위드필 타운하우스2단지,70.8353,92.63,201910,11,"        20,000",4,2015,광려로 78-73
경상남도 창원마산회원구 내서읍 삼계리,341-14,0341,0014,삼계 위드필 타운하우스2단지,70.8353,92.63,201910,11,"        20,000",4,2015,광려로 78-73
경상남도 창원마산회원구 내서읍 삼계리,341-14,0341,0014,삼계 위드필 타운하우스2단지,70.8353,92.63,201911,25,"        20,000",4,2015,광려로 78-73
경상남도 창원마산회원구 내서읍 삼계리,341-14,0341,0014,삼계 위드필 타운하우스2단지,70.8353,92.63,202002,20,"        20,000",4,2015,광려로 78-73
경상남도 창원마산회원구 내서읍 삼계리,341-14,0341,0014,삼계 위드필 타운하우스2단지,70.8353,92.63,202005,11,"        12,850",3,2015,광려로 78-73
경상남도 창원마산회원구 내서읍 삼계리,341-10,0341,0010,삼계 위드필 타운하우스3단지,70.8353,120.04,201907,4,"        15,500",3,2015,광려로 78-85
경상남도 창원마산회원구 내서읍 삼계리,341-10,0341,0010,삼계 위드필 타운하우스3단지,70.8353,120.04,201907,12,"        18,000",3,2015,광려로 78-85
경상남도 창원마산회원구 내서읍 삼계리,341-10,0341,0010,삼계 위드필 타운하우스3단지,70.8353,120.04,201907,25,"        18,000",4,2015,광려로 78-85
경상남도 창원마산회원구 내서읍 삼계리,341-10,0341,0010,삼계 위드필 타운하우스3단지,70.8353,120.04,201907,25,"        18,000",4,2015,광려로 78-85
경상남도 창원마산회원구 내서읍 삼계리,341-9,0341,0009,삼계 위드필 타운하우스4단지,74.243,91.75,201907,25,"        16,000",2,2015,광려로 78-91
경상남도 창원마산회원구 내서읍 삼계리,341-9,0341,0009,삼계 위드필 타운하우스4단지,74.243,91.75,201907,25,"        16,000",2,2015,광려로 78-91
경상남도 창원마산회원구 내서읍 삼계리,341-9,0341,0009,삼계 위드필 타운하우스4단지,74.243,91.75,201907,25,"        16,000",2,2015,광려로 78-91
경상남도 창원마산회원구 내서읍 삼계리,341-9,0341,0009,삼계 위드필 타운하우스4단지,74.243,91.75,201907,25,"        16,000",2,2015,광려로 78-91
경상남도 창원마산회원구 내서읍 삼계리,341-9,0341,0009,삼계 위드필 타운하우스4단지,74.243,91.75,201907,25,"        16,000",2,2015,광려로 78-91
경상남도 창원마산회원구 내서읍 삼계리,341-9,0341,0009,삼계 위드필 타운하우스4단지,74.243,91.75,201907,25,"        16,000",3,2015,광려로 78-91
경상남도 창원마산회원구 내서읍 삼계리,341-9,0341,0009,삼계 위드필 타운하우스4단지,74.243,91.75,201907,25,"        16,000",3,2015,광려로 78-91
경상남도 창원마산회원구 내서읍 삼계리,341-9,0341,0009,삼계 위드필 타운하우스4단지,74.243,91.75,201907,25,"        16,000",3,2015,광려로 78-91
경상남도 창원마산회원구 내서읍 삼계리,341-6,0341,0006,삼계 위드필 타운하우스5단지,74.243,108.32,201910,11,"        20,700",4,2015,광려로 78-115
경상남도 창원마산회원구 내서읍 삼계리,341-6,0341,0006,삼계 위드필 타운하우스5단지,70.8353,103.35,202002,4,"        17,000",2,2015,광려로 78-115
경상남도 창원마산회원구 내서읍 삼계리,765-4,0765,0004,오션빌리지1동,72.9,85.63,202002,4,"        12,000",2,2012,삼계로 111
경상남도 창원마산회원구 내서읍 삼계리,765-3,0765,0003,오션빌리지2동,72.9,81.63,202002,7,"         9,550",1,2012,삼계로 113
경상남도 창원마산회원구 내서읍 삼계리,766,0766,0000,위드필1,59.8497,75.58,201907,20,"         9,500",1,2013,삼계로 117
경상남도 창원마산회원구 내서읍 삼계리,766,0766,0000,위드필1,59.8497,75.59,202005,22,"         8,850",4,2013,삼계로 117
경상남도 창원마산회원구 내서읍 상곡리,207,0207,0000,상안빌라,60.86,35.73,201911,19,"         4,500",4,1997,상곡로 68
경상남도 창원마산회원구 내서읍 상곡리,156-7,0156,0007,태원빌,40.91,34.69,202005,13,"         4,700",2,2012,상곡로 93-1
경상남도 창원마산회원구 내서읍 상곡리,156-7,0156,0007,태원빌,42.3,35.87,202005,20,"         6,000",4,2012,상곡로 93-1
경상남도 창원마산회원구 내서읍 신감리,1381-1,1381,0001,정도빌,57.2435,77.86,201910,28,"        18,500",2,2015,광려로 88-24
경상남도 창원마산회원구 내서읍 원계리,508,0508,0000,애플하우스,59.9625,55.9,201910,27,"         6,300",1,2012,원계증산길 70-16
경상남도 창원마산회원구 내서읍 원계리,508,0508,0000,애플하우스,75.5618,70.4,202006,15,"        12,000",2,2012,원계증산길 70-16
경상남도 창원마산회원구 내서읍 원계리,520,0520,0000,유강빌리지2,63.5378,87.25,201910,23,"        16,000",4,2015,원계증산길 43
경상남도 창원마산회원구 내서읍 중리,342-43,0342,0043,대경빌라,75.36,43.84,202002,24,"         5,500",4,2004,옥정2길 18-17
경상남도 창원마산회원구 내서읍 중리,343,0343,0000,무진하이츠,72.42,56.73,201911,29,"         7,200",2,1998,호원로 221-32
경상남도 창원마산회원구 내서읍 중리,1451-48,1451,0048,의창국민주택,55.98,52.68,201907,30,"         7,500",1,1985,광려천서로 149
경상남도 창원마산회원구 봉암동,457-3,0457,0003,(457-3),59.47,38.22,202002,18,"         5,400",1,1982,봉암북3길 34
경상남도 창원마산회원구 봉암동,462-12,0462,0012,(462-12),46.15,39.45,202005,1,"         5,800",1,1980,봉암북2길 18
경상남도 창원마산회원구 봉암동,454-31,0454,0031,봉덕,43.21,26.06,202003,20,"         5,000",3,1981,봉암북10길 29
경상남도 창원마산회원구 석전동,226-1,0226,0001,(226-1),31.34,28.1,202001,13,"         4,900",2,1980,석전동17길 23
경상남도 창원마산회원구 석전동,229-9,0229,0009,(229-9),41.45,37.55,202005,25,"         3,000",1,1979,석전동14길 26
경상남도 창원마산회원구 석전동,45-5,0045,0005,건우만복빌라다동,49.48,38.64,201908,14,"         4,700",3,1993,회원서1길 79-1
경상남도 창원마산회원구 석전동,239-2,0239,0002,명신,64.13,32.48,202005,4,"         4,500",5,1983,석전동14길 43
경상남도 창원마산회원구 석전동,225-21,0225,0021,무진드림빌딩,38.69,10.4,202003,3,"         3,400",5,2002,석전동17길 3
경상남도 창원마산회원구 석전동,225-21,0225,0021,무진드림빌딩,38.07,10.23,202006,26,"         4,000",5,2002,석전동17길 3
경상남도 창원마산회원구 석전동,252-29,0252,0029,보광주택,67.78,56.7,201911,20,"         8,850",1,1986,석전동1길 17
경상남도 창원마산회원구 석전동,279-2,0279,0002,봉선,49.5,39.29,202004,20,"         5,000",3,1982,석전서8길 97
경상남도 창원마산회원구 석전동,221-8,0221,0008,석전동제일,44.4,25.21,202002,5,"         4,500",3,1983,석전동16길 39
경상남도 창원마산회원구 석전동,221-8,0221,0008,석전동제일,42.64,25.21,202004,22,"         4,400",2,1983,석전동16길 39
경상남도 창원마산회원구 석전동,278-10,0278,0010,성진,26.5,34.37,201909,9,"         4,700",2,1982,석전서9길 23
경상남도 창원마산회원구 석전동,227-4,0227,0004,태양연립,46.05,18.88,202005,15,"         3,800",2,1981,석전동16길 9
경상남도 창원마산회원구 석전동,175-2,0175,0002,한진맨션,41.31,23.86,201911,30,"         4,450",5,1997,석전북7길 43
경상남도 창원마산회원구 석전동,282-21,0282,0021,황강파르카,64.1211,37.28,202006,3,"         9,000",3,2004,석전서8길 45
경상남도 창원마산회원구 양덕동,164-18,0164,0018,(164-18),53.16,65.15,201912,28,"        11,000",2,1979,봉양로 31-3
경상남도 창원마산회원구 양덕동,164-18,0164,0018,(164-18),53.16,65.15,202002,4,"        10,520",1,1979,봉양로 31-3
경상남도 창원마산회원구 양덕동,164-18,0164,0018,(164-18),53.16,65.15,202002,9,"        10,530",2,1979,봉양로 31-3
경상남도 창원마산회원구 양덕동,164-76,0164,0076,(164-76),48.135,54.99,201912,30,"        10,500",2,1985,양덕동4길 15
경상남도 창원마산회원구 양덕동,164-76,0164,0076,(164-76),51.57,58.91,202001,11,"        11,200",1,1985,양덕동4길 15
경상남도 창원마산회원구 양덕동,164-76,0164,0076,(164-76),59.435,67.9,202002,19,"        13,130",3,1985,양덕동4길 15
경상남도 창원마산회원구 양덕동,164-76,0164,0076,(164-76),51.58,58.93,202006,12,"        11,210",1,1985,양덕동4길 15
경상남도 창원마산회원구 양덕동,58-10,0058,0010,(58-10),69.29,81.9,201910,31,"         8,500",1,1979,양덕남7길 12-8
경상남도 창원마산회원구 양덕동,73-3,0073,0003,(73-3),44.43,43.67,201912,12,"         7,500",1,1981,양덕서6길 22
경상남도 창원마산회원구 양덕동,73-3,0073,0003,(73-3),44.43,43.67,201912,13,"         7,900",1,1981,양덕서6길 22
경상남도 창원마산회원구 양덕동,73-3,0073,0003,(73-3),44.43,43.67,202002,15,"         8,400",1,1981,양덕서6길 22
경상남도 창원마산회원구 양덕동,73-3,0073,0003,(73-3),44.43,43.67,202002,20,"         9,500",2,1981,양덕서6길 22
경상남도 창원마산회원구 양덕동,73-3,0073,0003,(73-3),44.43,43.67,202006,21,"         8,450",3,1981,산호천서길 165
경상남도 창원마산회원구 양덕동,158-14,0158,0014,송학,47.44,28.7,202001,22,"         6,300",4,1979,양덕동1길 10
경상남도 창원마산회원구 양덕동,150-20,0150,0020,수산,56.63,31.59,202002,6,"         8,000",1,1977,양덕남8길 12
경상남도 창원마산회원구 양덕동,826-12,0826,0012,신흥그린빌라,66.73,31.68,202003,27,"        10,300",2,2001,양덕북12길 19
경상남도 창원마산회원구 양덕동,158-7,0158,0007,타코마,54.94,42.07,202004,24,"         9,200",1,1976,양덕로 65
경상남도 창원마산회원구 양덕동,156-13,0156,0013,터미널,43.64,42.83,201911,24,"         4,500",2,1978,양덕남9길 76-41
경상남도 창원마산회원구 양덕동,72-9,0072,0009,한효N,50.84,46.54,201909,5,"         8,600",1,1981,양덕서6길 35
경상남도 창원마산회원구 양덕동,72-9,0072,0009,한효N,49.75,46.54,201912,9,"         7,850",1,1981,양덕서6길 35
경상남도 창원마산회원구 양덕동,72-9,0072,0009,한효N,47.97,46.54,202001,21,"         8,250",2,1981,양덕서6길 35
경상남도 창원마산회원구 양덕동,72-9,0072,0009,한효N,49.06,46.54,202002,27,"         8,100",2,1981,양덕서6길 35
경상남도 창원마산회원구 양덕동,72-9,0072,0009,한효N,46.21,49.54,202006,21,"         8,800",3,1981,양덕서6길 35
경상남도 창원마산회원구 양덕동,165-7,0165,0007,현대,72.46,28.6,201912,27,"        10,510",4,1977,양덕로 33
경상남도 창원마산회원구 합성동,134-7,0134,0007,(134-7),51.66,27.36,201910,11,"         4,200",1,2003,합성옛길 319
경상남도 창원마산회원구 합성동,153-5,0153,0005,(153-5),46.31,38.4,201907,18,"         4,800",1,1979,합성서5길 15
경상남도 창원마산회원구 합성동,153-5,0153,0005,(153-5),46.31,38.4,201907,18,"         4,550",1,1979,합성서5길 15
경상남도 창원마산회원구 합성동,322-8,0322,0008,81합성지구태우,46.15,41.03,201907,10,"         7,200",1,1982,합성동2길 30
경상남도 창원마산회원구 합성동,88-7,0088,0007,금봉미니,51.9,49.5,202003,16,"         7,000",2,1980,합성서11길 9
경상남도 창원마산회원구 합성동,144-3,0144,0003,남도빌라,43.84,38.31,201910,3,"         3,600",1,1980,구암남1길 20
경상남도 창원마산회원구 합성동,602-103,0602,0103,대암빌라C동,57.53,31.36,201912,12,"        10,000",3,2002,합성북9길 2
경상남도 창원마산회원구 합성동,129-6,0129,0006,태우,51.9,39.67,202003,23,"         6,650",1,1983,합성서11길 148-1
경상남도 창원마산회원구 합성동,124-56,0124,0056,파크빌,73.82,30.93,201909,11,"        10,000",4,2002,양덕북18길 56
경상남도 창원마산회원구 회성동,447-25,0447,0025,(447-25),18.59,21.4,201908,13,"         3,000",2,1983,회성남10길 22-2
경상남도 창원마산회원구 회성동,454-18,0454,0018,(454-18),46.19,33.74,201908,26,"         9,750",5,2015,회성남12길 93
경상남도 창원마산회원구 회성동,455-12,0455,0012,삼성101동,72.226,38.01,202004,22,"         9,000",2,2004,회성남11길 18
경상남도 창원마산회원구 회성동,442-28,0442,0028,삼성주택,48.26,40.3,202002,6,"         4,500",1,1982,회성남5길 20
경상남도 창원마산회원구 회성동,74-26,0074,0026,서광주택,40.275,29.81,201910,29,"         2,000",-1,1990,회성남22길 9-1
경상남도 창원마산회원구 회성동,404-15,0404,0015,성민빌라,68.3,41.95,202005,13,"         5,600",5,1991,회성남5길 33
경상남도 창원마산회원구 회성동,420-107,0420,0107,자동,67.07,64.75,201908,8,"         9,500",2,1979,회성북9길 40
경상남도 창원마산회원구 회성동,447-8,0447,0008,지인아트빌라,61.88,31.71,202002,4,"        10,000",3,2006,회성남7길 19
경상남도 창원마산회원구 회성동,527,0527,0000,파크캐슬,55.4528,63.13,202005,9,"        17,800",3,2014,회성남20길 40
경상남도 창원마산회원구 회성동,470-34,0470,0034,회성,57.66,50.28,201909,7,"         5,700",3,1983,회성동1길 12
경상남도 창원마산회원구 회성동,466-25,0466,0025,회성(466-25),33.6,13.56,201908,15,"         5,000",2,1982,회성남20길 13-1
경상남도 창원마산회원구 회성동,466-25,0466,0025,회성(466-25),33.6,13.56,202006,18,"         4,000",1,1982,회성남20길 13-1
경상남도 창원마산회원구 회성동,466-25,0466,0025,회성(466-25),33.6,13.56,202006,28,"         3,900",1,1982,회성남20길 13-1
경상남도 창원마산회원구 회원동,526-20,0526,0020,(526-20),48.54,45.75,202001,15,"         5,770",2,1981,회원남17길 26
경상남도 창원마산회원구 회원동,526-20,0526,0020,(526-20),48.54,45.75,202002,12,"         7,806",1,1981,회원남17길 26
경상남도 창원마산회원구 회원동,645-10,0645,0010,78화란주택13동,64.63,58.45,202006,4,"         5,600",1,1979,회원서4길 24
경상남도 창원마산회원구 회원동,645-14,0645,0014,78화란주택17동,66.07,55.48,202001,9,"         6,500",1,1978,회원서4길 20-2
경상남도 창원마산회원구 회원동,645-12,0645,0012,78화란주택19동,39.67,54.13,201907,14,"         3,000",2,1989,회원서3길 17-2
경상남도 창원마산회원구 회원동,645-20,0645,0020,78화란주택39동,39.67,54.83,201912,2,"         5,000",2,1979,회원서3길 15-3
경상남도 창원마산회원구 회원동,669-1,0669,0001,81회원봉화,45.69,40.86,201911,5,"         8,000",1,1982,회원북25길 10
경상남도 창원마산회원구 회원동,666-16,0666,0016,국희(다동),40.32,42.47,202006,6,"         3,000",2,1983,회원북24길 43
경상남도 창원마산회원구 회원동,480-31,0480,0031,금강목화,59.85,43.7,202001,7,"         7,000",4,1997,회원남14길 56-1
경상남도 창원마산회원구 회원동,480-31,0480,0031,금강목화,68.85,50.25,202002,3,"         9,080",3,1997,회원남14길 56-1
경상남도 창원마산회원구 회원동,480-31,0480,0031,금강목화,72.18,52.68,202002,13,"        10,515",2,1997,회원남14길 56-1
경상남도 창원마산회원구 회원동,480-31,0480,0031,금강목화,68.85,50.25,202004,21,"        10,065",4,1997,회원남14길 56-1
경상남도 창원마산회원구 회원동,480-31,0480,0031,금강목화,72.09,52.62,202004,30,"         9,405",2,1997,회원남14길 56-1
경상남도 창원마산회원구 회원동,480-31,0480,0031,금강목화,68.85,50.25,202005,6,"        10,065",4,1997,회원남14길 56-1
경상남도 창원마산회원구 회원동,480-31,0480,0031,금강목화,67.68,49.4,202006,8,"        12,825",3,1997,회원남14길 56-1
경상남도 창원마산회원구 회원동,409-3,0409,0003,금광아일린,69.3622,36.15,202006,5,"        16,500",2,2016,회원동서로 8
경상남도 창원마산회원구 회원동,49-5,0049,0005,대림빌라,82.01,61.46,202001,15,"        16,300",1,1984,회원동15길 2
경상남도 창원마산회원구 회원동,49-14,0049,0014,대림빌라맨숀,83.07,72.21,201911,19,"        10,000",1,1985,회원동15길 6
경상남도 창원마산회원구 회원동,234-6,0234,0006,동민화이트빌,59.98,46.2,201910,2,"         6,500",1,2004,회원서1길 43
경상남도 창원마산회원구 회원동,643-7,0643,0007,무학AB,38.28,38.68,201909,9,"         6,400",1,1981,회원남33길 37
경상남도 창원마산회원구 회원동,643-7,0643,0007,무학AB,38.28,38.68,201912,23,"         5,100",3,1981,회원남33길 37
경상남도 창원마산회원구 회원동,643-7,0643,0007,무학AB,49.98,50.48,202004,22,"         5,200",3,1981,회원남33길 37
경상남도 창원마산회원구 회원동,668-8,0668,0008,삼성,49.45,41.09,201908,25,"        11,500",1,1982,회원북24길 42
경상남도 창원마산회원구 회원동,467-1,0467,0001,새한,55.44,31.3,202001,29,"         8,700",1,1980,회원남19길 15
경상남도 창원마산회원구 회원동,467-1,0467,0001,새한,55.44,31.3,202001,29,"         8,592",2,1980,회원남19길 15
경상남도 창원마산회원구 회원동,467-1,0467,0001,새한,55.44,31.3,202001,30,"         8,700",3,1980,회원남19길 15
경상남도 창원마산회원구 회원동,467-1,0467,0001,새한,55.44,31.3,202002,1,"         8,300",3,1980,회원남19길 15
경상남도 창원마산회원구 회원동,467-1,0467,0001,새한,55.44,31.3,202002,1,"         8,800",2,1980,회원남19길 15
경상남도 창원마산회원구 회원동,467-1,0467,0001,새한,55.44,31.3,202002,6,"         8,700",2,1980,회원남19길 15
경상남도 창원마산회원구 회원동,467-1,0467,0001,새한,55.44,31.3,202002,8,"         9,500",1,1980,회원남19길 15
경상남도 창원마산회원구 회원동,467-1,0467,0001,새한,55.44,31.3,202002,8,"         8,700",3,1980,회원남19길 15
경상남도 창원마산회원구 회원동,467-1,0467,0001,새한,55.44,31.3,202002,24,"         9,900",2,1980,회원남19길 15
경상남도 창원마산회원구 회원동,467-1,0467,0001,새한,55.44,31.3,202003,17,"        10,090",2,1980,회원남19길 15
경상남도 창원마산회원구 회원동,467-1,0467,0001,새한,55.44,31.3,202003,27,"         9,590",1,1980,회원남19길 15
경상남도 창원마산회원구 회원동,493-1,0493,0001,새한2,39.93,27.5,202001,31,"         7,400",2,1980,회원남17길 9
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,33.42,26.88,201912,17,"         5,211",2,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,39.93,32.13,201912,18,"         6,101",1,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,33.42,26.88,201912,31,"         5,840",3,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,33.42,26.88,202001,13,"         6,040",2,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,33.42,26.88,202001,23,"         6,610",1,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,39.93,32.13,202001,23,"         7,601",3,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,39.93,32.13,202001,29,"         7,600",2,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,33.42,26.88,202002,1,"         7,610",3,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,39.93,32.13,202002,2,"         7,800",2,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,33.42,26.88,202002,3,"         7,110",3,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,33.42,26.88,202002,13,"         8,010",1,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,33.42,26.88,202002,16,"         7,710",1,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,33.42,26.88,202003,3,"         7,610",1,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,33.42,26.88,202004,20,"         8,310",1,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,39.93,32.13,202004,23,"         8,600",1,1980,회원남20길 32
경상남도 창원마산회원구 회원동,497-15,0497,0015,새한3,33.42,26.88,202006,10,"         9,810",1,1980,회원남20길 32
경상남도 창원마산회원구 회원동,657-8,0657,0008,신우빌라(3차),118.35,76.84,201910,22,"        11,100",4,1997,회원남33길 12
경상남도 창원마산회원구 회원동,27-2,0027,0002,일진,41.65,36.68,202003,17,"         4,200",2,1981,3·15대로 545
경상남도 창원마산회원구 회원동,157-2,0157,0002,태우국민주택,52,54.05,202005,15,"         7,500",3,1982,3·15대로 550-3
경상남도 창원마산회원구 회원동,526-58,0526,0058,회원,40.52,13,202004,30,"         4,750",2,1981,회원남17길 23
