□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,
,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다.,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,
계약일자 : 20170701 ~ 20180630,,,,,,,,,,,
실거래 구분 : 아파트(매매),,,,,,,,,,,
주소구분 : 지번주소,,,,,,,,,,,
시도 : 경상남도,,,,,,,,,,,
시군구 : 창원마산합포구,,,,,,,,,,,
읍면동 : 전체,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,
,,,,,,,,,,,
시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경상남도 창원마산합포구 산호동,646,0646,0000,산호경동리인,73.7877,201806,14,"        24,422",5,2018,산호동로 12
경상남도 창원마산합포구 산호동,6-9,0006,0009,산호국민주택,39.9,201804,14,"         9,200",3,1987,산호북19길 16
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,83.1912,201708,22,"        28,500",14,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,83.1934,201710,29,"        27,500",21,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,52.9634,201712,2,"        17,000",18,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,83.1912,201712,7,"        28,200",23,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,59.1162,201712,21,"        22,500",12,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,59.1162,201801,4,"        21,100",3,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,83.1912,201801,24,"        27,000",23,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,83.1912,201801,28,"        26,500",21,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,83.1912,201802,24,"        28,500",19,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,52.9634,201803,1,"        16,020",10,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,83.1912,201803,17,"        25,800",9,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,59.1162,201803,19,"        21,750",8,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,83.1912,201803,28,"        26,400",17,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,59.1162,201804,9,"        22,000",6,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,59.1162,201804,13,"        22,000",18,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,83.1912,201804,28,"        25,200",7,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,52.9634,201805,18,"        16,000",8,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,59.1162,201805,19,"        21,800",7,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,52.4418,201805,24,"        16,300",28,2016,회원천북길 491
경상남도 창원마산합포구 산호동,644,0644,0000,산호베스티움,59.1162,201806,25,"        21,800",10,2016,회원천북길 491
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201707,3,"        15,500",17,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201707,7,"        16,500",16,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201707,10,"        16,500",14,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201707,10,"        15,700",19,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,84.9,201707,22,"        19,000",4,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201708,1,"        16,000",12,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,84.9,201709,1,"        21,000",10,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201709,8,"        14,700",2,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201709,9,"        16,300",4,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,109.62,201709,13,"        27,700",9,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,84.9,201709,20,"        18,500",16,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,84.9,201710,13,"        22,700",17,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201711,4,"        15,000",16,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,84.9,201711,15,"        17,800",10,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201712,27,"        15,500",9,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201712,30,"        15,500",14,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,84.9,201801,6,"        19,500",8,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201801,12,"        18,000",14,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201801,20,"        17,700",12,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,84.9,201802,26,"        21,000",6,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201803,3,"        15,000",11,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,84.9,201803,20,"        18,500",16,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201804,7,"        15,500",10,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,84.9,201805,14,"        21,900",6,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201805,22,"        15,250",9,1996,산호북1길 15
경상남도 창원마산합포구 산호동,18-1,0018,0001,삼성타운,59.61,201806,6,"        14,600",16,1996,산호북1길 15
경상남도 창원마산합포구 산호동,36-5,0036,0005,성우유니빌,79.028,201712,15,"        20,500",12,2004,용마로 42
경상남도 창원마산합포구 산호동,324-25,0324,0025,신안빌라,52.98,201711,3,"         7,200",5,2001,합포동4길 49
경상남도 창원마산합포구 산호동,13-24,0013,0024,용마맨션,79.67,201712,11,"        15,500",4,1978,산호북4길 30
경상남도 창원마산합포구 산호동,13-24,0013,0024,용마맨션,71.04,201803,23,"        10,000",8,1978,산호북4길 30
경상남도 창원마산합포구 산호동,334,0334,0000,용호,64.36,201708,28,"        12,000",4,1978,합포동1길 34
경상남도 창원마산합포구 산호동,334,0334,0000,용호,64.36,201709,5,"         8,000",2,1978,합포동1길 34
경상남도 창원마산합포구 산호동,335-5,0335,0005,일우,22.68,201709,22,"         5,000",5,1989,합포동4길 10-1
경상남도 창원마산합포구 산호동,421-1,0421,0001,진웅네스빌,79.26,201709,2,"        17,300",5,2003,합포남2길 11
경상남도 창원마산합포구 산호동,421-1,0421,0001,진웅네스빌,79.26,201804,17,"        16,500",13,2003,합포남2길 11
경상남도 창원마산합포구 산호동,430-10,0430,0010,합포만썬빌,82.7132,201708,7,"        24,000",4,2015,허당로 64
경상남도 창원마산합포구 상남동,30-2,0030,0002,대성,67.11,201707,31,"        10,000",2,1980,노산북6길 17
경상남도 창원마산합포구 상남동,30-2,0030,0002,대성,69.59,201708,23,"         8,900",4,1980,노산북6길 17
경상남도 창원마산합포구 상남동,30-2,0030,0002,대성,57.06,201803,22,"         8,200",3,1980,노산북6길 17
경상남도 창원마산합포구 상남동,71-2,0071,0002,서광,59.4,201707,2,"        14,700",7,1995,노산북6길 26
경상남도 창원마산합포구 상남동,71-2,0071,0002,서광,84.86,201707,5,"        19,000",12,1995,노산북6길 26
경상남도 창원마산합포구 상남동,71-2,0071,0002,서광,84.86,201708,3,"        18,700",5,1995,노산북6길 26
경상남도 창원마산합포구 상남동,71-2,0071,0002,서광,65.34,201709,1,"        14,300",6,1995,노산북6길 26
경상남도 창원마산합포구 상남동,71-2,0071,0002,서광,59.4,201803,1,"        14,700",2,1995,노산북6길 26
경상남도 창원마산합포구 상남동,71-2,0071,0002,서광,59.4,201803,28,"        13,000",3,1995,노산북6길 26
경상남도 창원마산합포구 상남동,71-2,0071,0002,서광,84.86,201804,17,"        16,800",4,1995,노산북6길 26
경상남도 창원마산합포구 상남동,71-2,0071,0002,서광,59.4,201806,26,"        13,000",2,1995,노산북6길 26
경상남도 창원마산합포구 상남동,100-8,0100,0008,우신뉴타워,59.96,201710,28,"        12,000",2,1996,천하장사로 87
경상남도 창원마산합포구 상남동,100-8,0100,0008,우신뉴타워,59.96,201711,14,"        12,500",7,1996,천하장사로 87
경상남도 창원마산합포구 상남동,100-8,0100,0008,우신뉴타워,59.96,201804,11,"        13,000",12,1996,천하장사로 87
경상남도 창원마산합포구 서성동,13-1,0013,0001,덕천상가,66.87,201711,23,"         9,050",4,1986,동서북4길 26
경상남도 창원마산합포구 서성동,13-1,0013,0001,덕천상가,67.86,201803,10,"        11,800",1,1986,동서북4길 26
경상남도 창원마산합포구 서성동,13-1,0013,0001,덕천상가,64.8,201804,23,"        12,200",2,1986,동서북4길 26
경상남도 창원마산합포구 신포동1가,76,0076,0000,마산만 I'PARK,84.9607,201707,6,"        34,900",13,2010,제2부두로 17
경상남도 창원마산합포구 신포동1가,76,0076,0000,마산만 I'PARK,84.9607,201707,12,"        30,900",3,2010,제2부두로 17
경상남도 창원마산합포구 신포동1가,76,0076,0000,마산만 I'PARK,154.0417,201707,13,"        54,000",12,2010,제2부두로 17
경상남도 창원마산합포구 신포동1가,76,0076,0000,마산만 I'PARK,84.9607,201707,22,"        35,000",36,2010,제2부두로 17
경상남도 창원마산합포구 신포동1가,76,0076,0000,마산만 I'PARK,84.9607,201707,28,"        37,500",25,2010,제2부두로 17
경상남도 창원마산합포구 신포동1가,76,0076,0000,마산만 I'PARK,84.9607,201708,2,"        34,500",21,2010,제2부두로 17
경상남도 창원마산합포구 신포동1가,76,0076,0000,마산만 I'PARK,84.9493,201709,9,"        32,900",5,2010,제2부두로 17
경상남도 창원마산합포구 신포동1가,76,0076,0000,마산만 I'PARK,84.9607,201709,22,"        32,000",18,2010,제2부두로 17
