□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
경상남도 창원진해구 경화동,1400,1400,0000,경화동더샵,84.94,201506,1,"        25,000",12,2005,조천북로 65
경상남도 창원진해구 경화동,1400,1400,0000,경화동더샵,84.94,201506,22,"        22,000",5,2005,조천북로 65
경상남도 창원진해구 경화동,859,0859,0000,경화주공,31.98,201501,5,"         5,850",4,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,31.98,201501,6,"         6,250",1,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201501,23,"         8,300",3,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,31.98,201501,24,"         6,500",5,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201501,26,"         7,950",4,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201501,27,"         7,600",4,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201501,28,"         8,350",1,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,31.98,201502,2,"         6,500",5,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201502,3,"         8,500",1,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,31.98,201502,5,"         6,200",2,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201502,26,"         6,500",3,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,31.98,201502,27,"         5,000",3,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,31.98,201502,28,"         6,650",4,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,31.98,201503,14,"         5,850",4,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201503,24,"         8,400",1,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201503,25,"         9,000",4,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201503,26,"         8,400",2,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,31.98,201503,28,"         6,600",4,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,31.98,201504,6,"         6,350",4,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,31.98,201504,10,"         6,250",5,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201504,11,"         8,450",4,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201504,21,"         8,400",1,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201504,25,"         8,400",4,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201505,1,"         5,500",1,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201505,6,"         8,400",2,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,31.98,201505,8,"         6,650",4,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201505,19,"         8,000",4,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201505,20,"         8,300",5,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,31.98,201506,2,"         6,080",4,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201506,8,"         8,280",3,1986,충장로345번길 50
경상남도 창원진해구 경화동,859,0859,0000,경화주공,39.72,201506,18,"         8,300",1,1986,충장로345번길 50
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201501,21,"        21,400",6,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201502,6,"        22,400",4,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201502,16,"        21,100",5,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201502,17,"        21,500",2,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201502,26,"        22,000",11,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201503,8,"        23,200",14,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201503,9,"        23,000",6,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201503,11,"        21,500",5,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201503,11,"        23,600",8,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201503,19,"        23,000",4,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201503,23,"        22,950",7,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201503,28,"        21,500",4,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201503,28,"        24,800",6,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,130.2003,201503,29,"        31,000",13,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201504,13,"        23,200",12,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201505,20,"        23,100",5,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201505,26,"        22,000",1,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201506,4,"        23,500",14,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201506,4,"        24,200",14,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201506,8,"        24,500",10,2006,조천북로 79
경상남도 창원진해구 경화동,1388,1388,0000,대동다:숲,84.995,201506,24,"        22,800",10,2006,조천북로 79
경상남도 창원진해구 경화동,1138-7,1138,0007,대우빌라,81.56,201503,7,"        12,200",4,2002,진해대로624번길 13
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.8847,201503,3,"        14,603",4,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.8847,201503,3,"        14,376",3,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.2613,201503,3,"        14,397",8,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.0027,201503,3,"        14,310",6,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.8847,201503,3,"        14,940",6,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,64.3806,201503,4,"        14,478",2,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.0027,201503,4,"        14,310",5,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,64.3806,201503,4,"        14,730",3,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,51.0943,201503,4,"        12,587",8,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,52.3264,201503,4,"        13,606",8,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.8847,201503,4,"        14,150",2,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.8847,201503,4,"        14,603",4,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.8847,201503,4,"        14,940",7,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.8847,201503,4,"        14,376",3,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.8847,201503,4,"        14,940",6,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.8847,201503,4,"        14,150",2,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.0027,201503,4,"        14,043",4,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,64.3806,201503,4,"        15,360",6,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.8847,201503,4,"        14,940",5,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.8847,201503,4,"        14,940",5,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.0027,201503,4,"        13,597",2,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,64.3806,201503,4,"        15,360",5,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,57.0027,201503,4,"        13,820",3,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,64.3806,201503,4,"        14,982",4,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,50.6584,201503,4,"        13,273",8,2015,조천북로68번길 8
경상남도 창원진해구 경화동,1488-4,1488,0004,덕진디딤돌,64.3806,201503,5,"        15,360",7,2015,조천북로68번길 8
경상남도 창원진해구 경화동,948-13,0948,0013,미성화이트빌,68.86,201503,17,"        10,500",2,2003,충장로363번길 17
경상남도 창원진해구 경화동,1428-1,1428,0001,삼정그린코아1단지,84.89,201501,14,"        21,300",3,2005,조천북로 97
경상남도 창원진해구 경화동,1428-1,1428,0001,삼정그린코아1단지,84.89,201501,29,"        22,100",5,2005,조천북로 97
경상남도 창원진해구 경화동,1428-1,1428,0001,삼정그린코아1단지,84.89,201502,25,"        22,700",6,2005,조천북로 97
경상남도 창원진해구 경화동,1428-1,1428,0001,삼정그린코아1단지,84.89,201503,24,"        23,000",1,2005,조천북로 97
경상남도 창원진해구 경화동,1428-1,1428,0001,삼정그린코아1단지,84.89,201503,24,"        23,500",9,2005,조천북로 97
경상남도 창원진해구 경화동,1428-1,1428,0001,삼정그린코아1단지,84.89,201504,6,"        23,600",14,2005,조천북로 97
경상남도 창원진해구 경화동,1428-1,1428,0001,삼정그린코아1단지,84.89,201504,26,"        21,400",2,2005,조천북로 97
경상남도 창원진해구 경화동,1428-1,1428,0001,삼정그린코아1단지,84.89,201506,15,"        21,300",3,2005,조천북로 97
경상남도 창원진해구 경화동,1428-1,1428,0001,삼정그린코아1단지,84.89,201506,25,"        24,300",6,2005,조천북로 97
경상남도 창원진해구 경화동,1291,1291,0000,삼정그린코아2단지,84.89,201503,21,"        23,400",2,2005,조천북로 99
경상남도 창원진해구 경화동,1291,1291,0000,삼정그린코아2단지,84.89,201505,1,"        24,300",7,2005,조천북로 99
경상남도 창원진해구 경화동,1291,1291,0000,삼정그린코아2단지,84.89,201505,10,"        22,700",5,2005,조천북로 99
경상남도 창원진해구 경화동,871-1,0871,0001,성호에코허니문,38.8274,201506,3,"        10,550",8,2013,경화시장로 53-1
경상남도 창원진해구 경화동,1165-10,1165,0010,수진빌라,83.69,201502,10,"        14,500",6,2001,충장로273번길 12-3
경상남도 창원진해구 경화동,1181-19,1181,0019,씨스위트빌,79.718,201504,11,"        14,000",5,2003,진해대로636번길 16
경상남도 창원진해구 경화동,751,0751,0000,원창훼미리,59.68,201501,19,"        11,600",5,1999,병암북로4번길 25
경상남도 창원진해구 경화동,751,0751,0000,원창훼미리,59.68,201505,7,"        12,400",2,1999,병암북로4번길 25
경상남도 창원진해구 경화동,868,0868,0000,플러스빌라,82.64,201504,12,"        14,500",6,2002,충장로345번길 47
경상남도 창원진해구 경화동,887,0887,0000,한동더푸름,51.091,201503,14,"        14,250",5,2012,병암로37번길 8-10
경상남도 창원진해구 경화동,32-1,0032,0001,한빛프라자,84.9,201503,10,"        14,250",6,2000,충장로 325
경상남도 창원진해구 경화동,32-1,0032,0001,한빛프라자,59.88,201506,24,"        12,000",8,2000,충장로 325
경상남도 창원진해구 경화동,1153-1,1153,0001,현대그린파크,77.89,201503,10,"        12,600",3,1995,충장로273번길 18
경상남도 창원진해구 경화동,848-5,0848,0005,혜성빌라(848-5),84.62,201506,9,"        13,300",2,1990,조천북로146번길 9-4
경상남도 창원진해구 광화동,22,0022,0000,수진빌라트,84.6,201502,25,"        15,900",9,2002,태평로7번길 19
경상남도 창원진해구 광화동,22,0022,0000,수진빌라트,84.6,201504,7,"        16,100",6,2002,태평로7번길 19
경상남도 창원진해구 광화동,26,0026,0000,진해미진이지비아,59.9436,201505,18,"        19,100",7,2014,중원동로 33
경상남도 창원진해구 광화동,26,0026,0000,진해미진이지비아,59.9436,201506,8,"        20,350",10,2014,중원동로 33
경상남도 창원진해구 광화동,26,0026,0000,진해미진이지비아,59.9506,201506,27,"        19,500",12,2014,중원동로 33
경상남도 창원진해구 덕산동,59-3,0059,0003,덕산타워맨션,84.795,201503,29,"        14,250",3,1992,충장로491번길 13
경상남도 창원진해구 덕산동,72-9,0072,0009,송림홈타운,84.15,201501,23,"        17,900",11,2002,동진로 138
경상남도 창원진해구 덕산동,72-9,0072,0009,송림홈타운,84.15,201504,21,"        16,500",10,2002,동진로 138
경상남도 창원진해구 덕산동,72-9,0072,0009,송림홈타운,84.15,201504,29,"        16,500",9,2002,동진로 138
경상남도 창원진해구 덕산동,72-9,0072,0009,송림홈타운,82.4,201505,7,"        16,000",11,2002,동진로 138
경상남도 창원진해구 덕산동,72-9,0072,0009,송림홈타운,69.6,201505,27,"        14,200",11,2002,동진로 138
경상남도 창원진해구 두동,1296-2,1296,0002,희가로,84.999,201503,12,"        15,200",10,2008,웅동로 182
경상남도 창원진해구 두동,1296-2,1296,0002,희가로,84.999,201503,17,"        17,000",11,2008,웅동로 182
경상남도 창원진해구 두동,1296-2,1296,0002,희가로,76.6499,201503,19,"        12,800",10,2008,웅동로 182
경상남도 창원진해구 두동,1296-2,1296,0002,희가로,84.999,201503,20,"        14,800",4,2008,웅동로 182
경상남도 창원진해구 두동,1296-2,1296,0002,희가로,76.6499,201503,27,"        12,800",5,2008,웅동로 182
경상남도 창원진해구 두동,1296-2,1296,0002,희가로,84.999,201504,6,"        13,000",3,2008,웅동로 182
경상남도 창원진해구 두동,1296-2,1296,0002,희가로,84.999,201504,24,"        15,200",11,2008,웅동로 182
경상남도 창원진해구 두동,1296-2,1296,0002,희가로,84.999,201505,4,"        15,000",9,2008,웅동로 182
경상남도 창원진해구 두동,1296-2,1296,0002,희가로,76.6499,201505,20,"        12,800",10,2008,웅동로 182
경상남도 창원진해구 두동,1296-2,1296,0002,희가로,76.1675,201505,27,"        12,800",8,2008,웅동로 182
경상남도 창원진해구 두동,1296-2,1296,0002,희가로,76.6499,201506,23,"        12,800",9,2008,웅동로 182
경상남도 창원진해구 두동,1296-2,1296,0002,희가로,76.6499,201506,24,"        12,900",6,2008,웅동로 182
경상남도 창원진해구 두동,1296-2,1296,0002,희가로,76.6499,201506,26,"        12,500",7,2008,웅동로 182
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201501,1,"        11,500",17,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201501,21,"        10,000",18,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201501,26,"        10,300",4,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201501,31,"        11,500",12,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201502,5,"        11,500",15,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201502,11,"        11,800",12,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201502,12,"        11,000",14,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201502,25,"        11,500",17,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201502,27,"        11,800",5,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,84.9721,201503,17,"        14,700",15,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,84.9721,201503,23,"        14,700",11,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201503,28,"        11,500",17,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201503,31,"        11,300",14,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201504,3,"        12,000",13,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201504,8,"        11,850",8,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201504,13,"        10,000",1,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,84.9721,201505,8,"        14,700",6,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201505,16,"        10,500",1,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201505,19,"        11,500",9,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,84.9721,201505,20,"        14,900",12,2004,웅동로 70
경상남도 창원진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,201506,11,"        10,500",17,2004,웅동로 70
경상남도 창원진해구 마천동,143-1,0143,0001,삼익유토피아,71.32,201504,6,"         7,900",1,1990,마천로 27
경상남도 창원진해구 마천동,143-1,0143,0001,삼익유토피아,71.32,201505,22,"         6,400",5,1990,마천로 27
경상남도 창원진해구 마천동,144-3,0144,0003,여명,47.2,201502,4,"         5,000",6,1998,마천로 35
경상남도 창원진해구 마천동,144-3,0144,0003,여명,59.73,201503,9,"         8,750",2,1998,마천로 35
경상남도 창원진해구 마천동,144-3,0144,0003,여명,59.73,201504,20,"         7,700",3,1998,마천로 35
경상남도 창원진해구 마천동,144-3,0144,0003,여명,58.89,201504,30,"         7,000",11,1998,마천로 35
경상남도 창원진해구 마천동,144-3,0144,0003,여명,59.73,201505,15,"         7,800",5,1998,마천로 35
경상남도 창원진해구 마천동,246,0246,0000,진해신항만경남아너스빌,84.8201,201501,5,"        17,200",2,2008,마천로 50
경상남도 창원진해구 마천동,246,0246,0000,진해신항만경남아너스빌,84.8201,201501,29,"        18,000",9,2008,마천로 50
경상남도 창원진해구 마천동,246,0246,0000,진해신항만경남아너스빌,84.8201,201502,9,"        18,400",7,2008,마천로 50
경상남도 창원진해구 마천동,246,0246,0000,진해신항만경남아너스빌,84.8201,201502,10,"        18,900",10,2008,마천로 50
경상남도 창원진해구 마천동,246,0246,0000,진해신항만경남아너스빌,84.8201,201502,24,"        17,800",3,2008,마천로 50
경상남도 창원진해구 마천동,246,0246,0000,진해신항만경남아너스빌,84.8201,201503,2,"        18,100",15,2008,마천로 50
경상남도 창원진해구 마천동,246,0246,0000,진해신항만경남아너스빌,84.8201,201503,10,"        18,400",6,2008,마천로 50
경상남도 창원진해구 마천동,246,0246,0000,진해신항만경남아너스빌,84.8201,201504,17,"        19,000",5,2008,마천로 50
경상남도 창원진해구 마천동,246,0246,0000,진해신항만경남아너스빌,84.8201,201504,20,"        18,800",6,2008,마천로 50
경상남도 창원진해구 마천동,246,0246,0000,진해신항만경남아너스빌,84.8201,201505,6,"        19,000",6,2008,마천로 50
경상남도 창원진해구 마천동,246,0246,0000,진해신항만경남아너스빌,84.8201,201505,14,"        19,400",12,2008,마천로 50
경상남도 창원진해구 마천동,246,0246,0000,진해신항만경남아너스빌,84.8201,201505,26,"        18,950",10,2008,마천로 50
경상남도 창원진해구 마천동,246,0246,0000,진해신항만경남아너스빌,84.8201,201506,8,"        19,300",8,2008,마천로 50
경상남도 창원진해구 마천동,50-12,0050,0012,한결예다움,49.997,201501,9,"        12,579",10,2014,웅동로 103
경상남도 창원진해구 마천동,50-12,0050,0012,한결예다움,49.31,201501,10,"        12,579",9,2014,웅동로 103
경상남도 창원진해구 마천동,50-12,0050,0012,한결예다움,49.997,201501,27,"        11,869",3,2014,웅동로 103
경상남도 창원진해구 마천동,50-12,0050,0012,한결예다움,49.31,201502,2,"        12,579",8,2014,웅동로 103
경상남도 창원진해구 마천동,50-12,0050,0012,한결예다움,49.31,201503,13,"        12,600",6,2014,웅동로 103
경상남도 창원진해구 부흥동,1-11,0001,0011,대신한울,81.36,201502,16,"        13,100",10,1994,백구로 14
경상남도 창원진해구 부흥동,1-11,0001,0011,대신한울,59.57,201506,1,"        10,800",7,1994,백구로 14
경상남도 창원진해구 부흥동,1-1,0001,0001,데시앙,84.9554,201501,9,"        23,500",8,2007,중원동로 38
경상남도 창원진해구 부흥동,1-1,0001,0001,데시앙,84.9554,201501,19,"        24,100",11,2007,중원동로 38
경상남도 창원진해구 부흥동,1-1,0001,0001,데시앙,84.9554,201502,26,"        22,700",3,2007,중원동로 38
경상남도 창원진해구 부흥동,1-1,0001,0001,데시앙,126.5751,201503,10,"        31,800",3,2007,중원동로 38
경상남도 창원진해구 부흥동,1-1,0001,0001,데시앙,84.9554,201503,14,"        25,000",6,2007,중원동로 38
경상남도 창원진해구 부흥동,1-1,0001,0001,데시앙,126.5751,201503,14,"        30,000",7,2007,중원동로 38
경상남도 창원진해구 부흥동,1-1,0001,0001,데시앙,126.5751,201504,6,"        30,000",3,2007,중원동로 38
경상남도 창원진해구 부흥동,1-1,0001,0001,데시앙,84.9554,201504,21,"        24,000",5,2007,중원동로 38
경상남도 창원진해구 부흥동,1-1,0001,0001,데시앙,126.5751,201506,6,"        30,750",3,2007,중원동로 38
경상남도 창원진해구 부흥동,1-1,0001,0001,데시앙,84.9554,201506,6,"        25,300",8,2007,중원동로 38
경상남도 창원진해구 부흥동,1-1,0001,0001,데시앙,84.9554,201506,9,"        24,000",8,2007,중원동로 38
경상남도 창원진해구 부흥동,1-1,0001,0001,데시앙,84.9554,201506,20,"        23,000",1,2007,중원동로 38
경상남도 창원진해구 부흥동,1-1,0001,0001,데시앙,84.9554,201506,24,"        24,000",9,2007,중원동로 38
경상남도 창원진해구 북부동,560,0560,0000,대풍,59.82,201502,17,"         7,450",14,1996,웅천로159번길 15-1
경상남도 창원진해구 북부동,560,0560,0000,대풍,59.48,201504,1,"         7,000",1,1996,웅천로159번길 15-1
경상남도 창원진해구 북부동,560,0560,0000,대풍,59.48,201506,13,"         8,150",3,1996,웅천로159번길 15-1
경상남도 창원진해구 석동,612-1,0612,0001,경인빌라,59.72,201503,21,"        13,600",4,1994,진해대로728번길 8-24
