□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
12,경상남도 창원시 마산회원구 양덕동,910,0910,0000,한일3,59.8520,202312,28,"20,000",308,13,-,-,2003,삼호로 151,-,중개거래,경남 창원마산회원구,24.02.01,아파트
13,경상남도 창원시 마산회원구 내서읍 삼계리,290,0290,0000,대동이미지1단지,84.9274,202312,28,"18,000",105,3,-,-,2003,광려로 28,-,중개거래,경남 창원마산회원구,24.02.02,아파트
14,경상남도 창원시 마산회원구 합성동,358,0358,0000,롯데캐슬더퍼스트,59.9646,202312,28,"37,500",104,27,-,-,2018,합성북16길 197,-,직거래,-,24.01.23,아파트
15,경상남도 창원시 마산회원구 양덕동,535,0535,0000,양덕코오롱하늘채,84.9783,202312,27,"46,800",103동,15,-,-,2016,양덕서5길 15,-,중개거래,경남 창원마산회원구,23.12.27,아파트
16,경상남도 창원시 마산회원구 내서읍 상곡리,67,0067,0000,삼계서진,39.9000,202312,27,"5,500",102,8,-,-,1997,경남대로 1019,-,중개거래,경남 창원마산회원구 경남 함안군,24.01.03,아파트
17,경상남도 창원시 마산회원구 석전동,300,0300,0000,창원메트로시티석전,59.6825,202312,26,"35,700",101,15,-,-,2019,석전남8길 40,-,중개거래,경남 창원마산회원구,24.01.10,아파트
18,경상남도 창원시 마산회원구 양덕동,910,0910,0000,한일3,84.9326,202312,26,"26,000",307,16,-,-,2003,삼호로 151,-,중개거래,"경남 창원시마산회원구, 경남 창원시의창구",24.02.27,아파트
19,경상남도 창원시 마산회원구 석전동,232-1,0232,0001,동도센트리움,76.8490,202312,25,"29,750",1,9,-,-,2013,양덕옛2길 129,-,중개거래,경남 창원시마산회원구,24.02.19,아파트
20,경상남도 창원시 마산회원구 양덕동,64-1,0064,0001,한일타운2,84.9580,202312,25,"23,400",201,4,-,-,1996,양덕로 151,-,중개거래,경남 창원마산회원구,24.02.02,아파트
21,경상남도 창원시 마산회원구 내서읍 중리,1036,1036,0000,동신2,84.9900,202312,25,"17,400",203,12,-,-,1996,중리상곡로 134,-,중개거래,경남 창원시마산회원구,24.02.28,아파트
22,경상남도 창원시 마산회원구 내서읍 삼계리,7,0007,0000,THE-푸른,59.9900,202312,23,"13,200",117,3,-,-,1998,삼계10길 22,-,중개거래,경남 창원마산회원구,24.01.22,아파트
23,경상남도 창원시 마산회원구 회원동,415,0415,0000,한효,84.8900,202312,23,"20,200",3,5,-,-,1994,회원동3길 38,-,중개거래,경남 창원마산합포구,24.01.23,아파트
24,경상남도 창원시 마산회원구 내서읍 삼계리,7,0007,0000,THE-푸른,49.6200,202312,23,"11,000",101,5,-,-,1998,삼계10길 22,-,중개거래,경남 창원마산회원구,24.01.19,아파트
25,경상남도 창원시 마산회원구 회원동,415,0415,0000,한효,124.3900,202312,23,"28,800",1,6,-,-,1994,회원동3길 38,-,중개거래,경남 창원시마산회원구,24.02.19,아파트
26,경상남도 창원시 마산회원구 회원동,415,0415,0000,한효,124.3900,202312,23,"28,800",-,6,-,-,1994,회원동3길 38,20240112,중개거래,경남 창원마산회원구,-,아파트
27,경상남도 창원시 마산회원구 내서읍 삼계리,37,0037,0000,대동다:숲,84.9700,202312,23,"21,200",102,5,-,-,1999,삼계2길 31,-,중개거래,경남 창원시마산회원구,24.02.16,아파트
28,경상남도 창원시 마산회원구 회원동,415,0415,0000,한효,124.3900,202312,23,"28,800",-,6,-,-,1994,회원동3길 38,20240110,중개거래,경남 창원마산회원구,-,아파트
29,경상남도 창원시 마산회원구 양덕동,84-1,0084,0001,메트로시티,134.6541,202312,22,"66,500",116,25,-,-,2009,양덕서로 30,-,중개거래,경남 창원시마산회원구,24.07.18,아파트
30,경상남도 창원시 마산회원구 내서읍 삼계리,506,0506,0000,숲속마을주공그린빌4단지,59.2600,202312,22,"10,000",404,14,-,-,2002,숲속로 8,-,중개거래,경남 창원마산합포구,23.12.22,아파트
31,경상남도 창원시 마산회원구 회원동,625-4,0625,0004,문화,54.5100,202312,22,"7,350",-,5,-,-,1982,무학로 659,-,직거래,-,24.01.17,아파트
32,경상남도 창원시 마산회원구 양덕동,910,0910,0000,한일3,59.9322,202312,22,"22,700",302,11,-,-,2003,삼호로 151,-,중개거래,경남 창원시마산회원구,24.02.27,아파트
33,경상남도 창원시 마산회원구 내서읍 호계리,80,0080,0000,코오롱하늘채2차,135.6250,202312,22,"37,100",210,21,-,-,2005,호원로 359,-,중개거래,경남 창원마산회원구,24.01.31,아파트
34,경상남도 창원시 마산회원구 구암동,51-1,0051,0001,중앙하이츠,115.5933,202312,21,"33,000",101,6,-,-,2006,팔용로 215,-,중개거래,경남 창원시마산회원구,24.02.23,아파트
35,경상남도 창원시 마산회원구 석전동,300,0300,0000,창원메트로시티석전,51.5654,202312,21,"30,000",101,3,-,-,2019,석전남8길 40,-,중개거래,경남 창원마산회원구,23.12.22,아파트
36,경상남도 창원시 마산회원구 양덕동,64-1,0064,0001,한일타운2,59.9880,202312,21,"21,000",204,10,-,-,1996,양덕로 151,-,중개거래,경남 창원시마산회원구,24.02.28,아파트
37,경상남도 창원시 마산회원구 양덕동,84-14,0084,0014,메트로시티2단지,84.9370,202312,21,"43,000",206,29,-,-,2015,삼호로 80,-,직거래,-,24.01.18,아파트
38,경상남도 창원시 마산회원구 회원동,64-1,0064,0001,남광B동,50.7800,202312,21,"3,600",남광아파트,5,-,-,1980,회원동29길 70,-,중개거래,경남 창원마산회원구,24.01.15,아파트
39,경상남도 창원시 마산회원구 양덕동,153-5,0153,0005,비젼,75.8800,202312,20,"20,300",-,16,-,-,2005,해안대로 607,20240112,중개거래,경남 창원마산회원구,-,아파트
40,경상남도 창원시 마산회원구 내서읍 호계리,53-1,0053,0001,화인태양,73.8300,202312,20,"7,800",102,10,-,-,1991,광려천북로 206,-,직거래,-,24.01.09,아파트
41,경상남도 창원시 마산회원구 양덕동,79-9,0079,0009,마산양덕4차한일타운,83.6830,202312,19,"30,000",406,4,-,-,2004,양덕서로 45,-,직거래,-,23.12.20,아파트
42,경상남도 창원시 마산회원구 양덕동,84-1,0084,0001,메트로시티,124.4478,202312,19,"61,300",-,17,-,-,2009,양덕서로 30,20240124,중개거래,경남 창원마산회원구,-,아파트
43,경상남도 창원시 마산회원구 양덕동,84-1,0084,0001,메트로시티,84.6697,202312,19,"54,000",109,34,-,-,2009,양덕서로 30,-,중개거래,경남 창원마산회원구,24.02.01,아파트
44,경상남도 창원시 마산회원구 구암동,51-1,0051,0001,중앙하이츠,84.8109,202312,18,"26,200",103,7,-,-,2006,팔용로 215,-,중개거래,"경남 창원시마산회원구, 경남 창원시성산구",24.03.11,아파트
45,경상남도 창원시 마산회원구 내서읍 중리,1056,1056,0000,시영장미,47.6100,202312,16,"7,400",3,10,-,-,1992,중리상곡로 18,-,중개거래,경남 창원마산합포구 경남 창원마산회원구,23.12.20,아파트
46,경상남도 창원시 마산회원구 양덕동,84-1,0084,0001,메트로시티,124.4478,202312,16,"65,000",121,30,-,-,2009,양덕서로 30,-,중개거래,경남 창원마산회원구,24.01.26,아파트
47,경상남도 창원시 마산회원구 봉암동,277,0277,0000,봉암서광,59.3400,202312,16,"9,500",102,7,-,-,2000,봉양로 241,-,중개거래,경남 창원마산회원구,24.01.16,아파트
48,경상남도 창원시 마산회원구 양덕동,910,0910,0000,한일3,84.9326,202312,16,"26,400",305,15,-,-,2003,삼호로 151,-,중개거래,경남 창원마산회원구,23.12.22,아파트
49,경상남도 창원시 마산회원구 봉암동,277,0277,0000,봉암서광,59.3400,202312,16,"10,950",101,5,-,-,2000,봉양로 241,-,중개거래,경남 창원마산회원구,23.12.21,아파트
50,경상남도 창원시 마산회원구 양덕동,84-1,0084,0001,메트로시티,84.8902,202312,15,"49,200",109,4,-,-,2009,양덕서로 30,-,중개거래,경남 창원시마산회원구,24.04.22,아파트
51,경상남도 창원시 마산회원구 석전동,146-11,0146,0011,일우,84.9400,202312,15,"15,500",가,9,-,-,1991,석전남23길 6,-,중개거래,"경남 창원시마산회원구, 경남 창원시성산구",24.02.16,아파트
52,경상남도 창원시 마산회원구 석전동,232-1,0232,0001,동도센트리움,84.7400,202312,15,"27,250",2,3,-,-,2013,양덕옛2길 129,-,중개거래,경남 창원시마산회원구,24.02.22,아파트
53,경상남도 창원시 마산회원구 석전동,232-1,0232,0001,동도센트리움,84.5740,202312,15,"28,000",2,16,-,-,2013,양덕옛2길 129,-,중개거래,경남 창원마산회원구,24.01.18,아파트
54,경상남도 창원시 마산회원구 석전동,300,0300,0000,창원메트로시티석전,59.6825,202312,15,"34,000",106,29,-,-,2019,석전남8길 40,-,직거래,-,23.12.20,아파트
55,경상남도 창원시 마산회원구 내서읍 삼계리,304,0304,0000,삼계블루힐스,74.9246,202312,15,"24,700",101,11,-,-,2015,광려로 55,-,중개거래,경남 창원시마산회원구,24.02.16,아파트
56,경상남도 창원시 마산회원구 내서읍 호계리,790-23,0790,0023,국제한마음,84.9600,202312,15,"10,500",101,5,-,-,1992,호계본동로 38,-,직거래,-,23.12.26,아파트
57,경상남도 창원시 마산회원구 합성동,358,0358,0000,롯데캐슬더퍼스트,59.9646,202312,15,"36,900",104,29,-,-,2018,합성북16길 197,-,중개거래,경남 창원시마산회원구,24.02.29,아파트
58,경상남도 창원시 마산회원구 양덕동,64-1,0064,0001,한일타운2,59.9880,202312,15,"20,000",202,20,-,-,1996,양덕로 151,-,중개거래,경남 창원마산회원구,24.01.18,아파트
59,경상남도 창원시 마산회원구 양덕동,153-28,0153,0028,수피아,44.5139,202312,15,"10,600",-,6,-,-,2012,양덕남9길 20,-,중개거래,경남 창원마산회원구,23.12.19,아파트
60,경상남도 창원시 마산회원구 양덕동,102-1,0102,0001,신성미소지움,84.8083,202312,15,"25,000",101,15,-,-,2003,양덕북17길 73,-,중개거래,경남 창원마산회원구,24.01.17,아파트
61,경상남도 창원시 마산회원구 석전동,300,0300,0000,창원메트로시티석전,84.9409,202312,14,"50,200",110,6,-,-,2019,석전남8길 40,-,중개거래,경남 창원시 마산회원구,24.02.29,아파트
62,경상남도 창원시 마산회원구 양덕동,84-14,0084,0014,메트로시티2단지,101.1400,202312,14,"63,900",207,14,-,-,2015,삼호로 80,-,중개거래,경남 창원마산회원구,24.01.31,아파트
63,경상남도 창원시 마산회원구 양덕동,888-1,0888,0001,우성,84.7200,202312,14,"23,000",제106,16,-,-,1998,양덕옛2길 16,-,중개거래,경남 창원시마산회원구,24.02.28,아파트
64,경상남도 창원시 마산회원구 양덕동,84-1,0084,0001,메트로시티,84.9933,202312,14,"49,000",120,12,-,-,2009,양덕서로 30,-,중개거래,경남 창원마산회원구,24.02.05,아파트
65,경상남도 창원시 마산회원구 합성동,358,0358,0000,롯데캐슬더퍼스트,59.9646,202312,13,"38,100",103,7,-,-,2018,합성북16길 197,-,중개거래,경남 창원시마산회원구,24.03.26,아파트
66,경상남도 창원시 마산회원구 양덕동,832-7,0832,0007,양덕엘렌시아,84.7220,202312,13,"28,000",-,8,-,-,2018,양덕북9길 13,20240118,중개거래,경남 창원마산합포구,-,아파트
67,경상남도 창원시 마산회원구 양덕동,832-7,0832,0007,양덕엘렌시아,84.7220,202312,13,"28,000",-,8,-,-,2018,양덕북9길 13,-,중개거래,경남 창원시마산합포구,24.02.08,아파트
68,경상남도 창원시 마산회원구 봉암동,660-15,0660,0015,봉암푸르내,35.1700,202312,13,"5,200",비,3,-,-,1991,봉암공단5길 47,-,중개거래,경남 창원마산회원구,24.01.10,아파트
69,경상남도 창원시 마산회원구 내서읍 삼계리,21,0021,0000,현대,84.3600,202312,13,"20,700",104,2,-,-,1998,삼풍로 82,-,중개거래,경남 창원마산회원구,24.01.10,아파트
70,경상남도 창원시 마산회원구 양덕동,535,0535,0000,양덕코오롱하늘채,84.9783,202312,12,"47,000",104동,19,-,-,2016,양덕서5길 15,-,중개거래,경남 창원마산합포구 경남 창원마산회원구,24.01.26,아파트
71,경상남도 창원시 마산회원구 내서읍 상곡리,196,0196,0000,동남타운,59.9810,202312,12,"10,200",-,11,-,-,1996,상곡로 5,-,직거래,-,24.01.10,아파트
72,경상남도 창원시 마산회원구 내서읍 상곡리,195,0195,0000,신성,59.9080,202312,12,"13,300",103,14,-,-,2003,상곡로 21,-,중개거래,경남 창원마산회원구,24.01.15,아파트
73,경상남도 창원시 마산회원구 석전동,300,0300,0000,창원메트로시티석전,72.1787,202312,12,"50,000",104,22,-,-,2019,석전남8길 40,-,직거래,-,23.12.26,아파트
74,경상남도 창원시 마산회원구 내서읍 삼계리,7,0007,0000,THE-푸른,39.7400,202312,11,"8,300",107,13,-,-,1998,삼계10길 22,-,중개거래,경남 창원마산회원구,24.01.22,아파트
75,경상남도 창원시 마산회원구 내서읍 중리,1056,1056,0000,시영장미,47.6100,202312,11,"7,700",1,11,-,-,1992,중리상곡로 18,-,중개거래,경남 창원마산회원구,24.01.30,아파트
76,경상남도 창원시 마산회원구 내서읍 삼계리,507-1,0507,0001,숲속마을(507-1),84.4500,202312,11,"20,100",-,14,-,-,2001,숲속로 30,20240213,중개거래,경남 창원시마산회원구,-,아파트
77,경상남도 창원시 마산회원구 양덕동,161-1,0161,0001,대림하이빌,74.6574,202312,11,"21,000",102,19,-,-,2002,양덕동2길 76,-,중개거래,경남 창원마산회원구,24.01.10,아파트
78,경상남도 창원시 마산회원구 내서읍 중리,1054,1054,0000,중리백로,59.9200,202312,10,"11,000",1105,13,-,-,1995,중리상곡로 20-1,-,중개거래,경남 창원마산회원구,23.12.29,아파트
79,경상남도 창원시 마산회원구 내서읍 중리,1038,1038,0000,동신1,93.2850,202312,09,"17,500",106,9,-,-,1994,중리상곡로 114,-,중개거래,"경남 창원시마산회원구, 인천 서구",24.02.20,아파트
80,경상남도 창원시 마산회원구 회원동,415,0415,0000,한효,84.8900,202312,09,"21,500",2,10,-,-,1994,회원동3길 38,-,중개거래,경남 창원마산회원구,23.12.29,아파트
81,경상남도 창원시 마산회원구 내서읍 중리,1054,1054,0000,중리백로,59.9200,202312,09,"8,900",1104,2,-,-,1995,중리상곡로 20-1,-,중개거래,경남 창원마산회원구,24.01.23,아파트
82,경상남도 창원시 마산회원구 구암동,1212,1212,0000,신우,48.5302,202312,09,"10,500",-,7,-,-,2001,구암남21길 3,-,중개거래,경남 창원마산회원구,23.12.26,아파트
83,경상남도 창원시 마산회원구 내서읍 삼계리,260,0260,0000,대동이미지2단지,59.9573,202312,09,"14,000",201,12,-,-,2003,광려로 29,-,중개거래,경남 창원마산회원구,24.01.03,아파트
84,경상남도 창원시 마산회원구 내서읍 호계리,352,0352,0000,현대성우,84.9974,202312,09,"20,900",104,14,-,-,2004,광려천북로 58,-,중개거래,경남 창원마산회원구,24.01.19,아파트
85,경상남도 창원시 마산회원구 내서읍 호계리,352,0352,0000,현대성우,65.8752,202312,09,"16,000",102,18,-,-,2004,광려천북로 58,-,중개거래,경남 창원마산회원구,24.01.19,아파트
86,경상남도 창원시 마산회원구 내서읍 호계리,80,0080,0000,코오롱하늘채2차,84.9900,202312,09,"24,000",212,2,-,-,2005,호원로 359,-,중개거래,경남 창원마산회원구,24.01.11,아파트
87,경상남도 창원시 마산회원구 양덕동,84-1,0084,0001,메트로시티,124.4478,202312,08,"60,000",102,6,-,-,2009,양덕서로 30,-,중개거래,경남 창원마산합포구 경남 창원마산회원구,24.02.05,아파트
88,경상남도 창원시 마산회원구 양덕동,77-8,0077,0008,마산양덕동동아위드필하임,79.0133,202312,08,"30,700",102동,18,-,-,2017,양덕서로 45-1,-,중개거래,경남 창원마산회원구,24.01.30,아파트
89,경상남도 창원시 마산회원구 내서읍 호계리,10,0010,0000,코오롱하늘채1차아파트,84.9670,202312,08,"23,500",120,17,-,-,2001,호원로 361-3,-,중개거래,경남 창원마산회원구,24.01.05,아파트
90,경상남도 창원시 마산회원구 내서읍 중리,1056,1056,0000,시영장미,47.6100,202312,08,"7,450",3,10,-,-,1992,중리상곡로 18,-,중개거래,경남 창원마산회원구,23.12.08,아파트
91,경상남도 창원시 마산회원구 양덕동,84-1,0084,0001,메트로시티,124.4478,202312,08,"60,000",111,6,-,-,2009,양덕서로 30,-,중개거래,경남 창원마산회원구,24.01.12,아파트
92,경상남도 창원시 마산회원구 내서읍 삼계리,42,0042,0000,한우리2,59.8650,202312,08,"12,000",202,1,-,-,2001,삼계1길 18,-,직거래,-,23.12.08,아파트
93,경상남도 창원시 마산회원구 양덕동,84-14,0084,0014,메트로시티2단지,114.0580,202312,07,"92,000",207,50,-,-,2015,삼호로 80,-,중개거래,경남 창원마산회원구,23.12.20,아파트
94,경상남도 창원시 마산회원구 구암동,12-10,0012,0010,세화A.P.T,47.2700,202312,07,"4,000",-,5,-,-,1980,구암서3길 68,-,직거래,-,23.12.07,아파트
95,경상남도 창원시 마산회원구 양덕동,84-14,0084,0014,메트로시티2단지,114.0580,202312,07,"92,000",207,54,-,-,2015,삼호로 80,-,중개거래,경남 창원시마산회원구,24.02.08,아파트
96,경상남도 창원시 마산회원구 양덕동,535,0535,0000,양덕코오롱하늘채,84.9783,202312,07,"45,700",103동,9,-,-,2016,양덕서5길 15,-,중개거래,경남 창원시마산회원구,24.06.27,아파트
97,경상남도 창원시 마산회원구 내서읍 삼계리,7,0007,0000,THE-푸른,59.9900,202312,06,"12,000",118,14,-,-,1998,삼계10길 22,-,직거래,-,23.12.06,아파트
98,경상남도 창원시 마산회원구 내서읍 삼계리,260,0260,0000,대동이미지2단지,84.9274,202312,06,"17,800",204,3,-,-,2003,광려로 29,-,중개거래,경남 창원마산회원구,24.01.19,아파트
99,경상남도 창원시 마산회원구 양덕동,96-13,0096,0013,대상,42.7050,202312,06,"11,900",102,7,-,-,1999,양덕북17길 48,-,중개거래,경남 창원마산합포구 경남 창원마산회원구,24.01.05,아파트
100,경상남도 창원시 마산회원구 회원동,313,0313,0000,e-편한세상창원파크센트럴,59.8849,202312,06,"37,000",207,13,-,-,2020,회원남로 65,-,중개거래,"경남 창원시마산합포구, 경남 창원시마산회원구",24.02.29,아파트
101,경상남도 창원시 마산회원구 구암동,87,0087,0000,구암대동,59.9250,202312,06,"17,500",107,7,-,-,1998,구암남14길 18,-,중개거래,경남 창원시마산회원구,24.02.22,아파트
102,경상남도 창원시 마산회원구 석전동,300,0300,0000,창원메트로시티석전,59.6825,202312,06,"35,700",113,19,-,-,2019,석전남8길 40,-,중개거래,경남 창원마산회원구,23.12.11,아파트
103,경상남도 창원시 마산회원구 봉암동,660-15,0660,0015,봉암푸르내,35.1700,202312,06,"4,600",에이,2,-,-,1991,봉암공단5길 47,-,중개거래,경남 창원마산회원구,23.12.14,아파트
104,경상남도 창원시 마산회원구 구암동,87,0087,0000,구암대동,58.8700,202312,05,"17,500",106,10,-,-,1998,구암남14길 18,-,중개거래,경남 창원마산회원구,23.12.18,아파트
105,경상남도 창원시 마산회원구 회원동,313,0313,0000,e-편한세상창원파크센트럴,103.2221,202312,05,"54,500",209,24,-,-,2020,회원남로 65,-,중개거래,"경남 창원시 마산합포구, 경남 창원시 마산회원구",24.03.28,아파트
106,경상남도 창원시 마산회원구 양덕동,161-1,0161,0001,대림하이빌,84.9365,202312,05,"25,000",107,11,-,-,2002,양덕동2길 76,-,중개거래,경남 창원마산회원구,24.01.23,아파트
107,경상남도 창원시 마산회원구 내서읍 삼계리,34,0034,0000,대동,59.9000,202312,05,"12,500",111,2,-,-,1998,삼계5길 30,-,중개거래,경남 창원마산회원구,23.12.27,아파트
108,경상남도 창원시 마산회원구 내서읍 삼계리,14,0014,0000,화성아파트,124.6470,202312,05,"27,900",101,8,-,-,1998,삼계8길 31,-,중개거래,경남 창원시마산회원구,24.02.06,아파트
109,경상남도 창원시 마산회원구 내서읍 중리,1056,1056,0000,시영장미,47.6100,202312,05,"7,800",1,14,-,-,1992,중리상곡로 18,-,중개거래,경남 창원마산회원구,23.12.19,아파트
110,경상남도 창원시 마산회원구 내서읍 호계리,10,0010,0000,코오롱하늘채1차아파트,71.8860,202312,04,"18,400",101,20,-,-,2001,호원로 361-3,-,중개거래,경남 창원시마산회원구,24.02.16,아파트
111,경상남도 창원시 마산회원구 양덕동,84-14,0084,0014,메트로시티2단지,101.9610,202312,04,"68,000",203,33,-,-,2015,삼호로 80,-,중개거래,경남 창원시마산회원구,24.02.29,아파트
112,경상남도 창원시 마산회원구 내서읍 삼계리,34,0034,0000,대동,59.9000,202312,02,"14,500",112,8,-,-,1998,삼계5길 30,-,중개거래,경남 창원마산회원구,24.01.22,아파트
113,경상남도 창원시 마산회원구 석전동,300,0300,0000,창원메트로시티석전,59.6825,202312,02,"32,500",108,2,-,-,2019,석전남8길 40,-,중개거래,경남 창원마산회원구,23.12.28,아파트
114,경상남도 창원시 마산회원구 석전동,228-1,0228,0001,금호,57.6000,202312,02,"8,000",-,1,-,-,1984,석전동9길 67,-,중개거래,경남 창원마산회원구,23.12.04,아파트
115,경상남도 창원시 마산회원구 구암동,1345,1345,0000,크라운,55.3200,202312,01,"8,700",나,4,-,-,1984,구암북12길 49,-,중개거래,경남 창원마산회원구,23.12.22,아파트
116,경상남도 창원시 마산회원구 내서읍 중리,1056,1056,0000,시영장미,47.6100,202312,01,"8,000",2,12,-,-,1992,중리상곡로 18,-,중개거래,경남 창원마산회원구,24.01.04,아파트
117,경상남도 창원시 마산회원구 양덕동,77-8,0077,0008,마산양덕동동아위드필하임,79.0133,202312,01,"31,000",102동,15,-,-,2017,양덕서로 45-1,-,중개거래,경남 창원시마산회원구,24.03.18,아파트
118,경상남도 창원시 마산회원구 내서읍 삼계리,34,0034,0000,대동,84.9800,202312,01,"20,000",102,12,-,-,1998,삼계5길 30,-,중개거래,경남 창원마산회원구,24.01.19,아파트
119,경상남도 창원시 마산회원구 석전동,300,0300,0000,창원메트로시티석전,59.6947,202312,01,"36,800",106,19,-,-,2019,석전남8길 40,-,중개거래,경남 창원마산합포구 경남 창원마산회원구,23.12.05,아파트
120,경상남도 창원시 마산회원구 회원동,313,0313,0000,e-편한세상창원파크센트럴,84.9798,202312,01,"45,400",202,15,-,-,2020,회원남로 65,-,중개거래,경남 창원마산합포구 경남 창원마산회원구,24.01.26,아파트
121,경상남도 창원시 마산회원구 양덕동,5,0005,0000,경남아파트1동,154.9350,202312,01,"25,000",1,3,-,-,1992,양덕동16길 29,-,직거래,-,23.12.29,아파트
122,경상남도 창원시 마산회원구 양덕동,64-1,0064,0001,한일타운2,84.9580,202311,30,"28,100",205,21,-,-,1996,양덕로 151,-,중개거래,경남 창원마산회원구,23.12.20,아파트
123,경상남도 창원시 마산회원구 합성동,358,0358,0000,롯데캐슬더퍼스트,59.9646,202311,30,"42,000",110,29,-,-,2018,합성북16길 197,-,중개거래,경남 창원마산회원구,23.12.20,아파트
124,경상남도 창원시 마산회원구 양덕동,177-1,0177,0001,양덕지오피아,56.5162,202311,30,"15,200",-,11,-,-,2007,양덕동9길 30,-,중개거래,경남 창원마산합포구 경남 창원마산회원구,24.01.19,아파트
125,경상남도 창원시 마산회원구 합성동,694-1,0694,0001,무학,45.0900,202311,29,"12,000",5,2,-,-,1987,금강로 35,-,직거래,-,23.12.22,아파트
126,경상남도 창원시 마산회원구 내서읍 삼계리,260,0260,0000,대동이미지2단지,59.9841,202311,28,"13,300",202,19,-,-,2003,광려로 29,-,중개거래,경남 창원마산회원구,23.12.29,아파트
