□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
13,경상남도 창원시 진해구 청안동,477,0477,0000,부영1차,84.9538,202112,29,"16,400",-,1,-,-,2002,안청남로 13,-,중개거래,경남 창원진해구,-,아파트
14,경상남도 창원시 진해구 남문동,1256-1,1256,0001,시티프라디움2차,84.9908,202112,29,"30,000",-,11,-,-,2017,웅천동로 100,-,중개거래,경남 창원진해구,-,아파트
15,경상남도 창원시 진해구 풍호동,305-17,0305,0017,창원마린푸르지오2단지,84.9591,202112,29,"43,000",-,14,-,-,2015,충장로657번길 35,-,중개거래,경남 창원진해구,-,아파트
16,경상남도 창원시 진해구 자은동,663,0663,0000,협성DS.이아이존빌,59.9690,202112,29,"23,500",-,4,-,-,2014,풍호로35번길 11,-,중개거래,경남 창원진해구,-,아파트
17,경상남도 창원시 진해구 용원동,1338-3,1338,0003,부산신항만이지더원2단지,84.8926,202112,29,"24,200",-,1,-,-,2014,신항북로 202,-,중개거래,경남 창원진해구,-,아파트
18,경상남도 창원시 진해구 남문동,1256-1,1256,0001,시티프라디움2차,84.9908,202112,28,"29,000",-,7,-,-,2017,웅천동로 100,-,중개거래,경남 창원진해구,-,아파트
19,경상남도 창원시 진해구 경화동,1153-1,1153,0001,현대그린파크,71.5900,202112,28,"8,700",-,3,-,-,1995,충장로273번길 18,20220208,중개거래,경남 창원진해구,-,아파트
20,경상남도 창원시 진해구 풍호동,83-101,0083,0101,디에스아이존빌,107.6672,202112,28,"26,300",-,2,-,-,2002,풍호로42번길 15,-,중개거래,경남 창원진해구,-,아파트
21,경상남도 창원시 진해구 남문동,1293-1,1293,0001,남문호반베르디움,84.9908,202112,28,"32,700",-,5,-,-,2018,웅천동로43번길 19,-,중개거래,경남 창원진해구,-,아파트
22,경상남도 창원시 진해구 남문동,1274-1,1274,0001,시티프라디움1차아파트,59.9780,202112,28,"19,200",-,23,-,-,2017,웅천동로 16,-,중개거래,"경남 창원시 성산구, 경남 창원시 진해구",-,아파트
23,경상남도 창원시 진해구 남문동,1274-1,1274,0001,시티프라디움1차아파트,59.9982,202112,27,"20,300",-,12,-,-,2017,웅천동로 16,-,중개거래,경남 창원진해구,-,아파트
24,경상남도 창원시 진해구 자은동,121,0121,0000,자은프라임,59.9600,202112,27,"26,000",-,12,-,-,2015,냉천로 257,-,중개거래,경남 창원진해구,-,아파트
25,경상남도 창원시 진해구 풍호동,75-1,0075,0001,풍호시영,49.7900,202112,27,"13,950",-,3,-,-,1994,진해대로1041번길 35,-,중개거래,경남 창원시 진해구,-,아파트
26,경상남도 창원시 진해구 경화동,1388,1388,0000,대동다:숲,84.9950,202112,27,"20,000",-,2,-,-,2006,조천북로 79,-,직거래,-,-,아파트
27,경상남도 창원시 진해구 남양동,20,0020,0000,STX칸,84.9859,202112,27,"19,380",-,13,-,-,2009,월남로 142,-,직거래,-,-,아파트
28,경상남도 창원시 진해구 청안동,472,0472,0000,풍림,59.9600,202112,27,"10,800",-,10,-,-,2000,안청북로 39,-,중개거래,경남 창원진해구,-,아파트
29,경상남도 창원시 진해구 청안동,471,0471,0000,해인로즈빌,59.9618,202112,27,"9,700",-,7,-,-,2002,안청로 126,-,중개거래,경남 창원진해구,-,아파트
30,경상남도 창원시 진해구 용원동,1206,1206,0000,진해녹산현대,84.9700,202112,27,"15,150",-,3,-,-,1998,안청북로 42,-,중개거래,경남 창원진해구,-,아파트
31,경상남도 창원시 진해구 남양동,20,0020,0000,STX칸,84.9916,202112,27,"19,040",-,7,-,-,2009,월남로 142,-,직거래,-,-,아파트
32,경상남도 창원시 진해구 청안동,473,0473,0000,부영3차,49.8420,202112,27,"8,000",-,13,-,-,2003,안청북로 15,-,직거래,-,-,아파트
33,경상남도 창원시 진해구 남문동,1256-1,1256,0001,시티프라디움2차,84.9908,202112,27,"26,900",-,4,-,-,2017,웅천동로 100,-,중개거래,경남 창원진해구,-,아파트
34,경상남도 창원시 진해구 이동,445-2,0445,0002,진해이동디에스아이존빌,84.7304,202112,26,"31,500",-,10,-,-,2008,병암로 20,-,중개거래,경남 창원진해구,-,아파트
35,경상남도 창원시 진해구 남문동,1274-1,1274,0001,시티프라디움1차아파트,59.9982,202112,26,"19,700",-,19,-,-,2017,웅천동로 16,-,중개거래,경남 창원진해구,-,아파트
36,경상남도 창원시 진해구 남문동,1293-1,1293,0001,남문호반베르디움,84.9908,202112,26,"35,000",-,9,-,-,2018,웅천동로43번길 19,-,중개거래,경남 창원진해구,-,아파트
37,경상남도 창원시 진해구 청안동,474,0474,0000,부영2차,59.8404,202112,25,"10,400",-,2,-,-,2002,안청북로 12,-,중개거래,경남 창원진해구,-,아파트
38,경상남도 창원시 진해구 자은동,114,0114,0000,창원자은에일린의뜰,101.5400,202112,25,"54,000",-,11,-,-,2017,냉천로 235,-,중개거래,경남 창원진해구,-,아파트
39,경상남도 창원시 진해구 자은동,121,0121,0000,자은프라임,84.9100,202112,25,"33,000",-,2,-,-,2015,냉천로 257,-,중개거래,경남 창원진해구,-,아파트
40,경상남도 창원시 진해구 청안동,472,0472,0000,풍림,59.9600,202112,25,"11,000",-,9,-,-,1999,안청북로 39,-,중개거래,경남 창원진해구,-,아파트
41,경상남도 창원시 진해구 청안동,472,0472,0000,풍림,59.9600,202112,25,"9,400",-,1,-,-,1999,안청북로 39,-,중개거래,경남 창원진해구,-,아파트
42,경상남도 창원시 진해구 청안동,474,0474,0000,부영2차,59.8404,202112,25,"10,300",-,3,-,-,2002,안청북로 12,-,중개거래,경남 창원진해구,-,아파트
43,경상남도 창원시 진해구 남문동,1274-1,1274,0001,시티프라디움1차아파트,59.9982,202112,25,"19,000",-,4,-,-,2017,웅천동로 16,-,중개거래,경남 창원진해구,-,아파트
44,경상남도 창원시 진해구 마천동,50-12,0050,0012,한결예다움,49.3100,202112,25,"7,100",-,6,-,-,2014,웅동로 103,-,중개거래,경남 창원진해구,-,아파트
45,경상남도 창원시 진해구 남문동,1256-1,1256,0001,시티프라디움2차,74.4533,202112,24,"24,300",-,8,-,-,2017,웅천동로 100,-,중개거래,경남 창원진해구,-,아파트
46,경상남도 창원시 진해구 경화동,890,0890,0000,부건2차IDEA,69.6422,202112,24,"17,600",-,7,-,-,2018,진해대로694번길 23,-,직거래,-,-,아파트
47,경상남도 창원시 진해구 경화동,1316,1316,0000,경화베스티움,84.8787,202112,24,"30,900",-,1,-,-,2018,조천북로 131,-,중개거래,경남 창원성산구 경남 창원진해구,-,아파트
48,경상남도 창원시 진해구 경화동,1400,1400,0000,경화동더샵,84.9400,202112,24,"23,800",-,10,-,-,2005,조천북로 65,-,중개거래,경남 창원진해구,-,아파트
49,경상남도 창원시 진해구 남양동,20,0020,0000,STX칸,84.9916,202112,24,"18,700",-,5,-,-,2009,월남로 142,-,직거래,-,-,아파트
50,경상남도 창원시 진해구 풍호동,83-77,0083,0077,한림리츠빌,84.9833,202112,24,"29,500",-,7,-,-,2005,풍호로 68,-,중개거래,경남 창원진해구,-,아파트
51,경상남도 창원시 진해구 자은동,121,0121,0000,자은프라임,84.8900,202112,23,"38,000",-,13,-,-,2015,냉천로 257,-,중개거래,경남 창원진해구,-,아파트
52,경상남도 창원시 진해구 장천동,260,0260,0000,창원한신휴플러스오션파크,69.9261,202112,23,"30,000",-,5,-,-,2016,행암로 5,-,중개거래,경남 창원진해구,-,아파트
53,경상남도 창원시 진해구 풍호동,75-1,0075,0001,풍호시영,49.7900,202112,23,"12,200",-,5,-,-,1994,진해대로1041번길 35,-,직거래,-,-,아파트
54,경상남도 창원시 진해구 석동,232,0232,0000,진해자이,84.9407,202112,23,"31,670",-,11,-,-,2006,동진로21번길 26,-,중개거래,경남 창원진해구,-,아파트
55,경상남도 창원시 진해구 청안동,472,0472,0000,풍림,59.9600,202112,23,"10,650",-,4,-,-,1999,안청북로 39,-,중개거래,경남 창원진해구,-,아파트
56,경상남도 창원시 진해구 자은동,121,0121,0000,자은프라임,59.9600,202112,22,"25,900",-,7,-,-,2015,냉천로 257,-,중개거래,경남 창원성산구 경남 창원진해구,-,아파트
57,경상남도 창원시 진해구 남양동,20,0020,0000,STX칸,84.9859,202112,22,"19,380",-,12,-,-,2009,월남로 142,-,직거래,-,-,아파트
58,경상남도 창원시 진해구 남문동,1256-1,1256,0001,시티프라디움2차,84.9908,202112,22,"29,500",-,21,-,-,2017,웅천동로 100,-,중개거래,경남 창원진해구,-,아파트
59,경상남도 창원시 진해구 경화동,1400,1400,0000,경화동더샵,84.9400,202112,22,"19,500",-,1,-,-,2005,조천북로 65,-,중개거래,경남 창원진해구,-,아파트
60,경상남도 창원시 진해구 남문동,1274-1,1274,0001,시티프라디움1차아파트,59.9982,202112,22,"20,300",-,22,-,-,2017,웅천동로 16,-,중개거래,경남 창원진해구,-,아파트
61,경상남도 창원시 진해구 용원동,1338-3,1338,0003,부산신항만이지더원2단지,84.8926,202112,21,"26,000",-,20,-,-,2014,신항북로 202,-,중개거래,경남 창원진해구,-,아파트
62,경상남도 창원시 진해구 안골동,375,0375,0000,창원마린2차푸르지오,74.9240,202112,21,"28,450",-,7,-,-,2016,안골로298번길 26,-,중개거래,경남 창원진해구,-,아파트
63,경상남도 창원시 진해구 남양동,20,0020,0000,STX칸,84.9859,202112,21,"19,040",-,3,-,-,2009,월남로 142,-,직거래,-,-,아파트
64,경상남도 창원시 진해구 용원동,1209,1209,0000,코아루,84.7156,202112,21,"20,600",-,13,-,-,2005,안골로 339,-,중개거래,경남 창원진해구,-,아파트
65,경상남도 창원시 진해구 장천동,119-12,0119,0012,진해장천대동다:숲,122.0641,202112,21,"35,000",-,12,-,-,2007,행암로 25,-,직거래,-,-,아파트
66,경상남도 창원시 진해구 남양동,20,0020,0000,STX칸,84.9859,202112,21,"19,040",-,3,-,-,2009,월남로 142,-,직거래,-,-,아파트
67,경상남도 창원시 진해구 석동,675,0675,0000,우림필유,84.9900,202112,20,"34,000",-,5,-,-,2008,해원로 45,-,중개거래,경남 창원진해구,-,아파트
68,경상남도 창원시 진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,202112,20,"9,700",-,4,-,-,2004,웅동로 70,-,중개거래,경남 창원진해구,-,아파트
69,경상남도 창원시 진해구 풍호동,75-1,0075,0001,풍호시영,49.7900,202112,20,"13,000",-,3,-,-,1994,진해대로1041번길 35,-,중개거래,경남 창원성산구 경남 창원진해구,-,아파트
70,경상남도 창원시 진해구 석동,551-1,0551,0001,진해석동푸르지오,116.4530,202112,20,"33,700",-,8,-,-,2006,진해대로 727,-,중개거래,경남 창원진해구,-,아파트
71,경상남도 창원시 진해구 경화동,1154-10,1154,0010,상아빌라,84.5700,202112,20,"12,000",-,2,-,-,1990,경화로21번길 26,-,중개거래,경남 창원진해구,-,아파트
72,경상남도 창원시 진해구 마천동,99-3,0099,0003,남명플럼빌리지,59.8761,202112,20,"8,500",-,1,-,-,2004,웅동로 70,-,중개거래,경남 창원진해구,-,아파트
73,경상남도 창원시 진해구 남문동,1274-1,1274,0001,시티프라디움1차아파트,59.9780,202112,20,"18,500",-,21,-,-,2017,웅천동로 16,-,중개거래,경남 창원진해구,-,아파트
74,경상남도 창원시 진해구 장천동,119-12,0119,0012,진해장천대동다:숲,84.8893,202112,20,"31,300",-,13,-,-,2007,행암로 25,-,중개거래,경남 창원진해구,-,아파트
75,경상남도 창원시 진해구 자은동,663,0663,0000,협성DS.이아이존빌,84.9792,202112,19,"31,000",-,4,-,-,2014,풍호로35번길 11,-,중개거래,경남 창원진해구,-,아파트
76,경상남도 창원시 진해구 청안동,474,0474,0000,부영2차,59.8404,202112,19,"11,200",-,12,-,-,2002,안청북로 12,-,중개거래,경남 창원진해구,-,아파트
77,경상남도 창원시 진해구 자은동,831,0831,0000,삼성아파트2단지,59.9200,202112,19,"11,000",-,3,-,-,1993,자은로64번길 39,-,중개거래,경남 창원진해구,-,아파트
78,경상남도 창원시 진해구 자은동,834-1,0834,0001,벚꽃마을주공,59.7100,202112,19,"16,500",-,5,-,-,2000,진해대로921번길 10,-,중개거래,경남 창원진해구,-,아파트
79,경상남도 창원시 진해구 풍호동,305-17,0305,0017,창원마린푸르지오2단지,84.9591,202112,19,"45,500",-,20,-,-,2015,충장로657번길 35,-,중개거래,경남 창원진해구,-,아파트
80,경상남도 창원시 진해구 석동,232,0232,0000,진해자이,84.9407,202112,19,"35,000",-,14,-,-,2006,동진로21번길 26,-,중개거래,경남 창원진해구,-,아파트
81,경상남도 창원시 진해구 석동,351,0351,0000,한솔솔파크1단지,153.2620,202112,18,"42,500",-,8,-,-,2009,진해대로789번길 24,-,중개거래,경남 창원진해구,-,아파트
82,경상남도 창원시 진해구 풍호동,305-8,0305,0008,창원마린푸르지오1단지,72.9761,202112,18,"39,700",-,10,-,-,2015,천자로 386,-,중개거래,경남 창원진해구,-,아파트
83,경상남도 창원시 진해구 자은동,121,0121,0000,자은프라임,59.9800,202112,18,"27,500",-,17,-,-,2015,냉천로 257,-,중개거래,경남 창원진해구,-,아파트
84,경상남도 창원시 진해구 남문동,1274-1,1274,0001,시티프라디움1차아파트,59.9808,202112,18,"21,000",-,17,-,-,2017,웅천동로 16,-,중개거래,경남 창원진해구,-,아파트
85,경상남도 창원시 진해구 청안동,473,0473,0000,부영3차,59.8404,202112,18,"10,500",-,10,-,-,2003,안청북로 15,-,중개거래,경남 창원진해구,-,아파트
86,경상남도 창원시 진해구 장천동,119-12,0119,0012,진해장천대동다:숲,84.9546,202112,18,"32,500",-,8,-,-,2007,행암로 25,-,중개거래,경남 창원진해구,-,아파트
87,경상남도 창원시 진해구 남양동,20,0020,0000,STX칸,84.9859,202112,18,"19,380",-,9,-,-,2009,월남로 142,-,직거래,-,-,아파트
88,경상남도 창원시 진해구 경화동,859,0859,0000,경화주공,31.9800,202112,18,"9,000",-,4,-,-,1986,충장로345번길 50,-,중개거래,경남 창원성산구 경남 창원진해구,-,아파트
89,경상남도 창원시 진해구 남양동,20,0020,0000,STX칸,84.9859,202112,17,"19,380",-,8,-,-,2009,월남로 142,-,직거래,-,-,아파트
90,경상남도 창원시 진해구 남양동,20,0020,0000,STX칸,84.9859,202112,17,"19,380",-,11,-,-,2009,월남로 142,-,직거래,-,-,아파트
91,경상남도 창원시 진해구 경화동,1400,1400,0000,경화동더샵,84.9400,202112,17,"20,500",-,4,-,-,2005,조천북로 65,-,중개거래,경남 창원진해구,-,아파트
92,경상남도 창원시 진해구 자은동,834-1,0834,0001,벚꽃마을주공,59.7100,202112,17,"16,300",-,1,-,-,2000,진해대로921번길 10,-,중개거래,경남 창원진해구,-,아파트
93,경상남도 창원시 진해구 이동,445-2,0445,0002,진해이동디에스아이존빌,84.8366,202112,17,"31,500",-,2,-,-,2008,병암로 20,-,중개거래,경남 창원진해구,-,아파트
94,경상남도 창원시 진해구 풍호동,83-3,0083,0003,우성,129.5600,202112,17,"24,800",-,7,-,-,1993,충장로 575,-,중개거래,경남 창원진해구,-,아파트
95,경상남도 창원시 진해구 두동,1296-2,1296,0002,희가로,84.9990,202112,17,"13,500",-,4,-,-,2008,웅동로 182,-,직거래,-,-,아파트
96,경상남도 창원시 진해구 풍호동,83-3,0083,0003,우성,59.8500,202112,16,"12,500",-,7,-,-,1994,충장로 575,-,중개거래,경남 창원진해구,-,아파트
97,경상남도 창원시 진해구 익선동,6,0006,0000,한신하이츠,84.9900,202112,16,"12,000",-,7,-,-,2006,편백로14번길 7-1,-,직거래,-,-,아파트
98,경상남도 창원시 진해구 석동,675,0675,0000,우림필유,84.9900,202112,16,"36,400",-,5,-,-,2008,해원로 45,20220526,중개거래,경남 창원진해구,-,아파트
99,경상남도 창원시 진해구 석동,675,0675,0000,우림필유,84.9900,202112,16,"36,900",-,9,-,-,2008,해원로 45,-,중개거래,경남 창원진해구,-,아파트
100,경상남도 창원시 진해구 장천동,260,0260,0000,창원한신휴플러스오션파크,69.9261,202112,16,"29,000",-,4,-,-,2016,행암로 5,-,중개거래,경남 창원진해구,-,아파트
101,경상남도 창원시 진해구 창선동,7-1,0007,0001,창선경인아네트,73.3458,202112,16,"14,200",-,6,-,-,2016,편백로20번길 6,-,직거래,-,-,아파트
102,경상남도 창원시 진해구 자은동,114,0114,0000,창원자은에일린의뜰,84.9800,202112,15,"38,000",-,10,-,-,2017,냉천로 235,20220406,중개거래,경남 창원진해구,-,아파트
103,경상남도 창원시 진해구 남양동,20,0020,0000,STX칸,84.9916,202112,15,"18,700",-,6,-,-,2009,월남로 142,-,직거래,-,-,아파트
104,경상남도 창원시 진해구 자은동,114,0114,0000,창원자은에일린의뜰,84.9800,202112,15,"38,000",-,10,-,-,2017,냉천로 235,-,중개거래,경남 창원진해구,-,아파트
105,경상남도 창원시 진해구 인의동,28,0028,0000,성신아트빌라,59.9100,202112,15,"8,000",-,8,-,-,1995,태평로34번길 11,-,직거래,-,-,아파트
106,경상남도 창원시 진해구 이동,506-6,0506,0006,덕진그린빌A,84.8800,202112,15,"8,400",-,5,-,-,2000,진해대로728번길 32-1,-,중개거래,경남 창원진해구,-,아파트
107,경상남도 창원시 진해구 자은동,121,0121,0000,자은프라임,59.9000,202112,14,"24,300",-,9,-,-,2015,냉천로 257,-,직거래,-,-,아파트
108,경상남도 창원시 진해구 자은동,834-1,0834,0001,벚꽃마을주공,75.5700,202112,14,"20,000",-,9,-,-,2000,진해대로921번길 10,-,중개거래,경남 창원진해구,-,아파트
109,경상남도 창원시 진해구 자은동,121,0121,0000,자은프라임,74.9700,202112,14,"31,300",-,8,-,-,2015,냉천로 257,-,중개거래,경남 창원진해구,-,아파트
110,경상남도 창원시 진해구 풍호동,83-3,0083,0003,우성,69.5900,202112,14,"15,500",-,1,-,-,1993,충장로 575,-,직거래,-,-,아파트
111,경상남도 창원시 진해구 용원동,1338-3,1338,0003,부산신항만이지더원2단지,84.8926,202112,14,"27,000",-,27,-,-,2014,신항북로 202,-,직거래,-,-,아파트
112,경상남도 창원시 진해구 석동,90-1,0090,0001,석동주공,32.7600,202112,13,"9,400",-,5,-,-,1991,냉천로 52,-,중개거래,경남 창원진해구,-,아파트
113,경상남도 창원시 진해구 용원동,1206,1206,0000,진해녹산현대,84.9700,202112,13,"16,000",-,10,-,-,1998,안청북로 42,-,중개거래,경남 창원진해구,-,아파트
114,경상남도 창원시 진해구 청안동,473,0473,0000,부영3차,59.8404,202112,13,"11,000",-,10,-,-,2003,안청북로 15,-,중개거래,경남 창원진해구,-,아파트
115,경상남도 창원시 진해구 이동,445-2,0445,0002,진해이동디에스아이존빌,84.8366,202112,13,"30,800",-,1,-,-,2008,병암로 20,-,중개거래,경남 창원진해구,-,아파트
116,경상남도 창원시 진해구 용원동,1209,1209,0000,코아루,84.7156,202112,13,"23,500",-,12,-,-,2005,안골로 339,-,중개거래,경남 창원진해구,-,아파트
117,경상남도 창원시 진해구 장천동,119-12,0119,0012,진해장천대동다:숲,84.8893,202112,13,"31,000",-,11,-,-,2007,행암로 25,-,중개거래,경남 창원진해구,-,아파트
118,경상남도 창원시 진해구 남문동,1293-1,1293,0001,남문호반베르디움,71.9910,202112,12,"28,000",-,11,-,-,2018,웅천동로43번길 19,-,중개거래,경남 창원진해구,-,아파트
119,경상남도 창원시 진해구 남양동,20,0020,0000,STX칸,84.9859,202112,12,"19,380",-,7,-,-,2009,월남로 142,-,직거래,-,-,아파트
120,경상남도 창원시 진해구 안골동,375,0375,0000,창원마린2차푸르지오,59.9305,202112,11,"21,000",-,9,-,-,2016,안골로298번길 26,-,중개거래,경남 창원진해구,-,아파트
121,경상남도 창원시 진해구 용원동,1208,1208,0000,일신님,101.7235,202112,11,"24,000",-,2,-,-,2005,안골로 359,-,중개거래,경남 창원진해구,-,아파트
122,경상남도 창원시 진해구 용원동,1206,1206,0000,진해녹산현대,84.9700,202112,11,"16,800",-,13,-,-,2000,안청북로 42,-,중개거래,경남 창원진해구,-,아파트
123,경상남도 창원시 진해구 풍호동,744,0744,0000,풍호주공,47.0100,202112,11,"9,500",-,5,-,-,1990,동진로 166,-,중개거래,경남 창원진해구,-,아파트
124,경상남도 창원시 진해구 풍호동,83-3,0083,0003,우성,84.7700,202112,11,"18,900",-,7,-,-,1993,충장로 575-3,-,중개거래,경남 창원진해구,-,아파트
125,경상남도 창원시 진해구 남양동,20,0020,0000,STX칸,84.9859,202112,11,"19,040",-,3,-,-,2009,월남로 142,-,직거래,-,-,아파트
126,경상남도 창원시 진해구 경화동,1400,1400,0000,경화동더샵,84.9400,202112,11,"23,800",-,6,-,-,2005,조천북로 65,-,중개거래,경남 창원진해구,-,아파트
127,경상남도 창원시 진해구 자은동,831,0831,0000,삼성아파트2단지,59.9200,202112,11,"10,500",-,4,-,-,1993,자은로64번길 39,-,중개거래,경남 창원진해구,-,아파트
128,경상남도 창원시 진해구 남문동,1293-1,1293,0001,남문호반베르디움,84.9908,202112,11,"33,000",-,14,-,-,2018,웅천동로43번길 19,-,직거래,-,-,아파트
129,경상남도 창원시 진해구 남문동,1256-2,1256,0002,진해남문하우스디,72.9693,202112,11,"24,500",-,16,-,-,2019,웅천동로106번길 20,-,중개거래,경남 창원진해구,-,아파트
130,경상남도 창원시 진해구 청안동,472,0472,0000,풍림,59.9600,202112,10,"11,000",-,15,-,-,2000,안청북로 39,-,중개거래,경남 창원진해구 부산 부산진구,-,아파트
131,경상남도 창원시 진해구 용원동,1206,1206,0000,진해녹산현대,84.9700,202112,10,"15,800",-,12,-,-,2000,안청북로 42,-,중개거래,경남 창원진해구 부산 부산진구,-,아파트
132,경상남도 창원시 진해구 자은동,121,0121,0000,자은프라임,59.9000,202112,10,"26,800",-,6,-,-,2015,냉천로 257,-,중개거래,경남 창원진해구,-,아파트
133,경상남도 창원시 진해구 자은동,831,0831,0000,삼성아파트2단지,59.9200,202112,10,"10,500",-,8,-,-,1993,자은로64번길 39,-,중개거래,경남 창원진해구,-,아파트
134,경상남도 창원시 진해구 안골동,375,0375,0000,창원마린2차푸르지오,84.9925,202112,10,"35,500",-,15,-,-,2016,안골로298번길 26,-,중개거래,경남 창원진해구,-,아파트
135,경상남도 창원시 진해구 석동,90-1,0090,0001,석동주공,46.9800,202112,10,"14,000",-,3,-,-,1991,냉천로 52,-,중개거래,경남 창원진해구,-,아파트
136,경상남도 창원시 진해구 경화동,890,0890,0000,부건2차IDEA,69.6422,202112,09,"17,000",-,8,-,-,2018,진해대로694번길 23,-,중개거래,경남 창원진해구,-,아파트
137,경상남도 창원시 진해구 자은동,284-1,0284,0001,월드메르디앙,84.9485,202112,09,"31,000",-,3,-,-,2008,자은로64번가길 26,-,중개거래,경남 창원진해구,-,아파트
138,경상남도 창원시 진해구 풍호동,83-3,0083,0003,우성,59.8500,202112,09,"12,000",-,8,-,-,1993,충장로 575,-,중개거래,경남 창원진해구,-,아파트
139,경상남도 창원시 진해구 남문동,1274-1,1274,0001,시티프라디움1차아파트,59.9982,202112,09,"19,100",-,21,-,-,2017,웅천동로 16,-,중개거래,경남 창원성산구 경남 창원진해구,-,아파트
140,경상남도 창원시 진해구 화천동,8-1,0008,0001,중앙아파트,83.8150,202112,09,"16,700",-,3,-,-,2018,중원로85번길 17,-,직거래,-,-,아파트
141,경상남도 창원시 진해구 청안동,473,0473,0000,부영3차,49.8420,202112,08,"8,700",-,14,-,-,2003,안청북로 15,-,중개거래,경남 창원진해구,-,아파트
