□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
경상남도 창원성산구 상남동,71-3,71,3,상남 아크로타워,155.37,201912,14,"        33,000",9,2008,중앙대로 48
경상남도 창원성산구 상남동,71-3,71,3,상남 아크로타워,132.43,201912,26,"        33,000",9,2008,중앙대로 48
경상남도 창원성산구 상남동,71-3,71,3,상남 아크로타워,108.9,201912,27,"        26,500",28,2008,중앙대로 48
경상남도 창원성산구 상남동,71-3,71,3,상남 아크로타워,132.43,202001,17,"        30,000",18,2008,중앙대로 48
경상남도 창원성산구 상남동,71-3,71,3,상남 아크로타워,132.43,202001,18,"        29,000",12,2008,중앙대로 48
경상남도 창원성산구 상남동,71-3,71,3,상남 아크로타워,132.43,202002,29,"        33,800",33,2008,중앙대로 48
경상남도 창원성산구 상남동,71-3,71,3,상남 아크로타워,132.43,202002,29,"        38,000",5,2008,중앙대로 48
경상남도 창원성산구 상남동,71-3,71,3,상남 아크로타워,155.37,202004,7,"        36,000",25,2008,중앙대로 48
경상남도 창원성산구 상남동,71-3,71,3,상남 아크로타워,132.43,202006,25,"        33,000",33,2008,중앙대로 48
경상남도 창원성산구 상남동,9-2,9,2,상남리더스빌,36.63,202002,10,"         5,000",5,2002,마디미로9번길 3
경상남도 창원성산구 상남동,9-2,9,2,상남리더스빌,28.98,202004,18,"         3,750",4,2002,마디미로9번길 3
경상남도 창원성산구 상남동,9-2,9,2,상남리더스빌,28.98,202004,18,"         3,750",6,2002,마디미로9번길 3
경상남도 창원성산구 상남동,9-2,9,2,상남리더스빌,28.98,202004,18,"         3,750",4,2002,마디미로9번길 3
경상남도 창원성산구 상남동,9-2,9,2,상남리더스빌,28.98,202004,18,"         3,750",6,2002,마디미로9번길 3
경상남도 창원성산구 상남동,1-2,1,2,상남오피스텔,44.75,201907,8,"         3,000",6,1990,원이대로 648
경상남도 창원성산구 상남동,1-2,1,2,상남오피스텔,46.14,201912,19,"         4,000",8,1990,원이대로 648
경상남도 창원성산구 상남동,69-2,69,2,새롬아이포빌,29.65,201909,21,"         4,200",8,2003,상남로 35
경상남도 창원성산구 상남동,69-2,69,2,새롬아이포빌,29.65,201910,23,"         5,000",3,2003,상남로 35
경상남도 창원성산구 상남동,69-2,69,2,새롬아이포빌,25.94,201911,4,"         4,300",4,2003,상남로 35
경상남도 창원성산구 상남동,69-2,69,2,새롬아이포빌,25.94,201911,22,"         4,050",7,2003,상남로 35
경상남도 창원성산구 상남동,69-2,69,2,새롬아이포빌,29.65,201912,21,"         4,300",5,2003,상남로 35
경상남도 창원성산구 상남동,69-2,69,2,새롬아이포빌,25.94,202001,4,"         4,200",13,2003,상남로 35
경상남도 창원성산구 상남동,69-2,69,2,새롬아이포빌,29.65,202001,17,"         3,850",9,2003,상남로 35
경상남도 창원성산구 상남동,69-2,69,2,새롬아이포빌,25.94,202001,28,"         4,000",3,2003,상남로 35
경상남도 창원성산구 상남동,69-2,69,2,새롬아이포빌,25.94,202001,30,"         4,000",3,2003,상남로 35
경상남도 창원성산구 상남동,69-2,69,2,새롬아이포빌,29.65,202002,26,"         4,950",9,2003,상남로 35
경상남도 창원성산구 상남동,69-2,69,2,새롬아이포빌,29.65,202003,26,"         4,000",10,2003,상남로 35
경상남도 창원성산구 상남동,69-2,69,2,새롬아이포빌,29.65,202005,12,"         4,050",9,2003,상남로 35
경상남도 창원성산구 상남동,76-1,76,1,스타 타워즈,34.23,201908,19,"         7,900",14,2005,중앙대로100번길 14
경상남도 창원성산구 상남동,76-1,76,1,스타 타워즈,34.23,201910,25,"         7,000",6,2005,중앙대로100번길 14
경상남도 창원성산구 상남동,76-1,76,1,스타 타워즈,58.9,201912,10,"        13,500",5,2005,중앙대로100번길 14
경상남도 창원성산구 상남동,76-1,76,1,스타 타워즈,34.23,202001,7,"         7,000",12,2005,중앙대로100번길 14
경상남도 창원성산구 상남동,76-1,76,1,스타 타워즈,34.23,202001,16,"         6,800",13,2005,중앙대로100번길 14
경상남도 창원성산구 상남동,76-1,76,1,스타 타워즈,34.23,202003,4,"         7,200",14,2005,중앙대로100번길 14
경상남도 창원성산구 상남동,76-1,76,1,스타 타워즈,34.23,202004,7,"         7,150",14,2005,중앙대로100번길 14
경상남도 창원성산구 상남동,75-2,75,2,엠케이오피스텔,29.47,201908,12,"        11,500",13,2016,중앙대로 94
경상남도 창원성산구 상남동,75-2,75,2,엠케이오피스텔,23.73,201909,9,"         9,000",17,2016,중앙대로 94
경상남도 창원성산구 상남동,75-2,75,2,엠케이오피스텔,24.32,201910,22,"        10,200",17,2016,중앙대로 94
경상남도 창원성산구 상남동,75-2,75,2,엠케이오피스텔,29.52,202003,18,"        12,600",19,2016,중앙대로 94
경상남도 창원성산구 상남동,75-2,75,2,엠케이오피스텔,29.52,202003,18,"        12,700",23,2016,중앙대로 94
경상남도 창원성산구 상남동,73-2,73,2,위드필타워,23.94,201909,6,"         7,900",12,2016,상남로 75
경상남도 창원성산구 상남동,73-2,73,2,위드필타워,23.94,202006,4,"         7,000",12,2016,상남로 75
경상남도 창원성산구 상남동,12-6,12,6,청솔아트빌,31.92,202001,16,"         3,600",10,2003,마디미로15번길 9
경상남도 창원성산구 중앙동,101-1,101,1,경남오피스텔,40.8,201909,1,"         3,300",4,1990,중앙대로 37
경상남도 창원성산구 중앙동,101-1,101,1,경남오피스텔,39.8,201909,24,"         2,900",5,1990,중앙대로 37
경상남도 창원성산구 중앙동,101-1,101,1,경남오피스텔,34.8,201910,2,"         2,500",9,1990,중앙대로 37
경상남도 창원성산구 중앙동,101-1,101,1,경남오피스텔,33.82,201911,19,"         3,500",7,1990,중앙대로 37
경상남도 창원성산구 중앙동,101-1,101,1,경남오피스텔,40.8,201912,19,"         2,900",6,1990,중앙대로 37
경상남도 창원성산구 중앙동,101-1,101,1,경남오피스텔,34.8,202002,17,"         2,300",4,1990,중앙대로 37
경상남도 창원성산구 중앙동,101-1,101,1,경남오피스텔,103.35,202003,2,"         5,000",10,1990,중앙대로 37
경상남도 창원성산구 중앙동,101-1,101,1,경남오피스텔,51.81,202004,3,"         3,500",4,1990,중앙대로 37
경상남도 창원성산구 중앙동,101-1,101,1,경남오피스텔,34.8,202006,11,"         2,700",9,1990,중앙대로 37
경상남도 창원성산구 중앙동,69-16,69,16,노블오피스텔,58.48,202001,8,"        11,900",2,2013,원이대로580번길 24-7
경상남도 창원성산구 중앙동,76-13,76,13,능포모텔,21.65,202002,28,"         2,328",7,2002,용지로123번길 12-1
경상남도 창원성산구 중앙동,76-13,76,13,능포모텔,23.86,202002,28,"         2,527",6,2002,용지로123번길 12-1
경상남도 창원성산구 중앙동,76-13,76,13,능포모텔,21.16,202002,28,"         2,220",6,2002,용지로123번길 12-1
경상남도 창원성산구 중앙동,76-13,76,13,능포모텔,16.84,202002,28,"         1,793",6,2002,용지로123번길 12-1
경상남도 창원성산구 중앙동,76-13,76,13,능포모텔,27.13,202002,28,"         2,940",7,2002,용지로123번길 12-1
경상남도 창원성산구 중앙동,101-2,101,2,대흥인터빌,29.48,201907,1,"         4,500",11,2004,중앙대로 33
경상남도 창원성산구 중앙동,101-2,101,2,대흥인터빌,29.48,201911,10,"         3,400",7,2004,중앙대로 33
경상남도 창원성산구 중앙동,101-2,101,2,대흥인터빌,29.48,201912,11,"         4,480",7,2004,중앙대로 33
경상남도 창원성산구 중앙동,101-2,101,2,대흥인터빌,31.88,202002,20,"         4,300",12,2004,중앙대로 33
경상남도 창원성산구 중앙동,101-2,101,2,대흥인터빌,29.48,202006,5,"         4,930",7,2004,중앙대로 33
경상남도 창원성산구 중앙동,96-3,96,3,라큐비,23.4,201911,6,"         7,400",13,2015,중앙대로83번길 8
경상남도 창원성산구 중앙동,96-3,96,3,라큐비,23.48,201911,7,"         6,000",16,2015,중앙대로83번길 8
경상남도 창원성산구 중앙동,96-3,96,3,라큐비,23.47,201912,12,"         8,500",3,2015,중앙대로83번길 8
경상남도 창원성산구 중앙동,96-3,96,3,라큐비,23.48,201912,12,"         8,500",6,2015,중앙대로83번길 8
경상남도 창원성산구 중앙동,96-3,96,3,라큐비,23.4,202001,10,"         5,800",6,2015,중앙대로83번길 8
경상남도 창원성산구 중앙동,96-3,96,3,라큐비,23.48,202002,19,"         7,500",19,2015,중앙대로83번길 8
경상남도 창원성산구 중앙동,96-3,96,3,라큐비,23.47,202004,30,"         7,400",12,2015,중앙대로83번길 8
경상남도 창원성산구 중앙동,96-3,96,3,라큐비,23.48,202005,14,"         7,300",14,2015,중앙대로83번길 8
경상남도 창원성산구 중앙동,96-3,96,3,라큐비,23.48,202006,5,"         7,500",20,2015,중앙대로83번길 8
경상남도 창원성산구 중앙동,97-3,97,3,상지솔리움,24.94,201907,10,"         3,500",11,2003,중앙대로 75
경상남도 창원성산구 중앙동,97-3,97,3,상지솔리움,20.94,201907,31,"         3,300",12,2003,중앙대로 75
경상남도 창원성산구 중앙동,97-3,97,3,상지솔리움,20.94,201909,18,"         3,300",8,2003,중앙대로 75
경상남도 창원성산구 중앙동,97-3,97,3,상지솔리움,30.06,201909,30,"         5,300",8,2003,중앙대로 75
경상남도 창원성산구 중앙동,97-3,97,3,상지솔리움,20.94,201909,30,"         3,450",13,2003,중앙대로 75
경상남도 창원성산구 중앙동,97-3,97,3,상지솔리움,20.94,202001,13,"         3,300",17,2003,중앙대로 75
경상남도 창원성산구 중앙동,97-3,97,3,상지솔리움,20.94,202002,20,"         3,200",14,2003,중앙대로 75
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,40.75,201907,12,"         2,800",7,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,40.75,201907,27,"         2,800",10,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,41.2,201909,8,"         3,800",5,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,43.3,201909,24,"         4,000",9,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,61.8,201910,7,"         5,000",6,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,41.2,201910,25,"         2,700",7,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,41.2,201910,25,"         2,700",10,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,43.52,201911,12,"         2,800",9,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,41.2,201911,12,"         3,100",8,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,41.2,201911,25,"         3,000",6,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,41.2,201912,26,"         3,800",7,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,41.2,202001,12,"         3,700",5,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,43.52,202001,14,"         3,800",7,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,41.2,202002,10,"         2,800",10,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,43.3,202002,12,"         4,300",9,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,41.2,202002,13,"         4,500",7,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,41.2,202003,13,"         3,500",8,1990,용지로 70
경상남도 창원성산구 중앙동,98-4,98,4,성원그랜드오피스텔,38.95,202004,30,"         2,900",9,1990,용지로 70
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,37.83,201907,13,"         8,277",4,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,21.24,201907,13,"         5,161",15,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,37.83,201907,13,"         8,206",4,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,21.24,201907,13,"         5,003",4,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,21.24,201907,13,"         5,003",4,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,21.24,201907,13,"         5,161",15,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,24.46,201907,13,"         5,597",2,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,24.46,201907,13,"         5,597",2,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,21.24,201907,13,"         5,161",13,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,21.24,201907,13,"         5,201",12,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,21.24,201907,13,"         5,161",11,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,21.24,201907,13,"         5,082",9,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,21.24,201907,13,"         5,122",8,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,21.24,201907,13,"         5,082",8,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,21.24,201907,13,"         5,082",8,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,21.24,201907,13,"         5,042",2,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,21.24,201907,13,"         5,042",5,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,37.83,201907,13,"         8,277",3,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,24.46,201910,11,"         9,450",10,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,37.83,201912,2,"        11,700",7,2016,용지로 56
경상남도 창원성산구 중앙동,99-2,99,2,창원 중앙 블루힐스,37.83,202001,27,"        12,000",2,2016,용지로 56
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,37.29,201908,1,"        14,600",8,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,19.44,201908,2,"         9,000",13,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,23.91,201908,2,"        10,530",16,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,19.44,201909,2,"         9,200",16,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,37.29,201911,14,"        15,500",5,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,37.29,201911,26,"        17,036",8,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,37.29,201912,6,"        17,036",6,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,37.29,201912,6,"        17,384",9,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,37.29,201912,10,"        17,036",8,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,37.29,201912,12,"        16,949",4,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,37.29,202001,7,"        17,384",11,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,37.29,202001,10,"        17,036",6,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,37.29,202003,10,"        17,036",6,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,23.91,202005,26,"        11,000",4,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,23.91,202006,8,"         9,000",10,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,94-2,94,2,창원광장 동광뷰엘,37.29,202006,15,"        13,361",4,2017,중앙대로113번길 13
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,41.28,201907,18,"         7,700",6,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,41.36,201907,20,"         7,700",16,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,24.96,201908,2,"         5,300",14,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,24.31,201908,16,"         5,000",10,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,40.66,201908,22,"         8,000",11,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,24.96,201908,29,"         5,250",16,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,24.96,201911,13,"         5,100",12,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,41.36,201912,24,"         6,710",3,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,33.12,201912,24,"         5,370",7,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,41.36,201912,24,"         6,920",18,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,33.12,201912,24,"         5,370",12,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,33.12,201912,24,"         5,370",11,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,33.12,201912,24,"         5,370",10,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,41.28,201912,24,"         6,500",15,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,33.12,201912,24,"         5,260",3,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,41.36,201912,24,"         6,760",5,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,33.12,201912,24,"         5,330",6,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,33.12,201912,24,"         5,370",8,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,33.12,201912,24,"         5,370",8,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,33.12,201912,24,"         5,370",9,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,33.12,201912,24,"         5,370",10,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,40.66,201912,26,"         8,500",5,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,42.09,202001,3,"         8,000",9,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,40.66,202002,3,"         8,000",18,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,30.16,202005,9,"         6,000",7,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,34.5,202005,12,"         6,700",6,2004,중앙대로 85
경상남도 창원성산구 중앙동,96-4,96,4,창원리제스타워,24.31,202006,9,"         4,900",5,2004,중앙대로 85
경상남도 창원성산구 중앙동,100-4,100,4,창원서광오피스텔,31.2,201907,9,"         2,500",4,1991,중앙대로 49
경상남도 창원성산구 중앙동,93-1,93,1,평화상가오피스텔,57.4,202002,18,"         6,400",9,1992,중앙대로 111
경상남도 창원성산구 중앙동,93-1,93,1,평화상가오피스텔,89.54,202003,4,"         8,000",8,1992,중앙대로 111
경상남도 창원성산구 중앙동,93-1,93,1,평화상가오피스텔,54.04,202004,8,"         3,500",9,1992,중앙대로 111
경상남도 창원성산구 중앙동,93-1,93,1,평화상가오피스텔,41.49,202005,21,"         4,300",8,1992,중앙대로 111
경상남도 창원성산구 중앙동,93-1,93,1,평화상가오피스텔,57.4,202006,1,"         5,400",10,1992,중앙대로 111
경상남도 창원성산구 중앙동,95-1,95,1,하이페르 오피스텔,31.26,201907,1,"         4,470",13,2003,용지로 96
경상남도 창원성산구 중앙동,95-1,95,1,하이페르 오피스텔,31.26,201911,8,"         5,600",13,2003,용지로 96
경상남도 창원성산구 중앙동,100-2,100,2,현대오피스텔,29.2,201908,8,"         1,450",7,1990,중앙대로 55
경상남도 창원성산구 중앙동,100-2,100,2,현대오피스텔,41.8,201912,11,"         2,400",9,1990,중앙대로 55
경상남도 창원성산구 중앙동,100-2,100,2,현대오피스텔,29.93,201912,26,"         3,000",5,1990,중앙대로 55
경상남도 창원성산구 중앙동,100-2,100,2,현대오피스텔,39.9,202003,23,"         2,100",7,1990,중앙대로 55
