□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,
,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1588-0149로 연락 주시기 바랍니다.,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,
계약일자 : 20150701 ~ 20160630,,,,,,,,,,,
실거래 구분 : 오피스텔(매매),,,,,,,,,,,
주소구분 : 지번주소,,,,,,,,,,,
시도 : 경상남도,,,,,,,,,,,
시군구 : 창원진해구,,,,,,,,,,,
읍면동 : 전체,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,
,,,,,,,,,,,
시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경상남도 창원진해구 경화동,900,900,0,	(900)	,65.87,201509,22,"        16,500",8,2013,진해대로694번길 24
경상남도 창원진해구 경화동,900,900,0,	(900)	,65.87,201601,25,"        17,000",8,2013,진해대로694번길 24
경상남도 창원진해구 경화동,1153-14,1153,14,하이존텔4차,41.71,201510,28,"         3,800",4,2005,충장로273번길 16
경상남도 창원진해구 광화동,26,26,0,진해미진이지비아,26.04,201510,30,"         7,230",5,2014,중원동로 33
경상남도 창원진해구 광화동,26,26,0,진해미진이지비아,28.26,201510,30,"         7,260",2,2014,중원동로 33
경상남도 창원진해구 광화동,26,26,0,진해미진이지비아,55.38,201601,11,"        15,190",13,2014,중원동로 33
경상남도 창원진해구 대죽동,41-4,41,4,미성빌리지4차,83.52,201603,25,"        20,000",4,2015,태평로 150
경상남도 창원진해구 속천동,7,7,0,진해유진에코블루스카이,29.69,201507,2,"         8,590",8,2015, 
경상남도 창원진해구 속천동,7,7,0,진해유진에코블루스카이,29.69,201507,2,"         8,590",9,2015, 
경상남도 창원진해구 속천동,7,7,0,진해유진에코블루스카이,29.69,201507,31,"         8,590",12,2015, 
경상남도 창원진해구 속천동,7,7,0,진해유진에코블루스카이,29.69,201507,31,"         8,590",8,2015, 
경상남도 창원진해구 속천동,7,7,0,진해유진에코블루스카이,29.69,201508,21,"         7,100",15,2015, 
경상남도 창원진해구 속천동,7,7,0,진해유진에코블루스카이,29.69,201508,27,"         8,590",13,2015, 
경상남도 창원진해구 속천동,7,7,0,진해유진에코블루스카이,29.69,201508,28,"         8,590",10,2015, 
경상남도 창원진해구 속천동,7,7,0,진해유진에코블루스카이,29.69,201509,21,"         8,500",15,2015, 
경상남도 창원진해구 속천동,7,7,0,진해유진에코블루스카이,29.69,201509,22,"         7,900",6,2015, 
경상남도 창원진해구 속천동,7,7,0,진해유진에코블루스카이,29.69,201510,13,"         8,590",12,2015, 
경상남도 창원진해구 용원동,1135-6,1135,6,재상베네스타운,33.93,201509,18,"         3,700",10,2003,용원남로7번길 16
경상남도 창원진해구 용원동,1135-6,1135,6,재상베네스타운,33.93,201511,10,"         3,650",5,2003,용원남로7번길 16
경상남도 창원진해구 용원동,1135-6,1135,6,재상베네스타운,33.93,201512,7,"         3,900",2,2003,용원남로7번길 16
경상남도 창원진해구 용원동,1135-6,1135,6,재상베네스타운,33.93,201604,12,"         3,800",2,2003,용원남로7번길 16
경상남도 창원진해구 용원동,1135-6,1135,6,재상베네스타운,33.93,201604,12,"         4,200",2,2003,용원남로7번길 16
경상남도 창원진해구 이동,347-1,347,1,	(347-1)	,38.1,201605,2,"         7,800",2,2010,충장로407번길 9-15
