시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명
경상남도 창원마산회원구 구암동,78-5,78,5,더 마크원 오피스텔,26.04,202001,16,"         8,100",14,2018, 
경상남도 창원마산회원구 구암동,78-5,78,5,더 마크원 오피스텔,26.04,202001,16,"         8,100",14,2018, 
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,201910,26,"         7,450",4,2015, 
경상남도 창원마산회원구 내서읍 호계리,768-11,768,11,경상오피스텔,58.37,202001,29,"         7,450",2,2015, 
경상남도 창원마산회원구 내서읍 호계리,296,296,0,내서 신화하니엘 더시티,52.48,201908,5,"        14,000",7,,호원로 223
경상남도 창원마산회원구 내서읍 호계리,296,296,0,내서 신화하니엘 더시티,52.48,202001,29,"        12,900",11,,호원로 223
경상남도 창원마산회원구 석전동,222-8,222,8,	(222-8)	,39.6,202002,18,"         4,900",4,2000,석전동15길 39
경상남도 창원마산회원구 석전동,223-2,223,2,석전동 다움 아파트,84.62,201911,28,"        19,000",8,2017,석전동15길 40
경상남도 창원마산회원구 석전동,223-2,223,2,석전동 다움 아파트,84.62,202003,20,"        19,500",7,2017,석전동15길 40
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,38.52,201911,12,"         6,000",10,2003,양덕동2길 17
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,38.52,202001,17,"         6,300",4,2003,양덕동2길 17
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,26.98,202001,21,"         3,000",11,2003,양덕동2길 17
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,38.52,202004,14,"         5,700",12,2003,양덕동2길 17
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,26.98,202004,20,"         4,600",13,2003,양덕동2길 17
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,26.98,202005,18,"         5,100",9,2003,양덕동2길 17
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,26.52,202005,26,"         4,500",11,2003,양덕동2길 17
경상남도 창원마산회원구 양덕동,163-17,163,17,대력베스트빌,36.36,202005,28,"         5,700",8,2003,양덕동2길 17
경상남도 창원마산회원구 양덕동,174-48,174,48,동원에코빌,43.45,201912,27,"         8,000",8,2013,양덕로 13
경상남도 창원마산회원구 양덕동,174-48,174,48,동원에코빌,30.19,202006,22,"         7,500",7,2013,양덕로 13
경상남도 창원마산회원구 양덕동,153-14,153,14,리첸시아,31.5,201907,16,"         4,100",5,2003,봉양로 13
경상남도 창원마산회원구 양덕동,153-14,153,14,리첸시아,35.19,201912,11,"         6,000",5,2003,봉양로 13
경상남도 창원마산회원구 양덕동,153-5,153,5,비전 스카이,33.23,201911,8,"         6,400",11,2005,해안대로 607
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,26.41,201907,19,"         4,300",4,2004,양덕북4길 56
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,23.94,201910,2,"         3,200",5,2004,양덕북4길 56
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,23.4,201910,8,"         3,400",6,2004,양덕북4길 56
경상남도 창원마산회원구 양덕동,95-29,95,29,성락오피스텔,26.41,201911,11,"         3,200",6,2004,양덕북4길 56
경상남도 창원마산회원구 양덕동,153-28,153,28,수피아,42.73,202004,17,"         9,300",3,2012,양덕남9길 20
경상남도 창원마산회원구 양덕동,12-18,12,18,신우오피스텔,27.72,202005,8,"         4,200",6,2003,합성옛길 37-3
경상남도 창원마산회원구 합성동,324-2,324,2,	(324-2)	,35.7,201911,23,"         4,000",3,2003,합성남8길 67
경상남도 창원마산회원구 합성동,324-2,324,2,	(324-2)	,28.12,202001,31,"         3,850",4,2003,합성남8길 67
경상남도 창원마산회원구 합성동,324-2,324,2,	(324-2)	,56.24,202002,26,"         7,500",6,2003,합성남8길 67
경상남도 창원마산회원구 회원동,68-4,68,4,신안 시티텔,32.81,201907,15,"         5,000",5,2002,3·15대로 488
경상남도 창원마산회원구 회원동,68-4,68,4,신안 시티텔,32.81,202002,1,"         3,000",8,2002,3·15대로 488
경상남도 창원마산회원구 회원동,68-4,68,4,신안 시티텔,21.88,202005,25,"         2,000",4,2002,3·15대로 488
경상남도 창원마산회원구 회원동,68-4,68,4,신안 시티텔,21.88,202006,27,"         2,400",6,2002,3·15대로 488
경상남도 창원마산회원구 회원동,61-2,61,2,회원동신화하니엘,49.18,202006,16,"        13,938",6,2016, 
