NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
30,경상남도 창원시 마산합포구 월영동,602-11,0602,0011,월영라이프,84.5850,202312,20,"8,750",-,2,-,-,1998,월영서3길 95,20231221,중개거래,경남 창원마산합포구,-,아파트
31,경상남도 창원시 마산합포구 월영동,602-11,0602,0011,월영라이프,84.5850,202312,20,"8,750",-,2,-,-,1998,월영서3길 95,-,중개거래,경남 창원마산합포구,23.12.21,아파트
32,경상남도 창원시 마산합포구 진동면 진동리,424,0424,0000,마산진동협성엠파이어,84.9789,202312,19,"20,800",106,4,-,-,2014,진북산업로 55,-,중개거래,경남 창원시마산합포구,24.02.28,아파트
33,경상남도 창원시 마산합포구 진동면 진동리,592,0592,0000,한일유앤아이,84.8854,202312,19,"19,700",104,5,-,-,2008,진북산업로 58,-,중개거래,경남 창원시마산합포구,24.03.18,아파트
34,경상남도 창원시 마산합포구 진동면 진동리,424,0424,0000,마산진동협성엠파이어,59.9250,202312,18,"16,250",103,6,-,-,2014,진북산업로 55,-,중개거래,"경남 창원시마산합포구, 경남 창원시성산구",24.03.18,아파트
35,경상남도 창원시 마산합포구 월영동,708-2,0708,0002,월영동아2,59.6250,202312,18,"15,500",207,6,-,-,1998,월영마을로 29,-,중개거래,경남 창원시 마산합포구,24.03.29,아파트
36,경상남도 창원시 마산합포구 진동면 진동리,201,0201,0000,마산신화하니엘더마린,84.8638,202312,17,"19,500",102,24,-,-,2016,동촌길 185,-,중개거래,경남 창원시마산합포구,24.02.21,아파트
37,경상남도 창원시 마산합포구 현동,210,0210,0000,중흥S클래스프라디움1차,84.9900,202312,17,"23,800",108,18,-,-,2014,현동4길 20,-,중개거래,경남 창원마산합포구,24.01.03,아파트
38,경상남도 창원시 마산합포구 교원동,46,0046,0000,무학자이,128.3853,202312,17,"47,500",-,19,-,-,2011,노산서18길 19,20240113,중개거래,경남 창원마산합포구,-,아파트
39,경상남도 창원시 마산합포구 월포동,1-1,0001,0001,벽산블루밍,84.9580,202312,16,"35,500",108,11,-,-,2007,3·15대로 154,-,중개거래,경남 창원마산합포구,24.01.19,아파트
40,경상남도 창원시 마산합포구 자산동,19-3,0019,0003,한백4,59.8800,202312,16,"9,500",-,9,-,-,1994,자산북3길 10,-,중개거래,경남 창원마산합포구,24.01.19,아파트
41,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202312,16,"39,100",117동,29,-,-,2019,가포순환로 33,-,중개거래,경남 창원시마산합포구,24.02.28,아파트
42,경상남도 창원시 마산합포구 산호동,335-5,0335,0005,일우,23.9400,202312,16,"3,800",-,1,-,-,1989,합포동4길 10-1,-,중개거래,경남 창원마산합포구,23.12.28,아파트
43,경상남도 창원시 마산합포구 대외동,1,0001,0000,배진파크,84.7700,202312,16,"14,000",-,12,-,-,1992,문화남4길 38,-,직거래,-,24.06.04,아파트
44,경상남도 창원시 마산합포구 현동,620,0620,0000,엘에이치그린품애,74.7400,202312,16,"21,000",602동,10,-,-,2015,묘촌1길 28,-,중개거래,경남 창원마산합포구,24.01.19,아파트
45,경상남도 창원시 마산합포구 현동,700,0700,0000,중흥S클래스프라디움3차,84.9841,202312,16,"30,000",301동,18,-,-,2017,현동1길 8,-,중개거래,경남 창원시마산합포구,24.02.15,아파트
46,경상남도 창원시 마산합포구 교방동,510,0510,0000,무학산벽산블루밍1단지,84.9935,202312,15,"28,000",101,5,-,-,2009,교방시장2길 9,-,중개거래,경남 창원마산합포구,23.12.15,아파트
47,경상남도 창원시 마산합포구 상남동,71-2,0071,0002,서광,84.8600,202312,15,"14,000",-,12,-,-,1995,노산북6길 26,-,중개거래,경남 창원시마산합포구,24.03.13,아파트
48,경상남도 창원시 마산합포구 동성동,316,0316,0000,새롬미리내,84.9700,202312,15,"21,400",-,15,-,-,2005,수산1길 181,20240124,중개거래,경남 창원시 마산합포구,-,아파트
49,경상남도 창원시 마산합포구 교원동,46,0046,0000,무학자이,84.9877,202312,15,"33,800",101,12,-,-,2011,노산서18길 19,-,중개거래,경남 창원마산합포구,24.01.31,아파트
50,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202312,14,"38,800",115동,19,-,-,2019,가포순환로 33,-,중개거래,경남 창원마산합포구,24.01.31,아파트
51,경상남도 창원시 마산합포구 현동,210,0210,0000,중흥S클래스프라디움1차,84.9900,202312,14,"24,900",109,13,-,-,2014,현동4길 20,-,중개거래,경남 창원마산합포구,24.01.09,아파트
52,경상남도 창원시 마산합포구 완월동,478,0478,0000,화인,59.9300,202312,13,"9,000",103,7,-,-,1994,완월남8길 16,-,중개거래,경남 창원마산합포구,23.12.27,아파트
53,경상남도 창원시 마산합포구 해운동,50,0050,0000,두산2,132.7200,202312,13,"28,400",203,2,-,-,1993,월영동로 19,-,중개거래,경남 창원마산합포구,23.12.28,아파트
54,경상남도 창원시 마산합포구 월남동5가,8,0008,0000,월영마크리움주상복합,63.5752,202312,13,"26,700",101동,19,-,-,2017,3·15대로 9,-,중개거래,경남 창원시성산구,24.02.27,아파트
55,경상남도 창원시 마산합포구 교방동,525,0525,0000,창원롯데캐슬프리미어,84.9302,202312,12,"43,800",109,16,-,-,2020,노산서18길 80,-,중개거래,경남 창원마산합포구,24.01.05,아파트
56,경상남도 창원시 마산합포구 월영동,736,0736,0000,월영동SK오션뷰,100.7689,202312,12,"51,000",104동,1,-,-,2017,월영남12길 12,-,중개거래,경남 창원마산합포구,24.01.18,아파트
57,경상남도 창원시 마산합포구 중앙동3가,4-207,0004,0207,삼우,36.6900,202312,12,"8,000",9,4,-,-,1981,중앙북1길 20,-,중개거래,경남 창원마산합포구,23.12.15,아파트
58,경상남도 창원시 마산합포구 중앙동1가,4-1,0004,0001,우성빌라,84.9000,202312,12,"15,000",-,6,-,-,1993,반월북1길 26,-,중개거래,경남 창원마산합포구,24.01.30,아파트
59,경상남도 창원시 마산합포구 교방동,525,0525,0000,창원롯데캐슬프리미어,59.9806,202312,12,"34,000",110,15,-,-,2020,노산서18길 80,-,중개거래,경남 창원시마산합포구,24.03.21,아파트
60,경상남도 창원시 마산합포구 자산동,23-1,0023,0001,학성아트빌리지,84.8900,202312,11,"13,000",학성아트빌라,3,-,-,2006,무학로 432,-,중개거래,경남 창원시마산합포구,24.02.29,아파트
61,경상남도 창원시 마산합포구 산호동,646,0646,0000,산호경동리인,68.0029,202312,11,"27,500",103,33,-,-,2018,산호동로 12,-,중개거래,경남 창원성산구,24.01.29,아파트
62,경상남도 창원시 마산합포구 현동,210,0210,0000,중흥S클래스프라디움1차,84.9900,202312,11,"23,500",111,4,-,-,2014,현동4길 20,-,중개거래,경남 창원마산합포구,24.01.15,아파트
63,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202312,11,"38,400",113동,26,-,-,2019,가포순환로 33,-,중개거래,경남 창원시마산합포구,24.03.19,아파트
64,경상남도 창원시 마산합포구 월영동,736,0736,0000,월영동SK오션뷰,84.9988,202312,10,"39,300",108동,4,-,-,2017,월영남12길 12,-,중개거래,경남 창원시마산합포구,24.02.14,아파트
65,경상남도 창원시 마산합포구 산호동,13-24,0013,0024,용마맨션,79.6700,202312,09,"15,600",다,12,-,-,1978,산호북4길 30,-,중개거래,경남 창원마산합포구,24.01.30,아파트
66,경상남도 창원시 마산합포구 해운동,37-4,0037,0004,대동씨코아상가,70.4000,202312,09,"15,800",대동씨코아,18,-,-,1993,월영동로 8,-,중개거래,경남 창원시마산합포구,24.02.15,아파트
67,경상남도 창원시 마산합포구 현동,210,0210,0000,중흥S클래스프라디움1차,84.9900,202312,09,"24,200",109,10,-,-,2014,현동4길 20,-,중개거래,경남 창원시마산합포구,24.03.25,아파트
68,경상남도 창원시 마산합포구 중앙동3가,4-330,0004,0330,신우희가로베스트,59.9295,202312,09,"19,500",101,17,-,-,2006,중앙북1길 19,-,중개거래,경남 창원시마산합포구,24.02.07,아파트
69,경상남도 창원시 마산합포구 진동면 요장리,393-2,0393,0002,혜창한마음비치,57.0600,202312,08,"6,200",101,8,-,-,1994,요장1길 33,-,중개거래,경남 창원마산합포구,23.12.13,아파트
70,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,124.6639,202312,08,"58,500",135동,23,-,-,2019,가포순환로 33,-,중개거래,경남 창원시마산합포구,24.02.07,아파트
71,경상남도 창원시 마산합포구 자산동,256-4,0256,0004,자산,48.2200,202312,08,"6,200",-,6,-,-,1991,자산서14길 26,-,중개거래,경남 창원마산합포구,23.12.28,아파트
72,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202312,07,"36,500",125동,14,-,-,2019,가포순환로 33,-,중개거래,경남 창원마산합포구,24.01.29,아파트
73,경상남도 창원시 마산합포구 산호동,13-24,0013,0024,용마맨션,79.6700,202312,07,"13,800",나,9,-,-,1978,산호북4길 30,-,중개거래,경남 창원마산합포구,24.01.30,아파트
74,경상남도 창원시 마산합포구 월영동,736,0736,0000,월영동SK오션뷰,84.9988,202312,06,"37,500",107동,2,-,-,2017,월영남12길 12,-,중개거래,경남 창원마산합포구,24.01.19,아파트
75,경상남도 창원시 마산합포구 자산동,331-1,0331,0001,동성,58.7700,202312,06,"4,500",-,2,-,-,1985,자산서14길 72,-,중개거래,경남 창원마산합포구,23.12.07,아파트
76,경상남도 창원시 마산합포구 해운동,47,0047,0000,평화리버타운,29.4400,202312,06,"6,000",-,11,-,-,1999,월영동11길 29,-,직거래,-,23.12.06,아파트
77,경상남도 창원시 마산합포구 진동면 진동리,424,0424,0000,마산진동협성엠파이어,84.9789,202312,06,"20,000",105,14,-,-,2014,진북산업로 55,-,중개거래,경남 창원마산합포구,24.01.08,아파트
78,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202312,05,"38,000",128동,17,-,-,2019,가포순환로 33,-,중개거래,경남 창원마산합포구,24.01.30,아파트
79,경상남도 창원시 마산합포구 상남동,100-8,0100,0008,우신뉴타워,62.5400,202312,05,"11,500",-,17,-,-,1996,천하장사로 87,-,중개거래,경남 창원마산합포구,24.01.19,아파트
80,경상남도 창원시 마산합포구 진동면 요장리,393-2,0393,0002,혜창한마음비치,57.0600,202312,05,"6,650",-,4,-,-,1994,요장1길 33,20231219,중개거래,경남 창원시마산합포구,-,아파트
81,경상남도 창원시 마산합포구 월영동,704-1,0704,0001,현대건설1차,84.9700,202312,04,"18,800",-,17,-,-,1998,월영마을로 12,20231218,중개거래,경남 창원마산합포구,-,아파트
82,경상남도 창원시 마산합포구 해운동,50,0050,0000,두산2,84.8400,202312,04,"22,000",207,10,-,-,1993,월영동로 19,-,중개거래,"경남 창원시마산합포구, 부산 부산진구",24.02.29,아파트
83,경상남도 창원시 마산합포구 월영동,704-1,0704,0001,현대건설1차,84.9700,202312,04,"18,800",103,17,-,-,1998,월영마을로 12,-,중개거래,경남 창원마산합포구,24.01.05,아파트
84,경상남도 창원시 마산합포구 진동면 요장리,393-2,0393,0002,혜창한마음비치,57.0600,202312,04,"6,650",101,4,-,-,1994,요장1길 33,-,중개거래,경남 창원시마산합포구,23.12.15,아파트
85,경상남도 창원시 마산합포구 진동면 요장리,393-2,0393,0002,혜창한마음비치,82.1700,202312,04,"9,000",102,1,-,-,1994,요장1길 33,-,중개거래,경남 창원마산합포구,24.01.22,아파트
86,경상남도 창원시 마산합포구 현동,700,0700,0000,중흥S클래스프라디움3차,84.9854,202312,03,"29,800",305동,3,-,-,2017,현동1길 8,-,중개거래,경남 창원시마산합포구,24.06.24,아파트
87,경상남도 창원시 마산합포구 창포동3가,1-19,0001,0019,창포경민,57.4700,202312,03,"11,900",-,2,-,-,1992,문화동14길 46,-,중개거래,경남 창원마산합포구,24.01.08,아파트
88,경상남도 창원시 마산합포구 교방동,525,0525,0000,창원롯데캐슬프리미어,84.9485,202312,02,"45,500",-,19,-,-,2020,노산서18길 80,-,중개거래,경남 창원마산합포구,-,아파트
89,경상남도 창원시 마산합포구 월영동,704-1,0704,0001,현대건설1차,59.7000,202312,02,"15,500",101,14,-,-,1998,월영마을로 12,-,중개거래,경남 창원마산합포구,24.01.05,아파트
90,경상남도 창원시 마산합포구 현동,606,0606,0000,중흥S클래스프라디움2차,84.9995,202312,02,"28,000",205동,9,-,-,2015,현동9길 14,-,중개거래,경남 창원마산합포구,24.01.29,아파트
91,경상남도 창원시 마산합포구 진동면 요장리,393-2,0393,0002,혜창한마음비치,57.0600,202312,02,"7,800",101,8,-,-,1994,요장1길 33,-,중개거래,경남 창원마산합포구,24.01.22,아파트
92,경상남도 창원시 마산합포구 가포동,788,0788,0000,창원가포안단테,59.9900,202312,01,"20,000",203동,12,-,-,2023,가포본동5길 23,-,중개거래,경남 창원마산합포구,23.12.13,아파트
93,경상남도 창원시 마산합포구 진동면 진동리,592,0592,0000,한일유앤아이,123.8726,202312,01,"24,000",109,12,-,-,2008,진북산업로 58,-,직거래,-,23.12.04,아파트
94,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202311,30,"38,200",105동,15,-,-,2019,가포순환로 33,-,중개거래,경남 창원시마산합포구,24.02.28,아파트
95,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202311,30,"38,200",-,15,-,-,2019,가포순환로 33,20231226,중개거래,경남 창원마산합포구,-,아파트
96,경상남도 창원시 마산합포구 해운동,47-1,0047,0001,현대,59.9500,202311,30,"14,970",102,10,-,-,1995,월영동11길 37,-,중개거래,경남 창원마산합포구,23.12.28,아파트
97,경상남도 창원시 마산합포구 완월동,116-12,0116,0012,기공,58.9800,202311,30,"9,500",-,12,-,-,1995,완월북5길 74,-,중개거래,경남 창원마산합포구,23.12.08,아파트
98,경상남도 창원시 마산합포구 산호동,18-1,0018,0001,삼성타운,59.6100,202311,30,"15,000",102,7,-,-,1996,산호북1길 15,-,중개거래,경남 창원마산합포구,24.01.31,아파트
99,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202311,29,"38,700",108동,15,-,-,2019,가포순환로 33,-,중개거래,경남 창원시마산합포구,24.02.14,아파트
100,경상남도 창원시 마산합포구 해운동,38,0038,0000,두산1차,141.5200,202311,28,"24,500",104,14,-,-,1991,월영동6길 39,-,중개거래,경남 창원시성산구,24.04.15,아파트
101,경상남도 창원시 마산합포구 월영동,708-2,0708,0002,월영동아2,59.6250,202311,28,"14,850",208,7,-,-,1998,월영마을로 29,-,중개거래,경남 창원시마산합포구,24.03.08,아파트
102,경상남도 창원시 마산합포구 진동면 진동리,494-3,0494,0003,대권한빛,81.5160,202311,28,"12,800",-,8,-,-,2001,삼진의거대로 659,-,중개거래,경남 창원마산합포구,24.01.11,아파트
103,경상남도 창원시 마산합포구 완월동,218-1,0218,0001,완월경남,84.9000,202311,28,"13,850",2,1,-,-,1984,장장군로 3,-,중개거래,경남 창원마산합포구,23.12.26,아파트
104,경상남도 창원시 마산합포구 추산동,49-1,0049,0001,신추산,59.7100,202311,27,"8,900",101,5,-,-,1996,문신길 169,-,중개거래,"경남 창원시마산합포구, 경남 창원시마산회원구",24.02.28,아파트
105,경상남도 창원시 마산합포구 대외동,1,0001,0000,배진파크,84.9800,202311,27,"10,000",-,3,-,-,1992,문화남4길 38,-,중개거래,경남 창원마산합포구,23.12.13,아파트
106,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9883,202311,27,"37,700",101동,3,-,-,2019,가포순환로 33,-,중개거래,경남 창원시마산합포구,24.03.25,아파트
107,경상남도 창원시 마산합포구 산호동,646,0646,0000,산호경동리인,73.7877,202311,27,"31,000",102,30,-,-,2018,산호동로 12,-,중개거래,경남 창원마산합포구,24.01.26,아파트
108,경상남도 창원시 마산합포구 월영동,704-1,0704,0001,현대건설1차,84.9700,202311,27,"22,500",106,21,-,-,1998,월영마을로 12,-,중개거래,경남 창원시마산합포구,24.02.26,아파트
109,경상남도 창원시 마산합포구 월영동,593-2,0593,0002,화인아트빌라2,60.3700,202311,27,"9,700",107,11,-,-,1992,밤밭고개로 371,-,중개거래,경남 창원마산합포구,23.12.04,아파트
110,경상남도 창원시 마산합포구 창포동2가,2,0002,0000,경남,128.9380,202311,27,"22,000",1,9,-,-,1990,문화동14길 74,-,직거래,-,23.11.28,아파트
111,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202311,27,"37,500",114동,24,-,-,2019,가포순환로 33,-,중개거래,경남 창원마산합포구,24.01.24,아파트
112,경상남도 창원시 마산합포구 월영동,33,0033,0000,월영동성,59.9580,202311,26,"8,000",-,4,-,-,1996,무학로 214,-,중개거래,경남 창원시마산합포구,24.02.15,아파트
113,경상남도 창원시 마산합포구 현동,210,0210,0000,중흥S클래스프라디움1차,84.9900,202311,26,"22,400",103,7,-,-,2014,현동4길 20,-,중개거래,경남 창원시마산합포구,24.02.19,아파트
114,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202311,26,"38,500",131동,29,-,-,2019,가포순환로 33,-,중개거래,경남 창원시마산합포구,24.02.15,아파트
115,경상남도 창원시 마산합포구 산호동,651,0651,0000,창원칸타빌오션뷰,74.8693,202311,25,"33,000",101,29,-,-,2021,합포동6길 8,-,중개거래,경남 창원마산합포구,23.12.15,아파트
116,경상남도 창원시 마산합포구 교방동,525,0525,0000,창원롯데캐슬프리미어,84.9302,202311,25,"44,000",101,12,-,-,2020,노산서18길 80,-,중개거래,경남 창원시마산합포구,24.04.30,아파트
117,경상남도 창원시 마산합포구 현동,606,0606,0000,중흥S클래스프라디움2차,84.9995,202311,25,"28,900",207동,15,-,-,2015,현동9길 14,-,중개거래,경남 창원시마산합포구,24.02.14,아파트
118,경상남도 창원시 마산합포구 월영동,614-7,0614,0007,월영동아,59.5260,202311,25,"17,800",105,8,-,-,1998,월영남로 59,-,중개거래,경남 창원마산합포구,24.01.12,아파트
119,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9883,202311,25,"40,500",101동,18,-,-,2019,가포순환로 33,-,중개거래,경남 창원마산합포구,24.01.30,아파트
120,경상남도 창원시 마산합포구 월영동,708-1,0708,0001,현대3,84.9100,202311,25,"19,200",301,12,-,-,1998,월영마을로 27,-,중개거래,경남 창원마산합포구,24.01.15,아파트
121,경상남도 창원시 마산합포구 추산동,49-1,0049,0001,신추산,59.7100,202311,25,"8,000",101,4,-,-,1996,문신길 169,-,중개거래,경남 창원마산합포구,23.12.29,아파트
122,경상남도 창원시 마산합포구 해운동,59,0059,0000,해운동성,53.0750,202311,25,"18,700",1호,13,-,-,1996,월영동16길 17,-,중개거래,경남 창원마산합포구,23.12.01,아파트
123,경상남도 창원시 마산합포구 진동면 진동리,592,0592,0000,한일유앤아이,147.5709,202311,24,"26,900",107,13,-,-,2008,진북산업로 58,-,중개거래,경남 창원시마산합포구,24.02.28,아파트
124,경상남도 창원시 마산합포구 월영동,593-2,0593,0002,화인아트빌라2,68.3300,202311,24,"9,700",106,1,-,-,1992,밤밭고개로 371,-,중개거래,경남 창원마산합포구,23.12.21,아파트
125,경상남도 창원시 마산합포구 완월동,218-1,0218,0001,완월경남,143.9300,202311,23,"20,000",1,6,-,-,1984,장장군로 3,-,중개거래,경남 창원마산합포구,24.01.30,아파트
126,경상남도 창원시 마산합포구 월포동,1,0001,0000,경동메르빌,118.2493,202311,23,"49,300",108,8,-,-,2005,중앙동3길 22,-,중개거래,경남 창원시 마산합포구,24.04.01,아파트
127,경상남도 창원시 마산합포구 남성동,246-1,0246,0001,한백마리나타운,84.7800,202311,23,"16,400",-,13,-,-,1997,해안대로 331,-,중개거래,경남 창원진해구,23.12.04,아파트
128,경상남도 창원시 마산합포구 진동면 진동리,592,0592,0000,한일유앤아이,84.9915,202311,23,"18,000",113,10,-,-,2008,진북산업로 58,-,중개거래,경남 창원마산합포구,23.12.12,아파트
129,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202311,22,"36,350",-,2,-,-,2019,가포순환로 33,20240207,중개거래,경남 창원마산합포구,-,아파트
130,경상남도 창원시 마산합포구 중앙동2가,1-500,0001,0500,경동메르빌2차,84.9958,202311,22,"26,500",112,9,-,-,2007,중앙동3길 16,-,중개거래,경남 창원마산합포구,23.12.22,아파트
131,경상남도 창원시 마산합포구 해운동,38,0038,0000,두산1차,84.3900,202311,22,"18,000",102,14,-,-,1991,월영동6길 39,-,중개거래,경남 창원마산합포구,24.01.22,아파트
132,경상남도 창원시 마산합포구 완월동,421,0421,0000,청구제네스,84.3500,202311,22,"18,700",104,19,-,-,2002,완월남로 45,-,중개거래,경남 창원마산합포구,23.12.21,아파트
133,경상남도 창원시 마산합포구 오동동,322,0322,0000,중앙마린파이브아파트,84.6822,202311,22,"30,000",102,5,-,-,2014,오동동14길 67,-,중개거래,경남 창원마산회원구,23.12.01,아파트
134,경상남도 창원시 마산합포구 두월동2가,8-5,0008,0005,무학빌라맨션,84.5100,202311,22,"7,500",나,5,-,-,1985,고운로 10,-,직거래,-,23.11.28,아파트
135,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202311,22,"36,350",128동,2,-,-,2019,가포순환로 33,-,중개거래,경남 창원시마산합포구,24.02.27,아파트
136,경상남도 창원시 마산합포구 진동면 진동리,209-1,0209,0001,신화하니엘더마린2단지,59.9935,202311,21,"17,400",신화하니엘 더마린 2단지,16,-,-,2017,해양관광로 43,-,중개거래,경남 창원시마산합포구,24.02.06,아파트
137,경상남도 창원시 마산합포구 완월동,218-1,0218,0001,완월경남,81.6300,202311,21,"12,500",2,7,-,-,1984,장장군로 3,-,중개거래,경남 창원마산합포구,23.12.15,아파트
