NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
53,경상남도 창원시 의창구 팔용동,124-1,0124,0001,극동,59.3400,202412,12,"15,000",-,17,개인,개인,1994,팔용로 446,-,중개거래,경남 창원시 의창구,-,아파트
54,경상남도 창원시 의창구 북면 감계리,225-1,0225,0001,창원감계힐스테이트4차,59.8544,202412,12,"20,700",-,13,개인,개인,2017,감계로 233,-,중개거래,경남 창원시 의창구,-,아파트
55,경상남도 창원시 의창구 팔용동,122,0122,0000,벽산블루밍B,59.9700,202412,11,"27,300",-,4,개인,개인,1999,반계로 104-21,-,중개거래,경남 창원시 의창구,-,아파트
56,경상남도 창원시 의창구 북면 신촌리,905-24,0905,0024,춘광2,59.8100,202412,11,"5,100",501,8,개인,개인,1995,신촌본포로 12-13,-,중개거래,경남 창원시 의창구,24.12.30,아파트
57,경상남도 창원시 의창구 북면 감계리,232-1,0232,0001,감계아내에코프리미엄2차,84.8776,202412,11,"34,568",-,13,개인,법인,2019,감계로 342,-,중개거래,경남 창원시 의창구,-,아파트
58,경상남도 창원시 의창구 북면 감계리,232-1,0232,0001,감계아내에코프리미엄2차,84.8776,202412,10,"34,568",-,5,개인,법인,2019,감계로 342,-,중개거래,경남 창원시 의창구,-,아파트
59,경상남도 창원시 의창구 팔용동,69,0069,0000,팔용원풍,84.5257,202412,09,"27,800",-,2,개인,개인,2000,사화로90번길 20,-,중개거래,경남 창원시 의창구,-,아파트
60,경상남도 창원시 의창구 중동,786,0786,0000,창원중동유니시티3단지,84.7171,202412,09,"80,000",-,41,개인,개인,2019,중동로 77,20241230,중개거래,경남 창원시 의창구,-,아파트
61,경상남도 창원시 의창구 동읍 용잠리,468,0468,0000,동읍다숲아파트,59.8800,202412,09,"18,700",-,9,개인,개인,2016,용잠로 19,-,중개거래,경남 창원시 의창구,-,아파트
62,경상남도 창원시 의창구 중동,786,0786,0000,창원중동유니시티3단지,84.7171,202412,09,"80,000",-,41,개인,개인,2019,중동로 77,-,중개거래,경남 창원시 의창구,-,아파트
63,경상남도 창원시 의창구 명서동,27,0027,0000,명곡두산위브,103.7500,202412,08,"57,500",-,6,개인,개인,2011,도계로 135,-,중개거래,경남 창원시 의창구,-,아파트
64,경상남도 창원시 의창구 명서동,27,0027,0000,명곡두산위브,103.5800,202412,08,"60,900",-,8,개인,개인,2011,도계로 135,-,중개거래,경남 창원시 의창구,-,아파트
65,경상남도 창원시 의창구 북면 감계리,227-1,0227,0001,창원감계힐스테이트3차,84.7732,202412,07,"28,000",-,17,개인,개인,2014,감계로 259,-,중개거래,경남 창원시 의창구,-,아파트
66,경상남도 창원시 의창구 동읍 용정리,20-13,0020,0013,성진까치빌라트5,53.4600,202412,07,"7,000",-,6,개인,개인,1997,용정길46번길 53,-,중개거래,경남 창원시 의창구,-,아파트
67,경상남도 창원시 의창구 팔용동,124-3,0124,0003,대동차룡,49.9800,202412,07,"15,000",-,1,개인,개인,1994,반계로 95,-,중개거래,경남 창원시 의창구,-,아파트
68,경상남도 창원시 의창구 팔용동,125,0125,0000,벽산블루밍C단지,84.9050,202412,07,"34,500",-,15,개인,개인,1999,남산로 20,-,중개거래,경남 창원시 의창구,-,아파트
69,경상남도 창원시 의창구 북면 감계리,232-1,0232,0001,감계아내에코프리미엄2차,84.8776,202412,06,"36,200",-,12,개인,개인,2019,감계로 342,-,중개거래,경남 창원시 의창구,-,아파트
70,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트아티움시티,84.8615,202412,06,"46,000",-,13,개인,개인,2020,창원대로397번길 11,-,중개거래,경남 창원시 의창구,-,아파트
71,경상남도 창원시 의창구 중동,786,0786,0000,창원중동유니시티3단지,72.9280,202412,06,"72,500",-,16,개인,개인,2019,중동로 77,-,중개거래,경남 창원시 의창구,-,아파트
72,경상남도 창원시 의창구 북면 감계리,232-1,0232,0001,감계아내에코프리미엄2차,84.8776,202412,06,"33,668",-,1,개인,법인,2019,감계로 342,-,중개거래,경남 창원시 의창구,-,아파트
73,경상남도 창원시 의창구 중동,786,0786,0000,창원중동유니시티3단지,84.7886,202412,06,"79,000",-,37,개인,개인,2019,중동로 77,-,중개거래,경남 창원시 의창구,-,아파트
74,경상남도 창원시 의창구 북면 감계리,230-1,0230,0001,창원감계힐스테이트1차,84.8931,202412,06,"27,800",-,12,개인,개인,2014,동전로 86,-,중개거래,경남 창원시 의창구,-,아파트
75,경상남도 창원시 의창구 북면 감계리,230-1,0230,0001,창원감계힐스테이트1차,101.8508,202412,06,"41,000",-,15,개인,개인,2014,동전로 86,-,직거래,-,-,아파트
76,경상남도 창원시 의창구 동읍 무성리,152,0152,0000,우성전원,75.4450,202412,05,"5,000",가,6,개인,개인,1991,무성길47번길 9,-,직거래,-,24.12.19,아파트
77,경상남도 창원시 의창구 북면 감계리,225-2,0225,0002,창원감계푸르지오,59.9862,202412,05,"21,000",-,13,개인,개인,2017,감계로 221,-,중개거래,경남 창원시 의창구,-,아파트
78,경상남도 창원시 의창구 동읍 용정리,20-13,0020,0013,성진까치빌라트5,82.9800,202412,04,"11,000",-,9,개인,개인,1997,용정길46번길 53,-,중개거래,경남 창원시 의창구,-,아파트
79,경상남도 창원시 의창구 팔용동,125,0125,0000,벽산블루밍C단지,59.9700,202412,04,"26,000",302,18,개인,개인,1999,남산로 20,-,중개거래,경남 창원시 의창구,24.12.17,아파트
80,경상남도 창원시 의창구 북면 감계리,225-1,0225,0001,창원감계힐스테이트4차,68.7206,202412,04,"23,000",-,6,개인,개인,2017,감계로 233,-,중개거래,경남 창원시 의창구,-,아파트
81,경상남도 창원시 의창구 북면 감계리,229-1,0229,0001,휴먼빌,84.9500,202412,04,"28,000",-,13,개인,개인,2014,감계로 297,-,중개거래,경남 창원시 의창구,-,아파트
82,경상남도 창원시 의창구 북면 감계리,229-1,0229,0001,휴먼빌,84.9500,202412,03,"24,000",-,6,개인,개인,2014,감계로 297,-,중개거래,경남 창원시 의창구,-,아파트
83,경상남도 창원시 의창구 북면 감계리,225-1,0225,0001,창원감계힐스테이트4차,101.9291,202412,03,"35,000",-,4,개인,개인,2017,감계로 233,20241231,중개거래,경남 창원시 의창구,-,아파트
84,경상남도 창원시 의창구 팔용동,124-3,0124,0003,대동차룡,49.9800,202412,03,"17,300",-,10,개인,개인,1994,반계로 95,-,중개거래,경남 창원시 의창구,-,아파트
85,경상남도 창원시 의창구 북면 신촌리,905-6,0905,0006,신우,60.0000,202412,03,"11,800",-,14,개인,개인,1999,신촌본포로 12-10,-,중개거래,경남 창원시 의창구,-,아파트
86,경상남도 창원시 의창구 도계동,414-10,0414,0010,중앙맨션,84.1500,202412,03,"17,500",-,2,개인,개인,1992,도계로83번길 10-9,-,중개거래,경남 창원시 의창구,-,아파트
87,경상남도 창원시 의창구 중동,785,0785,0000,창원중동유니시티2단지,84.1031,202412,02,"81,300",-,11,개인,개인,2019,중동로 33,-,중개거래,경남 창원시 의창구,-,아파트
88,경상남도 창원시 의창구 팔용동,125,0125,0000,벽산블루밍C단지,84.9050,202412,02,"33,400",-,6,개인,개인,1999,남산로 20,-,중개거래,경남 창원시 의창구,-,아파트
89,경상남도 창원시 의창구 북면 감계리,225-1,0225,0001,창원감계힐스테이트4차,101.9291,202412,02,"39,000",-,13,개인,개인,2017,감계로 233,-,중개거래,경남 창원시 의창구,-,아파트
90,경상남도 창원시 의창구 북면 감계리,229-1,0229,0001,휴먼빌,84.9500,202412,02,"27,150",-,6,개인,개인,2014,감계로 297,-,중개거래,경남 창원시 의창구,-,아파트
91,경상남도 창원시 의창구 북면 신촌리,905-24,0905,0024,춘광2,59.8100,202412,02,"5,300",501,1,개인,개인,1995,신촌본포로 12-13,-,중개거래,경남 창원시 의창구,24.12.26,아파트
92,경상남도 창원시 의창구 소계동,468-1,0468,0001,럭키,60.0000,202412,02,"10,000",1,11,개인,개인,1991,금강로379번길 16-9,-,직거래,-,24.12.12,아파트
93,경상남도 창원시 의창구 북면 감계리,225-2,0225,0002,창원감계푸르지오,72.8583,202411,30,"26,300",-,8,개인,개인,2017,감계로 221,-,중개거래,경남 창원시 성산구,-,아파트
94,경상남도 창원시 의창구 북면 감계리,227-1,0227,0001,창원감계힐스테이트3차,84.7732,202411,30,"28,000",-,3,개인,개인,2014,감계로 259,-,중개거래,경남 창원시 의창구,-,아파트
95,경상남도 창원시 의창구 중동,790,0790,0000,창원중동유니시티1단지,84.1031,202411,30,"85,000",-,26,개인,개인,2019,중동로 34,-,중개거래,경남 창원시 의창구,-,아파트
96,경상남도 창원시 의창구 북면 감계리,232-1,0232,0001,감계아내에코프리미엄2차,84.5002,202411,30,"35,900",-,10,개인,개인,2019,감계로 342,-,중개거래,경남 창원시 의창구,-,아파트
97,경상남도 창원시 의창구 북면 감계리,225-1,0225,0001,창원감계힐스테이트4차,78.8923,202411,30,"27,900",-,13,개인,개인,2017,감계로 233,-,중개거래,경남 창원시 의창구,-,아파트
98,경상남도 창원시 의창구 동정동,277,0277,0000,흥한웰가,84.9100,202411,29,"34,900",-,16,개인,개인,2004,천주로 33,-,중개거래,경남 창원시 의창구,-,아파트
99,경상남도 창원시 의창구 동읍 용잠리,250,0250,0000,삼진,42.6400,202411,29,"2,500",6,5,개인,개인,1989,의창대로915번길 8,-,중개거래,경남 창원시 의창구,24.12.02,아파트
100,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트아티움시티,84.8605,202411,29,"52,000",-,19,개인,법인,2020,창원대로397번길 11,-,중개거래,경남 창원시 의창구,-,아파트
101,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트아티움시티,84.6211,202411,29,"53,200",-,16,개인,법인,2020,창원대로397번길 11,-,중개거래,경남 창원시 의창구,-,아파트
102,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트아티움시티,84.6211,202411,28,"56,700",-,27,개인,개인,2020,창원대로397번길 11,-,중개거래,경남 창원시 의창구,-,아파트
103,경상남도 창원시 의창구 도계동,396-7,0396,0007,삼호빌라,121.4100,202411,28,"30,200",-,8,개인,개인,1993,도계로 75,-,중개거래,경남 창원시 의창구,-,아파트
104,경상남도 창원시 의창구 봉림동,715,0715,0000,엘에이치피닉스포레,84.9200,202411,28,"40,000",308,11,개인,개인,2011,대봉로 27,-,중개거래,경남 창원시 의창구,24.11.29,아파트
105,경상남도 창원시 의창구 중동,786,0786,0000,창원중동유니시티3단지,84.7171,202411,28,"79,300",-,13,개인,개인,2019,중동로 77,-,중개거래,경남 창원시 의창구,-,아파트
106,경상남도 창원시 의창구 중동,786,0786,0000,창원중동유니시티3단지,84.7171,202411,28,"79,300",-,13,개인,개인,2019,중동로 77,20241209,중개거래,경남 창원시 의창구,-,아파트
107,경상남도 창원시 의창구 중동,785,0785,0000,창원중동유니시티2단지,84.3838,202411,28,"82,650",-,26,개인,개인,2019,중동로 33,-,중개거래,"경남 창원시 마산회원구, 경남 창원시 의창구",-,아파트
108,경상남도 창원시 의창구 소답동,112-1,0112,0001,영남보화맨션,58.9600,202411,27,"15,500",-,14,개인,개인,1993,의안로8번길 3,-,중개거래,경남 창원시 의창구,-,아파트
109,경상남도 창원시 의창구 북면 감계리,225-2,0225,0002,창원감계푸르지오,59.9862,202411,27,"20,900",-,11,개인,개인,2017,감계로 221,-,중개거래,경남 창원시 의창구,-,아파트
110,경상남도 창원시 의창구 팔용동,124-2,0124,0002,대동중앙,59.9000,202411,27,"17,200",106,8,개인,개인,1993,반계로 101,-,중개거래,경남 창원시 의창구,24.11.27,아파트
111,경상남도 창원시 의창구 도계동,345-4,0345,0004,동영아트빌라,84.9300,202411,27,"8,000",-,2,개인,개인,1993,도계로4번길 23,-,직거래,-,24.11.27,아파트
112,경상남도 창원시 의창구 팔용동,123-1,0123,0001,벽산블루밍A,59.9700,202411,27,"26,700",-,13,개인,개인,2000,반계로 104-9,-,중개거래,경남 창원시 의창구,-,아파트
113,경상남도 창원시 의창구 북면 감계리,225-2,0225,0002,창원감계푸르지오,59.9862,202411,26,"21,500",-,18,개인,개인,2017,감계로 221,-,중개거래,경남 창원시 의창구,-,아파트
114,경상남도 창원시 의창구 북면 감계리,232-1,0232,0001,감계아내에코프리미엄2차,59.8956,202411,26,"26,000",-,14,개인,개인,2019,감계로 342,-,중개거래,경남 창원시 의창구,-,아파트
115,경상남도 창원시 의창구 북면 감계리,232-1,0232,0001,감계아내에코프리미엄2차,59.8956,202411,26,"26,000",-,14,개인,개인,2019,감계로 342,20241126,중개거래,경남 창원시 의창구,-,아파트
116,경상남도 창원시 의창구 북면 감계리,232-1,0232,0001,감계아내에코프리미엄2차,84.8776,202411,26,"33,968",-,2,개인,법인,2019,감계로 342,-,중개거래,경남 창원시 의창구,-,아파트
117,경상남도 창원시 의창구 중동,785,0785,0000,창원중동유니시티2단지,84.3838,202411,26,"80,000",207동,18,개인,개인,2019,중동로 33,-,중개거래,경남 창원시 의창구,24.11.28,아파트
118,경상남도 창원시 의창구 도계동,308-5,0308,0005,원창늘푸른집,83.6100,202411,25,"13,900",-,4,개인,개인,1996,도계두리길6번길 38,-,직거래,-,-,아파트
119,경상남도 창원시 의창구 북면 감계리,232-1,0232,0001,감계아내에코프리미엄2차,84.5002,202411,25,"33,100",-,22,개인,개인,2019,감계로 342,-,직거래,-,-,아파트
120,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트아티움시티,84.8605,202411,25,"48,500",-,7,개인,법인,2020,창원대로397번길 11,-,중개거래,경남 창원시 의창구,-,아파트
121,경상남도 창원시 의창구 팔용동,124-2,0124,0002,대동중앙,59.9000,202411,25,"17,200",-,8,개인,개인,1993,반계로 101,20241125,중개거래,경남 창원시 의창구,-,아파트
122,경상남도 창원시 의창구 북면 감계리,225-2,0225,0002,창원감계푸르지오,84.8853,202411,24,"30,900",-,11,개인,개인,2017,감계로 221,-,중개거래,경남 창원시 의창구,-,아파트
123,경상남도 창원시 의창구 중동,785,0785,0000,창원중동유니시티2단지,84.3838,202411,23,"80,000",-,28,개인,개인,2019,중동로 33,-,중개거래,경남 창원시 의창구,-,아파트
124,경상남도 창원시 의창구 명서동,27,0027,0000,명곡두산위브,126.0600,202411,23,"64,000",-,8,개인,개인,2011,도계로 135,-,중개거래,경남 창원시 의창구,-,아파트
125,경상남도 창원시 의창구 북면 감계리,232-1,0232,0001,감계아내에코프리미엄2차,84.8776,202411,23,"35,900",-,20,개인,개인,2019,감계로 342,-,중개거래,경남 창원시 의창구,-,아파트
126,경상남도 창원시 의창구 북면 감계리,225-1,0225,0001,창원감계힐스테이트4차,59.8544,202411,23,"21,300",-,15,개인,개인,2017,감계로 233,-,중개거래,경남 창원시 의창구,-,아파트
127,경상남도 창원시 의창구 팔용동,122,0122,0000,벽산블루밍B,84.9050,202411,23,"39,800",103,17,개인,개인,1999,반계로 104-21,-,중개거래,경남 창원시 의창구,24.11.29,아파트
128,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트아티움시티,84.8615,202411,23,"51,000",-,39,개인,개인,2020,창원대로397번길 11,-,중개거래,경남 창원시 의창구,-,아파트
129,경상남도 창원시 의창구 도계동,319-3,0319,0003,청호,59.3550,202411,22,"8,500",-,14,개인,개인,1995,하남천서길 67,-,중개거래,경남 창원시 의창구,-,아파트
130,경상남도 창원시 의창구 팔용동,124-1,0124,0001,극동,84.8800,202411,22,"26,400",-,4,개인,개인,1994,팔용로 446,-,중개거래,경남 창원시 의창구,-,아파트
131,경상남도 창원시 의창구 북면 감계리,231-10,0231,0010,창원감계힐스테이트2차,70.1076,202411,22,"29,500",203,14,개인,개인,2017,감계로 341,-,중개거래,경남 창원시 의창구,24.12.20,아파트
132,경상남도 창원시 의창구 동읍 무성리,152,0152,0000,우성전원,66.3850,202411,21,"2,900",다,6,개인,법인,1991,무성길47번길 17,-,중개거래,경남 창원시 의창구,24.11.21,아파트
133,경상남도 창원시 의창구 북면 무동리,123-1,0123,0001,휴먼빌1단지,59.9910,202411,21,"15,500",-,3,개인,개인,2013,동곡로 33,-,중개거래,경남 창원시 의창구,-,아파트
134,경상남도 창원시 의창구 중동,785,0785,0000,창원중동유니시티2단지,84.3838,202411,21,"80,300",-,32,개인,개인,2019,중동로 33,-,중개거래,경남 창원시 의창구,-,아파트
135,경상남도 창원시 의창구 북면 감계리,229-1,0229,0001,휴먼빌,84.9300,202411,21,"24,700",103,5,개인,개인,2014,감계로 297,-,중개거래,경남 창원시 의창구,24.12.04,아파트
136,경상남도 창원시 의창구 북면 감계리,225-1,0225,0001,창원감계힐스테이트4차,84.9743,202411,20,"29,700",-,11,개인,개인,2017,감계로 233,-,중개거래,경남 창원시 의창구,-,아파트
137,경상남도 창원시 의창구 팔용동,35-1,0035,0001,힐스테이트아티움시티,84.6211,202411,20,"52,000",-,29,개인,법인,2020,창원대로397번길 11,-,중개거래,"경남 창원시 성산구, 경남 창원시 의창구",-,아파트
138,경상남도 창원시 의창구 팔용동,125,0125,0000,벽산블루밍C단지,59.9700,202411,20,"24,750",302,5,개인,개인,1999,남산로 20,-,중개거래,경남 창원시 의창구,24.12.30,아파트
