NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
1,경상남도 창원시 마산합포구 산호동,209-6,0209,0006,무궁화,53.8800,202412,31,"6,650",-,1,개인,법인,1982,해안대로 553,-,중개거래,경남 창원시 마산합포구,-,아파트
2,경상남도 창원시 마산합포구 현동,606,0606,0000,중흥S클래스프라디움2차,84.9995,202412,31,"26,400",-,13,개인,개인,2015,현동9길 14,-,중개거래,경남 창원시 마산합포구,-,아파트
3,경상남도 창원시 마산합포구 산호동,18-1,0018,0001,삼성타운,59.6100,202412,30,"16,000",-,12,개인,개인,1996,산호북1길 15,-,중개거래,경남 창원시 마산합포구,-,아파트
4,경상남도 창원시 마산합포구 월포동,1,0001,0000,경동메르빌,59.5105,202412,29,"19,000",-,22,개인,개인,2005,중앙동3길 22,-,중개거래,경남 창원시 마산합포구,-,아파트
5,경상남도 창원시 마산합포구 교방동,525,0525,0000,창원롯데캐슬프리미어,39.8046,202412,29,"22,300",-,15,개인,법인,2020,노산서18길 80,-,직거래,-,-,아파트
6,경상남도 창원시 마산합포구 교방동,525,0525,0000,창원롯데캐슬프리미어,39.8046,202412,29,"22,300",-,15,개인,법인,2020,노산서18길 80,-,직거래,-,-,아파트
7,경상남도 창원시 마산합포구 현동,608,0608,0000,창원현동하늘채,59.9790,202412,28,"24,500",-,25,개인,개인,2018,현동9길 13,-,중개거래,경남 창원시 마산합포구,-,아파트
8,경상남도 창원시 마산합포구 완월동,421,0421,0000,청구제네스,134.9900,202412,28,"23,000",-,20,개인,개인,2002,완월남로 45,20241230,중개거래,경남 창원시 마산합포구,-,아파트
9,경상남도 창원시 마산합포구 완월동,421,0421,0000,청구제네스,134.9900,202412,28,"23,000",-,20,개인,개인,2002,완월남로 45,-,중개거래,경남 창원시 마산합포구,-,아파트
10,경상남도 창원시 마산합포구 현동,210,0210,0000,중흥S클래스프라디움1차,84.9900,202412,27,"24,400",111,13,개인,개인,2014,현동4길 20,-,직거래,-,24.12.27,아파트
11,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202412,27,"35,850",-,14,개인,개인,2019,가포순환로 33,-,중개거래,경남 창원시 마산합포구,-,아파트
12,경상남도 창원시 마산합포구 현동,608,0608,0000,창원현동하늘채,59.9790,202412,26,"21,300",-,9,개인,개인,2018,현동9길 13,-,중개거래,경남 창원시 마산합포구,-,아파트
13,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,149.4602,202412,25,"55,500",-,28,개인,개인,2019,가포순환로 33,-,중개거래,경남 창원시 마산합포구,-,아파트
14,경상남도 창원시 마산합포구 상남동,100-8,0100,0008,우신뉴타워,84.9300,202412,25,"13,050",-,17,개인,개인,1996,천하장사로 87,-,중개거래,경남 창원시 마산합포구,24.12.26,아파트
15,경상남도 창원시 마산합포구 중앙동2가,1-500,0001,0500,경동메르빌2차,84.9658,202412,25,"25,000",-,5,개인,개인,2007,중앙동3길 16,-,중개거래,경남 창원시 마산합포구,-,아파트
16,경상남도 창원시 마산합포구 완월동,421,0421,0000,청구제네스,84.3500,202412,24,"20,000",-,11,개인,개인,2002,완월남로 45,20250102,중개거래,경남 창원시 마산합포구,-,아파트
17,경상남도 창원시 마산합포구 구산면 수정리,620,0620,0000,들국화,75.0600,202412,24,"4,200",-,3,개인,개인,1990,구산로 589,-,직거래,-,24.12.26,아파트
18,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,149.5962,202412,24,"57,000",-,23,개인,개인,2019,가포순환로 33,-,중개거래,경남 창원시 마산합포구,-,아파트
19,경상남도 창원시 마산합포구 월포동,1,0001,0000,경동메르빌,59.5105,202412,23,"20,100",105,19,개인,개인,2005,중앙동3길 22,-,중개거래,경남 창원시 마산합포구,24.12.27,아파트
20,경상남도 창원시 마산합포구 월영동,738,0738,0000,마린애시앙부영,84.9463,202412,23,"36,500",-,9,개인,개인,2019,가포순환로 33,-,중개거래,경남 창원시 마산합포구,-,아파트
21,경상남도 창원시 마산합포구 월포동,1,0001,0000,경동메르빌,84.6923,202412,23,"26,800",-,15,개인,개인,2005,중앙동3길 22,-,중개거래,경남 창원시 마산합포구,-,아파트
