NO,시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
1,경상남도 창원시 의창구 서상동,517-11,0517,0011,장성,48.6000,40.2400,202312,22,"8,500",2,-,-,1985,읍성로 2,-,중개거래,경남 창원의창구,-,연립
2,경상남도 창원시 의창구 대산면 가술리,387-26,0387,0026,한솔푸르네오,57.8500,52.6981,202312,19,"8,100",3,-,-,2014,가술길1번길 19,-,중개거래,경남 창원의창구,-,연립
3,경상남도 창원시 의창구 북면 신촌리,887-3,0887,0003,올라뷰,76.7000,61.5100,202312,12,"8,900",3,-,-,2015,신리길 25,-,중개거래,경남 창원의창구,-,연립
4,경상남도 창원시 의창구 도계동,402-1,0402,0001,태백산빌라,70.2000,20.1394,202312,11,"10,000",2,-,-,1995,원이대로69번길 10-4,-,중개거래,경남 창원의창구,-,연립다세대
5,경상남도 창원시 의창구 대산면 가술리,387-26,0387,0026,한솔푸르네오,57.8500,52.6981,202312,09,"12,500",4,-,-,2014,가술길1번길 19,-,중개거래,경남 창원시의창구,-,연립
6,경상남도 창원시 의창구 동읍 용정리,23-5,0023,0005,자여새보금,84.5950,69.4160,202312,06,"12,500",3,-,-,2013,용정길32번길 21,-,중개거래,경남 창원시의창구,-,연립
7,경상남도 창원시 의창구 동읍 용잠리,250-5,0250,0005,삼우종합상가,115.5000,41.5700,202312,05,"12,500",4,-,-,1992,의창대로915번길 13,-,직거래,-,-,연립
8,경상남도 창원시 의창구 도계동,318-10,0318,0010,아주빌라(318-10),93.7500,68.4300,202311,29,"9,600",2,-,-,1998,도계두리길 108-5,-,중개거래,경남 창원의창구,-,다세대
9,경상남도 창원시 의창구 서상동,670-10,0670,0010,(21-10),73.1459,52.7299,202311,21,"19,700",3,-,-,2012,평산로195번길 12-4,-,직거래,-,-,다세대
10,경상남도 창원시 의창구 도계동,357-5,0357,0005,청학상가빌라,71.0550,25.4050,202311,09,"15,000",5,-,-,1995,도계로 67,-,중개거래,경남 창원의창구,-,연립다세대
11,경상남도 창원시 의창구 동정동,284-2,0284,0002,대성빌라트,84.8700,47.9732,202311,02,"14,100",4,-,-,2002,서상로35번길 10-4,-,직거래,-,-,다세대
12,경상남도 창원시 의창구 소계동,702-25,0702,0025,부전빌라,84.8000,64.2200,202310,30,"13,500",2,-,-,1998,소계로94번길 19-7,-,중개거래,경남 창원의창구,-,다세대
13,경상남도 창원시 의창구 동읍 용정리,19-2,0019,0002,자여서원래온빌,71.3450,54.0000,202310,27,"10,000",2,-,-,2012,용정길46번길 11,-,중개거래,경남 창원의창구,-,연립
14,경상남도 창원시 의창구 도계동,301-2,0301,0002,서원래온빌3차,82.6750,42.2000,202310,25,"21,000",2,-,-,2009,도계두리길 28,-,중개거래,경남 창원의창구,-,다세대
15,경상남도 창원시 의창구 도계동,417-3,0417,0003,임호아트빌라,82.5600,11.2315,202310,24,"13,800",2,-,-,1996,도계로95번길 6-16,20231121,중개거래,경남 창원의창구,-,연립
16,경상남도 창원시 의창구 도계동,417-3,0417,0003,임호아트빌라,82.5600,11.2315,202310,24,"13,800",2,-,-,1996,도계로95번길 6-16,-,중개거래,경남 창원의창구,-,연립
17,경상남도 창원시 의창구 대산면 갈전리,632-2,0632,0002,갈전리,75.3450,103.1250,202310,24,"4,725",4,-,-,2002,갈전로 70,-,직거래,-,-,다세대
18,경상남도 창원시 의창구 북면 신촌리,1386-67,1386,0067,거풍힐링빌2단지,75.9150,90.8750,202310,21,"14,000",2,-,-,2013,천주로 1202-12,-,직거래,-,-,다세대
19,경상남도 창원시 의창구 소답동,113-10,0113,0010,송백오슬로빌라,68.1700,34.8375,202310,21,"11,700",2,-,-,2003,의안로8번길 10,-,중개거래,경남 창원의창구,-,다세대
20,경상남도 창원시 의창구 북면 신촌리,879-1,0879,0001,올라빌,81.9255,85.0500,202310,21,"9,350",3,-,-,2013,신리길30번길 20,-,중개거래,경남 창원의창구,-,연립
21,경상남도 창원시 의창구 동읍 용정리,23-5,0023,0005,자여새보금,84.5950,69.4160,202310,20,"12,400",4,-,-,2013,용정길32번길 21,-,직거래,-,-,연립
22,경상남도 창원시 의창구 소답동,146-2,0146,0002,대한그린빌라,57.2950,34.8627,202310,19,"3,800",2,-,-,1994,의안로62번길 42,-,직거래,-,-,다세대
