NO,시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
1,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,46.9400,37.9000,202112,28,"9,400",3,-,-,1976,창원대로 726,-,중개거래,경남 창원성산구,-,연립다세대
2,경상남도 창원시 성산구 성주동,143,0143,0000,루이젠하우스,145.8500,197.1349,202112,07,"76,000",1,-,-,2008,창원대로1137번길 18,-,중개거래,경남 창원의창구,-,연립
3,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.2500,108.7179,202112,03,"52,500",1,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
4,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.2500,108.7179,202111,29,"55,000",4,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
5,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202111,11,"51,500",2,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
6,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202110,28,"51,400",2,-,-,2013,삼정자로 78,-,-,-,-,연립
7,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,118.4200,152.8116,202110,25,"74,500",1,-,-,2013,삼정자로 78,-,-,-,-,연립
8,경상남도 창원시 성산구 성주동,143,0143,0000,루이젠하우스,209.3300,282.9364,202110,11,"99,500",4,-,-,2008,창원대로1137번길 18,-,-,-,-,연립
9,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202110,07,"51,000",2,-,-,2013,삼정자로 78,-,-,-,-,연립
10,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,46.9400,37.9000,202110,06,"9,200",3,-,-,1976,창원대로 726,-,-,-,-,연립다세대
11,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,118.4200,152.8116,202109,30,"66,000",1,-,-,2013,삼정자로 78,-,-,-,-,연립
