NO,시군구,번지,본번,부번,건물명,전용면적(㎡),대지권면적(㎡),계약년월,계약일,거래금액(만원),층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자,주택유형
1,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,100.4100,129.5711,202312,08,"50,500",3,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
2,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,100.4100,129.5711,202312,06,"52,500",1,-,-,2013,삼정자로 78,-,직거래,-,-,연립
3,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,41.3200,32.8000,202311,23,"7,500",2,-,-,1976,창원대로 726,-,중개거래,경남 창원성산구,-,연립다세대
4,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,46.9400,37.9000,202311,14,"7,500",5,-,-,1976,창원대로 726,-,중개거래,경남 창원성산구,-,연립다세대
5,경상남도 창원시 성산구 안민동,120-15,0120,0015,송원빌라트(120-15),52.0200,32.7745,202311,08,"3,200",1,-,-,2002,안민안길30번길 15,-,직거래,-,-,다세대
6,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202310,15,"45,000",3,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
7,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202310,06,"46,500",1,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
8,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,46.9400,37.9000,202309,09,"9,150",4,-,-,1976,창원대로 726,-,중개거래,경남 창원성산구,-,연립다세대
9,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202308,19,"47,300",4,-,-,2013,삼정자로 78,-,중개거래,경남 창원의창구,-,연립
10,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202308,10,"46,500",1,-,-,2013,삼정자로 78,20231006,중개거래,경남 창원성산구,-,연립
11,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202308,07,"42,800",3,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
12,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,46.9400,37.9000,202308,04,"8,000",2,-,-,1976,창원대로 726,-,중개거래,경남 창원성산구,-,연립다세대
13,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,100.4100,129.5711,202307,14,"51,850",4,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
14,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,100.4100,129.5711,202307,04,"52,500",4,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
15,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,41.3200,32.8000,202306,29,"7,450",2,-,-,1976,창원대로 726,-,중개거래,경남 창원성산구,-,연립다세대
16,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,41.3200,32.8000,202306,05,"7,500",2,-,-,1976,창원대로 726,-,중개거래,경남 창원성산구,-,연립다세대
17,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202306,05,"41,200",2,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
18,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,100.4100,129.5711,202305,10,"62,000",1,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
19,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,46.9400,37.9000,202304,29,"5,500",4,-,-,1976,창원대로 726,-,중개거래,경남 창원의창구,-,연립다세대
20,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,46.9400,37.9000,202304,29,"5,500",4,-,-,1976,창원대로 726,-,중개거래,경남 창원의창구,-,연립다세대
21,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202304,20,"43,700",3,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
22,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202304,11,"42,000",3,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
23,경상남도 창원시 성산구 성주동,143,0143,0000,루이젠하우스,176.5200,238.5895,202303,22,"75,000",4,-,-,2008,창원대로1137번길 18,-,중개거래,대구 수성구,-,연립
24,경상남도 창원시 성산구 내동,456-17,0456,0017,내동상가,46.9400,37.9000,202303,09,"8,200",3,-,-,1976,창원대로 726,-,직거래,-,-,연립다세대
25,경상남도 창원시 성산구 성주동,169,0169,0000,성주중앙블루아템,84.7600,142.9095,202303,01,"44,200",3,-,-,2015,삼정자로72번길 99,-,중개거래,경남 창원마산회원구,-,연립
26,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202302,25,"44,500",4,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
27,경상남도 창원시 성산구 성주동,157,0157,0000,효성해링턴코트,84.8800,109.5309,202301,10,"43,500",4,-,-,2013,삼정자로 78,-,중개거래,경남 창원성산구,-,연립
